Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
Zc3h8	150.571429	0	0	0	0	0	0	848	1128	132	0	0	0	0	0	0
Stox2	150.571429	0	0	0	0	0	0	860	1248	0	0	0	0	0	0	0
Il18rap	150.500000	0	0	0	0	0	0	783	1324	0	0	0	0	0	0	0
Myl6b	150.428571	0	0	0	0	0	0	1045	943	118	0	0	0	0	0	0
Myl6	150.428571	0	0	0	0	0	0	1045	943	118	0	0	0	0	0	0
Fez2	150.428571	0	0	0	0	0	0	971	950	185	0	0	0	0	0	0
Tmem243	150.357143	0	0	0	0	0	0	1061	936	108	0	0	0	0	0	0
Trim17	150.142857	0	0	0	0	0	0	1133	969	0	0	0	0	0	0	0
Tent5c	150.142857	0	0	177	222	0	0	690	864	149	0	0	0	0	0	0
H3f4	150.142857	0	0	0	0	0	0	1133	969	0	0	0	0	0	0	0
Pdlim4	150.000000	0	0	0	0	0	0	848	1252	0	0	0	0	0	0	0
Tmem161b	149.928571	0	0	0	0	0	0	975	1018	106	0	0	0	0	0	0
Pak6	149.928571	0	0	0	0	0	0	1082	1017	0	0	0	0	0	0	0
Irf1	149.928571	0	0	0	0	0	0	1016	968	115	0	0	0	0	0	0
Sh2d3c	149.857143	0	0	0	0	0	0	1065	1033	0	0	0	0	0	0	0
Riox2	149.857143	0	0	0	0	0	0	1043	1055	0	0	0	0	0	0	0
Zfp943	149.785714	0	0	0	0	0	0	968	1129	0	0	0	0	0	0	0
Zfp942	149.785714	0	0	0	0	0	0	968	1129	0	0	0	0	0	0	0
Rhebl1	149.714286	0	0	0	0	0	0	968	1128	0	0	0	0	0	0	0
Crhbp	149.642857	0	0	0	0	0	0	733	1362	0	0	0	0	0	0	0
Ankrd13b	149.642857	0	0	0	0	0	0	1273	822	0	0	0	0	0	0	0
Tnpo3	149.571429	0	0	0	0	0	0	1092	909	93	0	0	0	0	0	0
Pira7	149.571429	0	0	0	0	0	0	1060	945	89	0	0	0	0	0	0
Pira4	149.571429	0	0	0	0	0	0	1060	945	89	0	0	0	0	0	0
Pira11	149.571429	0	0	0	0	0	0	1060	945	89	0	0	0	0	0	0
Gm14548	149.571429	0	0	0	0	0	0	1060	945	89	0	0	0	0	0	0
Napg	149.428571	0	0	0	0	0	0	1075	843	174	0	0	0	0	0	0
Ube2q1	149.357143	0	0	0	0	0	0	872	1057	162	0	0	0	0	0	0
Stat1	149.357143	0	0	0	0	0	0	1005	1086	0	0	0	0	0	0	0
Fam174c	149.357143	0	0	0	0	0	0	877	1214	0	0	0	0	0	0	0
Smc6	149.285714	0	0	0	0	0	0	1011	927	152	0	0	0	0	0	0
Lrrc72	149.285714	0	0	0	0	0	0	583	795	0	712	0	0	0	0	0
Gen1	149.285714	0	0	0	0	0	0	1011	927	152	0	0	0	0	0	0
Vcam1	149.214286	0	0	0	0	0	0	757	1134	0	198	0	0	0	0	0
Pdlim2	149.214286	0	0	0	0	0	0	1068	883	138	0	0	0	0	0	0
Gpr35	149.214286	0	0	0	0	0	0	921	1168	0	0	0	0	0	0	0
Fcrla	149.214286	0	0	0	0	0	0	878	1211	0	0	0	0	0	0	0
Dcps	149.214286	0	0	0	0	0	0	982	1107	0	0	0	0	0	0	0
Slfn2	149.142857	0	0	0	0	0	0	1112	976	0	0	0	0	0	0	0
Rassf4	149.142857	0	0	0	0	0	0	924	1164	0	0	0	0	0	0	0
Pogk	149.071429	0	0	0	0	0	0	956	1131	0	0	0	0	0	0	0
Ltbr	149.071429	0	0	0	0	0	0	1098	872	117	0	0	0	0	0	0
Leng9	149.071429	0	0	0	0	0	0	899	655	0	533	0	0	0	0	0
Rbbp7	148.857143	0	0	0	0	0	0	1266	818	0	0	0	0	0	0	0
Pts	148.857143	0	0	0	0	0	0	993	1091	0	0	0	0	0	0	0
Csf1r	148.857143	0	0	0	0	0	0	965	1119	0	0	0	0	0	0	0
Il27	148.714286	0	0	0	0	0	0	909	1092	81	0	0	0	0	0	0
Socs5	148.642857	0	0	0	0	0	0	1093	868	120	0	0	0	0	0	0
Ltv1	148.642857	0	0	0	0	0	0	722	1359	0	0	0	0	0	0	0
Nktr	148.571429	0	0	0	0	0	0	1378	702	0	0	0	0	0	0	0
Idi1	148.571429	0	0	0	0	0	0	1084	996	0	0	0	0	0	0	0
Sh2d1b1	148.428571	0	0	0	0	0	0	1173	905	0	0	0	0	0	0	0
Dcp2	148.428571	0	0	0	0	0	0	1227	851	0	0	0	0	0	0	0
Cd276	148.428571	0	0	0	0	0	0	752	1326	0	0	0	0	0	0	0
Slc35a4	148.357143	0	0	0	0	0	0	1096	895	86	0	0	0	0	0	0
Mllt6	148.357143	0	0	0	0	0	0	1128	792	157	0	0	0	0	0	0
Ikzf5	148.357143	0	0	0	0	0	0	862	1053	162	0	0	0	0	0	0
Apbb3	148.357143	0	0	0	0	0	0	1096	895	86	0	0	0	0	0	0
Acadsb	148.357143	0	0	0	0	0	0	862	1053	162	0	0	0	0	0	0
Muc1	148.285714	0	0	0	0	0	0	1027	1049	0	0	0	0	0	0	0
Akap11	148.214286	0	0	0	0	0	0	990	952	133	0	0	0	0	0	0
Klre1	148.142857	0	0	0	0	0	0	1248	826	0	0	0	0	0	0	0
Prkaa1	148.000000	0	0	0	0	0	0	948	973	151	0	0	0	0	0	0
Psme1	147.928571	0	0	0	0	0	0	929	1036	106	0	0	0	0	0	0
Fitm1	147.928571	0	0	0	0	0	0	929	1036	106	0	0	0	0	0	0
Asph	147.928571	0	0	0	0	0	0	1275	796	0	0	0	0	0	0	0
Plekhn1	147.857143	0	0	0	0	0	0	978	1092	0	0	0	0	0	0	0
H2-Ab1	147.857143	0	0	0	0	0	0	1054	1016	0	0	0	0	0	0	0
Nr4a3	147.785714	0	0	0	0	0	0	932	973	164	0	0	0	0	0	0
Ghitm	147.785714	0	0	0	0	0	0	1193	876	0	0	0	0	0	0	0
Rit1	147.642857	0	0	0	0	0	0	1073	994	0	0	0	0	0	0	0
Mfsd6l	147.571429	0	0	0	0	0	0	1071	995	0	0	0	0	0	0	0
Rpl13	147.500000	0	0	0	0	0	0	1070	995	0	0	0	0	0	0	0
Dtnbp1	147.500000	0	0	0	0	0	0	1302	763	0	0	0	0	0	0	0
Xylb	147.428571	0	0	0	0	0	0	1093	971	0	0	0	0	0	0	0
Herc6	147.428571	0	0	0	0	0	0	931	1133	0	0	0	0	0	0	0
Pdpk1	147.357143	0	0	0	0	0	0	847	1216	0	0	0	0	0	0	0
Amer1	147.357143	0	0	0	0	0	0	1053	1010	0	0	0	0	0	0	0
Ybx2	147.285714	0	0	0	0	0	0	1140	922	0	0	0	0	0	0	0
Wdyhv1	147.285714	0	0	0	0	0	0	1060	867	135	0	0	0	0	0	0
Ube2z	147.285714	0	0	0	0	0	0	894	992	176	0	0	0	0	0	0
Ssb	147.285714	0	0	0	0	0	0	918	1005	139	0	0	0	0	0	0
Sart3	147.285714	0	0	0	0	0	0	970	1092	0	0	0	0	0	0	0
Iscu	147.285714	0	0	0	0	0	0	970	1092	0	0	0	0	0	0	0
Gprc5a	147.285714	0	0	0	0	0	0	984	979	99	0	0	0	0	0	0
Dpep3	147.285714	0	0	0	0	0	0	910	1152	0	0	0	0	0	0	0
Piezo1	147.214286	0	0	0	0	0	0	878	1183	0	0	0	0	0	0	0
Ccdc184	147.214286	0	0	0	0	0	0	639	1422	0	0	0	0	0	0	0
Asb8	147.214286	0	0	0	0	0	0	639	1422	0	0	0	0	0	0	0
Tpk1	147.071429	0	0	0	0	0	0	953	920	186	0	0	0	0	0	0
Atr	147.071429	0	0	0	0	0	0	1035	880	144	0	0	0	0	0	0
1700065D16Rik	147.071429	0	0	0	0	0	0	1035	880	144	0	0	0	0	0	0
Taf4b	147.000000	0	0	0	0	0	0	1302	756	0	0	0	0	0	0	0
Il18r1	147.000000	0	0	0	0	0	0	1317	741	0	0	0	0	0	0	0
Grcc10	147.000000	0	0	0	0	0	0	1313	745	0	0	0	0	0	0	0
Slc30a1	146.928571	0	0	0	0	0	0	1167	759	131	0	0	0	0	0	0
Rarb	146.928571	0	0	0	0	0	0	1030	1027	0	0	0	0	0	0	0
Cldn13	146.928571	0	0	0	0	0	0	1018	1039	0	0	0	0	0	0	0
Polg2	146.857143	0	0	0	0	0	0	1430	626	0	0	0	0	0	0	0
Gm2a	146.857143	0	0	0	0	0	0	975	950	131	0	0	0	0	0	0
Tff1	146.785714	0	0	0	0	0	0	1018	1037	0	0	0	0	0	0	0
Adgrg1	146.785714	0	0	0	0	0	0	533	1522	0	0	0	0	0	0	0
Ccr7	146.714286	0	0	0	0	0	0	1340	714	0	0	0	0	0	0	0
Slc39a7	146.642857	0	0	0	0	0	0	1233	820	0	0	0	0	0	0	0
Rxrb	146.642857	0	0	0	0	0	0	1233	820	0	0	0	0	0	0	0
H2-Ke6	146.642857	0	0	0	0	0	0	1233	820	0	0	0	0	0	0	0
Gbp4	146.428571	0	0	0	0	0	0	1282	768	0	0	0	0	0	0	0
Cpm	146.357143	0	0	0	0	0	0	1091	958	0	0	0	0	0	0	0
Slc39a10	146.285714	0	0	0	0	0	0	836	905	89	218	0	0	0	0	0
Slc14a2	146.285714	0	0	0	0	0	0	1055	993	0	0	0	0	0	0	0
Bdh1	146.285714	0	0	0	0	0	0	963	1085	0	0	0	0	0	0	0
Clec4b2	146.214286	0	0	0	0	0	0	968	986	93	0	0	0	0	0	0
Ubap2l	146.071429	0	0	0	0	0	0	891	954	200	0	0	0	0	0	0
Bnip3	146.071429	0	0	0	0	0	0	1050	995	0	0	0	0	0	0	0
Arsa	146.071429	0	0	0	0	0	0	906	1139	0	0	0	0	0	0	0
4933434E20Rik	146.071429	0	0	0	0	0	0	891	954	200	0	0	0	0	0	0
Mtres1	146.000000	0	0	0	0	0	0	954	998	92	0	0	0	0	0	0
Ece1	146.000000	0	0	0	0	0	0	753	1291	0	0	0	0	0	0	0
Vamp5	145.928571	0	0	0	0	0	0	1087	956	0	0	0	0	0	0	0
Rhbdl3	145.928571	0	0	0	0	0	0	928	1115	0	0	0	0	0	0	0
Marveld1	145.928571	0	0	0	0	0	0	1030	1013	0	0	0	0	0	0	0
Vps33b	145.714286	0	0	0	0	0	0	1051	989	0	0	0	0	0	0	0
Trpm2	145.714286	0	0	0	0	0	0	1130	910	0	0	0	0	0	0	0
Cfap410	145.714286	0	0	0	0	0	0	1130	910	0	0	0	0	0	0	0
Ptpn21	145.642857	0	0	0	0	0	0	985	1054	0	0	0	0	0	0	0
Rbpms	145.571429	0	0	0	0	0	0	1007	1031	0	0	0	0	0	0	0
Ppargc1b	145.571429	0	0	0	0	0	0	1041	997	0	0	0	0	0	0	0
Tada3	145.500000	0	0	0	0	0	0	1071	837	129	0	0	0	0	0	0
Lrmp	145.500000	0	0	0	0	0	0	1037	1000	0	0	0	0	0	0	0
Lmna	145.500000	0	0	0	0	0	0	890	1147	0	0	0	0	0	0	0
Arpc4	145.500000	0	0	0	0	0	0	1071	837	129	0	0	0	0	0	0
Ppp1r27	145.428571	0	0	0	0	0	0	1151	885	0	0	0	0	0	0	0
Pacsin2	145.428571	0	0	0	0	0	0	1083	953	0	0	0	0	0	0	0
Mcrip1	145.428571	0	0	0	0	0	0	1151	885	0	0	0	0	0	0	0
Itm2c	145.357143	0	0	0	0	0	0	1020	1015	0	0	0	0	0	0	0
Crem	145.357143	0	0	0	0	0	0	751	625	0	659	0	0	0	0	0
Blcap	145.357143	0	0	0	0	0	0	1353	682	0	0	0	0	0	0	0
Wdr36	145.285714	0	0	0	0	0	0	788	1246	0	0	0	0	0	0	0
Slc43a3	145.285714	0	0	0	0	0	0	1121	913	0	0	0	0	0	0	0
Prkag2	145.285714	0	0	0	0	0	0	952	872	210	0	0	0	0	0	0
Dusp11	145.285714	0	0	0	0	0	0	1111	923	0	0	0	0	0	0	0
Tnfrsf13c	145.214286	0	0	0	0	0	0	0	2033	0	0	0	0	0	0	0
Tmem176b	145.214286	0	0	0	0	0	0	1170	863	0	0	0	0	0	0	0
Herc4	145.214286	0	0	0	0	0	0	980	853	200	0	0	0	0	0	0
Zfp493	145.142857	0	0	0	0	0	0	936	1096	0	0	0	0	0	0	0
Slc17a8	145.142857	0	0	0	0	0	0	1105	927	0	0	0	0	0	0	0
Zmynd8	145.071429	0	0	0	0	0	0	718	1313	0	0	0	0	0	0	0
Mrps33	145.071429	0	0	0	0	0	0	973	1058	0	0	0	0	0	0	0
Itpkc	145.071429	0	0	0	0	0	0	1004	1027	0	0	0	0	0	0	0
Coq8b	145.071429	0	0	0	0	0	0	1004	1027	0	0	0	0	0	0	0
Prkag1	145.000000	0	0	0	0	0	0	1005	1025	0	0	0	0	0	0	0
Micall2	145.000000	0	0	0	0	0	0	720	911	0	399	0	0	0	0	0
Ubtd2	144.928571	0	0	0	0	0	0	995	945	89	0	0	0	0	0	0
Tmpo	144.928571	0	0	0	0	0	0	1160	781	88	0	0	0	0	0	0
Brd4	144.928571	0	0	0	0	0	0	939	920	170	0	0	0	0	0	0
Ube2h	144.857143	0	0	0	0	0	0	1075	838	115	0	0	0	0	0	0
P2ry13	144.857143	0	0	0	0	0	0	727	1218	83	0	0	0	0	0	0
Zbtb44	144.785714	0	0	0	0	0	0	1030	852	145	0	0	0	0	0	0
Kcnn4	144.714286	0	0	0	0	0	0	1165	861	0	0	0	0	0	0	0
Zfyve1	144.642857	0	0	0	0	0	0	1143	882	0	0	0	0	0	0	0
Sectm1a	144.642857	0	0	0	0	0	0	1052	973	0	0	0	0	0	0	0
Mettl2	144.642857	0	0	0	0	0	0	929	1096	0	0	0	0	0	0	0
Lmbr1l	144.642857	0	0	0	0	0	0	941	945	139	0	0	0	0	0	0
Kcnj2	144.642857	0	0	0	0	0	0	949	1076	0	0	0	0	0	0	0
Rps6kc1	144.571429	0	0	0	0	0	0	810	1214	0	0	0	0	0	0	0
Tnfrsf14	144.214286	0	0	0	0	0	0	866	1153	0	0	0	0	0	0	0
Nipa1	144.214286	0	0	0	0	0	0	962	1057	0	0	0	0	0	0	0
Gm7244	144.214286	0	0	0	0	0	0	648	1371	0	0	0	0	0	0	0
Nanos2	144.142857	0	0	0	0	0	0	840	1061	117	0	0	0	0	0	0
Mypop	144.142857	0	0	0	0	0	0	840	1061	117	0	0	0	0	0	0
Mfng	144.142857	0	0	0	0	0	0	1345	673	0	0	0	0	0	0	0
Ncoa2	144.071429	0	0	0	0	0	0	924	973	120	0	0	0	0	0	0
Gpr141	144.071429	0	0	0	0	0	0	1214	803	0	0	0	0	0	0	0
Gramd2	144.000000	0	0	0	0	0	0	932	1084	0	0	0	0	0	0	0
Cyld	143.928571	0	0	0	0	0	0	1398	617	0	0	0	0	0	0	0
Txn1	143.857143	0	0	0	0	0	0	1342	672	0	0	0	0	0	0	0
Prkcd	143.857143	0	0	0	0	0	0	1010	869	135	0	0	0	0	0	0
Cand1	143.857143	0	0	0	0	0	0	932	1082	0	0	0	0	0	0	0
Atp13a3	143.857143	0	0	0	0	0	0	747	1106	161	0	0	0	0	0	0
Smyd1	143.785714	0	0	0	0	0	0	825	1188	0	0	0	0	0	0	0
Cd180	143.785714	0	0	0	0	0	0	1126	887	0	0	0	0	0	0	0
Tmem95	143.714286	0	0	0	0	0	0	817	1103	92	0	0	0	0	0	0
Sf3b1	143.714286	0	0	0	0	0	0	1198	814	0	0	0	0	0	0	0
Kctd11	143.714286	0	0	0	0	0	0	817	1103	92	0	0	0	0	0	0
Zbtb3	143.642857	0	0	0	0	0	0	550	480	0	981	0	0	0	0	0
St6gal1	143.642857	0	0	0	0	0	0	1118	893	0	0	0	0	0	0	0
Pfkl	143.642857	0	0	0	0	0	0	1157	748	106	0	0	0	0	0	0
Nfam1	143.642857	0	0	0	0	0	0	1340	671	0	0	0	0	0	0	0
Ube2n	143.571429	0	0	0	0	0	0	892	913	205	0	0	0	0	0	0
Mob3c	143.571429	0	0	0	0	0	0	947	1063	0	0	0	0	0	0	0
Mcm3	143.571429	0	0	0	0	0	0	939	1071	0	0	0	0	0	0	0
Arhgap31	143.571429	0	0	0	0	0	0	877	1009	124	0	0	0	0	0	0
Arid1b	143.500000	0	0	0	0	0	0	949	1060	0	0	0	0	0	0	0
H2-Oa	143.428571	0	0	0	0	0	0	1230	778	0	0	0	0	0	0	0
Fam214b	143.428571	0	0	0	0	0	0	1030	823	155	0	0	0	0	0	0
Smap2	143.357143	0	0	0	0	0	0	995	912	100	0	0	0	0	0	0
Pabpc4	143.285714	0	0	0	0	0	0	1188	818	0	0	0	0	0	0	0
Mgl2	143.285714	0	0	0	0	0	0	925	1081	0	0	0	0	0	0	0
Sac3d1	143.214286	0	0	0	0	0	0	1100	758	147	0	0	0	0	0	0
Cln8	143.214286	0	0	0	0	0	0	1075	930	0	0	0	0	0	0	0
Rnaset2b	143.142857	0	0	0	0	0	0	975	908	121	0	0	0	0	0	0
H2-Q10	143.142857	0	0	0	0	0	0	812	1192	0	0	0	0	0	0	0
Endov	143.071429	0	0	0	0	0	0	1089	713	201	0	0	0	0	0	0
Pelo	143.000000	0	0	0	0	0	0	1008	994	0	0	0	0	0	0	0
Pkdcc	142.857143	0	0	0	0	0	0	1173	827	0	0	0	0	0	0	0
Abhd10	142.857143	0	0	0	0	0	0	1032	846	122	0	0	0	0	0	0
Gadd45gip1	142.785714	0	0	0	0	0	0	1124	875	0	0	0	0	0	0	0
Wsb1	142.714286	0	0	0	0	0	0	919	1079	0	0	0	0	0	0	0
Parp6	142.714286	0	0	0	0	0	0	975	940	83	0	0	0	0	0	0
Mat2b	142.571429	0	0	0	0	0	0	1044	952	0	0	0	0	0	0	0
Gltp	142.571429	0	0	0	0	0	0	849	971	176	0	0	0	0	0	0
Atg7	142.571429	0	0	0	0	0	0	906	1090	0	0	0	0	0	0	0
Kmt2e	142.500000	0	0	0	0	0	0	856	925	214	0	0	0	0	0	0
Tinf2	142.428571	0	0	0	0	0	0	919	1075	0	0	0	0	0	0	0
Ptgr2	142.428571	0	0	0	0	0	0	940	944	110	0	0	0	0	0	0
Gapdhs	142.428571	0	0	0	0	0	0	922	1072	0	0	0	0	0	0	0
Card11	142.428571	0	0	0	0	0	0	1006	988	0	0	0	0	0	0	0
Ptprs	142.357143	0	0	0	0	0	0	984	879	130	0	0	0	0	0	0
2010315B03Rik	142.285714	0	0	0	0	0	0	1291	701	0	0	0	0	0	0	0
Prag1	142.214286	0	0	0	0	0	0	840	1151	0	0	0	0	0	0	0
Nek9	142.214286	0	0	0	0	0	0	918	1000	73	0	0	0	0	0	0
Fstl3	142.214286	0	0	0	0	0	0	1028	963	0	0	0	0	0	0	0
AW549877	142.214286	0	0	0	0	0	0	996	890	105	0	0	0	0	0	0
Zfp148	142.142857	0	0	0	0	0	0	1358	632	0	0	0	0	0	0	0
Park7	142.142857	0	0	0	0	0	0	1004	881	105	0	0	0	0	0	0
Spata1	142.071429	0	0	0	0	0	0	857	981	151	0	0	0	0	0	0
Gng5	142.071429	0	0	0	0	0	0	857	981	151	0	0	0	0	0	0
Srxn1	142.000000	0	0	0	0	0	0	1131	857	0	0	0	0	0	0	0
Phf11a	142.000000	0	0	0	0	0	0	1086	902	0	0	0	0	0	0	0
Ccnt2	142.000000	0	0	0	0	0	0	796	725	135	332	0	0	0	0	0
Tgfbrap1	141.928571	0	0	0	0	0	0	958	905	124	0	0	0	0	0	0
Sdhc	141.928571	0	0	0	0	0	0	846	1141	0	0	0	0	0	0	0
Mpz	141.928571	0	0	0	0	0	0	846	1141	0	0	0	0	0	0	0
Mob3b	141.928571	0	0	0	0	0	0	865	1122	0	0	0	0	0	0	0
Mideas	141.928571	0	0	0	0	0	0	1315	672	0	0	0	0	0	0	0
Ifnk	141.928571	0	0	0	0	0	0	865	1122	0	0	0	0	0	0	0
Ecrg4	141.928571	0	0	0	0	0	0	923	1064	0	0	0	0	0	0	0
AI597479	141.928571	0	0	0	0	0	0	958	905	124	0	0	0	0	0	0
Oosp1	141.857143	0	0	0	0	0	0	1086	900	0	0	0	0	0	0	0
Ubtd1	141.785714	0	0	0	0	0	0	915	893	177	0	0	0	0	0	0
Stam2	141.785714	0	0	0	0	0	0	1142	843	0	0	0	0	0	0	0
Mms19	141.785714	0	0	0	0	0	0	915	893	177	0	0	0	0	0	0
Melk	141.785714	0	0	0	0	0	0	1299	590	96	0	0	0	0	0	0
Tm9sf4	141.571429	0	0	0	0	0	0	984	998	0	0	0	0	0	0	0
H2-T23	141.571429	0	0	0	0	0	0	1010	972	0	0	0	0	0	0	0
Pld2	141.500000	0	0	0	0	0	0	914	1067	0	0	0	0	0	0	0
Tmem167b	141.428571	0	0	0	0	0	0	945	953	82	0	0	0	0	0	0
Lemd3	141.428571	0	0	0	0	0	0	840	1140	0	0	0	0	0	0	0
Akap9	141.428571	0	0	0	0	0	0	837	1143	0	0	0	0	0	0	0
Tnfrsf11a	141.357143	0	0	0	0	0	0	1190	789	0	0	0	0	0	0	0
Stt3a	141.357143	0	0	0	0	0	0	1091	888	0	0	0	0	0	0	0
Psen2	141.357143	0	0	0	0	0	0	1080	899	0	0	0	0	0	0	0
Snrnp200	141.285714	0	0	0	0	0	0	1123	855	0	0	0	0	0	0	0
Rac2	141.285714	0	0	0	0	0	0	1084	779	115	0	0	0	0	0	0
Fcrl5	141.285714	0	0	0	0	0	0	1051	927	0	0	0	0	0	0	0
1810024B03Rik	141.285714	0	0	0	0	0	0	1123	855	0	0	0	0	0	0	0
Scimp	141.214286	0	0	0	0	0	0	806	1171	0	0	0	0	0	0	0
Fzd5	141.214286	0	0	0	0	0	0	808	897	272	0	0	0	0	0	0
Dusp12	141.214286	0	0	0	0	0	0	1023	954	0	0	0	0	0	0	0
Tubb6	141.142857	0	0	0	0	0	0	828	1009	139	0	0	0	0	0	0
Tmem116	141.142857	0	0	0	0	0	0	990	986	0	0	0	0	0	0	0
Kif23	141.142857	0	0	0	0	0	0	947	935	94	0	0	0	0	0	0
Erp29	141.142857	0	0	0	0	0	0	990	986	0	0	0	0	0	0	0
Rhbdf2	141.071429	0	0	0	0	0	0	1129	603	0	0	0	0	88	155	0
Srebf1	141.000000	0	0	0	0	0	0	997	977	0	0	0	0	0	0	0
Agfg1	141.000000	0	0	0	0	0	0	897	928	149	0	0	0	0	0	0
Ywhag	140.928571	0	0	0	0	0	0	1047	926	0	0	0	0	0	0	0
Ppard	140.928571	0	0	0	0	0	0	628	1345	0	0	0	0	0	0	0
Dennd2c	140.928571	0	0	0	0	0	0	1043	930	0	0	0	0	0	0	0
Ugt1a7c	140.857143	0	0	0	0	0	0	1124	848	0	0	0	0	0	0	0
Prm3	140.857143	0	0	0	0	0	0	1441	531	0	0	0	0	0	0	0
Prm2	140.857143	0	0	0	0	0	0	1441	531	0	0	0	0	0	0	0
Prm1	140.857143	0	0	0	0	0	0	1441	531	0	0	0	0	0	0	0
Sema6b	140.785714	0	0	0	0	0	0	994	977	0	0	0	0	0	0	0
Glyctk	140.785714	0	0	0	0	0	0	999	972	0	0	0	0	0	0	0
Arsi	140.785714	0	0	0	0	0	0	955	1016	0	0	0	0	0	0	0
Stn1	140.714286	0	0	0	0	0	0	834	1136	0	0	0	0	0	0	0
Rom1	140.714286	0	0	0	0	0	0	525	1445	0	0	0	0	0	0	0
Eml3	140.714286	0	0	0	0	0	0	525	1445	0	0	0	0	0	0	0
Crtam	140.714286	0	0	0	0	0	0	832	1138	0	0	0	0	0	0	0
Ccser2	140.642857	0	0	0	0	0	0	755	1214	0	0	0	0	0	0	0
Cybb	140.571429	0	0	0	0	0	0	860	1108	0	0	0	0	0	0	0
Zeb1	140.500000	0	0	0	0	0	0	909	1058	0	0	0	0	0	0	0
Rab31	140.500000	0	0	0	0	0	0	629	1338	0	0	0	0	0	0	0
Podnl1	140.500000	0	0	0	0	0	0	881	1086	0	0	0	0	0	0	0
Nrd1	140.500000	0	0	0	0	0	0	985	867	115	0	0	0	0	0	0
Hook2	140.500000	0	0	0	0	0	0	795	974	198	0	0	0	0	0	0
Crbn	140.500000	0	0	0	0	0	0	850	981	136	0	0	0	0	0	0
Lnx2	140.428571	0	0	0	0	0	0	800	1166	0	0	0	0	0	0	0
Fam104a	140.428571	0	0	0	0	0	0	933	912	121	0	0	0	0	0	0
D11Wsu47e	140.428571	0	0	0	0	0	0	933	912	121	0	0	0	0	0	0
Calm3	140.428571	0	0	0	0	0	0	786	964	216	0	0	0	0	0	0
Deptor	140.357143	0	0	0	0	0	0	973	992	0	0	0	0	0	0	0
Tmem63b	140.285714	0	0	0	0	0	0	1028	838	98	0	0	0	0	0	0
Sik1	140.285714	0	0	0	0	0	0	935	901	128	0	0	0	0	0	0
Mrpl14	140.285714	0	0	0	0	0	0	1028	838	98	0	0	0	0	0	0
Ttc17	140.214286	0	0	0	0	0	0	1064	899	0	0	0	0	0	0	0
Hspbp1	140.214286	0	0	0	0	0	0	1140	823	0	0	0	0	0	0	0
Abi1	140.214286	0	0	0	0	0	0	946	927	90	0	0	0	0	0	0
Klrb1a	140.142857	0	0	0	0	0	0	1034	928	0	0	0	0	0	0	0
Hoxa1	140.142857	0	0	0	0	0	0	975	890	97	0	0	0	0	0	0
Cd300lf	140.142857	0	0	0	0	0	0	898	1064	0	0	0	0	0	0	0
Asgr2	140.142857	0	0	0	0	0	0	1226	736	0	0	0	0	0	0	0
Trappc3	140.071429	0	0	0	0	0	0	1324	530	0	0	0	0	0	107	0
Nt5c3	140.071429	0	0	0	0	0	0	1010	951	0	0	0	0	0	0	0
Ccdc148	140.071429	0	0	0	0	0	0	995	966	0	0	0	0	0	0	0
R3hdm2	140.000000	0	0	0	0	0	0	885	915	160	0	0	0	0	0	0
Bank1	140.000000	0	0	0	0	0	0	1206	754	0	0	0	0	0	0	0
Serpinb2	139.857143	0	0	0	0	0	0	1106	852	0	0	0	0	0	0	0
Sde2	139.857143	0	0	0	0	0	0	1007	755	196	0	0	0	0	0	0
Orm1	139.785714	0	0	0	0	0	0	1194	763	0	0	0	0	0	0	0
Mfn1	139.785714	0	0	0	0	0	0	992	965	0	0	0	0	0	0	0
Git1	139.714286	0	0	0	0	0	0	833	1123	0	0	0	0	0	0	0
Catspere2	139.642857	0	0	0	0	0	0	788	634	0	533	0	0	0	0	0
B4galt1	139.571429	0	0	0	0	0	0	967	854	133	0	0	0	0	0	0
Abcd2	139.571429	0	0	0	0	0	0	1118	836	0	0	0	0	0	0	0
Syncrip	139.500000	0	0	0	0	0	0	621	1193	139	0	0	0	0	0	0
Ly6e	139.500000	0	0	0	0	0	0	973	980	0	0	0	0	0	0	0
Clic5	139.500000	0	0	0	0	0	0	1021	932	0	0	0	0	0	0	0
Phyh	139.357143	0	0	0	0	0	0	1038	913	0	0	0	0	0	0	0
Cbx2	139.357143	0	0	0	0	0	0	713	1238	0	0	0	0	0	0	0
Zc3h7b	139.285714	0	0	0	0	0	0	1183	767	0	0	0	0	0	0	0
Hmbs	139.214286	0	0	0	0	0	0	1123	826	0	0	0	0	0	0	0
Fnip2	139.214286	0	0	0	0	0	0	868	1005	76	0	0	0	0	0	0
Ehd4	139.214286	0	0	0	0	0	0	988	961	0	0	0	0	0	0	0
Stat4	139.142857	0	0	0	0	0	0	538	1119	0	291	0	0	0	0	0
Lyl1	139.142857	0	0	0	0	0	0	908	1040	0	0	0	0	0	0	0
Klhl9	139.142857	0	0	0	0	0	0	1033	846	69	0	0	0	0	0	0
