Target_genes	Pbx1|Average	SRX520199|3T3-L1	SRX1482287|C2C12	SRX1482288|C2C12	SRX1557407|C2C12	SRX1557408|C2C12	SRX9088764|Embryoid_Bodies	SRX9088765|Embryoid_Bodies	SRX1602947|Embryonic_brains	SRX1602948|Embryonic_brains	SRX1629941|Embryonic_brains	SRX1629942|Embryonic_brains	SRX170716|Embryonic_trunk	SRX6879007|ES_cells	SRX14359346|Hindlimb	SRX14359347|Hindlimb	SRX319742|Myeloid_leukemia	SRX319743|Myeloid_leukemia	SRX1824751|P19	SRX25508382|Spinal_Cord	STRING
Scx	130.947368	0	223	92	247	201	0	0	0	0	0	0	0	0	844	881	0	0	0	0	0
Csnk1d	130.894737	0	0	0	0	273	0	0	0	0	0	0	0	202	563	594	0	0	0	855	0
Adamtsl2	130.894737	0	0	0	143	334	0	0	0	0	0	0	0	0	1041	969	0	0	0	0	0
Tent2	130.842105	0	0	0	253	352	0	0	0	0	0	0	0	130	494	876	0	0	0	381	0
Mgat1	130.842105	0	0	0	0	90	0	0	0	0	0	0	0	300	952	986	0	0	0	158	0
Fn3krp	130.842105	0	0	0	187	285	0	0	0	0	0	0	0	388	902	724	0	0	0	0	0
Rhof	130.736842	0	314	221	326	663	0	0	0	0	0	0	0	299	170	307	184	0	0	0	0
Fasn	130.736842	0	0	0	0	0	66	0	0	0	0	0	0	259	1071	908	0	0	0	180	0
Ube2j1	130.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	1263	0	0	76	0	0
Irx1	130.421053	0	0	0	0	0	0	0	0	0	0	0	0	240	1105	1133	0	0	0	0	0
Tmem40	130.157895	0	493	0	348	1119	0	0	0	0	0	0	0	345	168	0	0	0	0	0	0
Scoc	130.157895	0	107	0	182	311	0	0	0	0	0	0	0	83	575	1017	0	0	0	198	0
Prkar1a	130.157895	0	278	161	475	550	0	0	0	0	0	0	0	0	483	380	0	0	0	146	0
Tmem88b	129.842105	0	456	355	645	499	0	0	0	0	0	0	0	108	122	173	0	0	0	109	0
Gm5784	129.842105	0	0	0	0	0	0	0	0	0	0	0	0	162	1110	1195	0	0	0	0	0
Esrra	129.789474	0	171	194	227	237	0	0	0	0	0	0	0	302	424	491	0	0	117	303	0
Catsperz	129.789474	0	171	194	227	237	0	0	0	0	0	0	0	302	424	491	0	0	117	303	0
Pkm	129.736842	0	0	124	347	0	0	0	0	0	0	0	0	291	560	530	0	180	0	433	0
Igsf9b	129.473684	0	0	0	664	0	0	0	0	0	451	0	0	632	338	375	0	0	0	0	0
Pdk1	129.421053	0	0	0	0	0	0	0	0	0	0	0	0	142	1130	1187	0	0	0	0	0
Tubd1	129.368421	0	0	0	115	679	83	0	0	0	0	0	0	0	360	390	0	0	0	831	0
Rps6kb1	129.368421	0	0	0	115	679	83	0	0	0	0	0	0	0	360	390	0	0	0	831	0
Lmbrd2	129.368421	0	0	0	177	238	0	0	0	0	0	0	0	231	890	922	0	0	0	0	0
Slc9a9	129.263158	0	216	0	1123	597	0	0	0	0	0	0	0	127	156	121	0	0	0	116	0
Pdcd11	129.263158	0	151	193	206	171	0	0	0	0	0	0	0	443	658	634	0	0	0	0	0
Atp5md	129.263158	0	151	193	206	171	0	0	0	0	0	0	0	443	658	634	0	0	0	0	0
Gata2	129.210526	189	0	0	315	0	0	0	0	0	0	0	0	523	609	622	0	0	0	197	0
Mindy2	129.105263	0	0	325	593	178	74	0	0	0	0	0	0	0	572	711	0	0	0	0	0
Xndc1	129.000000	0	800	358	305	221	0	0	0	0	0	0	0	217	289	261	0	0	0	0	0
Tigd3	129.000000	0	0	0	188	293	0	0	0	0	0	0	0	265	786	777	0	0	0	142	0
Rnf121	129.000000	0	800	358	305	221	0	0	0	0	0	0	0	217	289	261	0	0	0	0	0
Slc17a4	128.894737	0	289	0	737	479	0	0	0	0	0	0	0	0	717	227	0	0	0	0	0
Prdm6	128.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	1417	1031	0	0	0	0	0
Zfp672	128.789474	0	81	0	189	206	0	0	0	0	0	0	0	0	800	825	0	0	130	216	0
Tirap	128.789474	0	0	0	0	0	0	0	0	0	0	0	0	299	1162	986	0	0	0	0	0
Mtmr10	128.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	1220	0	0	0	172	0
Emp3	128.789474	0	0	0	403	175	0	0	0	0	0	0	0	104	370	337	448	442	0	168	0
Sppl3	128.736842	0	0	0	173	0	0	0	0	0	0	0	0	236	632	583	0	0	0	822	0
Cdk9	128.684211	0	132	0	707	317	0	0	0	0	0	0	0	160	552	306	0	0	0	271	0
P4hb	128.578947	138	0	0	0	0	0	0	0	0	0	0	0	226	571	736	450	245	0	77	0
Hectd4	128.473684	0	0	0	0	208	0	0	0	0	0	0	0	269	967	883	0	0	0	114	0
Apcdd1	128.473684	513	0	0	1386	0	0	0	0	0	0	0	0	0	200	342	0	0	0	0	0
Sumf2	128.421053	0	0	0	223	727	0	0	0	0	0	0	0	289	799	402	0	0	0	0	0
Nsrp1	128.421053	0	0	0	119	0	0	0	0	0	0	0	0	156	871	639	0	0	120	535	0
Dscc1	128.368421	0	0	0	283	0	0	0	0	0	0	0	0	189	700	621	0	0	181	465	0
Rabgef1	128.210526	0	0	0	764	124	0	0	0	0	0	0	0	132	649	651	0	0	0	116	0
Wasf3	128.157895	0	0	0	0	0	0	0	0	0	0	0	0	291	966	1178	0	0	0	0	0
Tmem250-ps	128.157895	407	184	0	1300	129	0	0	0	0	0	0	0	0	189	226	0	0	0	0	0
Pycrl	128.105263	186	0	242	497	0	0	0	0	0	0	0	0	164	646	699	0	0	0	0	0
Shpk	128.052632	0	0	130	287	327	0	0	0	0	0	0	0	111	641	645	0	0	0	292	0
Ctns	128.052632	0	0	130	287	327	0	0	0	0	0	0	0	111	641	645	0	0	0	292	0
Arhgap12	128.052632	240	0	286	465	110	0	0	0	0	0	0	0	0	527	723	0	0	0	82	0
Tcea1	127.789474	0	109	0	185	346	0	0	0	0	0	0	0	420	516	690	0	0	0	162	0
Traf1	127.736842	220	0	0	635	0	0	0	0	0	0	0	0	175	0	0	842	555	0	0	0
Srrt	127.736842	0	0	0	146	164	0	0	0	0	0	0	0	178	416	496	355	480	0	192	0
Rpl27	127.736842	0	0	0	462	304	0	0	0	0	110	0	0	254	604	531	0	0	0	162	0
Mrps14	127.736842	214	122	94	247	192	0	0	0	0	151	0	0	364	272	277	143	0	67	284	0
Mbp	127.684211	0	0	0	319	0	0	0	0	0	0	0	0	440	867	800	0	0	0	0	0
Cenpu	127.684211	97	99	106	306	309	0	0	0	0	140	0	0	185	481	329	0	0	0	374	0
Ccdc32	127.684211	129	0	0	233	307	0	0	0	0	0	0	0	445	622	397	0	0	0	293	0
Hectd1	127.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	1238	0	0	0	98	0
Evi2a	127.631579	0	330	295	1216	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi2	127.631579	0	330	295	1216	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crim1	127.631579	737	0	0	0	0	0	0	0	0	233	0	0	0	229	314	375	314	0	223	0
Kif5a	127.526316	0	0	0	0	0	0	0	0	0	0	0	0	572	801	744	0	0	88	218	0
Sall4	127.421053	0	0	0	0	0	0	0	0	0	0	0	0	547	588	320	0	0	199	767	0
Nfat5	127.421053	0	0	0	0	0	132	0	0	0	0	0	0	120	851	931	0	0	0	387	0
Arid3b	127.368421	0	134	0	448	398	0	0	0	0	0	0	0	233	630	577	0	0	0	0	0
Hspa12a	127.315789	0	218	145	893	318	0	0	0	0	0	0	0	0	379	466	0	0	0	0	0
Smim13	127.263158	144	0	0	0	0	0	0	0	0	0	0	0	0	964	1167	0	0	0	143	0
Pigm	127.052632	0	0	118	264	228	0	0	0	0	0	0	0	107	804	779	0	0	0	114	0
Mnd1	127.052632	0	191	0	94	235	0	0	0	0	0	0	0	305	837	752	0	0	0	0	0
Sdhb	127.000000	0	0	0	484	248	0	0	0	0	0	0	0	566	274	377	209	0	0	255	0
Ing4	126.947368	0	173	155	845	330	0	0	0	0	0	0	0	428	261	0	0	0	0	220	0
Dcdc2b	126.894737	0	868	0	0	1026	0	0	0	0	0	0	0	0	243	274	0	0	0	0	0
Fam13a	126.842105	0	0	0	450	123	0	0	0	0	0	0	0	438	854	545	0	0	0	0	0
Rmi2	126.789474	0	181	144	167	0	0	0	0	0	0	0	0	545	592	670	0	0	0	110	0
Bmp6	126.789474	0	340	205	571	416	0	0	0	0	0	0	0	586	190	101	0	0	0	0	0
Aifm2	126.789474	0	0	0	0	0	0	0	0	0	0	0	0	289	981	1139	0	0	0	0	0
Tbx15	126.736842	0	485	172	823	754	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Sgpp1	126.736842	253	0	142	138	0	0	0	0	0	0	0	0	0	228	465	380	476	0	326	0
Prss30	126.736842	0	197	227	1314	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r3	126.631579	0	164	152	320	127	0	0	0	0	0	0	0	355	559	507	0	0	0	222	0
Zfp451	126.578947	114	0	0	1283	0	0	0	0	0	0	0	0	0	262	561	0	0	0	185	0
Tex14	126.578947	267	0	0	339	145	0	0	231	0	291	0	0	333	205	174	0	0	125	295	0
Rnf167	126.578947	0	576	0	0	666	0	0	0	0	0	0	0	255	368	427	0	0	0	113	0
Imp4	126.526316	0	127	166	241	324	0	0	0	0	0	0	0	123	441	398	0	0	73	511	0
Ccdc115	126.526316	0	127	166	241	324	0	0	0	0	0	0	0	123	441	398	0	0	73	511	0
Tpr	126.263158	236	0	0	196	314	0	0	0	0	0	0	0	493	620	327	0	0	0	213	0
Tmem204	126.263158	0	257	0	602	320	0	0	0	0	0	0	0	0	912	308	0	0	0	0	0
Syne3	126.263158	161	295	0	535	663	0	0	0	0	0	0	0	0	169	253	173	150	0	0	0
Odr4	126.263158	236	0	0	196	314	0	0	0	0	0	0	0	493	620	327	0	0	0	213	0
Nr4a2	126.210526	194	0	0	107	133	0	0	0	0	0	0	0	87	937	940	0	0	0	0	0
Fastkd1	125.947368	224	165	216	872	316	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0
Bod1l	125.894737	0	0	0	203	0	0	0	0	0	0	0	0	134	838	1079	0	0	0	138	0
Slc35f5	125.736842	0	0	0	0	155	0	0	0	0	0	0	0	0	895	1140	0	0	0	199	0
Hspa4l	125.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	972	1314	0	0	0	101	0
Hoxb5	125.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	361	376	359	0	236	0
Ascl1	125.631579	0	0	0	185	0	0	0	0	0	0	0	0	0	776	203	0	0	181	1042	0
St3gal3	125.578947	0	209	227	1210	205	0	0	0	0	0	0	0	92	139	304	0	0	0	0	0
Grm3	125.578947	0	0	0	0	0	0	0	0	0	0	0	0	254	522	502	0	0	144	964	0
Mpzl1	125.526316	0	101	0	0	225	0	0	0	0	0	0	0	248	874	937	0	0	0	0	0
Vmn2r85	125.473684	204	266	374	1154	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt80	125.473684	265	271	239	1208	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mia3	125.421053	0	0	0	0	0	0	0	0	0	0	0	0	143	1052	1019	0	0	0	169	0
Tnks2	125.263158	695	0	0	339	0	0	0	0	0	0	0	0	0	289	377	381	153	0	146	0
Prkn	125.263158	0	0	0	0	149	0	0	0	0	0	0	0	156	593	911	0	0	273	298	0
Pacrg	125.263158	0	0	0	0	149	0	0	0	0	0	0	0	156	593	911	0	0	273	298	0
Socs7	125.210526	0	0	0	0	163	0	0	0	0	0	0	0	317	829	1070	0	0	0	0	0
Primpol	125.157895	0	189	159	266	320	0	0	0	0	0	0	0	145	365	762	0	172	0	0	0
Casp3	125.157895	0	189	159	266	320	0	0	0	0	0	0	0	145	365	762	0	172	0	0	0
Ncoa4	125.052632	948	0	0	150	0	0	0	0	0	0	0	0	636	114	210	0	162	0	156	0
Ctnnd1	125.000000	0	270	211	492	489	0	0	0	0	0	0	0	102	255	240	0	0	0	316	0
Eif2ak4	124.947368	0	0	0	0	0	0	0	0	0	0	0	0	112	896	1366	0	0	0	0	0
Dnal1	124.947368	0	315	0	499	461	0	0	0	0	0	0	0	0	574	525	0	0	0	0	0
Mapkapk5	124.894737	0	0	0	0	158	0	0	0	0	0	0	0	92	317	385	0	0	134	1287	0
Ddx42	124.842105	0	0	0	0	120	0	0	206	0	0	0	0	103	589	623	0	0	0	731	0
Ccdc47	124.842105	0	0	0	0	120	0	0	206	0	0	0	0	103	589	623	0	0	0	731	0
Zfp469	124.736842	214	250	0	497	288	0	0	198	0	0	0	0	514	176	81	0	0	152	0	0
Ttc30a2	124.736842	0	0	0	0	0	0	0	0	0	0	0	0	117	156	159	799	1139	0	0	0
Stat5a	124.736842	0	0	0	421	135	0	0	0	0	0	0	0	106	883	825	0	0	0	0	0
Flvcr1	124.736842	198	137	221	1181	267	0	0	0	0	0	0	0	0	127	239	0	0	0	0	0
Kdm2a	124.684211	374	0	0	0	0	0	0	0	0	0	0	0	217	865	913	0	0	0	0	0
Tfap4	124.631579	0	0	0	218	158	0	0	0	0	191	0	0	248	560	389	0	0	195	409	0
Clip1	124.631579	150	0	464	1150	0	0	0	157	0	117	0	0	0	159	171	0	0	0	0	0
Kctd17	124.578947	0	0	0	0	0	0	0	0	0	0	0	0	607	424	392	633	206	105	0	0
Slc25a29	124.473684	407	0	0	666	0	0	0	0	0	0	0	0	0	203	294	350	445	0	0	0
Jmjd1c	124.473684	0	167	127	904	476	0	0	0	0	0	0	0	0	306	385	0	0	0	0	0
Hoxc6	124.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	793	0	0	0	431	0
Gse1	124.421053	0	0	0	142	0	0	0	0	0	0	0	0	210	410	189	275	214	249	675	0
Dck	124.210526	0	0	0	0	0	0	0	0	0	0	0	0	432	889	914	0	0	0	125	0
Tbc1d2	124.157895	0	0	0	0	0	0	0	0	0	0	0	0	133	951	1133	0	0	0	142	0
Crppa	124.157895	0	0	0	2126	0	0	0	0	0	0	0	0	0	0	147	0	0	86	0	0
Map3k12	123.894737	0	0	0	139	290	0	0	0	0	0	0	0	0	951	835	0	0	0	139	0
Pafah1b1	123.842105	0	0	0	0	0	0	0	0	0	0	0	0	98	1132	1123	0	0	0	0	0
Thbs2	123.789474	672	0	136	485	0	0	0	0	0	0	0	0	440	446	173	0	0	0	0	0
Nt5dc1	123.736842	0	0	0	155	0	0	0	0	0	0	0	0	0	620	736	434	406	0	0	0
Napepld	123.736842	166	0	0	175	133	84	187	0	0	0	0	0	434	369	463	0	0	103	237	0
Robo1	123.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	412	430	1356	0	0	152	0
Fbxl22	123.684211	170	0	0	106	0	0	0	0	0	0	0	0	129	637	650	268	246	0	144	0
Epc2	123.684211	207	145	180	653	409	0	0	0	0	0	0	0	187	176	220	173	0	0	0	0
Fhit	123.578947	0	0	0	0	0	0	0	198	0	373	0	0	676	326	376	0	0	0	399	0
Eps8	123.578947	464	0	406	1267	0	0	0	0	0	0	0	0	0	106	105	0	0	0	0	0
Kbtbd8	123.526316	292	0	0	122	188	0	0	0	0	0	0	0	406	546	502	0	0	0	291	0
Tmigd1	123.421053	971	0	0	183	0	0	0	0	0	0	0	0	0	503	223	266	199	0	0	0
P4ha3	123.421053	470	0	235	1449	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Eaf2	123.421053	0	0	0	284	235	0	0	0	0	0	0	0	75	533	840	0	0	0	378	0
Zfp273	123.368421	558	0	0	0	0	0	0	0	0	0	0	0	460	90	0	633	603	0	0	0
Mycbp2	123.368421	0	0	0	182	163	89	0	0	0	0	0	0	107	911	790	0	0	0	102	0
Chrna1	123.368421	0	635	307	690	581	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Tfpt	123.210526	0	0	0	473	319	0	0	0	0	0	0	0	176	809	239	0	0	0	325	0
Prpf31	123.210526	0	0	0	473	319	0	0	0	0	0	0	0	176	809	239	0	0	0	325	0
Dennd4a	123.052632	105	0	0	0	0	0	0	0	0	0	0	0	88	750	1146	0	0	0	249	0
Dmp1	123.000000	0	804	312	553	605	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0
Zfp703	122.842105	213	0	0	532	282	0	0	0	0	0	0	0	114	539	654	0	0	0	0	0
H1f2	122.842105	0	109	195	405	153	0	0	0	0	0	0	0	325	346	225	0	92	0	484	0
Bdnf	122.842105	0	0	0	833	196	0	0	0	0	0	0	0	0	640	421	0	0	0	244	0
Slc39a13	122.736842	0	0	0	175	0	0	0	0	0	0	0	0	122	843	967	0	0	0	225	0
Ppp2ca	122.736842	504	0	186	788	142	0	0	0	0	0	0	0	0	153	288	210	0	0	61	0
Bcap31	122.631579	0	0	0	161	138	0	0	0	0	0	0	0	367	792	872	0	0	0	0	0
Abcd1	122.631579	0	0	0	161	138	0	0	0	0	0	0	0	367	792	872	0	0	0	0	0
Mpeg1	122.421053	492	0	0	542	0	0	0	0	0	0	0	0	284	185	0	406	417	0	0	0
Hoxd8	122.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	1091	0	0	115	0	0
Thrap3	122.263158	323	293	0	222	234	131	0	0	0	0	0	0	390	262	468	0	0	0	0	0
Tbkbp1	122.263158	130	0	0	0	0	0	0	0	0	0	0	0	0	748	898	0	0	158	389	0
Ip6k2	122.263158	0	0	0	0	163	0	0	0	0	0	0	0	277	526	562	0	0	263	532	0
Fam221a	122.210526	0	0	0	0	0	0	0	0	0	0	0	0	172	786	994	149	221	0	0	0
Fam174c	122.210526	0	157	0	1440	511	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Dag1	122.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	1293	0	0	0	0	0
Mrpl4	121.894737	0	0	0	0	0	0	0	0	0	0	0	0	235	619	797	183	189	0	293	0
Zfp39	121.842105	173	0	134	442	214	0	0	0	0	0	0	0	354	456	387	155	0	0	0	0
Slx4	121.842105	0	0	0	0	463	79	0	0	0	0	0	0	182	656	767	0	0	0	168	0
Cnot8	121.842105	0	0	0	0	0	108	0	0	0	0	0	0	217	867	962	0	0	0	161	0
Ablim2	121.789474	0	294	0	610	459	0	0	0	0	0	0	0	0	381	570	0	0	0	0	0
Zfp566	121.526316	214	0	0	1096	119	0	0	0	0	0	0	0	0	436	273	0	0	0	171	0
Tmcc2	121.526316	213	243	113	962	246	0	0	0	0	0	0	0	130	190	0	0	0	0	212	0
Cenpw	121.526316	0	0	90	0	131	205	0	0	0	0	0	0	251	668	796	0	0	0	168	0
Focad	121.473684	413	0	0	109	292	0	0	0	0	0	0	0	0	672	822	0	0	0	0	0
Cep162	121.473684	0	0	0	369	158	0	0	0	0	0	0	0	284	688	544	0	0	0	265	0
Tmem170b	121.368421	0	0	0	851	0	0	0	0	0	0	0	0	0	579	876	0	0	0	0	0
M6pr	121.368421	0	0	108	154	0	0	0	0	0	0	0	0	80	794	911	0	0	0	259	0
Nucks1	121.315789	0	0	0	0	272	0	0	0	0	0	0	0	0	582	667	129	197	0	458	0
Calr	121.105263	0	123	125	285	390	0	0	0	0	0	0	0	324	470	361	0	0	0	223	0
Angptl2	121.105263	0	265	245	438	623	0	0	0	0	0	0	0	0	382	348	0	0	0	0	0
Dhx16	121.000000	313	120	0	279	191	0	0	0	0	0	0	0	255	396	258	0	0	142	345	0
Etfa	120.789474	145	0	0	0	119	0	0	0	0	0	0	0	91	790	1002	0	0	0	148	0
Slain1	120.736842	0	0	0	0	0	0	0	0	0	0	0	0	372	529	560	239	287	0	307	0
Spag1	120.526316	151	0	143	711	305	0	0	0	0	0	0	0	475	0	0	228	277	0	0	0
Vps28	120.368421	0	0	0	274	251	0	0	0	0	124	0	0	143	1057	438	0	0	0	0	0
Kdm6b	120.368421	0	0	0	263	197	0	0	0	0	0	0	0	85	477	383	0	0	0	882	0
Foxj2	120.368421	265	206	225	583	308	0	0	0	0	0	0	0	0	271	184	0	0	0	245	0
Atg10	120.368421	0	0	0	183	0	0	0	0	0	0	0	0	548	478	936	0	0	0	142	0
Slc25a12	120.315789	434	0	0	123	0	0	0	0	0	0	0	0	120	808	691	0	0	0	110	0
Sema3c	120.263158	0	0	152	358	0	0	0	0	0	0	0	0	109	652	923	0	0	0	91	0
Tmem87a	120.157895	287	140	134	605	236	0	0	0	0	0	0	0	334	304	150	0	0	0	93	0
Rnf214	120.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	585	528	647	437	0	86	0
Pcsk7	120.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	585	528	647	437	0	86	0
Ganc	120.157895	287	140	134	605	236	0	0	0	0	0	0	0	334	304	150	0	0	0	93	0
Dchs2	120.157895	0	271	238	0	225	0	0	198	233	0	445	0	0	350	323	0	0	0	0	0
Sstr4	120.000000	292	172	238	796	568	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Car1	120.000000	0	635	133	780	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pak4	119.894737	0	0	0	72	76	0	0	0	0	0	0	0	350	1018	762	0	0	0	0	0
Des	119.894737	0	0	0	0	251	0	0	0	0	0	0	0	0	971	1056	0	0	0	0	0
Map3k7cl	119.842105	0	615	438	849	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc6	119.789474	0	0	0	0	320	0	0	0	0	0	0	0	0	1023	933	0	0	0	0	0
Desi1	119.789474	0	0	0	0	320	0	0	0	0	0	0	0	0	1023	933	0	0	0	0	0
Cnr1	119.631579	0	160	0	0	519	0	79	0	0	0	0	0	0	779	652	0	0	0	84	0
Ralb	119.526316	0	0	0	0	192	0	0	0	0	0	0	0	0	792	870	0	0	73	344	0
Ndel1	119.526316	0	0	0	164	0	89	0	0	0	0	0	0	109	946	963	0	0	0	0	0
Usp40	119.421053	0	0	0	0	0	0	0	0	0	0	0	0	169	1001	897	0	0	0	202	0
Snd1	119.421053	0	0	0	181	191	0	0	0	0	0	0	0	0	804	893	0	0	0	200	0
Setx	119.421053	0	0	0	119	264	0	0	0	0	0	0	0	70	847	969	0	0	0	0	0
Ankrd6	119.368421	0	0	0	263	0	0	0	139	0	300	0	0	626	521	169	0	0	143	107	0
Cxxc5	119.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	655	776	0	0	90	745	0
Prex2	119.105263	0	0	0	0	0	0	0	0	0	0	0	0	275	673	982	0	0	128	205	0
Dnajc22	119.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	844	838	0	0	111	469	0
Ecpas	119.000000	204	0	0	0	0	0	0	0	0	0	0	0	200	165	306	665	618	0	103	0
Pnpo	118.947368	80	211	0	443	281	0	0	0	0	0	0	0	464	522	259	0	0	0	0	0
Katnal1	118.947368	0	0	0	0	0	0	0	0	0	0	0	0	117	612	812	0	0	366	353	0
Creb5	118.842105	0	158	233	1164	371	0	0	0	0	0	0	0	0	138	194	0	0	0	0	0
Derl1	118.684211	321	0	0	238	309	0	0	0	0	0	0	0	0	218	371	375	423	0	0	0
2310033P09Rik	118.631579	0	0	0	0	0	100	0	0	0	0	0	0	190	481	527	0	0	0	956	0
Tcf24	118.578947	0	0	0	0	0	0	0	0	0	0	0	0	595	624	824	0	0	0	210	0
Tbck	118.526316	0	0	0	175	0	165	0	0	0	0	0	0	104	703	934	0	0	0	171	0
Ppbp	118.526316	158	0	261	1471	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0
Aimp1	118.526316	0	0	0	175	0	165	0	0	0	0	0	0	104	703	934	0	0	0	171	0
Wipi1	118.421053	394	0	0	188	363	0	0	0	0	0	0	0	156	703	446	0	0	0	0	0
Snx15	118.421053	0	0	183	507	163	0	0	0	0	0	0	0	81	278	273	416	349	0	0	0
Pbdc1	118.368421	0	239	110	594	740	0	0	0	0	0	0	0	0	90	0	0	0	0	476	0
Cirbp	118.368421	0	0	0	317	249	0	0	0	0	0	0	0	155	838	456	0	0	0	234	0
Parp1	118.315789	667	0	0	0	0	0	0	0	0	0	0	0	576	281	618	0	0	0	106	0
Abcg8	118.315789	336	0	155	1574	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Abcg5	118.315789	336	0	155	1574	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Kifbp	118.157895	0	0	0	152	321	66	0	0	0	0	0	0	265	736	481	0	0	0	224	0
Vps11	118.105263	0	196	126	395	583	0	0	0	0	0	0	0	193	404	147	0	0	0	200	0
Cibar2	118.105263	145	0	0	0	0	0	0	0	0	0	0	0	193	1145	761	0	0	0	0	0
Tuba1c	118.052632	0	0	0	0	0	0	0	0	0	0	0	0	343	942	958	0	0	0	0	0
Arih1	118.052632	0	0	0	139	0	109	0	0	0	0	0	0	0	427	684	377	413	0	94	0
Tgfbr3	117.947368	403	0	0	0	0	0	0	0	0	0	0	0	269	521	816	0	0	132	100	0
Hdac1	117.894737	0	0	0	0	0	0	0	0	0	0	0	0	185	910	1145	0	0	0	0	0
Rab18	117.842105	0	0	107	139	308	0	0	0	0	0	0	0	0	543	500	310	231	0	101	0
Mybpc1	117.842105	0	0	0	0	190	0	0	0	0	0	0	0	158	998	669	0	0	0	224	0
Ermap	117.842105	0	596	273	461	757	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Lsm14a	117.736842	413	179	0	549	300	0	0	0	0	0	0	0	513	133	150	0	0	0	0	0
Abca1	117.736842	0	0	0	185	225	0	0	0	0	184	0	0	436	593	513	0	0	0	101	0
Rbsn	117.684211	0	0	0	0	0	0	0	0	0	0	0	0	240	990	773	0	0	97	136	0
Acat2	117.684211	0	0	0	126	261	0	75	0	0	0	0	0	145	832	668	0	0	0	129	0
4921504E06Rik	117.684211	0	315	0	0	790	0	0	236	0	339	0	0	225	193	138	0	0	0	0	0
Zcchc4	117.526316	479	0	116	556	186	0	0	0	0	0	0	0	0	236	328	169	163	0	0	0
Rwdd1	117.473684	0	222	114	0	163	0	0	0	0	0	0	0	149	740	689	0	0	0	155	0
Ahcyl1	117.473684	0	0	0	127	326	0	0	0	0	0	0	0	72	788	704	0	0	0	215	0
Recql	117.421053	495	0	0	626	0	0	0	0	0	0	0	0	265	339	405	0	0	0	101	0
Psmc4	117.421053	172	0	0	0	0	0	0	0	0	0	0	0	231	770	632	0	0	0	426	0
Golt1b	117.421053	495	0	0	626	0	0	0	0	0	0	0	0	265	339	405	0	0	0	101	0
Mocs2	117.368421	167	0	0	176	109	0	0	73	0	207	0	0	426	303	165	0	0	0	604	0
Ctif	117.368421	0	0	0	281	258	0	0	0	0	0	0	0	336	635	628	0	0	0	92	0
BC004004	117.368421	0	107	0	0	0	0	0	0	0	0	0	0	100	786	1098	0	0	0	139	0
Rnf123	117.263158	0	0	0	0	0	0	0	0	0	0	0	0	600	121	0	936	571	0	0	0
Pim3	117.263158	0	201	191	849	620	0	0	0	0	0	0	0	175	86	106	0	0	0	0	0
Mxd1	117.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1228	0	0	0	0	0
Mst1	117.263158	0	0	0	0	0	0	0	0	0	0	0	0	600	121	0	936	571	0	0	0
Csad	117.263158	0	0	0	0	0	0	0	0	0	0	0	0	383	288	502	752	303	0	0	0
Ccdc182	117.263158	309	0	0	600	323	0	0	0	0	0	0	0	0	400	0	0	273	0	323	0
Arl13b	117.210526	0	0	0	213	477	0	0	0	0	0	0	0	620	393	524	0	0	0	0	0
Sgta	117.157895	0	0	0	245	372	0	0	0	0	0	0	0	332	686	309	0	0	0	282	0
Sgcd	117.157895	178	226	159	717	798	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Dach2	117.105263	0	0	0	0	0	0	0	0	0	0	0	0	528	957	740	0	0	0	0	0
