Target_genes	Irf2|Average	SRX122514|Dendritic_Cells	SRX122515|Dendritic_Cells	SRX122516|Dendritic_Cells	SRX122517|Dendritic_Cells	SRX122518|Dendritic_Cells	SRX122519|Dendritic_Cells	SRX122520|Dendritic_Cells	SRX122521|Dendritic_Cells	SRX122522|Dendritic_Cells	SRX122523|Dendritic_Cells	SRX6830819|Intestinal_stem_cells	SRX8335642|Intestinal_stem_cells	SRX2953593|MEF	SRX2953594|MEF	SRX2953595|MEF	SRX2953596|MEF	SRX3730243|Trophoblast_stem_cells	SRX3730244|Trophoblast_stem_cells	SRX3730278|Trophoblast_stem_cells	STRING
Ctnnb1	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Bud13	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Bst1	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Amer3	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Als2	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
Zfp281	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Parp11	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Mex3a	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Mcur1	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0
Lrrc45	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Drg1	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Cenpx	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
B3galnt2	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Srp54c	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Srp54b	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Snrpc	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Rnf135	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Rhoq	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Heatr5a	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Gdpd1	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Cep135	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Wbp4	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Rps5	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Rpl31	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Pomt1	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Gm4841	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0
Elf1	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Uqcrfs1	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Mrpl34	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Ifna13	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
Dda1	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Cdc25a	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Abhd8	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Tex19.1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Strn	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Psma1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Map2k1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Hsd17b4	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Clec4n	8.105263	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Ccdc90b	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Tbcd	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Slx1b	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Sertad4	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Exoc7	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Clns1a	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Bola2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Tmem106c	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Ssr2	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Senp1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Pmaip1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Pfkm	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Fbxo42	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Birc5	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Zfp940	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Zfp276	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Vps9d1	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Tmem222	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Secisbp2	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Polk	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Pcdhgb2	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Pcdhga5	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Myo5b	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Kifc5b	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Dux	7.947368	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Cert1	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
9230019H11Rik	7.947368	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Vps28	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Usp6nl	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Stk25	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Fbxo48	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Fam193b	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
3300002I08Rik	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Zbtb41	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Washc3	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Mvd	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
H1f0	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Gcat	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Fbxw2	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Zmym2	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Zfp747	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Zfp62	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Son	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Pgm2l1	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Nlrp10	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Gm36712	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Gm13286	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Gm1096	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Gdf15	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Gart	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Frg1	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Farsa	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Eif3f	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Dnajc30	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Cpne4	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Bud23	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Bex4	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Atp11c	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Apobec4	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Acp2	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Zbtb45	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Wdr46	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Ube2j2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
Tuft1	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Tigd2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Ppp2ca	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Pfdn6	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Pcid2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Med24	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Lrrc1	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Khdc4	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gm51573	7.736842	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Cul4a	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Steap1	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Slc39a13	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Rbbp5	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
Hp1bp3	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0
Hemk1	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Armc5	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
9130023H24Rik	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
6430571L13Rik	7.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Txlng	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Trafd1	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Tma16	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Tfpt	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Rars	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
Prpf31	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Gtf3c3	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Dipk1a	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Ankrd11	7.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Wwp1	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Trmt6	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Slc44a2	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Rhobtb2	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Mcm8	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Coa3	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Cntd1	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Cdkn2b	7.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Zfp609	7.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Tmem39a	7.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Slc44a1	7.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Ncbp3	7.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Adarb1	7.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Unc50	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Timm21	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Snap47	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Slc39a9	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ralgapb	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Pop7	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Nudt9	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Kras	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Jmjd4	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Got2	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Fbxo15	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Erh	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Dner	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Dnajb6	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Coa5	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Akain1	7.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Sugct	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Rmi1	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Rer1	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Mrps18c	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Mplkip	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Morn1	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Map2k6	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Hnrnpk	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Helq	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Cdk5rap2	7.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Tbpl1	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Stx18	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Pip5kl1	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Mrpl3	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Lsm10	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0
Gripap1	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Dpm2	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Chordc1	7.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Zfp202	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Tmx1	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Tmed9	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Tdrd9	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Tac4	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Rdh14	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Nod2	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Myzap	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Gtf2ird2	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Gadd45b	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
Cenpb	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
C87436	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Atp5mpl	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Anapc11	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Alyref	7.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Zfp839	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Trmt10c	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Mre11a	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Mok	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Cd163l1	7.263158	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Calml4	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Ankrd49	7.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Rpl15	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Nkiras1	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Mis18a	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Map1lc3b	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Dyrk3	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Brd7	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Arhgef10l	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
Adat1	7.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
Sfn	7.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Nt5c2	7.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Lgalsl	7.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Kmt5b	7.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Ina	7.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Zfp87	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Zfp317	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Ulk2	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Tubgcp6	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Pbk	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Mrpl48	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Kcnb1	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Katnb1	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Foxf2	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Fem1a	7.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Zfp12	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Tjp3	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Tank	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Sav1	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Mrgbp	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Mitf	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Klhl9	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Calhm5	7.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Ttc13	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Rexo2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Nav2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Mtif2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Micu2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Dnaja2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Cnot4	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ccar1	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Arv1	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Zfp60	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Zfp566	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Zfp260	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Ube2n	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Tmem102	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Thrb	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Pramel12	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Orc5	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Nxt1	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Nabp1	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Map3k1	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0
Kbtbd8	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Fgf11	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Dus4l	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Cog5	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Atp8b1	6.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Zfp2	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Tlcd1	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Syt11	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Snx1	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Rpl23a	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Rnf166	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Rab34	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Pop4	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Nelfa	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Mr1	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Iqch	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Dhodh	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Cxcl10	6.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
