Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Mad2l2	202.230769	0	259	406	397	272	273	109	0	0	79	164	150	520	0
B3galt4	202.076923	0	0	355	241	225	335	96	157	0	284	264	284	386	0
Itga4	201.923077	0	0	0	0	0	0	0	0	285	530	725	552	533	0
Tnfsf4	201.538462	0	0	213	345	215	227	0	0	0	258	281	301	780	0
Abr	201.307692	0	160	417	243	223	173	130	0	0	250	323	254	444	0
Extl3	201.230769	0	387	409	387	291	292	0	142	0	133	126	151	298	0
Tsnax	201.076923	0	0	682	626	379	510	146	158	0	0	0	0	113	0
Desi2	201.076923	0	0	521	543	384	325	141	0	0	226	107	178	189	0
Rasgrp2	201.000000	0	149	133	187	0	0	0	0	0	344	359	355	1086	0
Clptm1	200.692308	0	0	422	321	370	377	246	129	0	138	157	152	297	0
Bcas3	200.692308	0	0	523	465	360	470	148	158	0	0	135	123	227	0
Apoc2	200.692308	0	0	422	321	370	377	246	129	0	138	157	152	297	0
Ccr1	200.615385	0	287	147	156	237	210	0	133	200	162	180	198	698	0
Fn1	200.307692	0	0	969	604	421	453	0	157	0	0	0	0	0	0
Tmco3	200.153846	0	0	467	568	399	279	0	0	0	246	209	177	257	0
Rrs1	200.153846	0	0	524	384	200	258	0	0	0	148	289	358	441	0
Dcun1d2	200.153846	0	0	467	568	399	279	0	0	0	246	209	177	257	0
Adhfe1	200.153846	0	0	524	384	200	258	0	0	0	148	289	358	441	0
Zscan30	199.538462	129	230	169	203	149	114	0	0	147	305	348	216	584	0
Zfp35	199.538462	129	230	169	203	149	114	0	0	147	305	348	216	584	0
Zfp266	199.538462	0	151	495	554	406	452	157	115	0	0	0	160	104	0
Pde4b	199.538462	0	0	119	0	0	0	0	0	128	544	457	705	641	0
Pcbp1	199.538462	0	150	567	661	312	370	137	144	0	0	0	0	253	0
Msln	199.307692	0	0	739	706	344	469	127	206	0	0	0	0	0	0
Id1	199.307692	0	0	0	2591	0	0	0	0	0	0	0	0	0	0
Mesd	199.230769	0	226	550	378	235	267	0	0	0	144	173	204	413	0
Zranb3	199.076923	0	0	510	501	511	603	154	159	0	0	0	0	150	0
R3hdm1	199.076923	0	0	510	501	511	603	154	159	0	0	0	0	150	0
Mcpt8	199.000000	0	0	713	625	332	620	126	171	0	0	0	0	0	0
Rp1l1	198.846154	0	0	525	572	622	477	158	231	0	0	0	0	0	0
Nab2	198.846154	0	0	335	323	267	190	0	199	0	391	367	245	268	0
Mtus1	198.846154	0	212	0	0	0	0	0	0	423	382	274	492	802	0
Clec2d	198.846154	0	248	501	547	346	244	0	0	0	0	110	189	400	0
Ulk1	198.769231	0	0	502	436	155	301	121	93	0	174	100	255	447	0
Stx8	198.692308	0	0	0	0	0	0	0	0	289	406	488	520	880	0
Cfap52	198.692308	0	0	0	0	0	0	0	0	289	406	488	520	880	0
Snf8	198.615385	0	162	285	163	129	116	0	0	0	0	269	466	992	0
Sptan1	198.538462	0	130	567	421	244	271	0	94	0	154	142	311	247	0
Nppa	198.384615	0	0	787	663	567	562	0	0	0	0	0	0	0	0
Unc13d	197.769231	0	0	450	445	413	335	127	138	0	144	116	157	246	0
Pik3ap1	197.769231	0	0	0	0	0	0	0	0	0	387	599	698	887	0
Rbfox2	197.615385	0	806	455	369	317	329	0	0	0	0	0	142	151	0
Eef2kmt	197.615385	0	0	418	454	307	284	103	206	0	0	133	324	340	0
Fam53c	197.538462	91	106	349	242	319	242	0	0	0	262	197	293	467	0
Zmym6	197.461538	0	0	233	181	173	143	0	0	0	355	307	478	697	0
Otud4	197.461538	0	0	794	836	393	403	0	141	0	0	0	0	0	0
Cited2	197.461538	0	197	198	187	288	195	0	0	168	269	193	295	577	0
Txndc2	197.384615	0	0	0	0	0	0	0	0	0	447	520	573	1026	0
Med15	197.230769	0	0	118	137	0	0	0	0	189	246	470	626	778	0
Cdca4	197.153846	0	131	0	96	0	0	0	0	279	479	451	414	713	0
Pdgfra	197.000000	124	0	463	480	384	373	218	160	0	124	125	0	110	0
Nadk	197.000000	0	0	135	0	0	0	0	0	0	401	500	742	783	0
Slc16a14	196.846154	0	0	189	156	0	111	0	0	185	305	294	587	732	0
Rbm26	196.769231	0	0	486	534	389	230	147	136	0	0	163	180	293	0
Olfr229	196.769231	0	0	286	203	157	143	0	0	196	413	334	386	440	0
Zc2hc1a	196.615385	0	145	286	174	241	167	0	114	0	259	268	294	608	0
Rab44	196.615385	0	0	0	0	0	0	0	0	203	481	424	651	797	0
Gch1	196.615385	0	0	283	196	218	202	0	73	0	211	304	484	585	0
Gk	196.384615	0	0	1220	0	0	0	0	0	0	185	289	416	443	0
Ankzf1	196.307692	0	0	215	169	0	0	0	0	203	433	433	456	643	0
Nufip2	196.230769	0	0	558	931	353	393	177	139	0	0	0	0	0	0
Rassf4	196.153846	0	0	0	0	0	0	0	0	232	564	567	611	576	0
Nde1	196.153846	0	105	751	614	464	320	155	141	0	0	0	0	0	0
Marf1	196.153846	0	105	751	614	464	320	155	141	0	0	0	0	0	0
Bcar1	195.846154	0	0	641	738	334	362	224	247	0	0	0	0	0	0
Wasf1	195.692308	0	351	0	0	0	0	0	0	167	319	437	366	904	0
Cdc40	195.692308	0	351	0	0	0	0	0	0	167	319	437	366	904	0
2310030G06Rik	195.384615	0	0	795	684	344	369	174	174	0	0	0	0	0	0
Csf2rb	194.769231	0	0	0	0	0	0	0	0	233	392	513	615	779	0
Gm5544	194.615385	0	0	0	0	0	0	0	0	0	515	654	664	697	0
Fgf7	194.615385	0	229	669	622	379	486	0	145	0	0	0	0	0	0
Ifi202b	194.461538	0	0	828	709	403	427	161	0	0	0	0	0	0	0
Hnrnpa3	194.461538	0	0	551	598	520	269	150	177	0	0	0	129	134	0
Tlnrd1	194.230769	0	161	550	378	235	267	0	0	0	144	173	204	413	0
Abca8b	193.923077	0	250	512	324	235	238	0	0	0	158	276	302	226	0
Tnip3	193.769231	0	0	183	0	0	0	0	0	0	475	593	669	599	0
Sec62	193.769231	0	0	743	663	494	498	0	121	0	0	0	0	0	0
Tuba1a	193.538462	141	0	648	559	367	378	0	0	0	0	0	188	235	0
Dglucy	193.538462	0	0	177	271	203	124	0	0	0	388	541	392	420	0
Taldo1	193.461538	0	0	644	655	289	298	0	0	0	0	139	157	333	0
Agbl3	193.461538	0	286	207	220	116	129	0	0	0	215	378	405	559	0
Tlr7	193.307692	0	263	566	293	307	292	201	0	0	0	0	165	426	0
Sptlc2	193.230769	0	184	0	0	0	0	0	0	128	245	337	553	1065	0
Tcf25	193.153846	0	0	603	560	292	337	103	0	0	0	0	214	402	0
Zfp212	193.000000	0	0	423	628	299	322	0	0	0	163	0	296	378	0
Sytl3	193.000000	147	777	366	276	416	387	0	140	0	0	0	0	0	0
Gjb4	193.000000	0	204	617	645	468	406	0	169	0	0	0	0	0	0
Smim14	192.846154	0	0	664	547	204	263	0	0	0	217	116	192	304	0
Naa60	192.846154	0	0	492	639	414	341	104	106	0	0	0	127	284	0
Ttc36	192.538462	0	0	697	436	416	316	150	144	0	0	0	158	186	0
Tmem25	192.538462	0	0	697	436	416	316	150	144	0	0	0	158	186	0
Sfxn5	192.461538	0	116	569	520	424	359	136	182	0	0	0	0	196	0
Hhipl1	192.461538	0	253	511	477	312	397	0	0	0	0	153	136	263	0
Colgalt1	192.461538	0	0	128	94	0	0	0	0	0	386	632	516	746	0
Ccr5	192.307692	0	0	0	0	0	0	0	0	285	405	547	585	678	0
Synpo	192.230769	0	0	331	364	349	197	0	0	0	0	137	409	712	0
Rasgrp3	192.153846	0	0	0	0	0	0	0	0	429	336	525	600	608	0
Sypl	191.692308	0	0	674	525	341	397	173	148	0	0	0	0	234	0
Uap1	191.538462	0	324	459	389	383	279	103	0	0	0	0	207	346	0
Alad	191.461538	0	0	999	1138	256	96	0	0	0	0	0	0	0	0
Asgr2	191.384615	0	0	0	0	0	0	0	0	315	467	570	486	650	0
Il34	191.307692	0	112	780	539	432	506	0	118	0	0	0	0	0	0
Ss18l1	191.230769	0	0	0	0	0	0	0	0	237	503	551	451	744	0
Scaf11	191.230769	0	0	647	728	454	346	132	179	0	0	0	0	0	0
Psma7	191.230769	0	0	0	0	0	0	0	0	237	503	551	451	744	0
Kazald1	191.230769	0	0	569	453	425	409	152	134	0	0	0	94	250	0
Naa35	191.153846	0	0	293	286	130	164	0	71	136	239	290	364	512	0
Diaph2	191.000000	0	0	129	133	0	0	0	0	0	449	405	629	738	0
Wdr27	190.692308	0	0	583	684	464	356	110	126	0	0	0	0	156	0
Syne2	190.692308	0	0	417	492	283	304	0	135	0	0	206	336	306	0
Gsto2	190.692308	198	863	497	450	294	177	0	0	0	0	0	0	0	0
1600012H06Rik	190.692308	0	0	583	684	464	356	110	126	0	0	0	0	156	0
Olfml3	190.615385	0	234	0	0	0	0	0	0	240	392	505	437	670	0
Osgin1	190.538462	0	0	352	351	252	208	0	0	0	228	329	371	386	0
Ablim1	190.461538	0	182	712	546	378	407	119	132	0	0	0	0	0	0
Gpx4	190.307692	0	0	232	177	133	162	0	0	286	295	384	478	327	0
Anxa1	190.230769	0	582	345	282	170	189	0	0	0	202	222	160	321	0
Tmigd1	190.153846	0	306	189	143	282	207	0	0	138	167	174	353	513	0
Osmr	190.153846	0	0	611	556	457	397	226	225	0	0	0	0	0	0
Flvcr1	190.076923	0	386	0	0	0	0	0	0	304	386	421	338	636	0
Nop16	189.461538	0	217	598	568	344	343	119	0	0	0	132	142	0	0
Higd2a	189.461538	0	217	598	568	344	343	119	0	0	0	132	142	0	0
Shoc2	189.384615	0	263	620	542	301	346	120	139	0	0	0	0	131	0
Bbip1	189.384615	0	263	620	542	301	346	120	139	0	0	0	0	131	0
Abca1	189.307692	0	0	0	0	0	0	0	0	0	343	487	625	1006	0
Itgax	188.769231	0	0	0	0	0	0	0	0	211	477	474	626	666	0
Ddx24	188.538462	0	0	513	559	262	372	0	0	0	228	0	229	288	0
Klf4	188.307692	0	548	108	0	0	0	0	0	174	273	292	383	670	0
Mtarc2	188.230769	0	217	597	432	381	211	0	162	0	0	0	121	326	0
Rab30	187.692308	0	0	425	473	382	274	178	0	0	151	167	119	271	0
Slc11a1	187.538462	0	0	0	0	0	0	0	0	302	332	490	547	767	0
Slc44a3	187.461538	213	487	359	314	343	334	203	184	0	0	0	0	0	0
Gbp3	187.384615	0	0	0	123	0	90	0	0	163	453	435	469	703	0
Synj2	187.307692	0	0	594	483	283	273	157	129	0	112	145	110	149	0
Saal1	187.307692	0	0	0	0	0	0	0	0	0	0	471	663	1301	0
Arsg	187.307692	0	0	265	233	188	166	0	0	0	395	0	428	760	0
Mxi1	187.076923	0	0	666	609	396	482	0	127	0	0	0	0	152	0
Fam76b	186.846154	0	0	600	696	374	443	107	0	0	0	0	0	209	0
Cep57	186.846154	0	0	600	696	374	443	107	0	0	0	0	0	209	0
Tnrc6b	186.769231	0	185	429	571	265	349	173	136	0	0	0	127	193	0
Mpeg1	186.769231	0	0	411	480	202	204	0	0	0	292	245	254	340	0
Ltbp3	186.769231	0	0	778	1053	536	61	0	0	0	0	0	0	0	0
Txnip	186.692308	310	192	349	265	142	160	0	0	0	203	208	176	422	0
Snx15	186.461538	0	0	659	651	473	204	179	117	0	0	0	0	141	0
Pde2a	186.461538	0	0	526	606	333	523	82	0	0	0	0	145	209	0
Ctdsp1	186.461538	0	0	533	552	302	265	87	132	0	0	0	178	375	0
Wdr89	186.230769	0	0	688	616	339	388	0	207	0	0	0	0	183	0
Scd2	186.230769	0	136	516	418	299	286	0	98	0	197	0	194	277	0
Kif3c	186.230769	0	0	0	0	0	0	0	0	0	437	442	733	809	0
Gm21188	186.230769	0	0	0	0	0	0	0	0	130	419	483	467	922	0
Liph	186.076923	0	127	297	309	212	189	0	0	0	115	317	382	471	0
Tgm1	185.923077	0	0	0	0	0	0	0	0	314	561	378	453	711	0
Itih4	185.846154	0	0	587	474	544	451	189	171	0	0	0	0	0	0
Tbp	185.538462	0	187	487	414	358	360	0	138	130	0	0	119	219	0
Psmb1	185.538462	0	187	487	414	358	360	0	138	130	0	0	119	219	0
Mpig6b	185.384615	0	0	733	777	412	361	0	127	0	0	0	0	0	0
Ly6g6c	185.384615	0	0	733	777	412	361	0	127	0	0	0	0	0	0
Bbs5	185.384615	0	129	631	385	282	221	121	0	0	233	0	130	278	0
Gba	185.230769	0	202	531	572	369	281	0	0	0	0	161	0	292	0
Slc15a3	185.153846	0	0	0	0	0	0	0	0	241	474	506	464	722	0
Nqo2	185.153846	0	0	353	346	264	209	0	0	0	147	264	350	474	0
Grn	185.153846	0	0	194	157	142	146	0	0	197	467	429	319	356	0
Vcan	185.076923	0	0	102	130	0	0	0	0	0	507	382	679	606	0
Tpk1	185.076923	0	0	569	723	297	472	133	212	0	0	0	0	0	0
Fam174c	185.000000	0	0	405	312	188	261	84	141	108	284	129	236	257	0
Ift57	184.923077	0	0	0	0	0	0	0	0	0	523	484	560	837	0
Tubb6	184.307692	0	169	836	635	250	315	103	88	0	0	0	0	0	0
Mcoln2	184.230769	0	0	0	0	0	0	0	0	214	554	432	492	703	0
Kcnn4	184.230769	0	0	114	0	0	0	0	0	282	402	453	490	654	0
Rccd1	184.076923	0	0	755	582	252	432	134	118	0	0	0	0	120	0
Ppm1n	184.076923	0	0	0	0	0	0	0	0	0	507	721	659	506	0
Herpud2	183.846154	0	171	677	561	452	348	0	0	0	0	0	0	181	0
Cmklr1	183.769231	0	0	0	0	0	0	0	0	0	411	558	556	864	0
Stim2	183.692308	0	161	0	0	0	0	0	0	0	318	436	567	906	0
Asph	183.538462	0	0	0	170	0	134	0	0	163	412	439	487	581	0
Ttc37	183.461538	0	0	804	467	453	486	175	0	0	0	0	0	0	0
Arsk	183.461538	0	0	804	467	453	486	175	0	0	0	0	0	0	0
Srrd	183.307692	0	0	518	582	305	307	0	160	0	0	194	169	148	0
Idh1	183.307692	0	422	120	86	205	0	0	0	189	363	311	251	436	0
Hps4	183.307692	0	0	518	582	305	307	0	160	0	0	194	169	148	0
Pabpn1	182.923077	0	0	577	526	393	425	144	203	0	0	0	0	110	0
Appl2	182.692308	0	0	0	0	0	0	0	0	304	500	434	447	690	0
Erc1	182.615385	0	123	556	528	209	341	0	110	0	0	0	267	240	0
Klc3	182.538462	0	0	560	679	427	409	164	134	0	0	0	0	0	0
Gstp3	182.384615	0	0	527	413	423	283	0	163	0	0	0	239	323	0
Jag1	182.307692	0	0	360	459	208	202	0	145	0	239	116	241	400	0
Lmo4	182.000000	0	0	597	542	312	384	134	145	0	0	0	104	148	0
Parp8	181.923077	0	0	385	327	192	165	0	108	0	207	238	295	448	0
Lrrc20	181.923077	0	0	167	91	112	92	0	0	396	463	256	309	479	0
Wdr63	181.692308	0	0	306	194	283	304	0	0	180	167	332	186	410	0
Myo1e	181.538462	0	0	399	351	259	347	0	0	0	164	147	336	357	0
Rab3c	181.461538	0	414	0	100	0	0	0	0	0	164	324	540	817	0
Csf1r	181.076923	0	0	120	0	0	0	0	0	0	630	524	572	508	0
Fitm2	181.000000	0	1062	333	226	188	126	0	0	0	0	148	0	270	0
Fem1a	180.615385	0	0	568	576	400	376	154	177	0	0	0	97	0	0
Ube2f	180.384615	0	0	218	198	305	171	0	0	0	279	310	336	528	0
Tmed4	180.153846	0	0	423	356	310	309	0	64	0	164	159	252	305	0
Ikbkg	180.153846	0	0	181	148	140	118	0	0	226	227	374	360	568	0
G6pdx	180.153846	0	0	181	148	140	118	0	0	226	227	374	360	568	0
Ggta1	180.076923	0	197	669	481	390	449	0	155	0	0	0	0	0	0
Lyg1	179.923077	0	0	579	657	484	619	0	0	0	0	0	0	0	0
Clcc1	179.923077	0	0	424	447	424	376	236	210	0	0	0	0	222	0
Tpd52	179.692308	0	0	0	0	0	0	0	0	404	395	474	411	652	0
Suox	179.692308	0	0	486	478	374	354	101	152	0	0	125	111	155	0
Glipr2	179.692308	0	0	502	558	471	280	150	95	0	0	0	0	280	0
Sgpp1	179.461538	0	556	111	0	0	133	0	0	0	256	325	302	650	0
Elmod2	179.461538	0	552	242	229	124	0	0	0	0	0	193	289	704	0
Tmed2	179.307692	0	0	451	389	307	245	0	0	0	307	0	263	369	0
Rassf5	179.153846	0	0	195	122	79	66	0	0	166	425	306	289	681	0
Tubb5	179.076923	0	0	545	556	368	256	0	0	0	174	0	201	228	0
Mdc1	179.076923	0	0	545	556	368	256	0	0	0	174	0	201	228	0
Mid1ip1	178.692308	0	0	358	411	326	195	0	0	0	187	238	239	369	0
Cep68	178.692308	0	273	601	680	313	456	0	0	0	0	0	0	0	0
Vapa	178.615385	0	0	211	286	186	222	0	0	264	216	284	169	484	0
Tomm40	178.538462	0	0	631	696	334	383	130	147	0	0	0	0	0	0
Inpp5k	178.538462	0	0	536	647	295	442	117	0	0	0	0	81	203	0
Gltp	178.538462	0	0	657	833	416	415	0	0	0	0	0	0	0	0
Eri3	178.538462	73	261	379	242	202	242	0	0	155	185	99	190	293	0
Psmd5	178.461538	0	89	429	503	309	308	130	170	0	0	0	169	213	0
Cutal	178.461538	0	89	429	503	309	308	130	170	0	0	0	169	213	0
Siglec1	178.230769	0	0	0	0	0	0	0	0	369	347	301	475	825	0
Optn	178.153846	0	0	642	636	425	356	126	131	0	0	0	0	0	0
Cybb	177.769231	0	0	0	0	0	0	0	0	0	214	538	596	963	0
Fbp2	177.615385	0	0	0	0	0	0	0	0	205	407	530	481	686	0
Ckap2	177.615385	0	0	632	581	415	381	93	207	0	0	0	0	0	0
Cfap126	177.307692	0	0	639	546	372	385	128	158	0	0	0	0	77	0
Rnd1	177.076923	0	0	386	497	348	309	0	179	0	0	187	151	245	0
Cnksr3	176.923077	0	0	445	591	301	265	0	0	0	134	145	160	259	0
Zfp607a	176.461538	0	0	162	0	0	0	0	0	0	457	496	522	657	0
Lmo2	176.461538	0	0	0	0	0	0	0	0	312	494	509	257	722	0
Gm527	176.230769	0	0	462	693	374	416	0	224	0	0	0	0	122	0
Snx10	175.923077	0	209	0	132	0	0	0	0	0	443	574	333	596	0
Vps13d	175.846154	0	0	0	0	0	0	0	0	0	0	0	999	1287	0
Mob3c	175.846154	0	0	0	0	0	0	0	0	145	345	461	466	869	0
Rpl7	175.538462	0	0	696	769	480	337	0	0	0	0	0	0	0	0
Rdh10	175.538462	0	0	696	769	480	337	0	0	0	0	0	0	0	0
Daglb	175.461538	0	0	639	594	401	379	0	133	0	0	0	0	135	0
Ubash3b	175.307692	0	0	0	0	0	0	0	0	154	435	513	570	607	0
Creb5	175.307692	0	0	372	417	211	251	0	0	0	195	166	336	331	0
Pdhb	175.153846	0	0	707	488	419	457	206	0	0	0	0	0	0	0
Riok2	174.846154	0	237	211	175	115	111	0	0	0	252	305	397	470	0
Cd9	174.846154	0	482	201	268	0	197	0	0	0	319	309	269	228	0
Mospd2	174.692308	0	0	123	0	0	0	0	0	303	385	414	384	662	0
Fancb	174.692308	0	0	123	0	0	0	0	0	303	385	414	384	662	0
Sdr16c6	174.538462	0	0	104	121	0	0	0	0	293	233	349	503	666	0
Kiz	174.461538	0	0	461	599	433	321	148	201	0	0	0	0	105	0
Gtf3c6	174.461538	275	362	436	333	124	268	0	0	0	0	0	151	319	0
Tgfbr1	174.384615	0	0	0	0	0	0	0	0	272	417	401	532	645	0
Polg	174.307692	0	108	510	415	258	219	0	0	0	88	99	336	233	0
Atp23	174.000000	0	83	198	256	86	118	0	0	180	369	387	265	320	0
Plekhn1	173.923077	0	0	332	322	226	289	0	0	0	106	153	238	595	0
Tuba1b	173.846154	0	0	285	419	246	278	84	0	0	218	156	193	381	0
Lrrc59	173.769231	0	401	269	221	151	179	0	0	0	154	174	232	478	0
Rtp2	173.538462	0	0	369	397	395	290	0	116	145	0	121	220	203	0
Rcan1	173.538462	0	0	583	508	285	319	135	0	0	0	0	165	261	0
Zcwpw2	173.461538	0	0	146	168	77	0	0	0	0	352	224	536	752	0
Azi2	173.461538	0	0	146	168	77	0	0	0	0	352	224	536	752	0
Pkd2	173.307692	0	0	603	554	435	477	184	0	0	0	0	0	0	0
Denr	173.307692	0	0	229	267	170	158	0	0	0	0	174	573	682	0
Tigit	173.230769	0	0	657	643	403	211	150	188	0	0	0	0	0	0
Cfap54	173.153846	0	273	0	123	135	124	0	0	0	242	245	424	685	0
Ufsp2	173.000000	0	0	647	619	378	338	0	163	0	0	0	0	104	0
1700029J07Rik	173.000000	0	0	647	619	378	338	0	163	0	0	0	0	104	0
Bdnf	172.846154	0	122	481	659	369	273	146	197	0	0	0	0	0	0
Nr1d2	172.692308	0	0	753	571	348	305	106	0	0	0	0	0	162	0
Nprl3	172.692308	0	0	659	491	289	459	0	120	0	0	0	108	119	0
Casp1	172.615385	0	0	104	0	0	0	0	0	246	302	440	483	669	0
Zfp653	172.538462	0	0	373	540	393	370	0	155	0	0	0	174	238	0
Gm20939	172.538462	0	0	303	492	243	231	0	0	0	207	234	268	265	0
Stap1	172.307692	0	0	438	202	181	133	0	0	0	271	312	314	389	0
Dock8	172.307692	0	0	477	473	355	279	0	164	0	0	0	0	492	0
Cenpc1	172.307692	0	0	438	202	181	133	0	0	0	271	312	314	389	0
Nlrc4	172.230769	0	0	0	0	0	0	0	0	136	448	379	573	703	0
Anxa4	172.230769	0	674	153	189	103	135	0	0	0	0	134	269	582	0
Sorbs3	172.000000	0	0	126	0	0	0	0	0	197	388	425	475	625	0
Sin3b	171.923077	0	0	576	487	445	366	222	139	0	0	0	0	0	0
Fis1	171.923077	0	277	127	135	83	0	0	0	167	327	226	323	570	0
Snx18	171.692308	0	161	0	0	0	0	0	0	155	230	377	406	903	0
Spats2	171.538462	0	0	0	91	0	0	0	0	258	458	547	283	593	0
Foxn2	171.461538	0	0	645	681	414	389	100	0	0	0	0	0	0	0
Ms4a4b	171.000000	0	0	0	0	0	0	0	0	290	301	409	422	801	0
Art2a	171.000000	0	0	0	0	0	0	0	0	0	323	505	551	844	0
Klk7	170.692308	0	0	546	421	473	488	174	117	0	0	0	0	0	0
Hsf2bp	170.615385	0	184	641	634	387	256	116	0	0	0	0	0	0	0
Asns	170.538462	0	0	655	652	266	317	95	151	0	0	0	81	0	0
Kif23	170.307692	0	0	539	691	319	306	131	136	0	0	0	0	92	0
Trem1	170.230769	0	0	0	0	0	0	0	0	202	373	508	491	639	0
Nfia	170.153846	0	352	327	253	113	248	0	0	185	224	174	136	200	0
Enpp4	170.153846	0	0	0	0	0	136	0	0	0	333	463	529	751	0
Gns	170.076923	0	172	124	0	0	0	0	0	208	246	314	394	753	0
Osm	170.000000	0	0	126	187	113	96	0	0	108	395	388	422	375	0
Gaa	170.000000	0	0	702	496	483	409	0	120	0	0	0	0	0	0
Mt2	169.923077	0	133	161	253	264	178	0	0	0	0	200	396	624	0
Oxnad1	169.846154	0	135	520	457	233	257	127	0	0	101	114	93	171	0
Dph3	169.846154	0	135	520	457	233	257	127	0	0	101	114	93	171	0
Ltb4r1	169.692308	0	130	130	209	307	198	0	0	0	195	208	222	607	0
Klhl36	169.461538	0	0	0	0	0	0	0	0	162	435	447	478	681	0
Atp5l	169.461538	0	170	515	606	282	259	101	126	0	0	0	0	144	0
Atg12	169.307692	0	129	0	0	0	0	0	0	229	318	419	366	740	0
Ap3s1	169.307692	0	129	0	0	0	0	0	0	229	318	419	366	740	0
Ube2l6	169.230769	0	123	361	447	142	209	0	0	0	121	199	222	376	0
Slc30a6	169.230769	0	0	365	338	242	134	0	0	0	263	217	245	396	0
Ifrd1	169.076923	0	0	580	570	300	308	0	0	0	126	126	188	0	0
Trim8	169.000000	0	0	147	0	0	0	0	0	179	457	391	413	610	0
Thap11	168.769231	0	0	75	0	0	0	0	0	203	233	375	271	1037	0
Cyfip1	168.769231	0	0	0	0	0	0	0	0	0	441	646	438	669	0
Psmb6	168.692308	0	0	293	413	178	132	0	0	0	217	282	312	366	0
Plcxd2	168.692308	0	0	432	558	267	315	0	121	0	0	0	298	202	0
Ptbp2	168.615385	0	0	142	228	108	0	0	0	221	164	193	373	763	0
Bcl10	168.384615	0	0	199	148	205	0	0	0	0	320	272	361	684	0
Cyp27a1	168.153846	0	0	0	0	0	0	0	0	290	310	360	460	766	0
Tnfaip2	168.076923	0	128	234	285	136	0	0	0	195	293	247	273	394	0
Cd300lb	168.076923	0	0	0	0	0	0	0	0	307	279	359	394	846	0
Kcnip1	168.000000	0	0	0	0	0	0	0	0	281	362	336	389	816	0
Clp1	168.000000	0	136	286	355	159	216	0	0	0	171	116	245	500	0
Uts2b	167.615385	0	0	0	0	0	0	0	0	0	690	557	443	489	0
Arhgap45	167.615385	0	0	0	0	0	0	0	0	390	378	417	469	525	0
Mtcl1	167.538462	0	0	585	622	396	449	126	0	0	0	0	0	0	0
Pcdhgc3	167.076923	0	0	628	602	393	438	111	0	0	0	0	0	0	0
Slc22a20	167.000000	0	0	523	389	448	519	156	136	0	0	0	0	0	0
Pnp2	167.000000	0	0	0	0	0	0	0	0	212	346	379	483	751	0
Dmac1	167.000000	0	0	299	218	152	194	0	0	0	250	237	191	630	0
Nr5a1	166.923077	0	472	205	210	179	284	0	0	0	134	0	180	506	0
Pym1	166.846154	0	224	448	554	376	226	0	0	0	94	72	0	175	0
Dgka	166.846154	0	224	448	554	376	226	0	0	0	94	72	0	175	0
Galnt3	166.769231	0	0	368	442	144	253	0	0	0	134	203	322	302	0
Ube2e2	166.615385	0	0	329	384	134	176	0	0	0	0	301	355	487	0
Rnf40	166.461538	0	0	388	437	225	200	0	0	0	124	124	301	365	0
Psmb2	166.461538	0	170	453	470	144	238	0	0	0	0	163	139	387	0
Cks2	166.461538	0	0	338	404	273	334	115	119	0	86	120	206	169	0
Ccdc189	166.461538	0	0	388	437	225	200	0	0	0	124	124	301	365	0
Bst1	166.384615	0	0	437	354	210	228	302	180	0	0	0	0	452	0
Gykl1	166.000000	0	448	148	0	152	145	0	0	0	185	0	317	763	0
Theg	165.846154	0	0	0	0	0	0	0	0	338	503	439	360	516	0
Ncor2	165.846154	0	0	216	241	238	145	0	0	177	376	166	312	285	0
Sec61a2	165.769231	0	189	608	504	339	379	0	136	0	0	0	0	0	0
Armc5	165.769231	0	163	486	339	307	429	0	189	0	0	0	0	242	0
9130023H24Rik	165.769231	0	163	486	339	307	429	0	189	0	0	0	0	242	0
Zfyve26	165.461538	0	0	433	538	294	387	175	108	0	0	0	124	92	0
Timeless	165.461538	0	0	235	290	92	252	0	0	0	205	169	239	669	0
Rad51b	165.461538	0	0	433	538	294	387	175	108	0	0	0	124	92	0
Tnfrsf12a	165.384615	0	130	444	393	302	298	147	0	0	0	74	132	230	0
Thoc6	165.384615	0	130	444	393	302	298	147	0	0	0	74	132	230	0
Hcfc1r1	165.384615	0	130	444	393	302	298	147	0	0	0	74	132	230	0
Slc25a30	165.230769	0	192	394	296	129	152	0	0	0	207	178	213	387	0
Rplp2	165.153846	0	0	463	397	235	257	0	0	0	0	269	191	335	0
Pidd1	165.153846	0	0	463	397	235	257	0	0	0	0	269	191	335	0
Zfp273	164.923077	0	365	209	202	0	81	0	0	140	228	262	195	462	0
Prss27	164.923077	0	0	505	482	331	403	215	208	0	0	0	0	0	0
Ung	164.846154	0	0	601	507	423	297	0	199	0	0	116	0	0	0
Dnajb6	164.692308	0	117	655	539	334	376	120	0	0	0	0	0	0	0
Maff	164.538462	0	0	444	329	270	224	0	132	0	154	197	187	202	0
Tnnc1	164.384615	0	0	524	535	251	323	232	0	0	0	0	0	272	0
Nisch	164.384615	0	0	524	535	251	323	232	0	0	0	0	0	272	0
