Target_genes	Myb|Average	SRX8737398|Bone_Marrow_Cells	SRX3889819|Embryonic_liver	SRX3889820|Embryonic_liver	SRX140366|MEL	SRX884094|MLL-AF9_leukemic_cell	SRX884095|MLL-AF9_leukemic_cell	STRING
Smg8	67.666667	0	0	0	247	159	0	0
Slc4a2	67.666667	66	0	0	199	141	0	0
Hes6	67.666667	93	0	0	122	191	0	0
H4c17	67.666667	111	0	0	185	110	0	0
Gfap	67.666667	0	185	0	221	0	0	0
Cdk5	67.666667	66	0	0	199	141	0	0
Cd82	67.666667	0	0	148	258	0	0	0
Vps45	67.500000	0	0	0	405	0	0	0
Tmem39a	67.500000	0	0	0	128	277	0	0
Tbc1d1	67.500000	0	0	0	0	0	405	0
Smap1	67.500000	0	142	0	263	0	0	0
Sfswap	67.500000	135	0	0	142	128	0	0
Rab3il1	67.500000	0	257	148	0	0	0	0
H1f2	67.500000	106	0	0	187	112	0	0
Foxc2	67.500000	0	0	0	197	208	0	0
Egln2	67.500000	113	0	0	292	0	0	0
Ctsl	67.500000	105	0	0	0	0	300	0
Zranb3	67.333333	92	0	0	141	171	0	0
Slc15a3	67.333333	209	0	0	0	195	0	0
Secisbp2	67.333333	0	0	0	244	160	0	0
R3hdm1	67.333333	92	0	0	141	171	0	0
Prr13	67.333333	100	0	0	304	0	0	0
Noc4l	67.333333	0	0	0	0	404	0	0
Ints4	67.333333	0	0	0	242	162	0	0
Ints12	67.333333	0	0	0	222	182	0	0
Gstcd	67.333333	0	0	0	222	182	0	0
Ddx51	67.333333	0	0	0	0	404	0	0
Clk3	67.333333	0	242	162	0	0	0	0
Borcs6	67.333333	0	0	0	165	239	0	0
Tatdn1	67.166667	0	0	0	269	134	0	0
Stmn1	67.166667	87	0	0	206	110	0	0
Pop4	67.166667	0	0	0	159	244	0	0
Ndufb9	67.166667	0	0	0	269	134	0	0
Lrrc59	67.166667	0	0	0	283	120	0	0
Irx5	67.000000	155	0	0	247	0	0	0
Gsk3a	67.000000	80	0	73	122	127	0	0
Glipr1	67.000000	224	0	0	0	178	0	0
Dcaf5	67.000000	0	0	0	302	100	0	0
Slc6a19	66.833333	0	0	0	401	0	0	0
Hnrnpa0	66.833333	124	0	0	277	0	0	0
Ulk1	66.666667	239	0	0	161	0	0	0
Tmem131l	66.666667	0	0	0	400	0	0	0
Scamp3	66.666667	0	0	0	260	140	0	0
Mogat2	66.666667	0	0	0	0	0	400	0
Kdm3b	66.666667	0	0	0	0	137	263	0
Dgcr8	66.666667	87	0	0	313	0	0	0
0610009B22Rik	66.666667	80	0	0	190	130	0	0
Rint1	66.500000	0	0	0	252	147	0	0
Pus7	66.500000	0	0	0	252	147	0	0
Plekhg5	66.500000	0	0	0	288	111	0	0
Nr4a3	66.500000	114	0	0	174	111	0	0
Ndc80	66.500000	95	0	0	304	0	0	0
Naa50	66.500000	121	0	0	278	0	0	0
Gk5	66.500000	0	0	0	399	0	0	0
Faf2	66.500000	0	0	0	247	152	0	0
Eif4a3	66.500000	0	0	0	173	226	0	0
Dpagt1	66.500000	149	0	0	148	102	0	0
Clptm1	66.500000	279	0	0	0	120	0	0
Atp6v1a	66.500000	121	0	0	278	0	0	0
Slc36a3	66.333333	0	0	0	398	0	0	0
Racgap1	66.333333	0	0	0	398	0	0	0
N4bp1	66.333333	0	0	0	225	173	0	0
Mrpl58	66.333333	0	0	0	200	198	0	0
Ica1	66.333333	0	0	0	398	0	0	0
Cd3d	66.333333	125	0	0	155	118	0	0
Asb6	66.333333	84	171	143	0	0	0	0
Sypl	66.166667	184	0	0	0	213	0	0
Sirt6	66.166667	160	0	0	114	123	0	0
Raly	66.166667	0	152	0	245	0	0	0
Ilf2	66.166667	0	0	0	259	138	0	0
Dnajc27	66.166667	74	0	0	137	186	0	0
Dhcr7	66.166667	88	0	0	157	152	0	0
Cyb561	66.166667	0	0	0	397	0	0	0
Ankrd24	66.166667	160	0	0	114	123	0	0
1700010I14Rik	66.166667	152	0	0	0	245	0	0
Pla2g12a	66.000000	0	0	0	396	0	0	0
H2-Oa	66.000000	0	0	0	396	0	0	0
Fignl1	66.000000	85	0	0	311	0	0	0
Ercc6l2	66.000000	0	0	0	396	0	0	0
Nprl3	65.833333	85	158	0	152	0	0	0
Ppme1	65.666667	0	0	0	300	94	0	0
Pcsk5	65.666667	0	0	0	394	0	0	0
C2cd3	65.666667	0	0	0	300	94	0	0
Zfp729a	65.500000	0	0	0	224	169	0	0
Sympk	65.500000	0	0	0	179	214	0	0
Foxa3	65.500000	0	0	0	179	214	0	0
Dhodh	65.500000	69	0	0	140	184	0	0
Naa15	65.333333	0	0	0	298	94	0	0
Inpp5b	65.333333	0	0	0	234	158	0	0
Eprs	65.333333	0	0	0	180	212	0	0
Dad1	65.333333	0	0	0	191	201	0	0
Cdc27	65.333333	0	0	0	219	0	173	0
Abhd4	65.333333	0	0	0	191	201	0	0
Spcs1	65.166667	156	0	0	143	92	0	0
Nup85	65.166667	111	0	0	113	167	0	0
Nup155	65.166667	83	0	0	308	0	0	0
Glt8d1	65.166667	156	0	0	143	92	0	0
Uckl1	65.000000	0	0	0	228	162	0	0
Tnrc6c	65.000000	0	0	0	390	0	0	0
Snx12	65.000000	0	0	0	260	130	0	0
Nedd1	65.000000	0	0	0	286	104	0	0
Gtse1	65.000000	0	0	0	162	228	0	0
Tram1	64.833333	108	0	0	281	0	0	0
Get1	64.833333	0	0	0	266	123	0	0
Cd48	64.833333	0	0	0	389	0	0	0
Tnpo1	64.666667	0	0	0	388	0	0	0
Smu1	64.666667	0	0	0	223	165	0	0
Naa80	64.666667	0	0	0	388	0	0	0
Hyal3	64.666667	0	0	0	388	0	0	0
Hyal1	64.666667	0	0	0	388	0	0	0
Cdk5rap1	64.666667	0	0	0	180	208	0	0
Cct4	64.666667	109	0	0	106	173	0	0
Timm44	64.500000	0	0	0	125	262	0	0
Prss22	64.500000	0	0	0	193	194	0	0
Ocrl	64.500000	181	0	0	206	0	0	0
Myh10	64.500000	0	0	0	387	0	0	0
Mff	64.500000	0	0	0	191	196	0	0
Arl14ep	64.500000	0	0	0	252	135	0	0
Zmat5	64.333333	73	0	0	128	185	0	0
Uqcr10	64.333333	73	0	0	128	185	0	0
Ppih	64.333333	0	0	0	255	131	0	0
Plcb2	64.333333	0	0	0	386	0	0	0
Parp4	64.333333	0	0	0	222	164	0	0
Nop9	64.333333	0	0	0	164	222	0	0
Fbxo31	64.333333	0	0	0	230	156	0	0
Dnttip2	64.333333	0	0	0	150	236	0	0
Dhrs1	64.333333	0	0	0	164	222	0	0
Cenpj	64.333333	0	0	0	222	164	0	0
Cdkn2aipnl	64.333333	0	0	0	280	106	0	0
Ube2f	64.166667	0	0	0	234	151	0	0
Ttc41	64.166667	0	0	0	218	167	0	0
Srsf5	64.166667	0	0	0	207	178	0	0
Ninj2	64.166667	0	0	0	225	160	0	0
Hsp90b1	64.166667	0	0	0	218	167	0	0
1810013L24Rik	64.166667	0	0	0	385	0	0	0
Smg7	64.000000	100	0	0	82	202	0	0
Slc25a28	64.000000	0	0	0	384	0	0	0
Senp1	64.000000	0	0	0	302	82	0	0
Pfkm	64.000000	0	0	0	302	82	0	0
Elp1	64.000000	0	0	0	0	384	0	0
Clasp1	64.000000	103	0	0	281	0	0	0
Abitram	64.000000	0	0	0	0	384	0	0
Tial1	63.833333	90	0	0	182	111	0	0
Smc2	63.833333	113	0	0	167	103	0	0
Ppp2r5c	63.833333	127	0	0	256	0	0	0
Pik3ca	63.833333	0	0	0	383	0	0	0
Gstp2	63.833333	79	0	0	304	0	0	0
Ctu1	63.833333	0	0	0	213	170	0	0
Coil	63.833333	0	0	0	291	92	0	0
Tars	63.666667	0	0	0	382	0	0	0
St3gal4	63.666667	0	0	0	382	0	0	0
Zfp644	63.500000	104	0	0	277	0	0	0
Zbtb9	63.500000	167	0	0	143	71	0	0
Wdr7	63.500000	0	0	0	259	122	0	0
Ubn2	63.500000	88	0	0	207	86	0	0
Ptgs1	63.500000	109	0	0	272	0	0	0
Pnkd	63.500000	0	0	0	139	242	0	0
Pcnp	63.500000	118	0	0	108	155	0	0
Aar2	63.500000	0	0	0	197	184	0	0
Aamp	63.500000	0	0	0	139	242	0	0
Srgap1	63.333333	0	0	0	102	278	0	0
Poln	63.333333	0	0	0	380	0	0	0
Npm3	63.333333	0	0	0	262	118	0	0
Ncoa5	63.333333	0	0	0	307	73	0	0
Haus3	63.333333	0	0	0	380	0	0	0
Fli1	63.333333	0	0	0	380	0	0	0
Tmx1	63.166667	103	119	0	157	0	0	0
Slc25a16	63.166667	0	0	0	133	246	0	0
Ralgapa1	63.166667	219	0	0	0	160	0	0
Lipe	63.166667	76	0	0	303	0	0	0
Gm13288	63.166667	0	0	0	249	130	0	0
Gm13287	63.166667	0	0	0	249	130	0	0
Casq1	63.166667	0	0	0	182	197	0	0
Tti1	63.000000	0	0	0	183	195	0	0
Tox2	63.000000	285	0	0	93	0	0	0
Rprd1b	63.000000	0	0	0	183	195	0	0
Phlpp2	63.000000	0	167	0	211	0	0	0
L3mbtl2	63.000000	76	0	0	302	0	0	0
Itgal	63.000000	0	0	0	109	0	269	0
Cdiptos	63.000000	0	0	0	204	174	0	0
Cdipt	63.000000	0	0	0	204	174	0	0
Bet1	63.000000	0	0	0	121	257	0	0
9230019H11Rik	63.000000	77	167	0	0	134	0	0
Tmed1	62.833333	81	0	0	197	99	0	0
Smim20	62.833333	0	0	0	377	0	0	0
Zc3h11a	62.666667	0	0	0	110	266	0	0
Zbed6	62.666667	0	0	0	110	266	0	0
Twistnb	62.666667	0	0	0	126	250	0	0
Lekr1	62.666667	0	0	0	192	184	0	0
Abhd2	62.666667	0	0	0	376	0	0	0
Yju2	62.500000	0	0	0	120	255	0	0
Thap11	62.500000	0	0	0	228	147	0	0
Pdcd11	62.500000	0	0	0	0	122	253	0
Mrps18c	62.500000	0	0	0	135	240	0	0
Helq	62.500000	0	0	0	135	240	0	0
H3c10	62.500000	90	0	0	138	147	0	0
H2bc13	62.500000	90	0	0	138	147	0	0
H2ac13	62.500000	90	0	0	138	147	0	0
Gbx1	62.500000	0	0	0	150	225	0	0
Ddx20	62.500000	0	0	0	192	183	0	0
Cops8	62.500000	80	0	0	120	175	0	0
Cenpt	62.500000	0	0	0	228	147	0	0
Bcl7b	62.500000	124	0	0	251	0	0	0
Atp5md	62.500000	0	0	0	0	122	253	0
Tmem104	62.333333	0	0	0	272	102	0	0
Sys1	62.333333	0	0	0	261	113	0	0
Samd11	62.333333	0	222	152	0	0	0	0
Nop10	62.333333	0	0	0	184	190	0	0
Nat9	62.333333	0	0	0	272	102	0	0
Lst1	62.333333	0	0	0	374	0	0	0
Hemk1	62.333333	0	0	0	172	202	0	0
Fam227a	62.333333	0	0	0	267	107	0	0
Cby1	62.333333	0	0	0	267	107	0	0
6430571L13Rik	62.333333	0	0	0	172	202	0	0
Suco	62.166667	99	0	0	186	88	0	0
Abhd11	62.166667	150	0	0	102	121	0	0
1700066M21Rik	62.166667	102	0	0	271	0	0	0
Trip6	62.000000	0	0	0	372	0	0	0
Trim16	62.000000	0	0	0	372	0	0	0
Tnks1bp1	62.000000	0	0	0	288	84	0	0
Pgrmc1	62.000000	0	0	0	372	0	0	0
9930021J03Rik	62.000000	0	0	0	245	127	0	0
Zfp566	61.833333	0	0	0	177	194	0	0
Zfp260	61.833333	0	0	0	177	194	0	0
Top2a	61.833333	116	0	0	255	0	0	0
Arhgap19	61.833333	0	0	0	281	90	0	0
Acin1	61.833333	0	0	0	208	163	0	0
Tmem251	61.666667	77	0	0	177	116	0	0
Sfxn5	61.666667	0	0	0	194	176	0	0
Pex3	61.666667	0	0	0	101	269	0	0
Moap1	61.666667	77	0	0	177	116	0	0
Adat2	61.666667	0	0	0	101	269	0	0
Zfp317	61.500000	0	0	0	222	147	0	0
Sdad1	61.500000	0	0	0	238	131	0	0
Rara	61.500000	103	0	0	132	134	0	0
Gls2	61.500000	0	0	0	369	0	0	0
Exoc7	61.500000	0	0	0	237	132	0	0
Ccpg1os	61.500000	0	0	0	156	213	0	0
Ccpg1	61.500000	0	0	0	156	213	0	0
H3c6	61.333333	133	0	0	235	0	0	0
Gtf2e2	61.333333	0	0	0	368	0	0	0
Unc13d	61.166667	100	0	0	267	0	0	0
Tars2	61.166667	0	0	0	258	109	0	0
Pcbp1	61.166667	0	0	0	84	0	283	0
Gale	61.166667	0	0	0	260	107	0	0
Dstyk	61.166667	0	0	0	259	108	0	0
Csf3r	61.166667	0	0	0	245	122	0	0
Cpsf1	61.166667	0	0	0	188	179	0	0
C77080	61.166667	90	0	0	277	0	0	0
Zfp661	61.000000	0	0	0	151	215	0	0
Tspoap1	61.000000	0	0	0	366	0	0	0
Tent5d	61.000000	0	0	0	366	0	0	0
Slc25a53	61.000000	0	0	0	236	130	0	0
Pex16	61.000000	0	0	0	0	366	0	0
Mrps5	61.000000	0	0	0	151	215	0	0
Large2	61.000000	0	0	0	0	366	0	0
Dnlz	61.000000	79	0	0	139	148	0	0
Commd2	61.000000	0	0	0	185	181	0	0
Cd248	61.000000	0	0	0	366	0	0	0
Ankrd40	61.000000	0	0	0	225	141	0	0
2610002M06Rik	61.000000	0	0	0	366	0	0	0
Txndc17	60.833333	0	0	0	365	0	0	0
Tango2	60.833333	0	0	0	365	0	0	0
Npdc1	60.833333	0	0	0	215	150	0	0
Cd53	60.833333	118	0	0	247	0	0	0
Btaf1	60.833333	101	0	0	264	0	0	0
4933427D14Rik	60.833333	0	0	0	365	0	0	0
Tpp1	60.666667	0	0	0	93	271	0	0
Sptbn1	60.666667	0	0	0	199	165	0	0
Rab18	60.666667	0	0	0	364	0	0	0
Orai3	60.666667	0	0	0	364	0	0	0
Ndufc2	60.666667	0	0	0	244	120	0	0
Micos10	60.666667	0	0	0	227	137	0	0
Kdm2b	60.666667	0	0	0	364	0	0	0
Gna11	60.666667	0	0	0	364	0	0	0
Exd2	60.666667	0	0	0	149	215	0	0
Chd2	60.666667	0	0	0	364	0	0	0
Zfp217	60.500000	0	0	0	363	0	0	0
Mamstr	60.500000	0	0	0	161	202	0	0
Kbtbd2	60.500000	0	0	0	363	0	0	0
Havcr2	60.500000	0	0	0	363	0	0	0
Gorab	60.500000	0	0	0	363	0	0	0
Fam187a	60.500000	0	0	0	182	181	0	0
Eftud2	60.500000	0	0	0	182	181	0	0
Dnajb12	60.500000	65	0	0	127	171	0	0
Ccdc103	60.500000	0	0	0	182	181	0	0
Bloc1s4	60.500000	0	0	0	122	241	0	0
Tubd1	60.333333	0	0	0	238	124	0	0
Thyn1	60.333333	0	0	0	218	144	0	0
Slc35b4	60.333333	0	0	0	188	174	0	0
Sec13	60.333333	0	0	0	112	250	0	0
Rps6kb1	60.333333	0	0	0	238	124	0	0
Psd	60.333333	0	0	0	241	121	0	0
Ppp4r3a	60.333333	0	0	0	145	217	0	0
Plaa	60.333333	0	0	0	0	362	0	0
Phf20	60.333333	197	0	0	165	0	0	0
Mlkl	60.333333	0	0	0	362	0	0	0
Lrrc8a	60.333333	98	0	0	145	119	0	0
Lpin2	60.333333	0	142	108	112	0	0	0
Fbxl15	60.333333	0	0	0	241	121	0	0
Calm1	60.333333	0	0	0	203	159	0	0
Atxn2l	60.333333	0	0	0	204	158	0	0
Atp2b4	60.333333	0	104	73	185	0	0	0
Asb16	60.333333	0	0	0	0	0	362	0
Acad8	60.333333	0	0	0	218	144	0	0
Ssbp1	60.166667	0	0	0	186	175	0	0
Fcgr3	60.166667	97	0	0	0	264	0	0
Angptl6	60.166667	0	0	0	241	120	0	0
Wdr26	60.000000	0	195	165	0	0	0	0
Ptpn3	60.000000	0	0	0	360	0	0	0
Kansl1	60.000000	0	0	0	360	0	0	0
H13	60.000000	0	0	0	236	124	0	0
Ggnbp2	60.000000	0	0	0	360	0	0	0
Zc3h3	59.833333	113	0	0	116	130	0	0
Kri1	59.833333	0	0	0	359	0	0	0
Cdkn2d	59.833333	0	0	0	359	0	0	0
Car3	59.833333	0	0	0	0	0	359	0
Ap3s2	59.833333	0	0	0	134	225	0	0
Mettl4	59.666667	0	0	0	183	175	0	0
Cmpk2	59.666667	98	148	0	112	0	0	0
Cks2	59.666667	127	0	0	231	0	0	0
Actr6	59.666667	108	0	0	176	74	0	0
1110004F10Rik	59.666667	0	0	0	204	154	0	0
Zdhhc3	59.500000	0	0	0	0	357	0	0
Tatdn2	59.500000	82	0	0	275	0	0	0
Shld2	59.500000	0	0	0	357	0	0	0
Pigo	59.500000	0	0	0	210	147	0	0
Mmp27	59.500000	0	0	0	195	162	0	0
Glud1	59.500000	0	0	0	357	0	0	0
Exosc7	59.500000	0	0	0	0	357	0	0
Atp5o	59.500000	0	0	0	166	191	0	0
Ap4e1	59.500000	0	0	0	180	177	0	0
Ankrd12	59.500000	0	0	0	357	0	0	0
2610301B20Rik	59.500000	0	0	0	174	183	0	0
Zfp184	59.333333	0	0	0	184	172	0	0
Uty	59.333333	0	0	0	356	0	0	0
Trmt12	59.333333	0	0	0	197	159	0	0
Tfeb	59.333333	0	0	0	91	265	0	0
Stk35	59.333333	118	0	0	238	0	0	0
Rpl29	59.333333	0	0	0	152	204	0	0
Pou2f1	59.333333	0	0	0	356	0	0	0
Dhx16	59.333333	87	0	0	128	141	0	0
Yif1b	59.166667	133	0	0	222	0	0	0
Tex9	59.166667	0	0	0	355	0	0	0
Rnps1	59.166667	103	0	0	0	252	0	0
Prr5l	59.166667	0	0	0	189	166	0	0
Phf6	59.166667	0	0	0	355	0	0	0
Nvl	59.166667	0	0	0	167	188	0	0
Dhrs13	59.166667	78	0	0	149	128	0	0
D2hgdh	59.166667	0	0	0	274	81	0	0
Commd9	59.166667	0	0	0	189	166	0	0
Trmt61a	59.000000	0	0	0	139	215	0	0
Tpr	59.000000	0	0	0	218	136	0	0
Odr4	59.000000	0	0	0	218	136	0	0
Unc45b	58.833333	0	0	0	234	119	0	0
Slc3a2	58.833333	0	148	110	95	0	0	0
Ifi30	58.833333	0	0	0	123	230	0	0
Gatb	58.833333	0	0	0	209	144	0	0
Emid1	58.833333	73	0	0	280	0	0	0
Clcn4	58.833333	0	0	0	353	0	0	0
Meiob	58.666667	0	0	0	352	0	0	0
Clybl	58.666667	0	0	0	352	0	0	0
Cdk12	58.666667	0	0	0	239	113	0	0
Spns1	58.500000	0	0	0	207	144	0	0
Samd4b	58.500000	0	0	0	351	0	0	0
Rps19	58.500000	113	0	0	144	94	0	0
Neil1	58.500000	216	0	0	0	135	0	0
Zfp41	58.333333	79	0	0	170	101	0	0
Zfp385a	58.333333	179	0	0	171	0	0	0
Zdhhc14	58.333333	0	0	0	220	130	0	0
Nkrf	58.333333	0	0	0	248	102	0	0
Mtmr6	58.333333	0	0	0	157	193	0	0
Ippk	58.333333	0	0	0	202	148	0	0
Cox6c	58.333333	0	0	0	225	125	0	0
Zswim6	58.166667	104	0	0	0	245	0	0
Tas1r1	58.166667	0	0	0	138	211	0	0
Slc38a5	58.166667	0	147	0	202	0	0	0
Nol9	58.166667	0	0	0	138	211	0	0
Lmna	58.166667	0	0	0	254	95	0	0
F7	58.166667	220	0	0	0	129	0	0
Exo5	58.166667	90	0	0	259	0	0	0
Cct5	58.166667	121	0	0	228	0	0	0
Atpsckmt	58.166667	121	0	0	228	0	0	0
Tatdn3	58.000000	0	0	0	181	167	0	0
Taf6l	58.000000	91	0	0	157	100	0	0
Srsf11	58.000000	0	0	0	245	103	0	0
Psmc1	58.000000	72	0	0	276	0	0	0
Pold3	58.000000	0	0	0	192	156	0	0
Nsl1	58.000000	0	0	0	181	167	0	0
Lrrc40	58.000000	0	0	0	245	103	0	0
Disp2	58.000000	0	0	0	225	123	0	0
Top3b	57.833333	0	0	0	75	272	0	0
Tmc6	57.833333	132	0	0	215	0	0	0
Tbc1d7	57.833333	0	0	0	188	159	0	0
Mpo	57.833333	138	0	0	0	141	68	0
Btn1a1	57.833333	0	0	0	148	199	0	0
Tcaim	57.666667	0	0	0	346	0	0	0
Rabac1	57.666667	0	0	0	148	198	0	0
Nol6	57.666667	0	0	0	185	161	0	0
Lta4h	57.666667	0	0	0	105	241	0	0
Cfap36	57.666667	0	0	0	346	0	0	0
Selplg	57.500000	0	0	0	345	0	0	0
Rsph1	57.500000	0	0	0	345	0	0	0
Rcc1l	57.500000	0	0	0	168	177	0	0
Pole3	57.500000	0	0	0	345	0	0	0
4933430I17Rik	57.500000	0	0	0	345	0	0	0
Slc26a11	57.333333	156	0	0	188	0	0	0
Sgsh	57.333333	156	0	0	188	0	0	0
Pla2g15	57.333333	102	0	0	141	101	0	0
LTO1	57.333333	0	0	0	227	117	0	0
Insig1	57.333333	0	0	0	249	95	0	0
Zpbp	57.166667	0	0	0	220	123	0	0
Ube2h	57.166667	0	234	109	0	0	0	0
Thrap3	57.166667	0	0	0	212	131	0	0
Tex264	57.166667	0	0	0	343	0	0	0
Spata48	57.166667	0	0	0	220	123	0	0
Preb	57.166667	189	0	0	0	154	0	0
Olfr593	57.166667	0	0	0	0	343	0	0
Myorg	57.166667	0	0	0	343	0	0	0
Mrm3	57.166667	0	0	0	0	343	0	0
Keap1	57.166667	0	0	0	134	209	0	0
Gtf2f1	57.166667	104	0	0	107	132	0	0
Glod4	57.166667	0	0	0	0	343	0	0
Gtf2h2	57.000000	0	0	0	162	180	0	0
Eif3h	57.000000	0	0	0	0	0	342	0
Bod1	57.000000	0	0	0	124	218	0	0
Zfp330	56.833333	0	0	0	261	80	0	0
Tulp2	56.833333	0	0	0	239	102	0	0
Shprh	56.833333	0	0	0	341	0	0	0
Rpia	56.833333	0	0	0	132	209	0	0
Pom121	56.833333	0	0	0	245	96	0	0
Nutm1	56.833333	0	0	0	151	190	0	0
Nucb1	56.833333	0	0	0	239	102	0	0
Hsd3b1	56.833333	0	228	113	0	0	0	0
Clptm1l	56.833333	0	0	0	216	125	0	0
Clec12a	56.833333	116	0	0	144	81	0	0
Alg8	56.833333	0	0	0	228	113	0	0
A630095N17Rik	56.833333	71	0	114	156	0	0	0
Tox4	56.666667	80	0	0	119	141	0	0
Stt3a	56.666667	99	0	0	241	0	0	0
Rad51d	56.666667	0	0	0	340	0	0	0
Rab2b	56.666667	80	0	0	119	141	0	0
Fzd5	56.666667	0	168	172	0	0	0	0
Fndc8	56.666667	0	0	0	340	0	0	0
Fdps	56.666667	0	0	0	218	122	0	0
8030462N17Rik	56.666667	95	0	0	134	111	0	0
Usp31	56.500000	0	0	0	130	209	0	0
Tuba1b	56.500000	0	0	0	339	0	0	0
Sptlc1	56.500000	0	0	0	0	339	0	0
Ppp1r12b	56.500000	0	0	0	197	142	0	0
Nsmce4a	56.500000	0	0	0	196	143	0	0
Llcfc1	56.500000	0	0	0	339	0	0	0
Kifc1	56.500000	65	0	0	155	119	0	0
Irf8	56.500000	0	0	0	0	339	0	0
Gpr21	56.500000	0	0	0	0	0	339	0
Gosr1	56.500000	0	0	0	234	105	0	0
Fra10ac1	56.500000	0	0	0	199	140	0	0
Ddx59	56.500000	107	0	0	133	99	0	0
Trappc10	56.333333	0	0	0	338	0	0	0
Plcd3	56.333333	0	0	0	146	192	0	0
Parp16	56.333333	0	0	0	338	0	0	0
Lgr5	56.333333	0	0	0	338	0	0	0
Ksr1	56.333333	0	0	0	221	117	0	0
Hpn	56.333333	236	0	0	102	0	0	0
Dnajc16	56.333333	0	0	0	176	162	0	0
Casp9	56.333333	0	0	0	176	162	0	0
Acbd4	56.333333	0	0	0	146	192	0	0
Per1	56.166667	0	0	0	337	0	0	0
Kdm2a	56.166667	0	0	0	337	0	0	0
Inpp5k	56.166667	0	0	0	222	115	0	0
Hsph1	56.166667	0	0	0	217	120	0	0
Gtf2f2	56.166667	0	0	0	175	162	0	0
Gfpt2	56.166667	0	0	0	337	0	0	0
Stil	56.000000	0	0	0	235	101	0	0
Rplp1	56.000000	0	0	0	336	0	0	0
Itga2b	56.000000	152	0	0	184	0	0	0
Dpp7	56.000000	0	0	0	188	148	0	0
Zfp189	55.833333	0	0	0	158	177	0	0
Tmem259	55.833333	105	0	0	103	127	0	0
Siah1a	55.833333	67	0	0	268	0	0	0
Mrpl50	55.833333	0	0	0	158	177	0	0
Med24	55.833333	0	0	0	189	146	0	0
Ints14	55.833333	0	0	0	192	143	0	0
Cnn2	55.833333	105	0	0	103	127	0	0
Ylpm1	55.666667	102	0	0	129	103	0	0
Txndc12	55.666667	128	0	0	114	92	0	0
Tmem106c	55.666667	0	0	0	162	172	0	0
Rplp0	55.666667	0	0	0	240	94	0	0
Rabl3	55.666667	0	0	0	131	203	0	0
Pin1	55.666667	0	0	0	106	228	0	0
Lyrm4	55.666667	0	0	0	334	0	0	0
Kdm6b	55.666667	0	0	0	218	116	0	0
Gtf2e1	55.666667	0	0	0	131	203	0	0
Gm5617	55.666667	115	0	0	219	0	0	0
Fars2	55.666667	0	0	0	334	0	0	0
Btf3l4	55.666667	128	0	0	114	92	0	0
Tdrd9	55.500000	0	0	0	274	59	0	0
Sppl3	55.500000	0	0	0	333	0	0	0
Sppl2b	55.500000	0	93	0	124	116	0	0
Slmap	55.500000	0	0	0	143	190	0	0
Psen2	55.500000	0	0	0	333	0	0	0
Plscr2	55.500000	0	0	0	333	0	0	0
Lsm7	55.500000	0	93	0	124	116	0	0
Atp5mpl	55.500000	0	0	0	274	59	0	0
Adrm1	55.500000	0	0	0	176	157	0	0
1300017J02Rik	55.500000	0	137	0	0	0	196	0
Tec	55.333333	0	0	0	332	0	0	0
Rela	55.333333	107	0	0	225	0	0	0
Psg19	55.333333	0	0	0	332	0	0	0
Pcp4l1	55.333333	0	0	0	332	0	0	0
Harbi1	55.333333	124	0	0	112	96	0	0
Ccdc174	55.333333	0	0	0	180	152	0	0
Atg13	55.333333	124	0	0	112	96	0	0
Upp1	55.166667	164	0	0	167	0	0	0
Tiprl	55.166667	116	0	0	215	0	0	0
Ppp6c	55.166667	0	0	0	163	168	0	0
Phlpp1	55.166667	0	0	0	208	123	0	0
Pdcd4	55.166667	0	0	0	331	0	0	0
Map4	55.166667	166	0	0	165	0	0	0
Ipo11	55.166667	0	0	0	158	173	0	0
Wbp1l	55.000000	0	0	0	208	122	0	0
Trmt2a	55.000000	0	0	0	140	190	0	0
Tpm1	55.000000	0	0	0	171	159	0	0
Ranbp1	55.000000	0	0	0	140	190	0	0
Mrnip	55.000000	97	0	0	111	122	0	0
Klhdc2	55.000000	0	330	0	0	0	0	0
Imp3	55.000000	88	0	0	242	0	0	0
Dhtkd1	55.000000	0	0	0	330	0	0	0
Rfc3	54.833333	0	0	0	201	128	0	0
Lrriq3	54.833333	0	0	0	141	188	0	0
Fpgt	54.833333	0	0	0	141	188	0	0
Fntb	54.833333	0	0	0	190	139	0	0
Csnk1e	54.833333	0	0	0	0	0	329	0
Arf2	54.833333	0	0	0	329	0	0	0
Topbp1	54.666667	0	0	0	196	132	0	0
Tent5a	54.666667	0	0	0	328	0	0	0
Rabggta	54.666667	328	0	0	0	0	0	0
Mterf1a	54.666667	0	0	0	142	186	0	0
Mphosph10	54.666667	0	0	0	178	150	0	0
Mcee	54.666667	0	0	0	178	150	0	0
Hif1an	54.666667	121	0	0	125	82	0	0
Endov	54.666667	0	0	0	181	147	0	0
Cxxc1	54.666667	0	0	0	144	184	0	0
Zfp24	54.500000	0	0	0	156	171	0	0
Tcp11l1	54.500000	0	0	0	0	0	327	0
Rapgef1	54.500000	81	0	0	0	246	0	0
Pin1rt1	54.500000	0	0	0	0	0	327	0
Pilrb1	54.500000	0	0	0	207	120	0	0
Bahcc1	54.500000	0	0	0	327	0	0	0
Ubl3	54.333333	0	0	0	204	122	0	0
Spag1	54.333333	0	0	0	182	144	0	0
Odf3l1	54.333333	0	0	0	326	0	0	0
Nle1	54.333333	0	0	0	234	92	0	0
