Target_genes	Clock|Average	SRX1098141|Beta-TC-6	SRX7525068|Gastrocnemius_muscle	SRX7525069|Gastrocnemius_muscle	DRX011942|Liver	DRX011943|Liver	DRX011944|Liver	DRX011945|Liver	DRX011946|Liver	DRX011947|Liver	DRX011948|Liver	DRX011949|Liver	DRX011950|Liver	DRX011951|Liver	DRX011952|Liver	DRX011953|Liver	DRX011954|Liver	DRX011955|Liver	DRX011956|Liver	DRX011957|Liver	DRX011958|Liver	DRX011959|Liver	DRX011960|Liver	DRX011961|Liver	SRX131982|Liver	SRX285121|Liver	SRX285122|Liver	SRX285123|Liver	SRX285124|Liver	SRX285125|Liver	SRX285126|Liver	SRX285127|Liver	SRX285128|Liver	SRX285129|Liver	SRX285130|Liver	SRX285131|Liver	SRX285132|Liver	SRX414999|Liver	SRX415000|Liver	SRX4416878|Liver	SRX4416879|Liver	SRX4416880|Liver	SRX4416881|Liver	SRX4416892|Liver	SRX4416894|Liver	SRX4416896|Liver	SRX4416898|Liver	SRX710452|Liver	SRX710446|NIH/3T3	SRX710447|NIH/3T3	SRX710448|NIH/3T3	SRX710449|NIH/3T3	SRX710450|NIH/3T3	SRX710451|NIH/3T3	STRING
Zdhhc23	63.339623	0	257	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	376	242	648	216	414	318	0	0	0	0	0	0	0	0	0
Zfp335	63.301887	0	259	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpt	63.245283	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231	765	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf31	63.245283	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231	765	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec11a	63.207547	0	515	780	0	0	0	0	0	0	0	0	0	0	162	80	0	0	134	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	200	197	163	0	223	0	133	158	0	0	0	0	0	0	0	0	0
Septin7	63.188679	0	382	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479	761	0	0	0	100	0	145	0	0	0	0	0	0	0	0	0	0
Slc9a3r1	63.169811	0	182	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	429	170	142	193	473	159	237	215	0	0	0	0	0	0	0	0	0
Sav1	63.169811	0	337	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	596	397	240	427	0	280	368	0	0	0	0	0	0	0	0	0
Pnkd	63.169811	0	309	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	166	222	313	139	445	113	182	220	0	0	0	0	0	0	0	0	0
Pbld1	63.169811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1579	1033	147	0	0	246	0	171	172	0	0	0	0	0	0	0	0	0
Nfic	63.169811	0	270	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	200	477	221	143	305	262	254	399	147	0	0	0	0	0	0	0	0
Gpbp1	63.094340	0	267	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1862	703	0	0	0	95	0	107	0	0	0	0	0	0	0	0	0	0
Ptpn3	63.075472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	303	549	0	0	653	0	560	422	0	0	0	0	0	0	0	0	0
Ak3	63.056604	0	75	133	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	881	0	0	0	192	0	167	294	0	0	0	0	0	0	0	0	0
Cdk18	63.037736	0	362	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	410	289	237	0	244	108	213	220	0	0	0	0	0	0	0	0	0
Pop7	63.018868	0	572	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367	504	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg6	63.018868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	666	290	115	130	271	0	143	254	0	0	0	0	0	0	0	0	0
Dcakd	62.962264	0	393	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	96	300	228	112	408	0	191	377	0	0	0	0	0	0	0	0	0
Ddit4	62.943396	0	524	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	631	148	146	0	147	0	115	88	0	0	0	0	0	0	0	0	0
Stx4a	62.924528	0	319	377	0	0	0	0	0	0	0	0	0	0	148	0	126	0	0	0	0	113	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	487	165	141	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Selenow	62.924528	0	290	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	604	172	131	0	177	0	118	0	0	0	0	0	0	0	0	0	0
Dnajb2	62.924528	0	294	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292	607	175	193	0	281	0	126	0	0	0	0	0	0	0	0	0	0
Meiob	62.811321	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	638	172	150	117	305	185	230	157	87	0	0	0	0	0	0	0	0
Rnf103	62.792453	0	204	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	990	106	0	0	135	0	117	131	0	0	0	0	0	0	0	0	0
Ago3	62.754717	0	216	286	0	0	0	0	0	0	0	0	0	0	0	116	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	300	303	216	164	314	134	310	217	0	0	0	0	0	0	0	0	0
Nhlrc2	62.679245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	675	370	211	117	414	101	246	209	0	0	0	0	0	0	0	0	0
Fads6	62.679245	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1735	1094	0	0	129	114	0	118	0	0	0	0	0	0	0	0	0	0
Dclre1a	62.679245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	675	370	211	117	414	101	246	209	0	0	0	0	0	0	0	0	0
Rgs9bp	62.660377	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	520	554	234	544	81	501	393	0	0	0	0	0	0	0	0	0
Ankrd27	62.660377	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	520	554	234	544	81	501	393	0	0	0	0	0	0	0	0	0
Sec23ip	62.622642	0	140	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030	881	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
Rnf125	62.622642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	1088	126	115	0	211	0	99	130	0	0	0	0	0	0	0	0	0
Nfkbia	62.603774	0	215	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp4b	62.566038	0	615	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	200	152	185	157	184	160	0	98	0	0	0	0	0	0	0	0	0
Srxn1	62.528302	0	290	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpst1	62.509434	0	186	225	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	442	209	197	0	177	0	217	280	0	0	0	0	0	0	0	0	0
Slc6a13	62.490566	0	0	0	0	0	0	0	0	0	0	0	0	0	121	93	149	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	326	228	166	298	458	101	227	335	0	0	0	0	0	0	0	0	0
Fbxl8	62.471698	0	118	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	571	178	264	0	267	0	155	146	0	0	0	0	0	0	0	0	0
Mbp	62.452830	0	293	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	390	342	154	350	237	224	324	142	0	0	0	0	0	0	0	0
Gcgr	62.433962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	771	175	111	168	316	0	108	322	0	0	0	0	0	0	0	0	0
Pck1	62.415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	107	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	137	363	335	202	430	257	338	514	0	0	0	0	0	0	0	0	0
Tmem116	62.396226	0	172	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	579	186	84	118	185	164	176	113	0	0	0	0	0	0	0	0	0
Erp29	62.396226	0	172	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	579	186	84	118	185	164	176	113	0	0	0	0	0	0	0	0	0
Got2	62.377358	0	208	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	908	0	0	0	154	0	182	135	0	0	0	0	0	0	0	0	0
Cfap410	62.358491	0	508	660	0	0	0	0	0	0	0	0	0	0	0	79	152	0	102	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	182	165	0	301	216	246	254	0	0	0	0	0	0	0	0	0
Urah	62.245283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	1111	94	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
Lpp	62.245283	0	101	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	669	258	204	184	355	0	127	102	0	0	0	0	0	0	0	0	0
Tmem80	62.188679	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	378	231	304	562	208	437	269	149	0	0	0	0	0	0	0	0
Tgfbr2	62.150943	0	148	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	635	329	213	122	240	88	141	239	0	0	0	0	0	0	0	0	0
Rps6ka5	62.150943	0	659	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	89	284	159	187	165	0	176	119	76	0	0	0	0	0	0	0	0
Lrrc61	62.150943	0	288	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	624	0	0	0	166	0	210	233	109	0	0	0	0	0	0	0	0
Dnmt3a	62.150943	0	185	226	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	142	258	295	218	300	166	344	253	0	0	0	0	0	0	0	0	0
Dhrs13	62.150943	0	114	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	497	442	213	410	176	379	488	0	0	0	0	0	0	0	0	0
Thoc1	62.113208	0	166	159	0	0	0	0	0	0	0	0	0	0	0	117	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	219	395	339	132	269	0	146	337	0	0	0	0	0	0	0	0	0
Aacs	62.094340	0	178	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	420	190	253	111	211	103	0	183	137	0	0	0	0	0	0	0	0
Thap7	62.000000	0	357	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	260	195	195	73	261	0	122	175	0	0	0	0	0	0	0	0	0
Lars2	61.962264	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2180	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyi	61.962264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	292	228	172	318	374	202	301	429	157	0	0	0	0	0	0	0	0
Zfp871	61.943396	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	121	0	175	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	584	205	0	0	227	0	209	133	127	0	0	0	0	0	0	0	0
Tmem42	61.943396	0	427	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	394	160	94	361	192	206	335	94	0	0	0	0	0	0	0	0
Eno1	61.867925	0	304	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569	920	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Trir	61.849057	0	585	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	310	264	167	0	162	0	114	0	0	0	0	0	0	0	0	0	0
Plekha6	61.849057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	409	313	235	0	367	240	320	212	209	0	0	0	0	0	0	0	0
Get3	61.849057	0	585	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	310	264	167	0	162	0	114	0	0	0	0	0	0	0	0	0	0
Aff4	61.849057	0	368	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	291	260	105	297	195	236	296	120	0	0	0	0	0	0	0	0
Suds3	61.811321	0	222	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd2	61.792453	0	353	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tymp	61.773585	0	221	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	252	213	187	289	461	0	340	424	118	0	0	0	0	0	0	0	0
Tst	61.773585	0	443	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	224	324	121	172	286	0	231	256	0	0	0	0	0	0	0	0	0
Sco2	61.773585	0	221	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	252	213	187	289	461	0	340	424	118	0	0	0	0	0	0	0	0
Cisd3	61.773585	0	137	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	117	227	168	211	481	258	351	480	140	0	0	0	0	0	0	0	0
Ets2	61.754717	0	135	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	667	83	114	0	147	0	214	0	0	0	0	0	0	0	0	0	0
Cyp27a1	61.735849	0	228	403	0	0	0	0	0	0	0	0	0	0	0	0	139	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115	888	131	0	0	113	0	0	136	0	0	0	0	0	0	0	0	0
Kdelr2	61.716981	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	810	256	260	102	368	0	172	230	0	0	0	0	0	0	0	0	0
Vegfa	61.698113	0	237	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	480	178	324	185	434	0	249	372	0	0	0	0	0	0	0	0	0
Rpl22	61.679245	0	378	571	0	0	0	0	0	0	0	0	0	0	126	163	80	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	210	209	309	0	190	0	119	266	0	0	0	0	0	0	0	0	0
Gtf2ird2	61.679245	0	402	456	0	0	0	0	0	0	0	0	0	0	0	150	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	190	239	384	181	198	0	159	115	144	0	0	0	0	0	0	0	0
Rab43	61.641509	0	96	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	160	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	797	111	145	0	137	0	133	203	0	0	0	0	0	0	0	0	0
Fam162a	61.622642	0	284	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	502	148	208	0	97	0	151	198	0	0	0	0	0	0	0	0	0
Ccdc58	61.622642	0	284	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	502	148	208	0	97	0	151	198	0	0	0	0	0	0	0	0	0
Otud7b	61.547170	0	471	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	349	0	0	0	281	0	173	145	0	0	0	0	0	0	0	0	0
Masp1	61.547170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	368	205	463	194	527	186	317	423	0	0	0	0	0	0	0	0	0
Cnpy3	61.509434	0	522	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	194	331	161	139	288	0	180	145	140	0	0	0	0	0	0	0	0
Suclg1	61.490566	0	176	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo9	61.490566	0	199	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	533	0	121	132	332	0	316	199	0	0	0	0	0	0	0	0	0
E2f1	61.433962	0	163	283	0	0	0	0	0	0	0	0	0	0	137	232	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	290	206	117	599	166	196	200	0	0	0	0	0	0	0	0	0
Slc23a1	61.415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	783	176	94	181	332	0	254	338	0	0	0	0	0	0	0	0	0
Ralgapa2	61.415094	0	372	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399	800	0	0	0	81	0	144	0	0	0	0	0	0	0	0	0	0
Gpr155	61.415094	0	372	414	0	0	0	0	0	0	0	0	0	0	0	98	0	0	194	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	254	212	159	0	235	0	193	245	125	0	0	0	0	0	0	0	0
Dapk1	61.415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	604	215	301	133	325	0	222	248	82	0	0	0	0	0	0	0	0
Cyp2b10	61.396226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	205	308	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	212	97	284	514	0	342	277	0	0	0	0	0	0	0	0	0
Ppp2r5a	61.358491	0	444	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	676	141	0	0	244	0	141	0	0	0	0	0	0	0	0	0	0
Efhd2	61.320755	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	194	370	336	235	704	159	320	296	0	0	0	0	0	0	0	0	0
Agpat5	61.264151	0	568	638	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	240	183	103	0	239	165	201	119	0	0	0	0	0	0	0	0	0
Pank1	61.245283	0	82	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	508	261	254	158	377	178	221	234	100	0	0	0	0	0	0	0	0
Kat6b	61.226415	0	442	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	248	302	222	0	389	0	195	346	0	0	0	0	0	0	0	0	0
Arl2	61.169811	0	276	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	601	161	0	0	154	0	115	76	0	0	0	0	0	0	0	0	0
Slc25a23	61.150943	0	293	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	819	112	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Natd1	61.150943	0	498	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	107	388	222	163	348	138	119	237	0	0	0	0	0	0	0	0	0
Crb3	61.150943	0	293	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	819	112	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Cdca7	61.150943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	90	477	293	256	744	174	280	297	0	0	0	0	0	0	0	0	0
Plin2	61.113208	0	155	141	0	0	0	0	0	0	0	0	0	0	174	194	200	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	305	326	252	205	332	0	0	318	0	0	0	0	0	0	0	0	0
Adnp	61.113208	0	357	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	362	155	0	0	141	89	189	115	0	0	0	0	0	0	0	0	0
Cers6	61.094340	0	160	293	0	0	0	0	0	0	0	0	0	0	0	154	184	0	0	0	0	117	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	205	332	238	117	225	0	164	163	109	0	0	0	0	0	0	0	0
Uros	61.037736	0	295	337	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	515	239	391	0	170	0	152	133	0	0	0	0	0	0	0	0	0
Bccip	61.037736	0	295	337	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	515	239	391	0	170	0	152	133	0	0	0	0	0	0	0	0	0
Rock2	61.018868	0	447	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	281	247	86	0	316	128	229	219	0	0	0	0	0	0	0	0	0
Abcd3	61.000000	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1837	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13d	60.962264	0	150	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	835	222	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1	60.962264	0	275	384	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	74	280	353	158	363	0	272	402	163	0	0	0	0	0	0	0	0
Zfp598	60.943396	0	185	171	0	0	0	0	151	169	0	165	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0	1254	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf4	60.924528	0	192	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1873	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
