Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Ddx20	48.500000	0	75	126	0	90	0	0
Cdh24	48.500000	0	0	151	0	140	0	0
7530416G11Rik	48.500000	104	187	0	0	0	0	0
Tle3	48.333333	0	176	0	0	114	0	0
E2f1	48.333333	0	290	0	0	0	0	0
Ccar1	48.333333	0	191	0	0	99	0	0
Acsl1	48.333333	0	118	172	0	0	0	0
Scand1	48.166667	0	0	125	0	164	0	0
Cnbd2	48.166667	0	0	125	0	164	0	0
C1qtnf6	48.166667	0	289	0	0	0	0	0
Zfp619	48.000000	0	192	0	0	96	0	0
Mrgpre	48.000000	0	288	0	0	0	0	0
Lcmt2	48.000000	0	92	196	0	0	0	0
Hibch	48.000000	0	184	104	0	0	0	0
Bcl2l1	48.000000	0	0	169	0	119	0	0
Adal	48.000000	0	92	196	0	0	0	0
Zfp647	47.833333	0	0	134	0	153	0	0
Ywhaz	47.833333	0	0	135	0	152	0	0
Schip1	47.833333	0	287	0	0	0	0	0
Ppp3cb	47.833333	0	135	152	0	0	0	0
Ppp2r1b	47.833333	0	168	119	0	0	0	0
Pdgfb	47.833333	0	92	195	0	0	0	0
Lgalsl	47.833333	0	0	83	0	204	0	0
Insr	47.833333	0	123	164	0	0	0	0
Dennd6b	47.833333	0	138	149	0	0	0	0
Ttc32	47.666667	0	0	105	0	181	0	0
Sfxn2	47.666667	0	0	156	0	130	0	0
Rpl9	47.666667	0	134	0	0	152	0	0
Pgf	47.666667	0	131	155	0	0	0	0
Pdia5	47.666667	0	169	0	0	117	0	0
Nhlh2	47.666667	158	128	0	0	0	0	0
Lias	47.666667	0	134	0	0	152	0	0
Hmga2	47.666667	0	0	286	0	0	0	0
Arl3	47.666667	0	0	156	0	130	0	0
Ap1g1	47.666667	0	180	106	0	0	0	0
Ankrd9	47.666667	0	79	112	0	95	0	0
Actr8	47.666667	0	125	161	0	0	0	0
Trappc11	47.500000	0	92	193	0	0	0	0
Tcea1	47.500000	0	185	100	0	0	0	0
Rwdd4a	47.500000	0	92	193	0	0	0	0
Rcc1	47.500000	0	0	99	0	186	0	0
Piezo1	47.500000	0	285	0	0	0	0	0
Pcmtd2	47.500000	0	0	0	0	285	0	0
Nup85	47.500000	0	164	121	0	0	0	0
Etfdh	47.500000	0	285	0	0	0	0	0
Cdca7l	47.500000	0	0	157	0	128	0	0
4930579G24Rik	47.500000	0	285	0	0	0	0	0
Zdhhc23	47.333333	0	0	145	0	139	0	0
Slc6a9	47.333333	0	284	0	0	0	0	0
Scrib	47.333333	0	0	144	0	140	0	0
Macf1	47.333333	0	284	0	0	0	0	0
Abl2	47.333333	0	0	105	0	179	0	0
Syncrip	47.166667	0	188	95	0	0	0	0
Pde4a	47.166667	0	170	0	0	113	0	0
Nus1	47.166667	0	181	102	0	0	0	0
Nuf2	47.166667	0	178	105	0	0	0	0
Mrln	47.166667	99	184	0	0	0	0	0
Gm973	47.166667	108	175	0	0	0	0	0
Dock10	47.166667	95	188	0	0	0	0	0
Arfgap1	47.166667	0	148	135	0	0	0	0
Zfp704	47.000000	0	163	119	0	0	0	0
Ube2cbp	47.000000	0	171	0	0	111	0	0
Slc19a2	47.000000	0	58	149	0	75	0	0
Gcat	47.000000	0	91	89	0	102	0	0
Fancc	47.000000	0	86	105	0	91	0	0
Dop1a	47.000000	0	171	0	0	111	0	0
Dnajc27	47.000000	0	0	129	0	153	0	0
Cc2d1b	47.000000	0	112	83	0	87	0	0
Cc2d1a	47.000000	0	0	144	0	138	0	0
Actr1b	47.000000	0	0	143	0	139	0	0
Acot7	47.000000	0	0	161	0	121	0	0
4933424G06Rik	47.000000	0	0	143	0	139	0	0
4930432K21Rik	47.000000	0	0	144	0	138	0	0
Tmem203	46.833333	0	111	170	0	0	0	0
Tent4a	46.833333	0	0	88	0	193	0	0
Ndor1	46.833333	0	111	170	0	0	0	0
Hdlbp	46.833333	0	85	102	0	94	0	0
Crcp	46.833333	0	0	148	0	133	0	0
Tmem139	46.666667	0	161	119	0	0	0	0
Swap70	46.666667	0	0	145	135	0	0	0
Spata5	46.666667	0	0	107	0	173	0	0
Sos2	46.666667	0	132	148	0	0	0	0
Pigw	46.666667	0	78	115	0	87	0	0
Nudt6	46.666667	0	0	107	0	173	0	0
Nme4	46.666667	0	0	147	0	133	0	0
Myo19	46.666667	0	78	115	0	87	0	0
Fanci	46.666667	0	186	94	0	0	0	0
Dennd4b	46.666667	0	0	157	0	123	0	0
Cul5	46.666667	0	91	113	0	76	0	0
Casp2	46.666667	0	161	119	0	0	0	0
Vps28	46.500000	119	160	0	0	0	0	0
Tial1	46.500000	0	0	117	0	162	0	0
Slc48a1	46.500000	0	279	0	0	0	0	0
Mtmr9	46.500000	99	116	64	0	0	0	0
Mrto4	46.500000	0	0	121	0	158	0	0
Mapk1	46.500000	0	134	145	0	0	0	0
Josd1	46.500000	0	129	150	0	0	0	0
Gtpbp1	46.500000	0	129	150	0	0	0	0
Emc1	46.500000	0	0	121	0	158	0	0
Dph6	46.500000	0	99	93	0	87	0	0
BC029722	46.500000	0	159	120	0	0	0	0
Alg14	46.500000	85	194	0	0	0	0	0
Zswim7	46.333333	0	174	104	0	0	0	0
Usp3	46.333333	0	98	180	0	0	0	0
Usp2	46.333333	0	278	0	0	0	0	0
Ttc19	46.333333	0	174	104	0	0	0	0
Tm9sf3	46.333333	0	0	164	0	114	0	0
Slc35b2	46.333333	0	105	86	0	87	0	0
Ppp1ccb	46.333333	0	87	191	0	0	0	0
Ppp1cc	46.333333	0	87	191	0	0	0	0
Mtmr10	46.333333	0	0	124	0	154	0	0
Mettl9	46.333333	0	152	126	0	0	0	0
Golga5	46.333333	0	107	78	0	93	0	0
Atg12	46.333333	0	136	0	0	142	0	0
Ap3s1	46.333333	0	136	0	0	142	0	0
Rel	46.166667	0	192	85	0	0	0	0
Dennd6a	46.166667	0	157	120	0	0	0	0
Cep120	46.166667	0	135	142	0	0	0	0
Tfrc	46.000000	0	97	95	0	84	0	0
Ss18	46.000000	0	0	169	0	107	0	0
Spn	46.000000	0	0	109	0	167	0	0
Sphk2	46.000000	0	276	0	0	0	0	0
Rpl18	46.000000	0	276	0	0	0	0	0
Plec	46.000000	0	0	129	0	147	0	0
Mis12	46.000000	0	276	0	0	0	0	0
Metrn	46.000000	0	0	276	0	0	0	0
Lgsn	46.000000	0	276	0	0	0	0	0
Fam83e	46.000000	0	276	0	0	0	0	0
Derl2	46.000000	0	276	0	0	0	0	0
C1qtnf1	46.000000	169	107	0	0	0	0	0
Arhgap33	46.000000	0	165	111	0	0	0	0
Antkmt	46.000000	0	0	276	0	0	0	0
Tmem265	45.833333	0	275	0	0	0	0	0
Rps11	45.833333	0	0	137	0	138	0	0
Rpl13a	45.833333	0	0	137	0	138	0	0
Pmp2	45.833333	131	144	0	0	0	0	0
Pelp1	45.833333	0	0	91	0	184	0	0
Nit2	45.833333	0	183	92	0	0	0	0
Mto1	45.833333	0	0	179	0	96	0	0
Faap20	45.833333	0	180	95	0	0	0	0
Dnajc10	45.833333	0	97	178	0	0	0	0
Cgas	45.833333	0	0	179	0	96	0	0
Bola1	45.833333	0	0	176	0	99	0	0
BC005537	45.833333	0	0	174	0	101	0	0
Zcchc2	45.666667	0	120	154	0	0	0	0
Usp48	45.666667	0	107	68	0	99	0	0
Tln1	45.666667	0	171	0	0	103	0	0
Thumpd2	45.666667	0	72	131	0	71	0	0
Scn2b	45.666667	0	0	139	135	0	0	0
Pomt2	45.666667	0	0	115	0	159	0	0
Gstz1	45.666667	0	0	115	0	159	0	0
Ctdsp2	45.666667	0	87	82	0	105	0	0
Creb3	45.666667	0	171	0	0	103	0	0
Srrm3	45.500000	155	118	0	0	0	0	0
Slc26a6	45.500000	0	178	95	0	0	0	0
Rer1	45.500000	0	170	103	0	0	0	0
Nudt15	45.500000	0	192	81	0	0	0	0
Mterf2	45.500000	0	139	134	0	0	0	0
Morn1	45.500000	0	170	103	0	0	0	0
Gabpb1	45.500000	0	111	162	0	0	0	0
Fkbp5	45.500000	0	0	140	0	133	0	0
Endog	45.500000	0	0	131	0	142	0	0
Dync1i2	45.500000	0	178	95	0	0	0	0
Ubtf	45.333333	0	272	0	0	0	0	0
Scrt1	45.333333	0	0	272	0	0	0	0
Pggt1b	45.333333	0	0	109	67	96	0	0
Fkbpl	45.333333	0	0	272	0	0	0	0
Dusp26	45.333333	0	272	0	0	0	0	0
Chfr	45.333333	0	160	112	0	0	0	0
Atf6b	45.333333	0	0	272	0	0	0	0
A930017K11Rik	45.333333	0	272	0	0	0	0	0
Tmco6	45.166667	0	0	142	129	0	0	0
Sgtb	45.166667	0	0	150	0	121	0	0
Sbp	45.166667	0	156	115	0	0	0	0
Rpl17	45.166667	0	0	141	0	130	0	0
Rcan1	45.166667	0	134	137	0	0	0	0
Prdm2	45.166667	0	0	145	0	126	0	0
Nln	45.166667	0	0	150	0	121	0	0
Gmds	45.166667	0	0	97	0	174	0	0
Cthrc1	45.166667	152	119	0	0	0	0	0
Bcar1	45.166667	0	271	0	0	0	0	0
BC031181	45.166667	0	0	141	0	130	0	0
Tnfsf15	45.000000	0	270	0	0	0	0	0
Snx1	45.000000	149	121	0	0	0	0	0
Sema3b	45.000000	0	151	119	0	0	0	0
Rbl2	45.000000	0	92	178	0	0	0	0
Oma1	45.000000	0	176	94	0	0	0	0
Fzd5	45.000000	0	107	83	0	80	0	0
Dlg1	45.000000	0	0	138	0	132	0	0
Ciao2a	45.000000	149	121	0	0	0	0	0
Cblb	45.000000	0	184	86	0	0	0	0
Atp5l	45.000000	103	167	0	0	0	0	0
Vapa	44.833333	0	158	111	0	0	0	0
Tm2d2	44.833333	0	149	120	0	0	0	0
Tcerg1	44.833333	0	168	101	0	0	0	0
Rad54b	44.833333	0	0	168	0	101	0	0
Hpca	44.833333	138	131	0	0	0	0	0
G3bp2	44.833333	0	107	162	0	0	0	0
Cyb561d1	44.833333	0	131	138	0	0	0	0
Atp5g3	44.833333	0	76	115	0	78	0	0
Adam9	44.833333	0	149	120	0	0	0	0
Zbtb7b	44.666667	0	0	268	0	0	0	0
Tmppe	44.666667	0	0	115	0	153	0	0
Tex26	44.666667	0	268	0	0	0	0	0
Shmt1	44.666667	0	0	95	0	173	0	0
Pdcd4	44.666667	0	117	151	0	0	0	0
Endod1	44.666667	0	155	113	0	0	0	0
Armh3	44.666667	0	144	124	0	0	0	0
Anapc11	44.666667	0	0	143	0	125	0	0
Alyref	44.666667	0	0	143	0	125	0	0
Wsb1	44.500000	0	155	112	0	0	0	0
Tekt2	44.500000	0	173	0	0	94	0	0
Rnf212b	44.500000	0	267	0	0	0	0	0
Rab3a	44.500000	0	267	0	0	0	0	0
Ptpn2	44.500000	0	0	121	0	146	0	0
Polr3e	44.500000	0	0	97	0	170	0	0
Mpv17l2	44.500000	0	267	0	0	0	0	0
Mpc1	44.500000	0	0	159	108	0	0	0
Lrrc58	44.500000	0	154	113	0	0	0	0
Limk2	44.500000	0	0	133	0	134	0	0
Gatd3a	44.500000	0	176	0	0	91	0	0
Dusp3	44.500000	0	177	90	0	0	0	0
Cfap97d1	44.500000	0	177	90	0	0	0	0
Casp8ap2	44.500000	0	189	78	0	0	0	0
Adprhl2	44.500000	0	173	0	0	94	0	0
AB124611	44.500000	0	0	123	144	0	0	0
Zhx1	44.333333	0	124	142	0	0	0	0
Pptc7	44.333333	0	0	266	0	0	0	0
Nup93	44.333333	0	0	117	0	149	0	0
Fzd2	44.333333	0	188	78	0	0	0	0
Ep300	44.333333	0	145	121	0	0	0	0
Dvl2	44.333333	0	0	140	0	126	0	0
Ube2q1	44.166667	0	109	156	0	0	0	0
Rab2a	44.166667	0	141	124	0	0	0	0
Mrps18c	44.166667	0	0	142	0	123	0	0
Mcrip2	44.166667	0	0	124	0	141	0	0
Igll1	44.166667	0	0	149	116	0	0	0
Helq	44.166667	0	0	142	0	123	0	0
Fam53b	44.166667	0	172	93	0	0	0	0
Ap3s2	44.166667	0	151	114	0	0	0	0
Urb1	44.000000	0	0	107	0	157	0	0
Trp73	44.000000	0	264	0	0	0	0	0
Tmem134	44.000000	0	0	264	0	0	0	0
Tiprl	44.000000	0	88	176	0	0	0	0
Rchy1	44.000000	0	170	94	0	0	0	0
Pcbp4	44.000000	0	158	0	0	106	0	0
Foxo3	44.000000	0	168	96	0	0	0	0
Endou	44.000000	0	264	0	0	0	0	0
Ccdc192	44.000000	0	264	0	0	0	0	0
Caprin1	44.000000	0	0	123	0	141	0	0
Aip	44.000000	0	0	264	0	0	0	0
Uspl1	43.833333	0	136	127	0	0	0	0
Stt3b	43.833333	0	0	120	0	143	0	0
Slc43a2	43.833333	0	85	0	74	104	0	0
Slc38a1	43.833333	0	0	145	0	118	0	0
Slc35g3	43.833333	0	108	155	0	0	0	0
Slc15a2	43.833333	0	263	0	0	0	0	0
Polr2a	43.833333	0	108	155	0	0	0	0
Nps	43.833333	263	0	0	0	0	0	0
Mrps28	43.833333	0	0	121	0	142	0	0
Mrps10	43.833333	0	263	0	0	0	0	0
Lsm1	43.833333	0	138	125	0	0	0	0
Fbxo30	43.833333	0	0	127	0	136	0	0
Dusp23	43.833333	0	159	104	0	0	0	0
Dele1	43.833333	0	101	162	0	0	0	0
Cgref1	43.833333	0	0	123	140	0	0	0
Ccnj	43.833333	0	0	139	0	124	0	0
Bag4	43.833333	0	138	125	0	0	0	0
Atg14	43.833333	0	0	263	0	0	0	0
Abhd1	43.833333	0	0	123	140	0	0	0
Zfp957	43.666667	0	262	0	0	0	0	0
Ube2n	43.666667	0	141	121	0	0	0	0
Syndig1	43.666667	0	262	0	0	0	0	0
Ski	43.666667	0	96	166	0	0	0	0
Sephs2	43.666667	0	96	166	0	0	0	0
Rasal2	43.666667	0	174	88	0	0	0	0
Klhl29	43.666667	0	262	0	0	0	0	0
Ino80c	43.666667	0	0	0	82	180	0	0
Clcn3	43.666667	0	172	90	0	0	0	0
Ccdc166	43.666667	0	0	84	0	178	0	0
Arih1	43.666667	0	175	87	0	0	0	0
Scaf11	43.500000	0	169	92	0	0	0	0
Sav1	43.500000	0	0	163	0	98	0	0
Pyroxd2	43.500000	0	78	183	0	0	0	0
Pole3	43.500000	0	176	85	0	0	0	0
Mettl7a3	43.500000	0	261	0	0	0	0	0
Golt1a	43.500000	0	261	0	0	0	0	0
4933430I17Rik	43.500000	0	176	85	0	0	0	0
Trmt2a	43.333333	0	158	0	0	102	0	0
Toporsl	43.333333	0	260	0	0	0	0	0
Sowahb	43.333333	0	260	0	0	0	0	0
Rps15	43.333333	0	0	101	0	159	0	0
Ranbp1	43.333333	0	158	0	0	102	0	0
Naa15	43.333333	0	161	99	0	0	0	0
Klhl12	43.333333	0	130	130	0	0	0	0
Gm3383	43.333333	0	0	147	0	113	0	0
Galnt15	43.333333	134	126	0	0	0	0	0
Dhrs13	43.333333	0	129	131	0	0	0	0
Ctbp2	43.333333	77	183	0	0	0	0	0
Cdt1	43.333333	0	184	76	0	0	0	0
Ccdc167	43.333333	0	260	0	0	0	0	0
Apc2	43.333333	0	0	101	0	159	0	0
Syce2	43.166667	0	0	138	0	121	0	0
Rps27l	43.166667	0	131	0	0	128	0	0
Plcl2	43.166667	0	83	90	0	86	0	0
Pam16	43.166667	0	0	129	0	130	0	0
Nsd1	43.166667	0	0	139	0	120	0	0
Nedd9	43.166667	0	0	259	0	0	0	0
Max	43.166667	0	151	0	0	108	0	0
Jmjd1c	43.166667	0	259	0	0	0	0	0
H3f3b	43.166667	0	0	119	0	140	0	0
Eif4ebp2	43.166667	0	0	259	0	0	0	0
Dek	43.166667	0	0	123	0	136	0	0
D5Ertd579e	43.166667	130	129	0	0	0	0	0
Arl4a	43.166667	0	136	123	0	0	0	0
Snx8	43.000000	0	0	119	0	139	0	0
Slc39a6	43.000000	0	108	150	0	0	0	0
Olfr523	43.000000	0	258	0	0	0	0	0
Mlycd	43.000000	0	129	129	0	0	0	0
Lsm4	43.000000	0	165	0	0	93	0	0
Klhdc10	43.000000	0	151	107	0	0	0	0
Gprin3	43.000000	0	258	0	0	0	0	0
Gata2	43.000000	0	0	105	0	153	0	0
Galnt6	43.000000	0	0	98	160	0	0	0
Elp2	43.000000	0	108	150	0	0	0	0
Eif2b2	43.000000	0	150	108	0	0	0	0
Cpped1	43.000000	0	109	149	0	0	0	0
Ttc30b	42.833333	0	257	0	0	0	0	0
Timm10	42.833333	0	177	80	0	0	0	0
Taf4	42.833333	0	135	122	0	0	0	0
Smtnl1	42.833333	0	177	80	0	0	0	0
Slc35g2	42.833333	0	257	0	0	0	0	0
Pigc	42.833333	0	172	85	0	0	0	0
Mios	42.833333	0	0	136	0	121	0	0
Iqch	42.833333	0	111	146	0	0	0	0
Chd8	42.833333	0	140	117	0	0	0	0
Anapc5	42.833333	0	0	157	0	100	0	0
Aagab	42.833333	0	111	146	0	0	0	0
4930558K02Rik	42.833333	0	172	85	0	0	0	0
Ypel5	42.666667	0	107	149	0	0	0	0
Synpr	42.666667	0	256	0	0	0	0	0
Slc39a9	42.666667	0	127	129	0	0	0	0
Slc22a2	42.666667	125	131	0	0	0	0	0
Nelfcd	42.666667	0	0	109	0	147	0	0
Ltv1	42.666667	0	0	144	0	112	0	0
Klhdc7a	42.666667	0	256	0	0	0	0	0
Erh	42.666667	0	127	129	0	0	0	0
Dhx8	42.666667	0	256	0	0	0	0	0
Agpat2	42.666667	0	0	182	0	74	0	0
Tbck	42.500000	0	0	136	0	119	0	0
Ssrp1	42.500000	111	144	0	0	0	0	0
Spred2	42.500000	0	162	93	0	0	0	0
Sfxn5	42.500000	0	165	90	0	0	0	0
P2rx3	42.500000	111	144	0	0	0	0	0
Nlrp10	42.500000	0	112	143	0	0	0	0
Gpr173	42.500000	0	255	0	0	0	0	0
Eif3f	42.500000	0	112	143	0	0	0	0
Clybl	42.500000	0	0	129	0	126	0	0
Cacfd1	42.500000	0	114	141	0	0	0	0
Aimp1	42.500000	0	0	136	0	119	0	0
Zfp451	42.333333	0	0	102	0	152	0	0
Wdr90	42.333333	0	123	131	0	0	0	0
Ubxn6	42.333333	0	148	106	0	0	0	0
Tbc1d2	42.333333	0	0	154	0	100	0	0
Sumo3	42.333333	0	0	124	0	130	0	0
Slc25a39	42.333333	0	0	149	0	105	0	0
Ptpra	42.333333	0	254	0	0	0	0	0
Polg	42.333333	0	0	143	0	111	0	0
Nyx	42.333333	0	134	120	0	0	0	0
Net1	42.333333	0	145	109	0	0	0	0
Mon1b	42.333333	0	0	254	0	0	0	0
Hdgfl2	42.333333	0	148	106	0	0	0	0
H4c11	42.333333	0	149	105	0	0	0	0
Gtf2b	42.333333	0	96	158	0	0	0	0
Ctps	42.333333	0	0	159	0	95	0	0
Chid1	42.333333	0	254	0	0	0	0	0
Bcap29	42.333333	0	0	117	0	137	0	0
2310057M21Rik	42.333333	0	0	144	110	0	0	0
Ttc14	42.166667	0	149	104	0	0	0	0
Tnpo2	42.166667	0	253	0	0	0	0	0
Snip1	42.166667	0	0	130	0	123	0	0
Slc26a2	42.166667	0	0	140	0	113	0	0
Opn3	42.166667	0	139	114	0	0	0	0
Myo15b	42.166667	0	156	97	0	0	0	0
Micall2	42.166667	0	0	253	0	0	0	0
Gjd3	42.166667	0	127	0	0	126	0	0
Dnali1	42.166667	0	0	130	0	123	0	0
Chml	42.166667	0	139	114	0	0	0	0
Calr3	42.166667	0	0	123	0	130	0	0
Asb7	42.166667	0	108	145	0	0	0	0
Acad12	42.166667	100	153	0	0	0	0	0
Usp47	42.000000	0	90	162	0	0	0	0
Sowahc	42.000000	0	130	122	0	0	0	0
Septin10	42.000000	0	130	122	0	0	0	0
Ripor2	42.000000	0	130	0	0	122	0	0
Phip	42.000000	0	132	120	0	0	0	0
Oxct1	42.000000	0	122	130	0	0	0	0
Kmt5b	42.000000	0	0	133	0	119	0	0
Fam20a	42.000000	0	115	137	0	0	0	0
Cdip1	42.000000	0	0	149	0	103	0	0
Ash2l	42.000000	0	0	94	0	158	0	0
Trmo	41.833333	0	0	137	0	114	0	0
Slc16a9	41.833333	0	0	144	0	107	0	0
Scfd2	41.833333	0	167	84	0	0	0	0
Metrnl	41.833333	0	138	113	0	0	0	0
Hsp90aa1	41.833333	0	0	96	0	155	0	0
Gdpd1	41.833333	0	104	147	0	0	0	0
Fndc3a	41.833333	0	0	137	0	114	0	0
Fip1l1	41.833333	0	167	84	0	0	0	0
Cd47	41.833333	0	165	0	0	86	0	0
Apbb1	41.833333	0	251	0	0	0	0	0
Tmpo	41.666667	0	0	155	0	95	0	0
Taar3	41.666667	0	250	0	0	0	0	0
Btrc	41.666667	0	130	120	0	0	0	0
Asph	41.666667	0	148	102	0	0	0	0
Vezt	41.500000	0	119	130	0	0	0	0
Sugt1	41.500000	0	140	109	0	0	0	0
Sbno2	41.500000	0	0	249	0	0	0	0
Raf1	41.500000	0	155	94	0	0	0	0
Qtrt2	41.500000	0	167	0	0	82	0	0
Limk1	41.500000	0	0	90	0	159	0	0
LTO1	41.500000	0	143	106	0	0	0	0
Ippk	41.500000	0	121	128	0	0	0	0
Fgd6	41.500000	0	119	130	0	0	0	0
Eefsec	41.500000	0	0	87	0	162	0	0
Ccdc191	41.500000	0	167	0	0	82	0	0
Amh	41.500000	0	0	249	0	0	0	0
Stk19	41.333333	0	248	0	0	0	0	0
Spink10	41.333333	0	107	141	0	0	0	0
Pnp2	41.333333	0	0	248	0	0	0	0
Fbxo38	41.333333	0	107	141	0	0	0	0
Fbrs	41.333333	0	167	0	0	81	0	0
Dxo	41.333333	0	248	0	0	0	0	0
Ddit4	41.333333	0	101	0	0	147	0	0
Ankrd35	41.333333	0	0	248	0	0	0	0
Adss	41.333333	0	123	125	0	0	0	0
Wdr5b	41.166667	0	119	128	0	0	0	0
Vti1b	41.166667	0	102	145	0	0	0	0
Slc35e3	41.166667	0	0	115	0	132	0	0
Lhx1	41.166667	0	0	101	0	146	0	0
Hspa4	41.166667	0	123	124	0	0	0	0
Hoxc8	41.166667	0	247	0	0	0	0	0
Dock7	41.166667	0	161	86	0	0	0	0
Cep43	41.166667	0	0	143	0	104	0	0
Ap3m1	41.166667	0	0	120	0	127	0	0
Adk	41.166667	0	0	120	0	127	0	0
Tmem114	41.000000	0	246	0	0	0	0	0
Snx17	41.000000	0	170	76	0	0	0	0
Pkmyt1	41.000000	0	0	148	0	98	0	0
Nsmaf	41.000000	0	0	95	0	151	0	0
Mrps31	41.000000	0	246	0	0	0	0	0
Lrrc8d	41.000000	0	0	165	0	81	0	0
Gpn2	41.000000	0	0	163	0	83	0	0
Fam149b	41.000000	0	144	102	0	0	0	0
Eya2	41.000000	0	246	0	0	0	0	0
Eif2b4	41.000000	0	170	76	0	0	0	0
Ecd	41.000000	0	144	102	0	0	0	0
Cbfb	41.000000	0	0	117	0	129	0	0
Rbm48	40.833333	0	123	122	0	0	0	0
Pex1	40.833333	0	123	122	0	0	0	0
Myo5a	40.833333	0	0	135	0	110	0	0
Hexim2	40.833333	0	168	77	0	0	0	0
Fam210b	40.833333	0	173	72	0	0	0	0
Atxn7l3b	40.833333	0	95	150	0	0	0	0
Ogdh	40.666667	0	139	105	0	0	0	0
Ky	40.666667	81	163	0	0	0	0	0
Fchsd2	40.666667	0	111	133	0	0	0	0
Col27a1	40.666667	0	244	0	0	0	0	0
Carm1	40.666667	0	163	81	0	0	0	0
Bri3	40.666667	0	140	104	0	0	0	0
Xpnpep3	40.500000	0	93	150	0	0	0	0
Vps36	40.500000	0	104	139	0	0	0	0
Vhl	40.500000	0	163	80	0	0	0	0
Ttc30a1	40.500000	0	243	0	0	0	0	0
St13	40.500000	0	93	150	0	0	0	0
Slc66a2	40.500000	0	0	133	0	110	0	0
Septin5	40.500000	0	0	107	0	136	0	0
Hhat	40.500000	0	0	132	0	111	0	0
Gp1bb	40.500000	0	0	107	0	136	0	0
Cfdp1	40.500000	0	0	94	0	149	0	0
Zscan2	40.333333	0	242	0	0	0	0	0
Zfp74	40.333333	0	89	0	0	153	0	0
Zfp62	40.333333	0	140	102	0	0	0	0
Trmu	40.333333	0	157	85	0	0	0	0
Tpt1	40.333333	0	0	113	0	129	0	0
Rps6ka1	40.333333	0	242	0	0	0	0	0
Ppwd1	40.333333	0	0	139	0	103	0	0
Plcb4	40.333333	0	0	106	0	136	0	0
Otulin	40.333333	0	0	105	0	137	0	0
Laptm4a	40.333333	0	111	131	0	0	0	0
Gfra1	40.333333	0	242	0	0	0	0	0
Flt3l	40.333333	0	106	136	0	0	0	0
Fam160a1	40.333333	0	0	242	0	0	0	0
Cenpk	40.333333	0	0	139	0	103	0	0
Camk2a	40.333333	0	242	0	0	0	0	0
Cacul1	40.333333	0	242	0	0	0	0	0
B9d1	40.333333	0	156	86	0	0	0	0
Zfp442	40.166667	0	241	0	0	0	0	0
Tspoap1	40.166667	0	0	101	0	140	0	0
Top2b	40.166667	0	0	241	0	0	0	0
Suclg1	40.166667	0	161	80	0	0	0	0
Smg1	40.166667	0	0	86	0	155	0	0
Olfr91	40.166667	0	241	0	0	0	0	0
Mcph1	40.166667	0	0	171	0	70	0	0
Irak3	40.166667	0	0	101	0	140	0	0
Cox4i2	40.166667	0	241	0	0	0	0	0
Ahctf1	40.166667	0	170	71	0	0	0	0
Tomt	40.000000	0	138	102	0	0	0	0
Sdha	40.000000	0	113	127	0	0	0	0
Ptar1	40.000000	0	118	122	0	0	0	0
Psmd3	40.000000	0	106	134	0	0	0	0
Psmc2	40.000000	0	101	139	0	0	0	0
Prkar1b	40.000000	113	127	0	0	0	0	0
Pole4	40.000000	0	0	100	0	140	0	0
Mettl25	40.000000	0	122	118	0	0	0	0
Leng8	40.000000	0	0	107	0	133	0	0
Lamtor1	40.000000	0	138	102	0	0	0	0
Gps2	40.000000	0	0	121	0	119	0	0
Ggnbp2	40.000000	0	0	99	0	141	0	0
Dnajc2	40.000000	0	101	139	0	0	0	0
Dnaaf5	40.000000	113	127	0	0	0	0	0
Ccdc59	40.000000	0	122	118	0	0	0	0
Ccdc127	40.000000	0	113	127	0	0	0	0
Zdhhc6	39.833333	0	138	101	0	0	0	0
Vti1a	39.833333	0	138	101	0	0	0	0
Hook1	39.833333	0	0	96	0	143	0	0
Calm3	39.833333	0	74	165	0	0	0	0
Tmem175	39.666667	0	133	105	0	0	0	0
Ppdpf	39.666667	0	0	143	0	95	0	0
Pop4	39.666667	0	238	0	0	0	0	0
Nol7	39.666667	0	82	156	0	0	0	0
Klhl18	39.666667	0	110	128	0	0	0	0
Kif9	39.666667	0	110	128	0	0	0	0
Gak	39.666667	0	133	105	0	0	0	0
Enthd1	39.666667	0	0	238	0	0	0	0
Eif4e2	39.666667	0	148	90	0	0	0	0
Chadl	39.666667	0	0	161	0	77	0	0
Atg101	39.666667	0	138	100	0	0	0	0
2310039H08Rik	39.666667	0	147	91	0	0	0	0
U2af1	39.500000	0	116	121	0	0	0	0
Tmem259	39.500000	0	131	106	0	0	0	0
Tlk2	39.500000	0	0	117	0	120	0	0
Tigd5	39.500000	0	0	92	0	145	0	0
Rmi1	39.500000	0	0	113	0	124	0	0
Rhobtb3	39.500000	0	126	0	0	111	0	0
Prrc2a	39.500000	0	0	120	0	117	0	0
Marchf7	39.500000	0	120	0	0	117	0	0
Mapk8ip1	39.500000	0	237	0	0	0	0	0
Lpcat4	39.500000	0	141	0	0	96	0	0
Hnrnpk	39.500000	0	0	113	0	124	0	0
Eef1d	39.500000	0	0	92	0	145	0	0
Dr1	39.500000	0	102	135	0	0	0	0
Cnn2	39.500000	0	131	106	0	0	0	0
Washc2	39.333333	0	0	113	0	123	0	0
