Target_genes	Foxp3|Average	SRX8769868|CD4+_T_cells	SRX8769869|CD4+_T_cells	SRX8769870|CD4+_T_cells	SRX495631|EL4	SRX1162501|iTreg	SRX1162502|iTreg	SRX495632|iTreg	SRX5689481|nTreg	SRX5689486|nTreg	SRX5689487|nTreg	SRX5689489|nTreg	SRX5689492|nTreg	SRX5689495|nTreg	SRX5689498|nTreg	SRX8123998|nTreg	SRX8123999|nTreg	SRX8124000|nTreg	SRX8124001|nTreg	SRX179486|Tconv	SRX179487|Tconv	SRX14474049|Treg	SRX14474050|Treg	SRX14474052|Treg	SRX14474053|Treg	SRX14590893|Treg	SRX14590894|Treg	SRX14590895|Treg	SRX14590896|Treg	SRX14590897|Treg	SRX14590898|Treg	SRX14743588|Treg	SRX14743589|Treg	SRX14743590|Treg	SRX14743594|Treg	SRX14743595|Treg	SRX14743596|Treg	SRX184860|Treg	SRX184861|Treg	SRX184863|Treg	SRX2341414|Treg	SRX2341415|Treg	SRX2341416|Treg	SRX2341417|Treg	SRX2341418|Treg	SRX2341419|Treg	SRX3829343|Treg	SRX3829344|Treg	SRX4814119|Treg	SRX4814120|Treg	SRX4814134|Treg	SRX4814135|Treg	SRX484252|Treg	SRX484253|Treg	SRX484254|Treg	SRX484255|Treg	SRX484256|Treg	STRING
Pou2f1	80.053571	143	217	203	0	0	0	92	124	178	0	0	0	0	139	0	140	0	0	0	0	248	246	188	104	0	0	0	0	0	158	0	0	0	154	0	0	0	0	95	376	0	161	643	220	82	381	191	0	0	0	0	0	0	0	0	0	0
Slc35e1	80.035714	221	251	298	0	0	0	0	212	219	0	123	0	0	120	0	0	0	0	0	0	264	373	306	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	836	137	169	98	143	0	0	0	0	0	0	0	0	0	0
Rft1	80.035714	178	203	223	0	0	0	0	91	440	0	115	0	0	155	0	141	0	0	0	0	144	164	169	148	0	0	145	0	0	206	0	0	0	135	0	0	0	0	0	573	100	0	806	346	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	80.035714	141	193	165	0	0	0	0	206	238	159	0	0	0	0	144	118	0	93	0	0	138	239	138	78	0	0	0	0	0	155	0	0	0	117	0	0	0	0	0	439	0	0	849	287	153	269	163	0	0	0	0	0	0	0	0	0	0
Taco1	80.017857	211	180	328	0	0	0	0	115	314	101	0	0	0	148	0	0	0	0	0	0	149	0	109	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	925	0	194	948	322	192	0	0	0	0	0	154	0	0	0	0	0	0
Pnpla6	79.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	687	607	808	760	410	0	0	0	0	0	0	0	0	0	0	0	0
Kif16b	79.982143	206	170	117	0	0	0	0	131	225	0	0	0	0	111	0	0	0	0	0	0	128	296	126	131	0	0	129	0	0	102	0	0	0	0	0	0	0	0	0	943	0	0	909	308	279	0	168	0	0	0	0	0	0	0	0	0	0
Tank	79.875000	83	124	0	0	0	0	0	79	105	0	0	0	0	103	0	0	0	0	0	0	149	213	199	243	0	0	0	98	0	178	0	70	0	183	97	139	0	0	0	524	93	190	482	378	267	125	187	0	0	0	164	0	0	0	0	0	0
Mtdh	79.857143	146	221	257	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	102	0	0	0	85	0	0	0	0	162	530	0	0	569	147	151	87	237	400	0	312	237	151	134	0	290	0	0
Tspan10	79.839286	411	336	358	0	0	0	0	79	307	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	161	105	0	109	0	0	0	0	0	0	0	0	0	1004	0	0	889	252	156	0	159	0	0	0	0	0	0	0	0	0	0
Nploc4	79.839286	411	336	358	0	0	0	0	79	307	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	161	105	0	109	0	0	0	0	0	0	0	0	0	1004	0	0	889	252	156	0	159	0	0	0	0	0	0	0	0	0	0
Mpc2	79.839286	184	192	188	0	0	0	0	156	169	92	0	0	0	138	0	0	0	0	0	0	190	180	248	148	0	0	109	0	0	0	0	0	0	0	0	0	124	0	0	644	0	135	598	165	142	0	123	146	0	191	209	0	0	0	0	0	0
Dcaf6	79.839286	184	192	188	0	0	0	0	156	169	92	0	0	0	138	0	0	0	0	0	0	190	180	248	148	0	0	109	0	0	0	0	0	0	0	0	0	124	0	0	644	0	135	598	165	142	0	123	146	0	191	209	0	0	0	0	0	0
Scaf1	79.803571	0	0	128	0	0	0	0	201	115	0	0	0	0	116	0	0	0	0	0	0	390	614	684	487	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	411	0	125	709	232	148	0	0	0	0	0	0	0	0	0	0	0	0
Rras	79.803571	0	0	128	0	0	0	0	201	115	0	0	0	0	116	0	0	0	0	0	0	390	614	684	487	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	411	0	125	709	232	148	0	0	0	0	0	0	0	0	0	0	0	0
Mmp14	79.803571	0	0	0	0	0	0	0	136	104	83	0	0	0	134	0	103	0	0	0	0	255	165	230	180	0	0	137	0	0	133	0	0	0	0	0	0	127	0	105	847	307	205	476	343	237	0	162	0	0	0	0	0	0	0	0	0	0
Hspa2	79.767857	403	404	290	0	0	0	0	0	265	0	0	0	0	0	0	197	0	0	0	0	78	143	137	77	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	649	198	224	536	177	0	137	0	0	0	0	0	166	186	0	102	0	0
Itprip	79.732143	177	234	195	0	159	0	0	155	188	0	0	0	0	96	132	140	0	0	0	0	90	126	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	140	93	357	200	0	591	427	178	0	96	136	0	0	0	0	0	0
Zfyve1	79.696429	0	0	139	0	0	0	0	199	475	289	96	0	0	111	109	250	105	181	0	0	179	333	309	175	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	459	0	91	465	157	161	0	0	0	0	0	0	0	0	0	0	0	0
Chmp7	79.678571	101	105	0	0	0	0	0	324	286	174	0	0	0	173	0	0	0	0	0	0	199	236	375	196	0	0	112	0	0	117	0	0	0	0	0	0	93	0	0	298	89	113	374	209	105	351	211	0	0	0	0	116	105	0	0	0	0
Ank	79.678571	0	105	117	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	188	0	0	0	0	0	0	0	0	0	768	0	0	1862	654	295	0	227	0	0	0	0	0	0	0	0	0	0
Zgrf1	79.660714	146	226	144	0	0	0	0	98	102	0	0	0	0	171	0	0	0	0	0	0	136	241	231	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	110	582	0	146	763	231	201	270	423	0	0	108	0	0	0	0	0	0	0
Larp7	79.660714	146	226	144	0	0	0	0	98	102	0	0	0	0	171	0	0	0	0	0	0	136	241	231	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	110	582	0	146	763	231	201	270	423	0	0	108	0	0	0	0	0	0	0
Rps24	79.642857	208	167	142	0	0	0	0	178	191	146	0	0	0	0	0	116	0	0	0	0	0	113	0	0	0	0	90	0	0	99	0	0	0	0	0	0	0	0	0	918	0	180	1044	246	202	104	316	0	0	0	0	0	0	0	0	0	0
Polr3a	79.642857	208	167	142	0	0	0	0	178	191	146	0	0	0	0	0	116	0	0	0	0	0	113	0	0	0	0	90	0	0	99	0	0	0	0	0	0	0	0	0	918	0	180	1044	246	202	104	316	0	0	0	0	0	0	0	0	0	0
Mrpl52	79.642857	0	0	0	0	0	0	0	136	201	83	0	0	0	134	0	103	0	0	0	0	255	165	230	180	0	0	86	0	0	78	0	0	0	0	0	0	127	0	105	847	307	205	476	343	237	0	162	0	0	0	0	0	0	0	0	0	0
Vps18	79.625000	187	249	149	0	0	0	0	193	233	0	0	0	0	84	0	0	0	0	0	0	174	202	206	154	0	0	0	0	0	88	0	0	0	0	0	0	117	0	0	693	0	136	865	292	192	0	87	0	0	158	0	0	0	0	0	0	0
Smg9	79.571429	0	144	125	0	0	0	0	199	208	140	130	0	0	147	84	0	0	0	0	0	269	243	274	218	0	0	126	0	0	0	0	0	0	0	0	0	0	0	112	342	0	0	992	475	134	94	0	0	0	0	0	0	0	0	0	0	0
Tgoln2	79.535714	129	237	115	0	0	0	0	283	123	0	0	0	0	0	0	0	0	0	0	0	115	187	320	129	0	0	152	0	0	107	0	0	0	0	0	0	0	0	0	754	0	124	1059	241	252	0	127	0	0	0	0	0	0	0	0	0	0
Tgoln1	79.535714	129	237	115	0	0	0	0	283	123	0	0	0	0	0	0	0	0	0	0	0	115	187	320	129	0	0	152	0	0	107	0	0	0	0	0	0	0	0	0	754	0	124	1059	241	252	0	127	0	0	0	0	0	0	0	0	0	0
Rps14	79.517857	162	230	134	0	0	0	0	300	261	151	0	0	0	162	0	108	0	0	0	0	224	245	266	142	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	506	101	0	420	181	0	255	339	0	0	0	169	0	0	0	0	0	0
Xpo4	79.500000	153	174	97	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	130	0	0	0	0	0	0	0	0	0	469	0	112	1665	695	336	199	127	0	0	0	0	0	0	0	0	0	0
Timm10	79.500000	0	0	0	0	0	0	0	275	216	120	119	0	0	190	87	201	0	0	0	0	199	224	242	189	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	695	0	125	809	288	165	0	134	0	0	0	100	0	0	0	0	0	0
Smtnl1	79.500000	0	0	0	0	0	0	0	275	216	120	119	0	0	190	87	201	0	0	0	0	199	224	242	189	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	695	0	125	809	288	165	0	134	0	0	0	100	0	0	0	0	0	0
Psma1	79.482143	0	160	0	0	0	0	0	160	194	0	0	0	0	131	0	0	0	0	0	0	154	120	185	91	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	786	193	182	1052	395	225	0	136	0	0	158	0	0	0	0	0	0	0
Nfyb	79.464286	358	328	237	0	0	0	0	88	138	0	0	0	0	100	0	0	0	0	0	0	0	166	0	0	0	0	135	0	0	135	0	0	0	0	0	0	0	0	0	818	0	0	1099	288	203	0	230	127	0	0	0	0	0	0	0	0	0
Polq	79.446429	0	0	0	0	0	0	0	240	205	0	0	0	0	113	0	0	0	0	0	0	143	197	180	0	0	0	155	0	0	0	0	0	0	85	0	0	0	0	0	993	253	264	821	363	156	0	127	0	0	154	0	0	0	0	0	0	0
Man1b1	79.446429	0	90	157	0	0	0	0	160	155	0	120	0	0	172	0	0	0	0	0	0	403	548	583	294	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	470	0	0	739	342	0	0	0	0	0	118	0	0	0	0	0	0	0
N4bp2l2	79.410714	101	98	165	0	0	0	0	199	223	155	0	0	0	208	95	0	0	0	0	0	238	286	263	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	125	187	465	216	120	229	222	0	0	188	0	0	0	0	0	0	0
Phf8	79.392857	0	0	0	0	0	0	0	0	206	98	0	0	0	82	0	0	0	0	0	0	0	134	0	0	0	0	116	72	0	111	0	0	0	0	0	0	0	0	0	933	451	339	695	541	376	0	95	98	0	0	99	0	0	0	0	0	0
Stim1	79.375000	116	124	104	0	0	0	0	204	167	142	0	0	0	0	0	135	0	0	0	0	93	106	167	0	0	0	94	0	0	0	0	0	0	0	0	0	0	68	0	454	157	117	762	345	115	295	153	219	0	183	125	0	0	0	0	0	0
Etv3	79.357143	0	0	0	0	270	0	0	271	253	0	0	0	0	148	0	105	0	0	0	0	313	254	274	265	0	0	0	0	0	127	0	0	0	0	0	0	0	0	303	657	0	258	456	315	0	0	0	0	0	175	0	0	0	0	0	0	0
Atrn	79.357143	231	139	207	0	0	0	0	116	224	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	119	0	0	102	0	0	0	0	0	0	0	0	0	789	0	0	965	211	160	263	251	0	0	0	0	115	159	0	105	0	0
Acbd6	79.357143	236	347	283	0	0	0	0	0	419	185	0	0	0	98	0	0	0	0	0	0	0	0	0	0	75	93	93	103	0	76	0	0	0	90	0	0	0	0	0	591	0	210	867	257	214	0	207	0	0	0	0	0	0	0	0	0	0
Dhrs13	79.339286	288	416	331	0	0	0	0	127	0	0	0	0	0	113	0	0	0	0	0	0	140	0	184	0	0	0	90	0	0	132	0	0	0	0	0	0	101	0	0	781	0	0	1118	373	85	0	164	0	0	0	0	0	0	0	0	0	0
Vkorc1l1	79.321429	123	165	181	0	0	0	0	300	386	121	90	0	0	153	0	0	0	0	0	0	164	318	332	268	0	0	81	0	0	91	0	0	0	0	0	0	0	0	0	361	0	0	540	125	117	238	288	0	0	0	0	0	0	0	0	0	0
Cnksr3	79.303571	152	153	212	0	146	0	0	124	0	0	0	0	0	0	0	100	0	0	0	0	73	0	79	0	105	0	111	0	0	79	0	0	0	0	0	0	0	0	0	539	220	157	835	539	228	0	124	127	0	136	202	0	0	0	0	0	0
Zfp62	79.285714	287	175	187	0	0	0	0	105	201	131	0	0	0	114	0	0	0	0	0	0	0	0	145	0	0	0	179	79	0	84	0	0	0	150	0	0	112	180	0	540	0	106	597	146	124	136	388	189	0	0	85	0	0	0	0	0	0
Lrp6	79.250000	392	523	477	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	125	0	0	0	0	0	0	0	0	0	343	0	0	1015	160	118	338	700	0	0	0	0	0	0	0	0	0	0
Tnfrsf18	79.232143	79	0	0	0	243	0	0	175	0	0	0	0	0	96	0	0	0	0	0	0	237	291	270	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	141	196	361	224	105	199	473	280	0	239	138	0	0	0	0	0	450
Gclm	79.214286	0	157	0	0	0	0	0	125	228	84	0	0	0	96	157	0	0	161	0	0	0	0	0	0	0	0	141	0	0	158	0	0	0	0	0	0	0	0	0	446	0	142	1222	379	326	137	281	0	0	0	0	98	98	0	0	0	0
Sbf1	79.142857	216	273	244	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	145	0	0	0	0	0	0	0	0	0	0	145	99	674	0	0	622	0	0	433	1049	0	0	0	0	0	0	0	0	0	0
P2ry10	79.142857	162	266	162	0	0	0	0	195	0	0	0	0	0	0	80	154	0	0	0	0	164	182	137	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	288	245	404	482	170	115	0	178	0	143	132	0	0	0	0	0	0
Rad23b	79.107143	151	149	109	0	0	0	0	288	259	223	0	0	0	0	0	0	0	0	0	0	215	306	171	0	109	0	190	257	0	342	0	0	0	150	0	0	0	0	0	406	0	0	395	127	93	155	184	0	0	0	0	65	86	0	0	0	0
Txndc11	79.089286	138	122	155	0	0	0	0	280	199	104	131	0	0	147	0	0	0	0	0	0	300	341	338	320	0	0	82	0	0	102	0	0	0	109	98	0	0	0	0	271	0	0	522	307	184	179	0	0	0	0	0	0	0	0	0	0	0
Serping1	79.089286	0	0	0	0	181	0	0	272	282	215	163	0	0	215	0	118	0	0	0	0	140	154	275	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	222	592	378	216	0	0	271	0	0	0	0	0	0	0	162	0
Ikzf4	79.071429	449	572	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	186	0	0	0	154	0	0	139	0	0	0	94	0	0	0	127	0	181	0	0	236	0	0	406	1091	0	0	137	0	0	98	0	0	0	0
1810013L24Rik	79.000000	143	137	161	0	0	0	0	199	167	145	132	0	0	0	70	118	0	0	0	0	267	299	256	275	0	0	87	0	0	75	0	0	0	74	0	0	0	0	0	283	84	0	716	195	0	242	174	0	0	0	125	0	0	0	0	0	0
Katnbl1	78.964286	110	202	106	0	0	0	0	127	157	0	0	0	0	94	0	0	0	0	0	0	153	183	148	0	0	0	284	0	0	133	0	0	0	0	0	0	0	0	0	936	0	118	844	302	180	126	219	0	0	0	0	0	0	0	0	0	0
Nop2	78.946429	104	360	97	0	0	0	0	176	156	0	0	0	0	172	0	84	0	0	0	0	190	223	276	174	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	635	0	103	612	261	122	111	108	154	0	0	0	92	92	0	0	0	0
Mia	78.946429	197	199	119	0	160	0	0	145	267	169	156	0	0	0	0	128	0	0	0	0	253	342	295	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	447	228	0	247	299	0	0	0	0	0	0	0	0	0	0
Nfx1	78.928571	252	225	177	0	0	0	0	126	298	142	0	0	0	111	0	0	0	0	0	0	80	114	127	0	0	0	94	0	0	112	0	0	0	0	0	0	0	0	0	697	0	137	794	238	190	138	236	0	0	132	0	0	0	0	0	0	0
Map3k2	78.928571	144	237	234	0	0	0	0	141	151	0	0	0	0	0	0	0	0	0	0	0	113	0	229	0	99	0	108	0	0	110	0	0	0	94	0	0	0	0	0	489	0	0	990	277	227	186	188	78	0	0	0	103	106	0	116	0	0
Rbpj	78.910714	120	148	209	0	159	0	169	163	119	0	0	0	0	93	72	96	119	0	0	0	91	258	161	150	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	474	0	0	703	152	89	236	202	189	0	0	131	0	0	0	0	0	0
Isca1	78.910714	88	120	90	0	0	0	0	110	155	0	0	0	0	122	0	0	0	0	0	0	88	208	158	117	0	0	111	85	0	102	0	0	0	0	0	0	0	0	0	626	134	0	842	299	324	111	231	102	0	0	0	98	98	0	0	0	0
Elk3	78.857143	148	79	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	915	0	186	943	407	259	150	460	0	0	190	172	0	0	0	0	0	0
Psmd7	78.821429	96	229	0	0	0	0	0	127	217	156	0	0	0	0	0	0	0	0	0	0	0	136	173	0	0	0	192	0	0	124	0	0	0	0	0	0	0	0	0	969	147	180	615	469	336	94	154	0	0	0	0	0	0	0	0	0	0
Aktip	78.821429	259	168	167	0	0	0	0	128	161	83	135	0	0	126	124	133	0	0	0	0	222	236	297	243	0	0	111	0	0	145	0	0	0	0	0	0	0	0	0	583	139	0	465	213	0	0	140	0	0	0	136	0	0	0	0	0	0
Rps27rt	78.767857	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	146	189	119	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	319	519	656	703	522	0	0	0	0	0	0	0	0	0	0	0	0
Rab13	78.767857	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	146	189	119	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	319	519	656	703	522	0	0	0	0	0	0	0	0	0	0	0	0
AI413582	78.767857	234	177	215	0	0	0	0	161	126	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	169	0	0	87	0	0	0	0	0	0	0	0	0	737	0	137	1422	336	338	0	121	0	0	0	0	0	0	0	0	0	0
Zfp609	78.750000	0	184	237	0	159	0	0	95	112	101	0	0	0	0	144	76	107	0	0	0	183	187	203	265	0	0	136	122	0	135	0	0	0	0	0	0	0	0	0	657	0	166	703	153	0	0	285	0	0	0	0	0	0	0	0	0	0
Emp1	78.750000	161	147	208	0	244	0	0	281	168	122	136	0	0	211	248	180	99	0	0	0	333	508	487	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	162	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	78.750000	0	159	175	0	0	0	0	95	121	0	0	0	0	0	0	119	0	0	0	0	94	0	111	0	0	0	146	0	0	115	0	0	0	0	0	0	122	0	0	580	0	119	813	224	147	113	208	172	0	289	0	176	222	0	90	0	0
Faf1	78.678571	229	265	208	0	0	0	0	108	319	151	0	0	0	120	0	0	0	0	0	0	0	110	134	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	504	0	0	884	258	257	283	324	0	0	0	0	77	92	0	0	0	0
H4c8	78.642857	179	223	256	0	0	0	0	128	291	121	0	0	0	157	107	0	0	0	0	0	159	150	186	118	0	0	0	131	0	145	0	0	0	231	150	0	0	0	0	270	0	127	274	0	127	144	255	0	0	0	0	108	367	0	0	0	0
H3c8	78.642857	179	223	256	0	0	0	0	128	291	121	0	0	0	157	107	0	0	0	0	0	159	150	186	118	0	0	0	131	0	145	0	0	0	231	150	0	0	0	0	270	0	127	274	0	127	144	255	0	0	0	0	108	367	0	0	0	0
H2ac10	78.642857	179	223	256	0	0	0	0	128	291	121	0	0	0	157	107	0	0	0	0	0	159	150	186	118	0	0	0	131	0	145	0	0	0	231	150	0	0	0	0	270	0	127	274	0	127	144	255	0	0	0	0	108	367	0	0	0	0
Fam53c	78.589286	336	397	363	0	0	0	0	0	273	121	0	0	0	146	0	0	0	0	0	0	0	213	173	184	0	0	126	0	0	112	0	0	0	0	0	0	0	0	0	235	0	138	358	134	146	137	463	119	0	227	0	0	0	0	0	0	0
Mvk	78.571429	0	0	104	0	0	0	0	211	283	197	113	0	0	135	0	0	0	0	0	0	282	455	305	216	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	502	180	120	251	285	0	0	109	0	0	94	0	0	0	0
Mmab	78.571429	0	0	104	0	0	0	0	211	283	197	113	0	0	135	0	0	0	0	0	0	282	455	305	216	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	502	180	120	251	285	0	0	109	0	0	94	0	0	0	0
Atf4	78.571429	194	212	119	0	105	0	0	124	0	0	85	0	0	84	0	64	0	0	0	0	233	177	310	131	0	0	166	0	0	123	0	0	0	0	145	0	0	0	0	333	0	145	359	160	143	158	269	136	0	289	136	0	0	0	0	0	0
Usp20	78.553571	142	141	194	0	0	0	0	190	316	134	0	0	0	140	0	0	0	0	0	0	376	350	486	277	0	0	97	0	0	111	0	0	0	0	0	0	0	0	0	410	0	0	448	166	0	243	178	0	0	0	0	0	0	0	0	0	0
Coq10b	78.553571	0	94	0	0	237	0	0	170	0	0	0	0	0	0	258	245	0	120	0	0	234	271	257	186	0	0	132	0	0	0	0	0	0	78	101	0	0	0	0	455	0	107	541	197	78	0	136	146	0	235	121	0	0	0	0	0	0
BC005624	78.553571	142	141	194	0	0	0	0	190	316	134	0	0	0	140	0	0	0	0	0	0	376	350	486	277	0	0	97	0	0	111	0	0	0	0	0	0	0	0	0	410	0	0	448	166	0	243	178	0	0	0	0	0	0	0	0	0	0
Atxn2l	78.500000	212	170	128	0	0	0	0	134	151	0	139	0	0	108	0	0	0	0	0	0	265	263	308	266	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	631	194	168	261	426	0	0	0	0	0	0	0	0	0	0
Bloc1s5	78.482143	153	187	176	0	0	0	0	92	355	195	0	0	0	101	0	112	0	0	0	0	0	0	115	64	0	0	104	0	0	0	0	0	0	0	0	0	123	0	0	575	236	176	796	542	293	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	78.446429	127	134	172	0	0	0	0	0	154	0	0	0	0	94	0	0	0	0	0	0	0	175	0	0	0	0	126	80	0	102	0	0	0	0	0	0	88	0	0	712	120	132	825	501	196	127	339	0	0	0	0	0	0	0	189	0	0
Dda1	78.410714	175	166	165	0	0	0	0	200	426	262	171	0	0	139	87	94	0	0	0	0	174	349	320	263	90	0	77	0	0	0	0	0	0	0	0	0	0	0	0	386	0	122	293	158	169	0	0	0	0	105	0	0	0	0	0	0	0
Sfpq	78.375000	0	0	0	0	0	0	0	137	157	0	0	0	0	0	0	0	0	0	0	0	136	170	153	132	0	0	126	0	0	86	0	0	0	0	78	0	0	0	0	753	228	262	780	423	302	144	244	0	0	78	0	0	0	0	0	0	0
Lysmd3	78.339286	0	128	183	0	148	0	0	171	184	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	122	0	0	0	94	0	0	0	0	0	853	0	197	819	194	77	262	228	0	0	0	0	176	187	0	101	0	0
Rfx2	78.321429	325	613	190	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	241	526	268	220	0	0	115	0	0	129	0	0	0	0	0	0	0	0	0	561	0	0	644	0	0	137	269	0	0	0	0	0	0	0	0	0	0
Rfx7	78.303571	364	347	151	0	0	0	0	111	135	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	131	0	0	0	0	0	0	0	0	0	589	173	358	702	402	234	124	283	0	0	0	0	0	0	0	0	0	0
Pygo2	78.303571	81	128	0	0	0	0	0	175	312	230	70	0	0	142	0	112	0	0	0	0	191	194	183	127	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	481	0	184	654	181	145	118	177	0	0	0	0	165	231	0	0	0	0
Exosc2	78.285714	0	0	0	0	0	0	0	107	80	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	691	719	711	604	490	0	0	0	0	0	0	0	0	0	0	0	0
Snx15	78.232143	136	180	157	0	0	0	0	128	177	0	0	0	0	102	0	0	0	0	0	0	247	206	272	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	79	204	549	281	149	266	379	0	0	0	0	0	98	0	0	0	0
Usp49	78.214286	242	307	247	0	0	0	0	150	186	177	86	0	0	192	107	74	0	0	0	0	77	174	119	0	0	0	125	0	0	137	0	0	0	0	0	0	0	0	0	399	0	0	787	253	224	174	143	0	0	0	0	0	0	0	0	0	0
Saysd1	78.214286	161	177	0	0	0	0	0	139	154	0	0	0	0	92	0	0	0	0	0	0	218	260	161	127	0	0	104	0	0	106	0	0	0	117	0	0	0	0	0	769	170	161	583	303	133	176	154	115	0	0	0	0	0	0	0	0	0
Mrpl20	78.214286	349	385	269	0	0	0	0	105	132	0	0	0	0	0	0	0	0	0	0	0	169	101	265	0	0	0	111	0	0	200	0	0	0	0	0	0	0	0	0	731	0	261	767	140	284	0	111	0	0	0	0	0	0	0	0	0	0
Carm1	78.196429	96	191	126	0	0	0	0	125	160	0	0	0	0	0	0	0	0	0	521	260	280	235	276	204	86	0	108	0	0	0	0	0	0	0	0	0	0	0	0	611	0	137	701	131	131	0	0	0	0	0	0	0	0	0	0	0	0
Sart1	78.160714	0	113	163	0	0	0	0	74	302	150	148	0	0	89	0	0	0	0	0	0	138	160	267	216	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	1005	297	219	145	91	0	0	0	0	0	0	0	0	0	0
Daxx	78.142857	0	113	119	0	0	0	0	100	301	149	0	0	0	0	127	0	0	0	0	0	126	234	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	229	525	527	442	288	0	0	0	0	0	0	0	0	0	0	0	0
Mansc4	78.125000	326	334	294	0	0	0	0	100	144	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	75	0	82	0	0	0	0	0	0	0	0	0	629	123	173	847	421	168	182	253	0	0	0	0	0	0	0	0	0	0
Klhl42	78.125000	326	334	294	0	0	0	0	100	144	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	75	0	82	0	0	0	0	0	0	0	0	0	629	123	173	847	421	168	182	253	0	0	0	0	0	0	0	0	0	0
Cdk9	78.107143	96	0	0	0	0	0	0	144	314	291	117	0	0	137	134	154	152	181	0	0	324	362	272	230	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	215	149	0	191	205	340	0	0	0	0	0	0	0	0	0
Sptlc1	78.071429	193	194	283	0	374	0	0	155	206	0	115	0	0	103	0	122	0	0	0	0	0	190	105	0	0	0	130	0	0	83	0	0	0	98	0	0	0	0	0	514	105	138	502	320	142	152	148	0	0	0	0	0	0	0	0	0	0
