Target_genes	Bcl11a|Average	SRX8030787|Acute_myeloid_leukemia	ERX2242378|Breast_cells	ERX200399|Mammary_epithelial_cells	ERX200403|Mammary_epithelial_cells	ERX200408|Mammary_epithelial_cells	ERX200412|Mammary_epithelial_cells	ERX200417|Mammary_epithelial_cells	ERX200421|Mammary_epithelial_cells	ERX200426|Mammary_epithelial_cells	ERX200430|Mammary_epithelial_cells	ERX200435|Mammary_epithelial_cells	ERX200439|Mammary_epithelial_cells	STRING
Zfp991	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Vps11	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1c	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Trmt11	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Thrap3	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Stx4a	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Serbp1	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Rrbp1	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Rlf	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Psmc1	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Mis18a	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Hacd3	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
H4c8	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
H3c8	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
H2ac10	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Furin	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Ern1	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Cirbp	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Cast	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Capg	20.166667	242	0	0	0	0	0	0	0	0	0	0	0	0
Zrsr1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Wasl	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Tmem35b	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a20	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Rspo1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Ptgds	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Palb2	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Nde1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Nampt	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Med22	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Marf1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Kif13a	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo27	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Fam234a	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Dctn5	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Commd1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Bnip3	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg3	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Adap1	20.083333	241	0	0	0	0	0	0	0	0	0	0	0	0
Tyw1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Tacstd2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Sytl3	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Siva1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Sgca	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Sbds	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Rbm33	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Psmc2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Plek	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Parp6	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl17	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Mcm9	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Mapkap1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Mak	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Irf2bp2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Iqce	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Elp5	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1f	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1c	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Dcakd	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Ctdnep1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Csgalnact2	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Casp8	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Brat1	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap30	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Ahr	20.000000	240	0	0	0	0	0	0	0	0	0	0	0	0
Sema4f	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Rtca	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Nupl1	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Nudt9	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Map4k1	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf5	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Eif3k	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Dbt	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Cipc	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Bcap31	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0c	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Atp2c1	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Armc5	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Amdhd2	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Acadsb	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Abcd1	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
9130023H24Rik	19.916667	239	0	0	0	0	0	0	0	0	0	0	0	0
Vta1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Tpm4	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Tmem169	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Tmbim4	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Snapc1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Pygl	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Polr2h	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Pinx1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Phf20	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Pecr	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Ly9	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Limk1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Clcn2	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Cenpj	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Ap3b1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Aggf1	19.833333	238	0	0	0	0	0	0	0	0	0	0	0	0
Zfp800	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Usf1	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Slc33a1	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Slain2	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Rfc4	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Pim1	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Nek4	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Gpr146	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Gm27021	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Emc8	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Efcab14	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Cox4i1	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Cbfb	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Bcs1l	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Atp10d	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	19.750000	237	0	0	0	0	0	0	0	0	0	0	0	0
Ucp2	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Twsg1	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Tmem65	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d2	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Sec24c	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Sdhb	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Qtrt2	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Ptcd1	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Pole4	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd8	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Elk4	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Dnase2a	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr3	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf4	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc191	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Aacs	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Wdr74	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Unc119	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Top1	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Prps1l3	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Prpf4b	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Prkab2	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Phykpl	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Ndel1	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Mipol1	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Klhl9	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Hip1r	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a1	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Dus4l	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f13	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Cpq	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Cog5	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Caprin2	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Trappc3	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Tmem68	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Tgs1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Smim6	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a30	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Numbl	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Natd1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Myl12a	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl40	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Mphosph8	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Lrp8	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Ikbkb	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Hira	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Gpx1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Desi2	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Crkl	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Cdc37l1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Zgpat	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Zfp69	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Zfp319	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Yipf3	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Usb1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Ubald2	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Tpmt	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Tmem184c	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Tmem177	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
St3gal1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Spata6	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Sgpl1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Rgcc	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Polr1c	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Nupr1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Mettl4	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt8	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Kdm1b	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Havcr2	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2e2	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Garre1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Ccp110	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Calm1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Bnip2	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Arfrp1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Adat1	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Wdr73	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Vcl	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Trmt6	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6c	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip1	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Tbcel	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Susd6	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a11	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Senp2	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Rnf167	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Nmb	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Mcm8	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Ift88	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Ift20	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Atat1	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Aspscr1	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Albfm1	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Vac14	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrfs1	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Tpp2	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Tnip3	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Serf2	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Rps14	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Pramel12	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Olfr976	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Nelfe	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg2	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Micos10	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd37	19.250000	231	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Sos2	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Setd4	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3a	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Relb	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Ralgapa2	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Mrps14	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Macroh2a1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Kifc5b	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Josd1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Gtpbp1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Elmo1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Dbp	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Cbr1	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l13	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Zfc3h1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Wdr55	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Wdr43	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Thap2	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Stard5	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Rps26	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7l1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Pradc1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Ldhd	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Hsd11b1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Golga1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Gmeb2	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Fam71e1	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Emc10	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Dzip3	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Cip2a	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Cct7	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Bsg	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Zfp94	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc14	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ybx2	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Wdr82	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Usp33	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Snrpd3	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Slc66a1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Rps19bp1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Rheb	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Rbx1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Prc1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ppme1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Per1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Mtch1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Mcemp1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Jdp2	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ipo8	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Gucd1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Gss	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Eri1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Epg5	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Dera	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ddx20	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc54	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Cacfd1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
C2cd3	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Auh	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b3	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Atmin	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Ap1b1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Akr7a5	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Zwint	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Zscan25	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Szrd1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Spsb1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Smim8	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Slc31a1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Sertad1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Samhd1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rfk	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rbfa	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rab1a	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Ppa1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Poli	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl30	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Mitd1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Ikbip	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp15	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Chfr	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Cdk13	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Bola1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Apaf1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Usp28	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Uqcc3	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Trmo	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Trap1	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Slc49a4	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Scaf4	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Rrnad1	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp6	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Pot1a	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Plekho2	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Lbhd1	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Isg20l2	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Impdh2	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Gmcl1	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Ddx50	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd579e	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Cnot8	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Clp1	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
C5ar2	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Batf3	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Zfp598	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb9	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Ttc5	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Tpt1	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d2	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Terf2ip	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Smim12	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Rrp8	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Rnf31	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Psme2	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Prdm4	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g6	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Kars	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Ilk	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Golga3	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Gcc2	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
