Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Creb1	68.000000	0	0	132	0	208	0
Abhd4	68.000000	0	0	118	0	222	0
Upf3a	67.800000	0	0	179	0	160	0
Slc5a6	67.800000	0	0	106	0	233	0
Atraid	67.800000	0	0	106	0	233	0
Lrmp	67.400000	203	134	0	0	0	0
Guk1	67.400000	0	0	156	0	181	0
Abl1	67.200000	0	0	104	0	232	0
Vill	67.000000	0	0	203	0	132	0
Lrrc4	67.000000	0	0	0	0	335	0
Tef	66.800000	0	0	125	0	209	0
Has1	66.800000	0	0	142	0	192	0
Fam110b	66.800000	0	0	103	0	231	0
Aco1	66.800000	0	0	119	0	215	0
Slc49a4	66.600000	0	0	163	0	170	0
Akap1	66.600000	0	0	132	0	201	0
Ttc24	66.400000	0	0	149	0	183	0
Shpk	66.400000	0	0	118	0	214	0
Iqgap3	66.400000	0	0	149	0	183	0
Gpc6	66.400000	0	0	164	0	168	0
Dennd4a	66.400000	0	0	120	0	212	0
Ctns	66.400000	0	0	118	0	214	0
Ccng2	66.400000	0	0	145	0	187	0
Rp1l1	66.200000	0	0	154	0	177	0
Mrfap1	66.200000	0	136	0	0	195	0
Hrob	66.200000	0	0	147	0	184	0
Hadhb	66.200000	0	0	0	0	331	0
Hadha	66.200000	0	0	0	0	331	0
Acaa2	66.200000	0	0	176	0	155	0
Smim38	66.000000	0	0	199	0	131	0
Slit3	66.000000	0	0	142	0	188	0
Sema3c	66.000000	0	0	158	0	172	0
Ndufs5	65.800000	0	0	113	0	216	0
Nutf2	65.600000	0	0	135	0	193	0
Mnt	65.600000	0	0	0	0	328	0
Cenpu	65.600000	0	0	89	0	239	0
Colgalt1	65.400000	0	0	0	0	327	0
Slc7a1	65.200000	0	0	127	0	199	0
Tagln2	65.000000	0	0	165	0	160	0
Rpl10	65.000000	0	0	150	0	175	0
Paf1	65.000000	0	0	168	0	157	0
Myo18a	65.000000	0	0	0	0	325	0
Med29	65.000000	0	0	168	0	157	0
Itga11	65.000000	0	0	134	0	191	0
Ccar2	65.000000	0	0	143	0	182	0
Camsap2	65.000000	0	0	122	0	203	0
Prpf38a	64.800000	0	0	0	0	324	0
Orc1	64.800000	0	0	0	0	324	0
Fetub	64.800000	0	0	0	0	324	0
Inpp5b	64.600000	0	0	165	0	158	0
Ppp3r1	64.200000	0	0	184	0	137	0
Gramd1a	64.200000	0	321	0	0	0	0
Sez6	64.000000	0	0	163	0	157	0
Myd88	64.000000	0	0	169	0	151	0
Glt8d2	64.000000	0	0	113	0	207	0
Colec12	64.000000	0	0	131	0	189	0
Alkbh3	64.000000	0	0	132	0	188	0
Acaa1a	64.000000	0	0	169	0	151	0
Trim50	63.800000	0	0	142	0	177	0
Tnks	63.800000	0	0	150	0	169	0
Sgpp1	63.800000	0	0	0	122	197	0
Rfxap	63.800000	0	0	136	0	183	0
Cyp46a1	63.800000	0	0	142	0	177	0
Kcnip2	63.600000	0	318	0	0	0	0
Arf6	63.600000	0	0	155	0	163	0
Abcc10	63.400000	0	0	129	0	188	0
Zfp1	63.200000	0	0	0	0	316	0
Zfp87	63.000000	0	0	0	0	315	0
Mamstr	63.000000	0	0	130	0	185	0
Egr2	62.800000	0	0	0	0	314	0
Dll4	62.800000	0	172	142	0	0	0
Ccnh	62.800000	0	0	140	0	174	0
Zkscan5	62.600000	0	0	107	0	206	0
Zkscan14	62.600000	0	0	107	0	206	0
Slc30a9	62.600000	0	0	202	0	111	0
Rps6	62.600000	0	0	123	0	190	0
Hmgcl	62.600000	0	0	160	0	153	0
Aen	62.600000	0	0	0	0	313	0
Atp9a	62.400000	0	312	0	0	0	0
Tsc1	62.200000	0	0	0	0	311	0
Gsk3a	62.200000	0	0	134	0	177	0
Etv4	62.200000	0	0	122	0	189	0
Spata7	62.000000	0	0	163	0	147	0
Tmprss11b	61.800000	0	0	152	0	157	0
Tbc1d13	61.800000	0	0	159	0	150	0
Wnk4	61.600000	0	0	0	0	308	0
Tfdp2	61.600000	140	168	0	0	0	0
Ggps1	61.600000	0	0	115	0	193	0
Arid4b	61.600000	0	0	115	0	193	0
Zmat5	61.400000	0	0	0	0	307	0
Xpnpep3	61.400000	0	0	161	0	146	0
Uqcr10	61.400000	0	0	0	0	307	0
St13	61.400000	0	0	161	0	146	0
Parp8	61.400000	0	0	0	0	307	0
Idi1	61.400000	0	0	0	0	307	0
Ciao3	61.400000	0	0	93	0	214	0
Tdrp	61.200000	0	159	0	0	147	0
Tmed2	61.000000	0	0	107	0	198	0
Skap1	61.000000	0	0	149	0	156	0
Zer1	60.800000	0	0	0	0	304	0
Pdgfrb	60.800000	0	0	0	0	304	0
Vps36	60.600000	0	0	125	0	178	0
Atp8b3	60.600000	59	113	0	0	131	0
Fam107b	60.400000	0	0	0	0	302	0
Dnajc8	60.400000	0	167	135	0	0	0
Atpif1	60.400000	0	167	135	0	0	0
Gstp3	60.200000	0	0	76	0	225	0
Gm33989	60.200000	0	0	0	0	301	0
Elfn1	60.200000	0	0	174	0	127	0
C2cd4d	60.200000	0	0	0	0	301	0
Gm9595	60.000000	0	300	0	0	0	0
Foxn1	60.000000	0	0	0	0	300	0
Dph5	60.000000	0	0	109	0	191	0
Ccdc167	60.000000	0	0	0	0	300	0
Ubr2	59.800000	0	0	0	0	299	0
Scn4b	59.800000	0	299	0	0	0	0
Pik3c2b	59.800000	0	0	103	0	196	0
Srf	59.600000	0	0	0	0	298	0
Shc2	59.600000	0	0	148	0	150	0
Pkn3	59.600000	0	0	161	0	137	0
Ppp2r3d	59.200000	0	296	0	0	0	0
Apon	59.200000	0	0	78	0	218	0
Snrpd3	59.000000	0	0	104	0	191	0
Ltc4s	59.000000	0	295	0	0	0	0
Kcnmb3	59.000000	0	0	138	0	157	0
Gucd1	59.000000	0	0	104	0	191	0
Adamts14	59.000000	0	0	0	0	295	0
Ghdc	58.800000	0	133	0	0	161	0
Chst12	58.800000	0	0	0	0	294	0
Rwdd1	58.600000	0	0	135	0	158	0
Gtf3c2	58.600000	0	0	293	0	0	0
Ltbp1	58.400000	0	0	158	0	134	0
Hspa14	58.400000	0	0	103	0	189	0
Cdnf	58.400000	0	0	103	0	189	0
Pnmal2	58.000000	0	0	113	0	177	0
Acat2	58.000000	0	0	0	0	290	0
Trio	57.800000	0	0	107	0	182	0
Timp3	57.800000	0	0	142	0	147	0
Ccdc88c	57.800000	0	0	0	0	289	0
Tomm70a	57.600000	0	0	151	0	137	0
Mtch2	57.600000	0	0	132	0	156	0
Arhgap33	57.600000	0	0	122	0	166	0
Aff4	57.600000	0	0	131	0	157	0
Fbrs	57.400000	0	0	94	0	193	0
Defa17	57.400000	0	0	0	287	0	0
Celsr1	57.400000	0	287	0	0	0	0
Cavin2	57.400000	0	0	168	0	119	0
Synpo	57.200000	0	0	0	0	286	0
Pou6f1	57.200000	0	0	0	0	286	0
Liph	57.200000	0	0	85	0	201	0
Fam111a	57.200000	0	0	148	0	138	0
Cirbp	57.200000	0	0	140	0	146	0
Acpp	57.200000	0	129	0	0	157	0
Rnf181	57.000000	0	0	136	0	149	0
Noct	57.000000	0	0	0	0	285	0
Tmem249	56.600000	0	0	0	0	283	0
Slc52a2	56.600000	0	0	0	0	283	0
Fbxl6	56.600000	0	0	0	0	283	0
Unc13b	56.400000	141	141	0	0	0	0
Slc25a40	56.400000	0	0	0	0	282	0
S100a10	56.400000	0	0	124	0	158	0
Piezo1	56.400000	0	0	0	0	282	0
Dbf4	56.400000	0	0	0	0	282	0
Supt6	56.200000	0	0	120	0	161	0
Sdf2	56.200000	0	0	120	0	161	0
Pcm1	56.000000	0	0	0	0	280	0
Gna13	56.000000	0	0	0	0	280	0
Chst15	56.000000	0	0	103	0	177	0
Cbr3	56.000000	0	280	0	0	0	0
Ank1	56.000000	0	0	134	0	146	0
Mrps16	55.800000	0	0	163	0	116	0
Lsm1	55.800000	0	0	120	0	159	0
Fam120b	55.800000	0	0	142	0	137	0
Dnajc9	55.800000	0	0	163	0	116	0
Defa38	55.800000	0	0	0	279	0	0
Bag4	55.800000	0	0	120	0	159	0
Zmym6	55.600000	0	0	135	0	143	0
Twf2	55.600000	0	278	0	0	0	0
Tbl2	55.600000	0	0	0	0	278	0
Ppm1m	55.600000	0	278	0	0	0	0
Ppif	55.600000	0	0	126	0	152	0
Marchf5	55.600000	0	0	122	0	156	0
Cpeb3	55.600000	0	0	122	0	156	0
Trpm6	55.400000	0	0	0	0	277	0
Plcxd1	55.400000	0	110	0	0	167	0
Axl	55.400000	0	0	115	0	162	0
Mafk	55.200000	0	0	129	0	147	0
H2-T24	55.200000	0	0	148	0	128	0
Gng10	55.200000	0	0	0	0	276	0
Wasf3	55.000000	133	142	0	0	0	0
Slc6a7	55.000000	0	0	0	0	275	0
Gpaa1	55.000000	0	0	0	0	275	0
Exosc4	55.000000	0	0	0	0	275	0
Taf1d	54.800000	0	0	113	0	161	0
Tada2b	54.800000	0	0	132	0	142	0
Lgals1	54.800000	0	0	138	0	136	0
Isg20	54.800000	0	0	117	0	157	0
Ccdc96	54.800000	0	0	132	0	142	0
4931406C07Rik	54.800000	0	0	113	0	161	0
Rab32	54.600000	0	0	0	0	273	0
Zfp663	54.400000	0	272	0	0	0	0
Saraf	54.400000	0	0	110	0	162	0
Prorsd1	54.200000	0	0	94	0	177	0
Tbcel	54.000000	0	0	0	0	270	0
Pigm	54.000000	0	0	153	0	117	0
Ints13	54.000000	0	0	121	0	149	0
Fgfr1op2	54.000000	0	0	121	0	149	0
Fbxo4	54.000000	0	0	0	0	270	0
BC029722	54.000000	0	0	159	0	111	0
Vmac	53.600000	0	0	118	0	150	0
Ndufa11	53.600000	0	0	118	0	150	0
Ints12	53.600000	0	0	159	0	109	0
Gstcd	53.600000	0	0	159	0	109	0
Gatd1	53.600000	0	0	106	0	162	0
Fam122a	53.600000	0	0	185	0	83	0
Ajuba	53.600000	0	0	0	0	268	0
Psap	53.400000	0	0	0	0	267	0
Nol12	53.400000	0	0	138	0	129	0
Lfng	53.400000	0	0	106	0	161	0
Psmc4	53.200000	0	0	0	0	266	0
Mtmr11	53.200000	0	0	0	0	266	0
Lck	53.200000	0	0	0	0	266	0
Fgd4	53.200000	0	0	0	0	266	0
Aadacl2fm1	53.200000	0	266	0	0	0	0
Gpr176	53.000000	0	0	0	0	265	0
Sugct	52.800000	0	0	99	0	165	0
Mplkip	52.800000	0	0	99	0	165	0
Tti2	52.600000	0	0	0	0	263	0
Rars2	52.600000	0	0	0	0	263	0
Orc3	52.600000	0	0	0	0	263	0
Mov10l1	52.600000	0	263	0	0	0	0
Mlc1	52.600000	0	263	0	0	0	0
Med13	52.600000	0	0	116	0	147	0
Abcg8	52.600000	0	0	0	0	263	0
Abcg5	52.600000	0	0	0	0	263	0
Kin	52.400000	0	0	0	0	262	0
Dpy19l4	52.400000	0	0	89	0	173	0
Atp5c1	52.400000	0	0	0	0	262	0
Ttc41	52.200000	0	0	132	0	129	0
Myl6b	52.200000	0	0	0	0	261	0
Myl6	52.200000	0	0	0	0	261	0
Mrps28	52.200000	0	0	0	0	261	0
Med23	52.200000	0	0	0	0	261	0
Hsp90b1	52.200000	0	0	132	0	129	0
Fbxw7	52.200000	0	0	0	0	261	0
Mad1l1	52.000000	0	0	132	0	128	0
Nupl1	51.800000	0	0	0	0	259	0
Exosc8	51.800000	0	0	0	0	259	0
Alg5	51.800000	0	0	0	0	259	0
Rpl27	51.600000	0	0	89	0	169	0
Pmp22	51.400000	0	0	0	0	257	0
Phpt1	51.400000	0	0	0	0	257	0
Mapk12	51.400000	0	257	0	0	0	0
Mamdc4	51.400000	0	0	0	0	257	0
Klra2	51.400000	0	0	0	0	257	0
Ajm1	51.400000	0	0	0	0	257	0
Crtap	51.200000	0	0	114	0	142	0
Zfp811	51.000000	0	255	0	0	0	0
Psat1	51.000000	0	0	0	0	255	0
Ahnak2	51.000000	0	0	135	0	120	0
Snx30	50.800000	0	0	0	0	254	0
Gnpat	50.800000	0	0	0	0	254	0
Clpb	50.800000	0	0	0	0	254	0
2810004N23Rik	50.800000	0	0	0	0	254	0
Stn1	50.600000	0	0	0	0	253	0
Slc35f5	50.600000	0	0	108	0	145	0
Mief1	50.600000	0	0	139	0	114	0
Fstl5	50.600000	0	253	0	0	0	0
Defa3	50.600000	0	0	0	253	0	0
Rundc1	50.400000	0	0	0	0	252	0
Ptges3l	50.400000	0	0	0	0	252	0
Malsu1	50.400000	0	0	0	0	252	0
M6pr	50.400000	0	0	131	0	121	0
Ifit2	50.400000	0	0	114	0	138	0
Crebzf	50.400000	0	252	0	0	0	0
Akap9	50.400000	0	0	153	0	99	0
Pacsin1	50.200000	0	251	0	0	0	0
Engase	50.200000	0	0	94	0	157	0
Cep295	50.200000	0	0	111	0	140	0
Trmt11	50.000000	0	0	113	0	137	0
Ripk2	50.000000	0	0	0	0	250	0
Rin3	50.000000	0	0	0	0	250	0
Rab43	50.000000	0	0	117	0	133	0
Calcoco1	50.000000	0	0	135	0	115	0
Lonp2	49.800000	0	0	142	0	107	0
7530416G11Rik	49.600000	0	0	0	0	248	0
Rufy1	49.400000	0	0	0	0	247	0
Poc1b	49.400000	0	0	113	0	134	0
Ncoa7	49.400000	0	0	0	0	247	0
Galnt4	49.400000	0	0	113	0	134	0
Ap1g1	49.400000	0	0	0	0	247	0
Samd12	49.200000	0	0	83	0	163	0
Pdgfc	49.200000	0	0	0	0	246	0
Pde1c	49.200000	0	0	0	0	246	0
Myo1c	49.200000	0	0	0	0	246	0
Mpdu1	49.200000	0	0	0	0	246	0
Rtn3	49.000000	0	0	0	0	245	0
Ppbp	49.000000	0	0	120	0	125	0
Cxcl5	49.000000	0	0	120	0	125	0
Tank	48.800000	0	0	92	0	152	0
Ncald	48.800000	0	0	0	124	120	0
Cdkn2a	48.800000	0	0	83	0	161	0
Acss1	48.800000	103	141	0	0	0	0
Tctn2	48.600000	0	0	0	0	243	0
Sumf2	48.600000	0	0	0	0	243	0
Rsf1	48.600000	0	0	0	0	243	0
Pkmyt1	48.600000	0	0	0	0	243	0
Mafg	48.600000	0	0	0	0	243	0
Hif1an	48.600000	0	0	0	0	243	0
Gm10710	48.600000	0	0	0	0	243	0
Dchs2	48.600000	0	0	0	0	243	0
Aamdc	48.600000	0	0	0	0	243	0
Hint1	48.400000	0	0	0	0	242	0
Marveld1	48.200000	0	0	0	0	241	0
Lonp1	48.200000	0	0	105	0	136	0
Catsperd	48.200000	0	0	105	0	136	0
Cutc	48.000000	0	0	138	0	102	0
Cox15	48.000000	0	0	138	0	102	0
Cnrip1	47.800000	112	0	0	0	127	0
Mapk1ip1l	47.600000	0	0	0	0	238	0
Hoxa10	47.600000	0	0	0	0	238	0
Col5a3	47.600000	0	0	0	0	238	0
Cnih3	47.600000	0	0	0	0	238	0
Bmf	47.600000	0	0	0	0	238	0
Plk1	47.400000	0	237	0	0	0	0
Otud6a	47.400000	0	0	0	0	237	0
Ip6k2	47.400000	0	96	0	0	141	0
Efemp2	47.400000	0	0	0	0	237	0
Ago1	47.400000	0	0	0	0	237	0
Akr1c14	47.200000	0	0	0	0	236	0
Srebf1	47.000000	0	0	0	0	235	0
Smc3	47.000000	0	0	91	0	144	0
Klra15	47.000000	0	0	235	0	0	0
Zfp821	46.800000	0	0	0	0	234	0
Ist1	46.800000	0	0	0	0	234	0
Exo5	46.800000	0	234	0	0	0	0
Defa31	46.800000	0	0	0	234	0	0
Defa23	46.800000	0	0	0	234	0	0
Cdon	46.800000	0	0	86	0	148	0
Zfp316	46.600000	0	0	0	0	233	0
Zfp329	46.400000	0	0	0	0	232	0
Tafa2	46.400000	0	0	0	0	232	0
Pcdhgc5	46.400000	0	0	0	0	232	0
Pcdhgc4	46.400000	0	0	0	0	232	0
Macroh2a2	46.400000	0	0	0	0	232	0
Ahrr	46.400000	0	0	0	0	232	0
4921524J17Rik	46.400000	0	0	137	0	95	0
Mxi1	46.200000	0	0	0	0	231	0
Helb	46.200000	0	0	0	0	231	0
Wnt2	46.000000	230	0	0	0	0	0
Kif22	46.000000	0	0	103	0	127	0
Dusp12	46.000000	0	230	0	0	0	0
Ascc2	46.000000	0	0	0	0	230	0
Agps	46.000000	230	0	0	0	0	0
Prox2	45.800000	0	0	112	0	117	0
Ppp1r18	45.800000	0	0	0	0	229	0
Pdpn	45.800000	0	0	0	0	229	0
Nrm	45.800000	0	0	0	0	229	0
Atp5g1	45.800000	0	0	0	0	229	0
Mettl15	45.600000	0	0	0	0	228	0
Kif18a	45.600000	0	0	0	0	228	0
Tab2	45.400000	0	0	0	0	227	0
Rp2	45.400000	0	0	0	0	227	0
Tmem145	45.200000	0	226	0	0	0	0
Sap30	45.200000	0	0	115	0	111	0
Prr19	45.200000	0	226	0	0	0	0
Pafah1b3	45.200000	0	226	0	0	0	0
Tmem33	45.000000	0	0	0	0	225	0
Phf21b	45.000000	0	0	0	0	225	0
D630045J12Rik	45.000000	0	0	0	0	225	0
Cfap161	45.000000	0	0	0	0	225	0
Acss3	45.000000	108	117	0	0	0	0
Zfp236	44.800000	0	0	0	0	224	0
Tgfb3	44.800000	0	0	0	0	224	0
Rgs2	44.800000	0	0	98	0	126	0
Racgap1	44.800000	0	0	0	0	224	0
Myo1e	44.800000	0	0	0	0	224	0
Ift43	44.800000	0	0	0	0	224	0
Epb41l1	44.800000	0	0	0	0	224	0
Slc45a4	44.600000	0	0	0	0	223	0
Sat2	44.600000	0	223	0	0	0	0
Mt4	44.600000	0	0	110	0	113	0
Ftl1	44.600000	0	0	0	0	223	0
Zzef1	44.400000	0	0	99	0	123	0
Vps28	44.400000	0	0	0	0	222	0
Sorbs3	44.400000	0	0	0	0	222	0
Gpr39	44.400000	0	0	0	0	222	0
Cyp51	44.400000	0	0	0	0	222	0
Cyb5d2	44.400000	0	0	99	0	123	0
Vwa1	44.200000	0	0	88	0	133	0
Sftpc	44.200000	0	0	113	0	108	0
Ly6c1	44.200000	0	0	72	0	149	0
Esyt2	44.200000	0	0	108	0	113	0
Eno1b	44.200000	0	221	0	0	0	0
Cd93	44.200000	0	0	0	0	221	0
Vps33a	44.000000	0	0	0	0	220	0
Hsd17b14	44.000000	0	0	0	0	220	0
Foxq1	44.000000	0	0	0	0	220	0
Ermn	44.000000	0	0	0	0	220	0
Ckap2l	44.000000	0	0	0	0	220	0
Arsa	44.000000	0	0	0	0	220	0
Zfp865	43.800000	0	0	0	0	219	0
Zfp524	43.800000	0	0	0	0	219	0
Patl1	43.800000	0	0	117	0	102	0
Nos3	43.800000	0	0	0	0	219	0
Fiz1	43.800000	0	0	0	0	219	0
Zfp563	43.600000	0	218	0	0	0	0
Zfp146	43.600000	0	0	0	0	218	0
Tra2a	43.400000	0	0	0	0	217	0
Rnf34	43.400000	0	0	217	0	0	0
Pard3	43.400000	0	0	0	0	217	0
Bloc1s5	43.400000	0	0	0	0	217	0
Pitrm1	43.200000	0	0	0	0	216	0
Kremen2	43.200000	0	0	0	0	216	0
Hars2	43.200000	0	0	0	0	216	0
Hars	43.200000	0	0	0	0	216	0
Polr3b	43.000000	0	0	0	0	215	0
Man2a1	43.000000	0	0	0	0	215	0
Kif5a	43.000000	0	0	0	0	215	0
Dctn2	43.000000	0	0	0	0	215	0
Cdc42ep2	43.000000	0	0	0	0	215	0
Trps1	42.800000	0	0	0	0	214	0
Kdm6b	42.800000	0	0	0	0	214	0
Cox6c	42.800000	0	0	0	0	214	0
Brd7	42.800000	0	0	0	0	214	0
Yipf6	42.600000	0	0	0	0	213	0
Prrc2a	42.600000	0	0	0	0	213	0
Prdm10	42.600000	0	0	0	0	213	0
H2-T10	42.600000	0	0	0	0	213	0
Gm7030	42.600000	0	0	0	0	213	0
Defa39	42.600000	0	0	0	213	0	0
Clpsl2	42.600000	0	213	0	0	0	0
Ccdc107	42.600000	0	0	0	0	213	0
Utrn	42.400000	0	0	0	0	212	0
Srsf10	42.400000	0	0	212	0	0	0
9430015G10Rik	42.400000	0	0	0	0	212	0
Zcwpw1	42.200000	0	0	0	0	211	0
Usp1	42.200000	0	0	0	0	211	0
Nrp2	42.200000	0	0	0	0	211	0
Nabp1	42.200000	0	0	141	0	70	0
Mepce	42.200000	0	0	0	0	211	0
Mcoln1	42.200000	0	0	0	0	211	0
Ifitm2	42.200000	0	0	0	0	211	0
Cdadc1	42.200000	0	0	94	0	117	0
Wipi1	42.000000	0	0	0	0	210	0
Thsd7a	42.000000	0	0	100	0	110	0
Spop	42.000000	0	0	0	0	210	0
Slc14a1	42.000000	0	0	0	0	210	0
Lta4h	42.000000	0	0	0	0	210	0
Iqce	42.000000	0	0	0	0	210	0
Ifi204	42.000000	0	0	0	0	210	0
Eaf2	42.000000	0	0	0	0	210	0
C1s1	42.000000	0	0	0	0	210	0
Bsdc1	42.000000	0	0	0	0	210	0
Brat1	42.000000	0	0	0	0	210	0
Acbd6	42.000000	0	0	0	0	210	0
Sod2	41.800000	0	0	0	0	209	0
Sbf1	41.800000	0	0	0	0	209	0
Ifnlr1	41.800000	0	209	0	0	0	0
Gm5544	41.800000	0	0	0	0	209	0
Glra3	41.800000	0	209	0	0	0	0
Foxg1	41.800000	0	0	0	0	209	0
Dpysl3	41.800000	0	0	0	0	209	0
Alms1	41.800000	0	0	0	0	209	0
Tgfbr3	41.600000	0	0	0	0	208	0
Rfng	41.600000	0	0	208	0	0	0
Gtse1	41.600000	0	0	208	0	0	0
Gps1	41.600000	0	0	208	0	0	0
Ppa2	41.400000	0	0	0	0	207	0
Lrrc17	41.400000	0	0	0	0	207	0
Ext1	41.400000	0	0	207	0	0	0
Dlc1	41.400000	0	0	0	0	207	0
Ttc33	41.200000	0	0	0	0	206	0
Dym	41.200000	0	0	0	0	206	0
Ubqln1	41.000000	0	0	0	0	205	0
Tspan14	41.000000	0	0	0	0	205	0
Impdh1	41.000000	0	0	0	0	205	0
Esr1	41.000000	0	205	0	0	0	0
Eef1a1	41.000000	0	0	0	205	0	0
Ccpg1os	41.000000	0	0	0	0	205	0
Ccpg1	41.000000	0	0	0	0	205	0
Cdk6	40.800000	0	0	0	0	204	0
C9orf72	40.800000	0	0	93	0	111	0
Thbs3	40.600000	0	0	203	0	0	0
Prdx6	40.600000	0	0	0	0	203	0
Polr3gl	40.600000	0	0	0	0	203	0
Mtx1	40.600000	0	0	203	0	0	0
Golph3	40.600000	0	0	0	0	203	0
Dbp	40.600000	0	0	0	0	203	0
Cstdc2	40.600000	0	0	0	0	203	0
Car11	40.600000	0	0	0	0	203	0
Zfp949	40.400000	0	0	0	0	202	0
Thop1	40.400000	0	0	0	0	202	0
Slc35g3	40.400000	0	0	0	0	202	0
Polr2a	40.400000	0	0	0	0	202	0
Flcn	40.400000	0	0	0	0	202	0
Slx1b	40.200000	0	0	0	0	201	0
Pcgf1	40.200000	0	0	0	0	201	0
Cog3	40.200000	0	0	0	0	201	0
Bola2	40.200000	0	0	0	0	201	0
Acad12	40.200000	0	0	201	0	0	0
Srrd	40.000000	0	0	90	0	110	0
Snapc5	40.000000	0	0	0	200	0	0
Rpl4	40.000000	0	0	0	200	0	0
Rcbtb2	40.000000	0	0	0	0	200	0
Nme1	40.000000	0	0	0	0	200	0
Hps4	40.000000	0	0	90	0	110	0
Hid1	40.000000	0	0	0	0	200	0
Defa22	40.000000	0	0	0	200	0	0
Zfpl1	39.800000	0	0	0	0	199	0
Tmem262	39.800000	0	0	0	0	199	0
Slc48a1	39.800000	0	0	0	0	199	0
Pfn3	39.800000	0	0	0	0	199	0
Mul1	39.800000	0	0	0	0	199	0
Hdac5	39.800000	0	0	0	0	199	0
Gm19345	39.800000	0	199	0	0	0	0
Derl1	39.800000	0	0	0	0	199	0
Dennd6a	39.800000	0	0	0	0	199	0
Cfap97d2	39.800000	0	0	0	0	199	0
Cdk11b	39.800000	0	0	0	0	199	0
Cdca5	39.800000	0	0	0	0	199	0
Arl2bp	39.800000	0	0	0	0	199	0
Arid4a	39.800000	0	0	0	0	199	0
Zfp142	39.600000	0	0	106	0	92	0
Plcxd2	39.600000	0	0	198	0	0	0
Nrd1	39.600000	0	0	0	0	198	0
Map2k7	39.600000	0	0	0	0	198	0
Klf6	39.600000	0	0	0	0	198	0
Itga2b	39.600000	0	0	0	0	198	0
Eps15l1	39.600000	0	0	0	0	198	0
Cdv3	39.600000	0	0	0	0	198	0
Bcs1l	39.600000	0	0	106	0	92	0
Ank2	39.600000	0	0	0	0	198	0
Zmat4	39.200000	0	196	0	0	0	0
Myoz3	39.200000	0	0	0	0	196	0
Loxhd1	39.200000	0	0	0	0	196	0
Igsf3	39.200000	0	0	0	0	196	0
Ifi209	39.200000	0	0	0	0	196	0
Arhgap29	39.200000	0	0	0	0	196	0
Zfp78	39.000000	0	0	0	0	195	0
Smim14	39.000000	0	0	0	0	195	0
Mfn2	39.000000	0	0	0	0	195	0
Mdk	39.000000	0	0	0	0	195	0
Ftsj1	39.000000	0	195	0	0	0	0
Slc9a1	38.800000	0	0	0	0	194	0
Mxd1	38.800000	0	0	67	0	127	0
Mreg	38.800000	0	194	0	0	0	0
Mef2c	38.800000	194	0	0	0	0	0
Dus1l	38.800000	0	0	0	0	194	0
Nipal1	38.600000	0	0	0	0	193	0
Lag3	38.600000	0	0	0	0	193	0
C2cd5	38.600000	0	0	0	0	193	0
Scml4	38.400000	0	0	0	0	192	0
Paxx	38.400000	0	0	0	0	192	0
Mpv17	38.400000	0	0	0	0	192	0
Mbd6	38.400000	0	0	0	0	192	0
Ddit3	38.400000	0	0	0	0	192	0
Clic3	38.400000	0	0	0	0	192	0
Sdccag8	38.200000	0	0	0	0	191	0
Rb1	38.200000	0	0	0	0	191	0
Cox7a1	38.200000	0	191	0	0	0	0
Cep170	38.200000	0	0	0	0	191	0
Ccdc149	38.200000	0	191	0	0	0	0
Apol9b	38.200000	0	0	0	0	191	0
Snx6	38.000000	0	0	0	0	190	0
Serinc1	38.000000	0	0	0	0	190	0
Plekhg1	38.000000	0	190	0	0	0	0
Limd1	38.000000	0	0	0	0	190	0
Itga5	38.000000	0	0	0	0	190	0
Hoxc5	38.000000	0	0	0	0	190	0
Elac1	38.000000	0	0	0	0	190	0
Zkscan6	37.800000	0	0	0	0	189	0
Zfp608	37.800000	0	0	189	0	0	0
Zfp263	37.800000	0	0	0	0	189	0
Pop7	37.800000	0	0	0	0	189	0
Plp2	37.800000	0	113	0	0	76	0
Map3k14	37.800000	0	0	0	0	189	0
Dipk1a	37.800000	0	0	0	0	189	0
Tspan11	37.600000	0	188	0	0	0	0
Tmeff1	37.600000	0	0	0	0	188	0
Snd1	37.600000	0	0	0	0	188	0
Sec23ip	37.600000	0	0	0	0	188	0
Prop1	37.600000	0	0	0	0	188	0
Pnpla8	37.600000	0	0	0	0	188	0
Npdc1	37.600000	0	0	0	0	188	0
Mcmbp	37.600000	0	0	0	0	188	0
Mab21l3	37.600000	0	0	0	0	188	0
Kctd16	37.600000	0	0	0	0	188	0
Exosc5	37.600000	0	0	0	0	188	0
Defa20	37.600000	0	0	0	188	0	0
Bckdha	37.600000	0	0	0	0	188	0
Arl4c	37.600000	0	0	0	0	188	0
4921504E06Rik	37.600000	0	0	0	0	188	0
Uts2r	37.400000	0	187	0	0	0	0
Tbc1d8b	37.400000	0	0	0	0	187	0
S100a2	37.400000	0	0	0	0	187	0
Rtn1	37.400000	0	187	0	0	0	0
Polb	37.400000	0	0	0	0	187	0
Lrrc24	37.400000	0	0	0	0	187	0
Defa33	37.400000	0	0	0	187	0	0
Chd4	37.400000	0	0	0	0	187	0
C030006K11Rik	37.400000	0	0	0	0	187	0
Actb	37.400000	0	0	0	0	187	0
Acsf2	37.400000	0	0	0	0	187	0
Wnt1	37.200000	0	0	0	0	186	0
