Target_genes	Mafk|Average	SRX140361|CH12	SRX16499736|ES_cells	SRX16499737|ES_cells	SRX188829|ES_cells	SRX140362|MEL	SRX188826|MEL	SRX3937205|NIH/3T3	SRX3937206|NIH/3T3	SRX3937207|NIH/3T3	SRX3937208|NIH/3T3	SRX3937210|RAW_264.7	SRX3937211|RAW_264.7	SRX3937212|RAW_264.7	SRX3730249|Trophoblast_stem_cells	SRX3730250|Trophoblast_stem_cells	SRX3730280|Trophoblast_stem_cells	STRING
Nsa2	73.312500	317	0	0	120	180	87	0	0	0	0	0	0	0	165	0	304	0
Gfm2	73.312500	317	0	0	120	180	87	0	0	0	0	0	0	0	165	0	304	0
Tmem266	73.250000	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
Dusp16	73.187500	184	0	0	0	0	0	0	128	125	0	80	237	417	0	0	0	0
Casp12	73.187500	113	0	0	0	253	84	177	222	179	143	0	0	0	0	0	0	0
Nlrc4	73.125000	0	128	122	234	0	0	0	166	0	0	0	211	0	0	0	309	0
Gcm1	73.000000	0	146	158	275	262	0	0	0	0	0	0	0	0	327	0	0	0
Hmces	72.937500	836	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd33b	72.812500	322	0	0	142	283	189	0	0	0	0	0	0	0	119	0	110	0
Pnpo	72.750000	110	0	0	0	457	100	0	0	0	0	0	0	0	191	0	306	0
Topaz1	72.687500	449	0	0	0	83	0	100	105	138	0	0	127	161	0	0	0	0
BC024063	72.687500	176	0	162	184	0	0	0	108	125	0	0	0	0	283	0	125	0
AI661453	72.687500	0	0	0	0	0	0	0	0	0	0	0	104	0	229	0	830	0
Nup133	72.562500	118	0	0	0	133	0	0	0	0	0	0	0	0	405	0	505	0
Zfp30	72.500000	244	0	0	205	0	0	0	0	0	0	153	199	176	183	0	0	0
Hmbs	72.500000	0	0	0	0	353	133	0	0	0	0	0	0	0	249	0	425	0
Sft2d3	72.437500	105	0	141	231	0	0	0	0	0	0	0	0	0	287	0	395	0
Pex3	72.437500	236	0	0	144	99	122	0	0	0	0	0	0	0	266	0	292	0
Ikbkg	72.437500	0	0	0	112	108	101	0	0	0	0	189	371	278	0	0	0	0
G6pdx	72.437500	0	0	0	112	108	101	0	0	0	0	189	371	278	0	0	0	0
Emc9	72.437500	360	0	0	90	607	102	0	0	0	0	0	0	0	0	0	0	0
Ddx23	72.437500	0	0	0	0	90	0	0	0	0	0	0	0	0	243	0	826	0
Adat2	72.437500	236	0	0	144	99	122	0	0	0	0	0	0	0	266	0	292	0
Olfr654	72.375000	249	89	0	202	0	0	0	0	0	0	174	174	270	0	0	0	0
H3c15	72.375000	147	0	0	0	287	164	101	211	152	0	0	0	0	96	0	0	0
H3c14	72.375000	147	0	0	0	287	164	101	211	152	0	0	0	0	96	0	0	0
H2ac19	72.375000	147	0	0	0	287	164	101	211	152	0	0	0	0	96	0	0	0
H2ac18	72.375000	147	0	0	0	287	164	101	211	152	0	0	0	0	96	0	0	0
Nfam1	72.312500	994	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1	72.250000	129	114	171	281	99	0	0	0	0	0	0	186	176	0	0	0	0
Siah2	72.062500	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nacc2	72.062500	140	175	0	206	0	0	82	187	148	0	0	101	114	0	0	0	0
Homer1	72.062500	168	73	143	225	0	0	0	0	0	0	0	0	0	179	0	365	0
Angptl8	72.062500	0	246	217	401	174	0	0	0	0	115	0	0	0	0	0	0	0
Ppp1r16a	71.937500	0	0	117	188	168	0	0	0	150	0	0	0	0	0	0	528	0
Med13	71.937500	167	0	0	0	214	0	0	151	123	0	0	154	133	0	0	209	0
Gdpd1	71.937500	159	89	0	133	115	104	0	0	0	0	0	0	0	225	0	326	0
Vcp	71.875000	231	92	120	210	0	0	0	0	0	0	0	101	0	157	0	239	0
St7	71.875000	371	0	0	0	569	210	0	0	0	0	0	0	0	0	0	0	0
Hspb3	71.875000	158	151	317	383	0	0	0	0	0	0	0	0	0	0	0	141	0
Gtf2h3	71.750000	130	0	0	0	98	0	0	0	0	0	0	0	0	321	0	599	0
Eif2b1	71.750000	130	0	0	0	98	0	0	0	0	0	0	0	0	321	0	599	0
Slc43a1	71.687500	0	196	233	366	238	114	0	0	0	0	0	0	0	0	0	0	0
Zfp112	71.625000	0	0	0	112	218	0	0	203	156	166	0	0	0	89	0	202	0
Uchl1	71.625000	0	144	487	515	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxl1	71.625000	149	0	0	0	128	0	194	249	196	230	0	0	0	0	0	0	0
Fbxo39	71.625000	0	268	339	539	0	0	0	0	0	0	0	0	0	0	0	0	0
Tirap	71.562500	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eppk1	71.562500	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Ascc3	71.562500	164	0	0	111	0	0	0	0	0	0	0	124	0	356	0	390	0
Lrrc32	71.500000	774	0	0	0	0	122	0	0	0	0	0	0	0	0	0	248	0
Frs2	71.500000	0	252	288	512	0	0	0	0	0	0	0	0	0	92	0	0	0
Tubgcp3	71.312500	120	0	0	0	0	0	0	127	0	178	0	178	380	158	0	0	0
Gpsm2	71.312500	764	0	0	0	279	0	0	0	0	0	0	0	0	0	0	98	0
Tbl1x	71.187500	282	183	0	250	312	0	0	0	0	0	0	0	0	112	0	0	0
Havcr2	71.187500	0	0	0	0	325	0	0	0	0	0	148	343	323	0	0	0	0
Rbm45	71.062500	225	0	0	113	172	84	0	0	0	0	0	0	0	213	0	330	0
Gstt2	71.062500	314	0	0	141	144	0	0	0	0	0	0	225	157	0	0	156	0
Tpk1	70.937500	85	0	0	0	0	0	0	0	0	0	0	0	0	761	0	289	0
Slc39a9	70.937500	0	237	202	413	0	0	0	0	0	0	0	0	0	129	0	154	0
Erh	70.937500	0	237	202	413	0	0	0	0	0	0	0	0	0	129	0	154	0
Wdfy2	70.875000	129	73	0	142	86	106	0	0	0	0	0	0	0	190	0	408	0
Ubtf	70.875000	336	0	0	0	91	0	0	195	0	114	125	142	131	0	0	0	0
Ercc4	70.875000	440	0	0	141	0	0	0	122	0	0	0	0	0	266	0	165	0
Dhx29	70.875000	149	0	0	0	231	0	0	0	0	0	266	189	299	0	0	0	0
Gm867	70.812500	317	0	383	433	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1h	70.812500	0	117	255	326	0	0	0	0	0	0	0	0	0	197	0	238	0
Plpp1	70.750000	602	0	0	0	443	0	0	0	0	0	0	0	0	0	0	87	0
Pde6d	70.687500	147	0	0	0	150	0	0	0	0	0	0	0	0	517	0	317	0
Dnttip2	70.687500	294	0	0	124	0	0	0	0	0	0	0	0	0	341	0	372	0
Cops7b	70.687500	147	0	0	0	150	0	0	0	0	0	0	0	0	517	0	317	0
Tcp11l2	70.625000	0	0	0	0	419	226	0	0	0	0	0	96	0	0	0	389	0
Sema4g	70.625000	0	0	0	0	0	0	0	0	0	0	196	305	354	0	0	275	0
Osm	70.437500	170	0	0	0	276	0	0	0	0	0	0	326	275	0	0	80	0
Urm1	70.375000	153	136	100	222	75	0	0	0	0	0	0	0	0	144	0	296	0
Gm45521	70.375000	0	0	122	203	0	0	0	0	0	0	0	0	0	197	0	604	0
Tspo2	70.312500	395	0	0	0	0	0	141	221	260	108	0	0	0	0	0	0	0
Them4	70.312500	79	0	0	0	833	0	0	0	0	0	0	0	0	0	0	213	0
Arcn1	70.312500	144	0	0	0	251	186	0	0	0	0	0	114	154	0	0	276	0
Tent5c	70.187500	154	329	245	395	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa30	70.125000	221	144	212	303	0	0	0	0	0	0	0	0	0	147	0	95	0
Rsad1	70.062500	89	0	0	0	301	0	0	0	0	0	215	285	231	0	0	0	0
Phf2	69.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	928	0
Olfr99	69.937500	0	0	0	0	0	0	0	0	0	0	297	434	388	0	0	0	0
Smim11	69.875000	191	0	0	0	110	131	0	0	0	0	0	0	0	167	0	519	0
Poc5	69.875000	175	0	0	127	170	0	0	0	0	0	0	175	0	159	0	312	0
Nsun4	69.875000	138	0	0	0	113	0	0	232	113	176	0	208	138	0	0	0	0
Gm5148	69.875000	0	140	344	463	0	0	0	0	0	0	0	0	0	171	0	0	0
Ehd4	69.875000	136	0	0	0	0	0	0	0	0	0	148	350	233	0	0	251	0
Mlh3	69.812500	0	157	298	414	0	0	0	0	0	0	0	0	0	0	0	248	0
Bglap2	69.750000	0	0	0	0	0	0	0	0	0	0	252	455	409	0	0	0	0
Bglap	69.750000	0	0	0	0	0	0	0	0	0	0	252	455	409	0	0	0	0
Tmem65	69.687500	0	0	0	0	0	0	259	326	246	284	0	0	0	0	0	0	0
Syne1	69.687500	280	126	0	144	259	0	0	193	0	0	0	0	0	0	0	113	0
Masp2	69.687500	205	0	0	156	0	122	0	170	0	0	0	0	0	178	0	284	0
Rps19bp1	69.625000	378	0	0	0	220	0	0	0	0	0	0	0	0	190	0	326	0
Abhd4	69.625000	277	0	136	189	237	0	0	0	0	0	0	0	0	129	0	146	0
Tmem41b	69.500000	246	0	111	119	248	0	0	0	0	0	0	0	0	168	0	220	0
Slc46a1	69.500000	0	0	0	0	601	358	0	0	0	0	0	0	0	0	0	153	0
Sh3tc1	69.500000	0	87	159	230	0	0	0	0	0	0	0	0	0	306	0	330	0
Rpl39l	69.500000	716	0	0	92	0	0	0	0	0	0	0	0	0	0	0	304	0
Rnpep	69.437500	0	0	0	0	0	0	0	0	0	0	175	372	421	0	0	143	0
Ccz1	69.437500	173	0	0	0	213	154	0	0	0	0	0	0	0	343	0	228	0
Arhgap32	69.437500	165	87	122	186	0	0	0	0	0	0	163	199	189	0	0	0	0
Arhgap24	69.437500	137	158	152	295	0	0	0	0	0	0	0	139	0	230	0	0	0
Serpinb6a	69.375000	0	0	0	0	0	0	0	0	0	0	325	465	320	0	0	0	0
Ndufaf7	69.375000	0	0	0	110	0	0	0	0	0	0	189	129	339	142	0	201	0
Cebpz	69.375000	0	0	0	110	0	0	0	0	0	0	189	129	339	142	0	201	0
Nsrp1	69.312500	162	0	0	0	166	0	0	194	123	141	0	0	0	144	0	179	0
Agpat5	69.312500	293	0	0	0	0	0	100	178	0	0	0	150	278	0	0	110	0
Tmc8	69.250000	0	0	0	98	0	0	0	342	0	0	195	190	283	0	0	0	0
Tmc6	69.250000	0	0	0	98	0	0	0	342	0	0	195	190	283	0	0	0	0
Srr	69.187500	0	0	0	0	343	0	0	0	0	0	0	0	0	380	0	384	0
Smg6	69.187500	0	0	0	0	343	0	0	0	0	0	0	0	0	380	0	384	0
Csrp1	69.187500	194	0	0	0	620	0	0	0	0	0	0	0	0	87	0	206	0
Cant1	69.187500	209	0	0	0	136	0	0	0	0	0	0	141	0	187	0	434	0
H4c3	69.125000	215	0	0	0	468	163	0	0	0	0	0	0	0	0	0	260	0
H1f6	69.125000	215	0	0	0	468	163	0	0	0	0	0	0	0	0	0	260	0
Zfp729a	69.062500	187	0	0	136	191	0	0	0	0	0	0	0	0	110	0	481	0
Pla2g10	69.062500	98	198	138	306	0	122	0	108	0	0	0	0	0	135	0	0	0
Pigv	69.062500	442	0	0	0	435	93	0	0	0	0	0	0	135	0	0	0	0
Gm13286	69.062500	0	0	0	0	262	223	0	0	0	0	0	0	0	219	0	401	0
Gsn	69.000000	218	0	0	0	193	0	0	0	0	0	0	0	0	0	0	693	0
Tma7-ps	68.937500	0	0	0	0	0	0	0	0	0	0	303	393	407	0	0	0	0
Map10	68.937500	819	0	0	115	0	0	0	0	0	0	0	0	0	169	0	0	0
Chuk	68.875000	323	157	0	202	115	0	0	0	0	0	0	0	0	159	0	146	0
Sec24c	68.812500	300	130	119	234	107	0	0	0	0	0	0	0	0	0	0	211	0
Necap1	68.625000	644	0	0	0	145	0	0	0	0	0	0	0	0	117	0	192	0
Gpaa1	68.625000	235	0	0	0	190	126	0	0	0	0	0	0	0	176	0	371	0
Exosc4	68.625000	235	0	0	0	190	126	0	0	0	0	0	0	0	176	0	371	0
Tas1r2	68.562500	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn7	68.562500	81	0	82	146	225	175	0	0	0	0	0	0	0	100	0	288	0
Cuedc1	68.500000	728	0	0	0	220	0	0	0	0	0	0	0	0	0	0	148	0
1810013L24Rik	68.500000	122	0	114	200	0	0	0	220	0	0	0	110	195	0	0	135	0
Tmem9	68.437500	133	0	104	151	422	0	0	0	0	0	0	0	0	125	0	160	0
Sumf1	68.312500	190	0	0	167	156	0	0	0	0	0	0	0	0	276	0	304	0
Hacd1	68.312500	0	0	0	0	0	0	283	358	206	246	0	0	0	0	0	0	0
Cipc	68.312500	360	0	0	0	136	0	0	0	0	0	0	111	133	182	0	171	0
Etnk1	68.250000	151	0	0	136	369	0	0	0	0	0	0	0	0	0	0	436	0
Atmin	68.250000	116	0	117	165	0	0	0	0	0	0	0	314	380	0	0	0	0
Slc35b4	68.187500	105	0	0	0	0	0	0	0	0	0	0	101	0	289	0	596	0
Tubg1	68.125000	385	0	0	0	0	0	0	0	0	0	0	193	263	0	0	249	0
Retreg3	68.125000	385	0	0	0	0	0	0	0	0	0	0	193	263	0	0	249	0
Chmp4b	68.125000	123	0	0	0	117	0	0	0	0	0	0	0	0	347	0	503	0
Afmid	68.125000	241	0	0	0	145	0	0	201	0	194	0	0	0	76	0	233	0
Vps18	68.000000	301	0	98	123	0	0	0	0	0	0	0	0	0	239	0	327	0
Pacs1	68.000000	0	0	0	0	0	0	158	148	113	174	0	303	192	0	0	0	0
Col13a1	68.000000	158	0	87	140	0	0	0	0	0	0	0	152	149	123	0	279	0
Bricd5	67.937500	0	147	0	206	221	0	0	0	0	0	0	278	235	0	0	0	0
Tars	67.875000	156	97	87	171	410	0	0	0	0	0	0	0	0	0	0	165	0
Tnfaip1	67.812500	159	0	0	0	223	108	0	0	0	0	0	0	0	127	0	468	0
Tmem54	67.812500	0	0	0	177	0	0	0	0	0	0	0	0	0	577	0	331	0
Ndufb1	67.812500	226	0	153	201	217	78	0	0	0	0	0	0	0	0	0	210	0
Ift20	67.812500	159	0	0	0	223	108	0	0	0	0	0	0	0	127	0	468	0
Evi2b	67.812500	469	0	0	0	264	0	0	0	0	0	0	237	115	0	0	0	0
Cpsf2	67.812500	226	0	153	201	217	78	0	0	0	0	0	0	0	0	0	210	0
Ric8a	67.750000	215	0	0	156	176	0	0	0	0	0	0	0	0	202	0	335	0
Fmo1	67.750000	384	0	0	0	0	0	0	0	0	0	0	187	230	142	0	141	0
Bet1l	67.750000	215	0	0	156	176	0	0	0	0	0	0	0	0	202	0	335	0
Pcyt1a	67.687500	136	101	121	214	132	0	0	0	0	0	0	0	0	98	0	281	0
Snx30	67.625000	258	0	0	0	0	0	228	278	318	0	0	0	0	0	0	0	0
Rab5c	67.625000	0	0	0	0	443	103	0	0	0	0	0	0	0	133	0	403	0
Mrpl45	67.625000	63	0	0	0	84	0	0	0	0	0	0	254	158	250	0	273	0
Mt2	67.562500	0	126	140	245	359	129	0	0	0	0	0	0	0	0	0	82	0
Fam160a2	67.562500	953	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d15	67.500000	0	0	0	112	566	0	0	0	0	0	0	0	0	128	0	274	0
Rhag	67.500000	0	0	0	0	181	0	177	161	182	181	0	0	0	0	0	198	0
Ctif	67.500000	0	191	226	403	0	0	0	0	0	0	0	129	0	0	0	131	0
Pik3r6	67.437500	780	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0
Gjb4	67.437500	0	0	0	0	0	0	204	308	187	235	0	0	0	0	0	145	0
Urb2	67.375000	0	0	0	0	157	0	0	0	0	0	0	0	0	577	0	344	0
Taf5l	67.375000	0	0	0	0	157	0	0	0	0	0	0	0	0	577	0	344	0
Herpud2	67.375000	0	113	123	211	102	0	0	0	0	0	0	169	219	0	0	141	0
Asxl2	67.375000	0	0	0	0	0	0	157	233	0	167	0	108	187	0	0	226	0
Son	67.250000	210	0	0	0	0	0	0	0	0	0	124	235	322	0	0	185	0
Rabac1	67.250000	136	0	0	0	0	120	0	0	0	0	0	0	0	274	0	546	0
Lrmp	67.250000	664	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0
Gart	67.250000	210	0	0	0	0	0	0	0	0	0	124	235	322	0	0	185	0
Ddx20	67.250000	135	112	0	153	194	0	0	0	0	0	0	0	0	249	0	233	0
U2af2	67.187500	199	0	0	0	0	0	0	129	263	172	0	0	172	0	0	140	0
Tigit	67.187500	370	0	0	0	340	166	0	0	0	0	0	0	0	0	0	199	0
Psmc4	67.187500	314	0	0	0	155	101	0	0	0	0	0	0	0	180	0	325	0
Aqp9	67.125000	0	0	0	0	263	114	0	0	0	0	0	273	424	0	0	0	0
Asap1	67.062500	0	0	136	175	532	0	0	0	0	0	0	0	0	0	0	230	0
Wdr88	67.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	833	144	95	0
Tal2	66.937500	0	0	0	0	0	0	0	0	0	0	354	383	334	0	0	0	0
Pate10	66.937500	149	0	0	134	0	0	134	0	117	145	0	193	199	0	0	0	0
Gjb1	66.937500	0	229	321	521	0	0	0	0	0	0	0	0	0	0	0	0	0
Corin	66.875000	88	175	152	315	0	0	0	0	0	0	0	191	149	0	0	0	0
4930579F01Rik	66.875000	179	93	0	169	0	0	0	157	117	89	110	156	0	0	0	0	0
Sypl	66.750000	0	0	0	102	0	0	0	133	0	0	155	170	211	162	0	135	0
Tsnaxip1	66.687500	169	0	111	136	149	0	0	0	0	0	0	0	0	114	0	388	0
Ranbp10	66.687500	169	0	111	136	149	0	0	0	0	0	0	0	0	114	0	388	0
Mrpl17	66.687500	0	0	151	185	0	112	0	0	0	0	0	0	0	204	0	415	0
Dnase2a	66.687500	88	0	0	227	152	0	0	0	0	0	0	231	0	0	0	369	0
Psmd12	66.500000	123	143	117	244	113	0	0	0	0	0	0	0	0	119	0	205	0
Prickle1	66.500000	487	0	0	137	0	0	0	154	98	107	0	0	0	0	0	81	0
Wiz	66.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	220	0
Olfr1474	66.375000	122	0	0	0	0	0	0	155	0	137	297	244	107	0	0	0	0
Xrra1	66.312500	178	0	0	101	0	0	0	0	0	0	0	0	0	226	0	556	0
Spcs2	66.312500	178	0	0	101	0	0	0	0	0	0	0	0	0	226	0	556	0
Ntn3	66.312500	187	0	106	192	0	0	0	0	0	0	119	238	219	0	0	0	0
Hsp90ab1	66.312500	165	132	131	225	0	0	0	0	0	0	0	0	0	173	0	235	0
Angel2	66.312500	97	0	0	0	146	0	0	150	82	146	0	167	135	0	0	138	0
Trp53rka	66.250000	158	0	0	0	208	177	0	0	0	0	0	0	0	260	0	257	0
Epn1	66.250000	310	0	0	141	131	0	0	0	0	0	0	0	0	226	0	252	0
Raly	66.187500	0	158	206	385	174	0	0	0	0	0	0	0	0	0	0	136	0
Chchd3	66.187500	102	0	0	79	196	0	0	124	0	0	102	108	0	107	0	241	0
Rpl14	66.125000	132	0	0	120	382	0	0	0	0	0	0	0	187	0	0	237	0
Larp4	66.125000	178	108	87	176	134	0	0	0	0	0	0	0	0	0	0	375	0
Fastkd1	66.125000	98	0	0	0	150	0	0	0	0	0	0	0	0	212	0	598	0
Psmg3	66.062500	247	0	0	0	156	0	0	0	0	0	0	0	0	242	0	412	0
Tmem9b	66.000000	217	205	96	264	167	0	0	0	0	0	0	0	0	0	0	107	0
Sema4a	66.000000	168	0	0	0	231	0	0	0	0	0	179	274	204	0	0	0	0
Egln2	66.000000	512	123	0	181	144	0	0	0	0	0	0	0	0	0	0	96	0
Pdcl	65.937500	117	0	0	0	92	0	0	0	0	0	239	239	237	0	0	131	0
Rapgef1	65.875000	229	0	0	0	0	0	0	0	0	0	279	205	193	148	0	0	0
Ints8	65.875000	0	0	118	151	663	122	0	0	0	0	0	0	0	0	0	0	0
Dpf3	65.875000	116	0	0	166	0	0	0	136	129	144	0	228	135	0	0	0	0
Eif3g	65.812500	168	0	0	0	279	212	0	0	0	0	0	0	0	195	0	199	0
Btnl10	65.812500	257	0	0	0	161	0	0	230	0	0	0	122	0	163	0	120	0
Spag6	65.750000	0	0	0	124	175	0	0	0	0	0	207	327	219	0	0	0	0
Olfr1457	65.750000	395	142	0	264	0	0	0	116	0	0	0	0	135	0	0	0	0
Usp50	65.687500	0	0	0	0	716	0	0	195	0	0	0	0	0	0	0	140	0
Palld	65.687500	0	0	0	0	0	0	237	169	173	196	0	0	0	154	0	122	0
Ctdp1	65.687500	140	0	0	177	130	0	0	245	0	0	0	0	0	106	0	253	0
Acin1	65.687500	208	0	0	130	102	0	0	0	0	0	0	0	102	193	0	316	0
Ndufv1	65.625000	149	0	0	0	180	0	0	0	0	0	0	0	0	138	0	583	0
Kat2b	65.625000	0	0	421	629	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp27	65.562500	218	0	0	0	176	0	0	0	0	0	0	0	0	284	0	371	0
Rbm20	65.562500	0	164	287	425	0	0	0	0	0	0	0	0	0	173	0	0	0
Prop1	65.562500	292	0	0	0	0	0	135	154	110	80	0	129	149	0	0	0	0
Ccnq	65.562500	187	0	0	0	0	0	0	0	0	0	0	0	0	142	0	720	0
Akr1b8	65.562500	0	0	0	0	0	0	0	0	0	0	196	405	448	0	0	0	0
Zfp78	65.500000	0	202	216	343	0	0	0	0	0	0	0	0	0	0	0	287	0
Il1rl1	65.500000	0	0	0	0	615	0	0	253	180	0	0	0	0	0	0	0	0
Zfpm1	65.437500	832	0	0	0	130	0	0	0	0	0	0	0	0	0	0	85	0
Myl6b	65.437500	211	0	0	168	307	79	0	0	0	0	0	0	0	112	0	170	0
Mppe1	65.437500	0	0	0	0	846	201	0	0	0	0	0	0	0	0	0	0	0
Spag9	65.375000	289	0	0	177	0	0	0	0	0	0	0	0	141	159	0	280	0
Pcgf5	65.375000	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Ift46	65.375000	144	0	0	0	251	186	0	0	0	0	0	0	0	189	0	276	0
Clk3	65.375000	115	139	0	221	0	0	0	0	0	0	0	0	126	247	0	198	0
Rps15a	65.312500	0	0	0	0	665	380	0	0	0	0	0	0	0	0	0	0	0
Rhou	65.312500	0	0	0	0	0	0	214	232	270	198	0	0	0	0	0	131	0
Dnmt3l	65.312500	0	0	0	152	0	0	0	0	0	0	224	323	261	85	0	0	0
Gm13279	65.250000	0	0	0	0	214	231	0	0	0	0	0	0	0	171	0	428	0
Gm13278	65.250000	0	0	0	0	214	231	0	0	0	0	0	0	0	171	0	428	0
Itgb2	65.187500	0	0	0	0	0	0	0	192	140	0	164	199	158	0	0	190	0
Osgin1	65.125000	340	0	0	0	0	0	0	0	0	0	0	101	135	258	0	208	0
Slfn3	65.062500	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf5	65.000000	344	0	97	168	0	0	0	0	0	0	0	0	0	178	0	253	0
Calhm2	65.000000	638	0	0	0	264	0	0	138	0	0	0	0	0	0	0	0	0
Tmod1	64.937500	385	0	0	0	494	160	0	0	0	0	0	0	0	0	0	0	0
Rps20	64.937500	124	104	89	152	0	0	0	0	0	0	0	0	0	169	0	401	0
Asl	64.937500	145	0	0	0	84	0	0	0	0	0	95	286	187	0	0	242	0
Ubald2	64.812500	760	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Sbno2	64.812500	113	0	178	134	163	74	0	156	0	0	0	0	219	0	0	0	0
Olfr922	64.812500	0	0	0	0	0	0	0	0	0	0	322	345	370	0	0	0	0
Eif4a3	64.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	668	0
Ssh2	64.750000	428	0	0	0	132	0	0	0	0	0	0	193	158	0	0	125	0
Rabgef1	64.750000	384	0	0	0	315	0	0	0	0	0	0	0	0	151	0	186	0
Prss35	64.750000	140	286	218	392	0	0	0	0	0	0	0	0	0	0	0	0	0
Sike1	64.687500	0	0	0	0	0	0	0	224	187	210	0	0	0	170	0	244	0
Pdhx	64.687500	254	0	0	0	163	0	0	116	0	0	102	147	253	0	0	0	0
Hrh4	64.687500	218	0	0	0	0	0	0	0	0	0	233	232	352	0	0	0	0
Apip	64.687500	254	0	0	0	163	0	0	116	0	0	102	147	253	0	0	0	0
Myh9	64.625000	732	0	0	0	214	0	0	0	0	0	0	0	0	0	0	88	0
Selenom	64.562500	0	0	0	0	391	171	0	0	0	0	125	88	0	0	0	258	0
Tsr2	64.500000	0	0	0	112	133	87	0	0	0	0	0	0	0	422	0	278	0
Klf10	64.500000	0	0	0	0	104	0	0	158	0	177	148	279	166	0	0	0	0
Tut1	64.437500	396	0	0	0	251	75	0	0	0	0	0	0	0	130	0	179	0
Snx1	64.312500	177	0	0	75	127	82	0	0	0	0	0	0	0	152	0	416	0
Psmf1	64.312500	281	0	0	0	181	127	0	0	0	0	0	0	0	153	0	287	0
Ciao2a	64.312500	177	0	0	75	127	82	0	0	0	0	0	0	0	152	0	416	0
9830107B12Rik	64.250000	149	0	0	123	0	0	191	146	117	0	0	115	187	0	0	0	0
Tpd52l2	64.187500	91	0	0	139	68	0	0	153	0	0	0	0	195	162	0	219	0
Alox12	64.187500	199	0	0	107	0	0	0	0	0	0	202	298	221	0	0	0	0
Abhd16b	64.187500	91	0	0	139	68	0	0	153	0	0	0	0	195	162	0	219	0
Paip1	64.125000	0	0	0	0	0	0	125	200	0	0	189	259	253	0	0	0	0
Ltbp4	64.062500	0	0	0	0	0	0	0	184	131	0	0	0	0	222	0	488	0
Gjb5	64.062500	0	0	0	0	0	0	204	308	187	235	0	0	0	0	0	91	0
Cfap43	64.000000	105	235	160	392	0	0	0	0	0	0	0	0	0	0	0	132	0
Atp2b1	64.000000	0	0	0	102	0	0	146	0	81	0	125	259	311	0	0	0	0
Gm960	63.937500	214	0	0	0	0	0	86	130	172	0	0	199	222	0	0	0	0
Slfn14	63.875000	88	0	0	0	536	312	0	0	0	0	0	0	0	0	0	86	0
LTO1	63.875000	433	0	0	178	239	0	0	0	0	0	0	0	0	0	0	172	0
Tspan17	63.812500	0	213	313	495	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahcy	63.812500	217	0	122	219	0	0	0	213	117	0	0	0	0	133	0	0	0
Zfp444	63.687500	0	0	0	0	0	0	191	293	172	169	0	0	0	0	0	194	0
Hivep1	63.687500	395	0	226	324	74	0	0	0	0	0	0	0	0	0	0	0	0
H4c11	63.687500	367	0	105	170	377	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl16	63.687500	0	0	0	0	0	0	191	203	198	220	0	0	0	0	0	207	0
Dcp1b	63.687500	0	0	0	0	90	0	0	0	0	0	0	0	0	691	0	238	0
Npr2	63.625000	148	0	167	216	0	0	0	0	0	0	140	183	164	0	0	0	0
Dlk1	63.625000	0	0	0	182	0	0	133	212	0	138	0	225	128	0	0	0	0
Selp	63.562500	0	215	314	488	0	0	0	0	0	0	0	0	0	0	0	0	0
Sel1l	63.562500	0	0	0	89	0	0	0	0	0	0	0	264	249	131	0	284	0
Setdb1	63.500000	156	0	0	0	324	171	0	0	134	0	0	0	0	0	0	231	0
Dtx2	63.500000	0	0	0	0	0	0	128	214	145	154	0	0	0	0	0	375	0
Tnni3k	63.437500	177	0	0	112	0	0	141	162	148	131	0	144	0	0	0	0	0
Gm14288	63.437500	0	0	0	190	0	0	0	0	0	0	0	175	0	152	0	498	0
Tk1	63.375000	241	0	0	0	145	0	0	201	0	194	0	0	0	0	0	233	0
Ttk	63.312500	391	0	0	0	0	0	0	0	100	140	0	191	191	0	0	0	0
Slc25a45	63.312500	215	0	0	164	0	0	112	203	0	0	0	0	0	126	0	193	0
