Target_genes	Smad1|Average	SRX23601748|Cortex	SRX23601749|Cortex	SRX23601750|Cortex	SRX23601751|Cortex	DRX138414|Embryonic_brains	DRX138415|Embryonic_brains	DRX138416|Embryonic_brains	DRX138417|Embryonic_brains	DRX138418|Embryonic_brains	DRX138419|Embryonic_brains	DRX138420|Embryonic_brains	DRX138421|Embryonic_brains	SRX23585200|Embryonic_brains	SRX23585203|Embryonic_brains	SRX23585206|Embryonic_brains	SRX23585209|Embryonic_brains	SRX23585212|Embryonic_brains	SRX23585215|Embryonic_brains	SRX1082039|ES_cells	SRX1082040|ES_cells	SRX2401993|ES_cells	SRX2401994|ES_cells	SRX2401996|ES_cells	SRX2401997|ES_cells	SRX7643902|ES_cells	SRX7643903|ES_cells	SRX7643904|ES_cells	SRX7643905|ES_cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Ankrd11	48.323529	0	0	0	0	0	0	220	247	0	0	0	151	0	0	327	0	0	0	0	117	0	0	0	0	168	0	266	0	147	0	0	0	0	0	0
Gtf2i	48.294118	0	0	0	0	0	0	165	318	0	0	0	0	0	0	371	0	0	0	212	104	0	0	0	0	0	0	92	0	224	156	0	0	0	0	0
Srrt	48.264706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	141	1157	0	0	0	0	0
Smndc1	48.264706	0	0	0	0	0	0	0	64	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0
Bcl9	48.235294	0	0	0	0	0	0	600	641	0	0	0	232	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a6	48.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	0	0	0	0	0
Atraid	48.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	0	0	0	0	0
Ap2a1	48.205882	0	0	0	0	0	0	226	408	0	0	0	139	175	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Vps37b	48.147059	0	0	0	0	0	0	211	252	0	0	0	0	109	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0
Foxn2	48.029412	0	0	0	0	0	0	447	542	0	0	0	264	0	0	256	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
A430005L14Rik	48.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	252	0	775	0	315	0	0	0	0	0	0
Ywhaz	47.941176	0	0	0	0	0	0	0	163	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	156	0	753	0	0	0	0	0	0
Tle5	47.941176	0	0	0	0	0	0	560	704	0	0	0	184	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bricd5	47.941176	0	0	0	0	0	0	0	137	0	0	0	0	177	0	368	173	183	0	0	0	0	0	0	0	211	0	381	0	0	0	0	0	0	0	0
Shoc2	47.911765	0	0	0	0	0	0	374	559	0	0	0	188	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbip1	47.911765	0	0	0	0	0	0	374	559	0	0	0	188	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spaca9	47.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627	0	0	0	0	0	0
Rnf2	47.852941	0	0	0	0	0	0	241	324	0	0	0	193	0	0	480	0	0	0	0	0	0	0	0	0	109	0	280	0	0	0	0	0	0	0	0
Pcmt1	47.852941	0	0	0	0	0	0	103	157	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	333	0	573	0	0	0	0	0	0	0	0
Chsy1	47.852941	0	0	0	0	0	0	93	121	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	218	0	732	0	268	0	0	0	0	0	0
Ak8	47.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627	0	0	0	0	0	0
Tle4	47.823529	0	0	0	0	0	0	414	409	0	0	0	269	0	0	271	0	0	0	0	0	0	0	0	0	0	0	147	0	116	0	0	0	0	0	0
Hmox2	47.823529	0	0	0	0	0	0	472	513	0	0	0	265	0	0	235	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Fam168b	47.823529	0	0	0	0	0	0	426	460	0	0	0	93	0	0	401	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0
Arhgap27	47.794118	0	0	0	0	0	0	224	150	0	0	0	88	0	0	0	0	0	0	294	592	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0
Tmem132b	47.735294	0	0	0	0	0	0	516	496	0	0	0	357	0	0	175	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0
Pgrmc2	47.705882	0	0	0	0	0	0	547	492	0	0	0	166	0	0	308	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Psph	47.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0
Cct6a	47.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0
Ufsp1	47.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	1246	0	0	0	0	0	0
Tob1	47.617647	0	0	0	0	0	0	155	165	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	142	0	458	0	0	161	0	0	0	0	0
Ankrd10	47.588235	0	0	0	0	0	0	95	189	0	0	0	0	0	0	635	0	0	0	0	97	0	0	0	0	147	0	455	0	0	0	0	0	0	0	0
4933428G20Rik	47.558824	0	0	0	0	0	0	452	617	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Lpin2	47.529412	0	0	0	0	0	0	175	284	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	148	0	812	0	0	0	0	0	0
Fam104a	47.529412	0	0	0	0	0	0	69	74	0	0	0	0	0	0	475	0	0	0	0	82	0	0	0	0	0	0	223	0	693	0	0	0	0	0	0
Ezh2	47.529412	0	0	0	0	0	0	524	601	0	0	0	123	0	0	268	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
D11Wsu47e	47.529412	0	0	0	0	0	0	69	74	0	0	0	0	0	0	475	0	0	0	0	82	0	0	0	0	0	0	223	0	693	0	0	0	0	0	0
Wtap	47.441176	0	0	0	0	0	0	240	295	0	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0
Fam222a	47.411765	0	0	0	0	0	0	0	68	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	195	0	363	0	827	0	0	0	0	0	0
Zfp317	47.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	0	0	0	0	0
Rasa2	47.352941	0	0	0	0	0	0	254	265	0	0	0	118	0	0	234	0	0	0	0	0	0	0	0	0	127	0	465	0	147	0	0	0	0	0	0
Pard3	47.352941	0	0	0	0	0	0	255	263	0	0	0	91	0	0	284	0	0	0	0	0	0	0	0	0	209	0	508	0	0	0	0	0	0	0	0
Cebpb	47.323529	0	0	0	0	0	0	163	185	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	306	0	591	0	0	252	0	0	0	0	0
Ythdc1	47.294118	0	0	0	0	0	0	0	129	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	92	0	464	0	0	493	0	0	0	0	0
Camsap2	47.294118	0	0	0	0	0	0	104	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	248	0	504	0	278	0	0	0	0	0	0
Gpc6	47.264706	0	0	0	0	0	0	464	514	0	0	0	275	133	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex14	47.235294	0	0	0	0	0	0	0	142	0	0	0	0	242	0	483	216	220	0	0	0	0	0	0	0	0	0	0	0	179	124	0	0	0	0	0
Mrpl15	47.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	192	0	898	0	0	0	0	0	0
Dnah9	47.235294	0	0	0	0	0	0	553	438	0	0	0	131	0	0	387	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp518a	47.205882	0	0	0	0	0	0	128	162	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	288	0	750	0	0	0	0	0	0	0	0
Rsrc2	47.205882	0	0	0	0	0	0	80	93	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0
Kntc1	47.205882	0	0	0	0	0	0	80	93	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0
Ccne2	47.205882	0	0	0	0	0	0	276	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	755	0	0	0	0	0	0	0	0
Mllt3	47.147059	0	0	0	0	0	0	210	235	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	149	0	830	0	0	0	0	0	0
Bclaf1	47.147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0
Ppp1r3e	47.117647	0	0	0	0	0	0	0	122	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	252	0	800	0	0	0	0	0	0	0	0
Nipa1	47.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	1317	0	0	0	0	0	0
Nenf	47.029412	0	0	0	0	0	0	552	584	0	0	0	155	0	0	155	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Mbnl1	47.000000	0	0	0	0	0	0	209	168	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	128	0	290	0	686	0	0	0	0	0	0
Cyb5r3	47.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	0
Thap7	46.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	141	0	0	1157	0	0	0	0	0
Phax	46.970588	0	0	0	0	0	0	0	84	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	374	0	807	0	0	0	0	0	0	0	0
Aldh7a1	46.970588	0	0	0	0	0	0	0	84	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	374	0	807	0	0	0	0	0	0	0	0
Cxxc4	46.941176	0	0	0	0	0	0	656	684	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl1	46.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1595	0	0	0	0	0	0
Sema4d	46.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	208	0	1097	0	0	0	0	0	0
Pithd1	46.882353	0	0	0	0	0	0	286	307	0	0	0	120	0	0	357	0	0	0	0	0	0	0	0	0	115	0	258	0	151	0	0	0	0	0	0
F8	46.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	1152	0	0	0	0	0
Notch2	46.823529	0	0	0	0	0	0	328	331	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	202	0	543	0	0	0	0	0	0	0	0
Sparcl1	46.764706	0	0	0	0	0	0	525	554	0	0	0	431	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcmt2	46.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	162	0	440	0	0	579	0	0	0	0	0
Adal	46.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	162	0	440	0	0	579	0	0	0	0	0
Mapk6	46.735294	0	0	0	0	0	0	306	403	0	0	0	182	93	0	319	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0
Ergic2	46.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	0	0	0	0	0
Zfp777	46.676471	0	0	0	0	0	0	139	207	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	254	0	807	0	0	0	0	0	0	0	0
Ndrg4	46.676471	0	0	0	0	0	0	263	300	0	0	0	162	0	0	206	0	0	0	0	0	0	0	0	0	186	0	470	0	0	0	0	0	0	0	0
Kin	46.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0
Kdm3b	46.647059	0	0	0	0	0	0	248	398	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	117	0	170	0	0	0	0	0	0
Atp5c1	46.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0
Ccr1l1	46.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	0	0	0	0	0	0
Upp2	46.558824	0	0	0	0	0	0	512	661	0	0	0	171	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkca	46.558824	0	0	0	0	0	0	156	157	0	0	0	0	114	0	345	0	0	0	0	0	0	0	0	0	321	0	490	0	0	0	0	0	0	0	0
Acvr1	46.558824	0	0	0	0	0	0	512	661	0	0	0	171	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	46.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	1437	0	0	0	0	0	0
Shprh	46.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	160	1173	0	0	0	0	0
Rfc5	46.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	0	0	0	0	0
Zwilch	46.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0
Rpl4	46.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0
Yy1	46.441176	0	0	0	0	0	0	117	117	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	259	0	0	745	0	0	0	0	0
Sbno2	46.441176	0	0	0	0	0	188	0	0	149	0	0	0	0	0	340	0	0	0	237	0	0	0	0	0	0	0	0	0	251	0	0	0	191	223	0
Rfx1	46.441176	0	0	0	0	0	0	0	87	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0
Fbxl22	46.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	347	0	782	0	0	0	0	0	0	0	0
Calr	46.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	115	276	0	0	0	0	0	0	0	0	797	123	0	0	0	0	0
Hspe1	46.382353	0	0	0	0	0	0	0	135	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	201	0	348	0	404	176	0	0	0	0	0
Hspd1	46.382353	0	0	0	0	0	0	0	135	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	201	0	348	0	404	176	0	0	0	0	0
Chn1	46.382353	0	0	0	0	0	0	269	148	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	306	0	699	0	0	0	0	0	0	0	0
Cdyl2	46.382353	0	0	0	0	0	0	132	159	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	310	0	785	0	0	0	0	0	0	0	0
Pdgfc	46.352941	0	0	0	0	0	0	463	580	0	0	0	282	0	0	161	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Zmym6	46.323529	0	0	0	0	0	0	0	111	0	0	0	0	0	0	626	0	0	0	170	344	0	0	0	0	0	0	0	0	214	110	0	0	0	0	0
Smap1	46.323529	0	0	0	0	0	0	149	173	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	138	0	686	0	0	0	0	0	0
Glcci1	46.294118	0	0	0	0	0	0	187	318	0	0	0	83	0	0	334	0	0	0	0	0	0	0	0	0	125	0	527	0	0	0	0	0	0	0	0
Zcchc14	46.264706	0	0	0	0	0	0	0	112	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	338	0	579	0	0	0	0	0	0	0	0
Ctdp1	46.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	273	0	0	312	0	0	0	0	0
Tmem50a	46.176471	0	0	0	0	0	0	235	200	0	0	0	79	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0
Tbkbp1	46.147059	0	0	0	0	0	0	318	393	0	0	0	140	0	0	130	0	0	0	0	0	0	0	0	0	125	0	463	0	0	0	0	0	0	0	0
Nup62	46.147059	0	0	0	0	0	0	97	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	182	1019	0	0	0	0	0
Il4i1b	46.147059	0	0	0	0	0	0	97	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	182	1019	0	0	0	0	0
Atf5	46.147059	0	0	0	0	0	0	97	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	182	1019	0	0	0	0	0
Sephs1	46.117647	0	0	0	0	0	0	206	219	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	141	0	392	0	0	153	0	0	0	0	0
Ralbp1	46.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	102	0	0	966	169	0	0	0	0
Evi5	46.117647	0	0	0	0	0	0	120	148	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	238	0	869	0	0	0	0	0	0
Ank1	46.117647	0	0	0	0	0	0	154	207	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	261	0	714	0	0	0	0	0	0
Sac3d1	46.088235	0	0	0	0	0	0	137	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	254	0	746	0	0	135	0	0	0	0	0
Tpst2	46.058824	0	0	0	0	0	0	385	502	0	0	0	216	153	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0
Ssh2	46.058824	0	0	0	0	0	0	373	352	0	0	0	159	0	0	280	0	0	0	0	0	0	0	0	0	88	0	314	0	0	0	0	0	0	0	0
Pgp	46.058824	0	0	0	0	0	0	0	137	0	0	0	0	177	0	304	173	183	0	0	0	0	0	0	0	211	0	381	0	0	0	0	0	0	0	0
S100a6	46.029412	0	0	0	0	354	275	0	206	276	237	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630003M21Rik	46.029412	0	0	0	0	0	0	661	683	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snn	46.000000	0	0	0	0	0	0	346	556	0	0	0	133	0	0	344	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Znrf2	45.970588	0	0	0	0	0	0	122	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	910	0	0	0	0	0	0	0	0
Mllt10	45.970588	0	0	0	0	0	0	271	307	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	120	0	279	0	0	0	0	0	0	0	0
Ankar	45.970588	0	0	0	0	188	193	0	93	0	224	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	283	0	0	0
Tpr	45.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	112	0	0	945	0	0	0	0	0
Stx4a	45.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	140	1170	0	0	0	0	0
Rufy3	45.941176	0	0	0	0	0	0	320	320	0	0	0	111	0	0	394	0	0	0	0	0	0	0	0	0	131	0	286	0	0	0	0	0	0	0	0
Odr4	45.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	112	0	0	945	0	0	0	0	0
Evl	45.911765	0	0	0	0	0	0	147	142	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	261	0	664	0	0	0	0	0	0	0	0
H3c15	45.882353	0	0	0	0	0	0	113	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	189	0	338	245	138	110	0	0	0
H3c14	45.882353	0	0	0	0	0	0	113	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	189	0	338	245	138	110	0	0	0
H2ac19	45.882353	0	0	0	0	0	0	113	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	189	0	338	245	138	110	0	0	0
H2ac18	45.882353	0	0	0	0	0	0	113	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	189	0	338	245	138	110	0	0	0
Zfp512b	45.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	159	0	0	1185	0	0	0	0	0
Ypel5	45.852941	0	0	0	0	0	0	147	144	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	136	0	418	0	0	0	0	0	0	0	0
Pcdh1	45.823529	0	0	0	0	0	0	424	521	0	0	0	182	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand3	45.794118	0	0	0	0	0	0	347	348	0	0	0	162	0	0	527	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Kdm1a	45.764706	0	0	0	0	0	0	105	109	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	96	0	455	0	141	0	0	0	0	0	0
Kat5	45.764706	0	0	0	0	0	0	163	196	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0
Cd2ap	45.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	279	0	0	1054	0	0	0	0	0
Trim28	45.705882	0	0	0	0	0	0	186	143	0	0	0	0	180	0	647	0	0	0	0	0	0	0	0	0	133	0	265	0	0	0	0	0	0	0	0
Rbfox2	45.705882	0	0	0	0	0	0	372	282	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	132	0	333	0	73	0	0	0	0	0	0
Plcl1	45.705882	0	0	0	0	0	0	547	499	0	0	0	279	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39l	45.705882	0	0	0	0	0	0	119	148	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	115	0	460	0	0	589	0	0	0	0	0
Bcan	45.705882	0	0	0	0	0	0	437	393	0	0	0	229	136	0	258	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Spc25	45.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	0	0	0	0
Nop58	45.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	138	1105	0	0	0	0	0
G6pc2	45.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	0	0	0	0
Il12rb2	45.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0	0	0	0	0	0
Zfp740	45.588235	0	0	0	0	0	0	300	324	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	280	0	485	0	0	0	0	0	0
Ubqln1	45.588235	0	0	0	0	0	0	218	242	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	115	0	441	0	0	87	0	0	0	0	0
Csad	45.588235	0	0	0	0	0	0	300	324	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	280	0	485	0	0	0	0	0	0
Card19	45.588235	0	0	0	0	0	0	567	519	0	0	0	156	146	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd9	45.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	0	0	0	0	0	0	0	0	184	0	225	0	0	0	0	0	0	0	0
Tbc1d30	45.558824	0	0	0	0	0	0	143	203	0	0	0	110	0	0	352	0	0	0	275	323	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Slc35e2	45.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	0	0	0	0	0
Vps26c	45.500000	0	0	0	0	0	0	497	555	0	0	0	0	110	0	283	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Setdb2	45.441176	0	0	0	0	0	0	119	148	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	115	0	460	0	0	589	0	0	0	0	0
Pik3ca	45.441176	0	0	0	0	0	0	253	436	0	0	0	117	0	0	572	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Gm45935	45.441176	0	0	0	0	0	0	119	148	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	115	0	460	0	0	589	0	0	0	0	0
Pet117	45.411765	0	0	0	0	0	0	93	125	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	261	553	0	0	0
Mettl8	45.411765	0	0	0	0	0	0	117	164	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0
Map3k5	45.411765	0	0	0	0	0	0	281	284	0	0	0	139	0	0	200	0	0	0	0	0	0	0	0	0	179	0	461	0	0	0	0	0	0	0	0
Kat14	45.411765	0	0	0	0	0	0	93	125	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	261	553	0	0	0
Gcgr	45.411765	0	0	0	0	0	232	0	0	232	237	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	191	299	0	0	0	0	172	0
Dcaf17	45.411765	0	0	0	0	0	0	117	164	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0
Pdxp	45.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	386	0	893	0	0	0	0	0	0	0	0
