Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Lxn	24.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0
Coq7	24.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0
Apex1	24.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0
Spcs3	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0
Nek7	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0
Cpeb1	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0
Acox3	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0
Zfp473	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Vrk3	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Tulp4	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Top3a	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Smcr8	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Slfn10-ps	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Prkcb	24.277778	0	0	0	0	0	0	0	0	0	0	0	89	98	119	0	0	0	131	0
Myo1f	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Avpi1	24.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0
Rab21	24.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0
Fhod3	24.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0
Dusp16	24.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0
Akap12	24.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0
Zfp36l1	24.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0
Rabif	24.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0
Mturn	24.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0
Ppm1a	24.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0
Dut	24.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0
Aoah	24.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0
Tbc1d1	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0
Supv3l1	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0
E2f2	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	307	0
Cgref1	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0
Cep135	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0
Abhd1	24.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0
Rc3h2	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
Prpf18	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
E430018J23Rik	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
Zpr1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Znfx1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Tpbg	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Tmem53	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Spag9	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Shank1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	229	0
Recql4	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Lrrc14	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Itga1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Defb33	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Crnkl1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Clock	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Cln5	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Cfap61	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Armh1	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Apoa5	23.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0
Suox	23.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0
Sec14l1	23.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0
Gm5150	23.888889	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	293	0
Rxfp4	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0
Efcab8	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0
Arfgef3	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0
Xpr1	23.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0
S1pr2	23.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0
Olfml3	23.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0
Mfng	23.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0
Syt3	23.722222	0	0	0	0	0	0	0	0	0	0	0	182	245	0	0	0	0	0	0
Sfxn2	23.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0
Rbm39	23.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0
E2f8	23.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0
B3galnt2	23.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0
Arl3	23.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0
Slc6a20a	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Sf3b2	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Lox	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Homer3	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Fcgr2b	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Tax1bp3	23.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0
Snorc	23.611111	0	0	0	0	0	0	0	0	0	0	0	208	217	0	0	0	0	0	0
Prss40	23.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0
Emc6	23.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0
Zrsr1	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	142	0	189	0	93	0	0
Zfp217	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	286	0
Traf3ip2	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	141	114	0	0	0	169	0
Ssbp4	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0
Smg9	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0
Commd1	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	142	0	189	0	93	0	0
Acly	23.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0
Trim17	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
Spr	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
Pkmyt1	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
H3f4	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
H2-M3	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
Ddx23	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
Crlf2	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0
Stat4	23.444444	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	259	0
Spata16	23.444444	0	0	0	0	0	0	0	0	0	0	0	148	149	0	125	0	0	0	0
Hdac10	23.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0
Atl3	23.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0
Asic3	23.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0
Rasgrp1	23.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0
Cyren	23.388889	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	170	141	0	0
Bhlhe40	23.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0
Xpo4	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Wdr36	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Stx1b	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Scn2b	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Per1	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Nudcd1	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Lca5	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
H2aj	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	295	0
Eny2	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Appl1	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Apobec1	23.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
Tbl1xr1	23.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0
Prickle1	23.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	157	163	0	0	99	0
Mink1	23.277778	0	0	0	0	0	0	0	0	0	0	0	0	144	130	0	145	0	0	0
Znrd1as	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Znrd1	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Zfp740	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Ppia	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Pik3cd	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Nfic	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Igfbp2	23.222222	0	0	0	0	0	0	0	0	0	0	0	146	160	0	0	0	112	0	0
Gabpb1	23.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0
Xrcc6	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Sel1l	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Ptk2	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Pilra	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Oip5	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Nusap1	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Desi1	23.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0
Ccn3	23.166667	0	0	0	0	0	0	0	0	0	0	103	74	107	0	133	0	0	0	0
Tpd52	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Spcs1	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Pde6g	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Oxld1	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Glt8d1	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Ccdc137	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
Rap1b	23.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0
Ncoa4	23.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0
Cox5a	23.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0
Zfp764	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Tmco3	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Hdac2	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Fbxo7	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Fbrsl1	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Ebf2	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Dcun1d2	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Abcc4	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
6030468B19Rik	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Il1r2	22.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0
Dnah2	22.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0
Zfp148	22.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
U2af2	22.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
Cln3	22.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
Ccdc106	22.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
Apobr	22.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
Nup153	22.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0
Nap1l4	22.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0
Mgat1	22.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0
Cmip	22.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0
Zfp703	22.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
Sirpa	22.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
Eml6	22.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
Cetn3	22.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
Batf	22.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
Vps8	22.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
Sec11c	22.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
P2ry6	22.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
Foxp1	22.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
Arhgap22	22.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
Ube2e3	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Tbc1d9b	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Rin3	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Mndal	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Grasp	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Eef1akmt1	22.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0
Zfand2a	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Tsnaxip1	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Tmbim4	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Ranbp10	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Prox2	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Olfr652	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	175	117	0	0
Dlst	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Cd300lf	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
Bcdin3d	22.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0
AU018091	22.611111	0	0	0	0	0	0	0	0	0	0	0	230	0	0	177	0	0	0	0
Zfp800	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Nucb2	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Mthfd2	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Mob1a	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Map2k1	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Itpka	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Gnb5	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	140	115	0	0
Dgkh	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Dennd2c	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0
Sh2d3c	22.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0
Sar1a	22.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0
Npy	22.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0
Wiz	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Tns3	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Tango6	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Spic	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Nrbf2	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Maml3	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
F12	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Coq8a	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Clk1	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
AF067061	22.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0
Macroh2a1	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	254	0
H2-Oa	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0
Bud13	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0
Atl2	22.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0
Zfp639	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Prkar1b	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Omp	22.277778	0	0	0	0	0	0	0	0	0	0	0	215	186	0	0	0	0	0	0
Nxpe4	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Lims2	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Gm5544	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Dnaaf5	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Cnot1	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Arl11	22.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Tnfrsf10b	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Tmem230	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Scand1	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Cracd	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Cnbd2	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Chst15	22.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0
Tubd1	22.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
Trim65	22.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
Rps6kb1	22.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
Ibsp	22.166667	0	0	0	0	0	0	0	0	0	0	0	80	0	0	115	92	112	0	0
Hspa5	22.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
Dmc1	22.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0
Siglec1	22.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0
Setbp1	22.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0
Gns	22.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0
Dthd1	22.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0
Zfp850	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Wfdc21	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Ube2i	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Slc44a5	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	244	0
Plxnb2	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Plcd1	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Klf10	22.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Zswim7	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0
Ttc19	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0
Sirpb1c	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	135	119	0	0	0	142	0
F2r	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0
Srek1ip1	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Sptlc2	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Mob3b	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Lpin2	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Ifnk	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Cwc27	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0
Adamts19	21.944444	0	0	0	0	0	0	0	0	0	0	0	0	138	121	136	0	0	0	0
Zswim2	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Stat6	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Naca	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Lix1l	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Guca2b	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Ankrd34a	21.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
Fmn1	21.833333	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	260	0
Atg16l1	21.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0
Agap3	21.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0
Hal	21.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0
Clcn4	21.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0
Slc7a8	21.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0
Ints12	21.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0
Gstcd	21.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0
Eef1a1	21.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0
Sh2d4b	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0
Ntng2	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0
Morc3	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0
Fam241a	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0
C5ar1	21.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0
Yy1	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Psmb10	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Mrpl45	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Gsk3a	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Gnptab	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Ctrl	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Ccdc153	21.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Wdr59	21.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0
