Target_genes	Rreb1|Average	SRX12298595|B_cells	STRING
Kcnj9	350.000000	350	0
Iftap	350.000000	350	0
En2	350.000000	350	0
Dlg5	350.000000	350	0
Cxxc1	350.000000	350	0
Ccdc85c	350.000000	350	0
Bicc1	350.000000	350	0
Whrn	349.000000	349	0
Slc35f4	349.000000	349	0
Sh3d19	349.000000	349	0
Aatf	349.000000	349	0
Zfp292	348.000000	348	0
Sbf2	348.000000	348	0
Rbm15	348.000000	348	0
Pappa	348.000000	348	0
Gapvd1	348.000000	348	0
Aloxe3	348.000000	348	0
Pgbd1	347.000000	347	0
Doc2a	347.000000	347	0
Actl6b	347.000000	347	0
Spns2	346.000000	346	0
Sox2	346.000000	346	0
Rtkn	346.000000	346	0
Otx2	346.000000	346	0
Nupl1	346.000000	346	0
Mmp28	346.000000	346	0
Dmrt3	346.000000	346	0
Camsap3	346.000000	346	0
Ptk7	345.000000	345	0
Pcca	345.000000	345	0
Nrep	345.000000	345	0
Lrfn5	345.000000	345	0
Glra1	345.000000	345	0
Galntl6	345.000000	345	0
BC030500	345.000000	345	0
Ramp2	344.000000	344	0
Lrrtm3	344.000000	344	0
Lrrc9	344.000000	344	0
Itpka	344.000000	344	0
Fgf14	344.000000	344	0
Coq2	344.000000	344	0
Tubgcp3	343.000000	343	0
Trib2	343.000000	343	0
Setd4	343.000000	343	0
Lta4h	343.000000	343	0
Iqca	343.000000	343	0
Hps3	343.000000	343	0
Hoxa4	343.000000	343	0
Cbr1	343.000000	343	0
Car3	343.000000	343	0
Vcpip1	342.000000	342	0
Snx33	342.000000	342	0
Isy1	342.000000	342	0
Unc5d	341.000000	341	0
Synj2bp	341.000000	341	0
Ppp1r26	341.000000	341	0
Pou3f4	341.000000	341	0
Pnpla8	341.000000	341	0
Oxt	341.000000	341	0
Ndufv2	341.000000	341	0
Klhdc8a	341.000000	341	0
Hes2	341.000000	341	0
H4c14	341.000000	341	0
Gm20498	341.000000	341	0
Ggact	341.000000	341	0
Dpy19l4	341.000000	341	0
Atf3	341.000000	341	0
Ssr1	340.000000	340	0
Rasl12	340.000000	340	0
Pdlim4	340.000000	340	0
Mafb	340.000000	340	0
Fam89a	340.000000	340	0
Cbfb	340.000000	340	0
Ankrd34c	340.000000	340	0
Zfp704	339.000000	339	0
Scarb2	339.000000	339	0
Rxfp3	339.000000	339	0
Nup85	339.000000	339	0
Mnat1	339.000000	339	0
Man1c1	339.000000	339	0
Clptm1l	339.000000	339	0
Slc34a2	338.000000	338	0
Plekha7	338.000000	338	0
Nkain4	338.000000	338	0
Marveld3	338.000000	338	0
Kcnv1	338.000000	338	0
Jph4	338.000000	338	0
Hpdl	338.000000	338	0
Efnb2	338.000000	338	0
Cipc	338.000000	338	0
Calb2	338.000000	338	0
Cacna1h	338.000000	338	0
Zic1	337.000000	337	0
Tmem159	337.000000	337	0
Sod1	337.000000	337	0
Sel1l3	337.000000	337	0
Nkx2-2	337.000000	337	0
Dact2	337.000000	337	0
Cops8	337.000000	337	0
Smtn	336.000000	336	0
Slit2	336.000000	336	0
Pkmyt1	336.000000	336	0
Bhlhe41	336.000000	336	0
Slc4a11	335.000000	335	0
Plekhg3	335.000000	335	0
Mt3	335.000000	335	0
Il11	335.000000	335	0
Fbp1	335.000000	335	0
Etnk2	335.000000	335	0
Crim1	335.000000	335	0
Rab30	334.000000	334	0
Ppp3r1	334.000000	334	0
Plek2	334.000000	334	0
Hsd17b11	334.000000	334	0
Fndc1	334.000000	334	0
Fbxl16	334.000000	334	0
Elavl3	334.000000	334	0
Wdtc1	333.000000	333	0
Tgds	333.000000	333	0
Stxbp6	333.000000	333	0
Snapin	333.000000	333	0
Ryr3	333.000000	333	0
Pcdh7	333.000000	333	0
Gpr180	333.000000	333	0
Ubp1	332.000000	332	0
Samd4	332.000000	332	0
Plppr5	332.000000	332	0
Map1b	332.000000	332	0
Map10	332.000000	332	0
Gdf1	332.000000	332	0
Dpp10	332.000000	332	0
Crebzf	332.000000	332	0
Cers1	332.000000	332	0
Cd109	332.000000	332	0
Acss1	332.000000	332	0
Slc16a10	331.000000	331	0
Rnf152	331.000000	331	0
Rdx	331.000000	331	0
Pcx	331.000000	331	0
Ntrk1	331.000000	331	0
Lamc2	331.000000	331	0
Kif13a	331.000000	331	0
Insrr	331.000000	331	0
Gmppb	331.000000	331	0
Cnmd	331.000000	331	0
Basp1	331.000000	331	0
Arhgap20	331.000000	331	0
Amigo3	331.000000	331	0
Ptpro	330.000000	330	0
Mynn	330.000000	330	0
Kcnq4	330.000000	330	0
Cdh20	330.000000	330	0
Actrt3	330.000000	330	0
Ablim1	330.000000	330	0
Zfp709	329.000000	329	0
Tmem267	329.000000	329	0
Krt8	329.000000	329	0
Ipo13	329.000000	329	0
Depdc7	329.000000	329	0
Celsr2	329.000000	329	0
Sox10	328.000000	328	0
Slc10a4	328.000000	328	0
Six3	328.000000	328	0
Robo3	328.000000	328	0
Ntsr2	328.000000	328	0
Nrxn3	328.000000	328	0
Lef1	328.000000	328	0
Dnlz	328.000000	328	0
Trpc6	327.000000	327	0
Trpc1	327.000000	327	0
Rsrc1	327.000000	327	0
Mbnl3	327.000000	327	0
Klf4	327.000000	327	0
Gpat3	327.000000	327	0
Fam174b	327.000000	327	0
Tshz3	326.000000	326	0
Tns1	326.000000	326	0
Rufy4	326.000000	326	0
Phf7	326.000000	326	0
Nckap5	326.000000	326	0
Eif3j2	326.000000	326	0
Eif3j1	326.000000	326	0
Ccdc125	326.000000	326	0
Bap1	326.000000	326	0
Arf3	326.000000	326	0
Ucp1	325.000000	325	0
Rnf14	325.000000	325	0
Prrt1	325.000000	325	0
Ppt2	325.000000	325	0
Ost4	325.000000	325	0
Nmbr	325.000000	325	0
Cercam	325.000000	325	0
Adamts14	325.000000	325	0
Slit3	324.000000	324	0
Shroom1	324.000000	324	0
Sepsecs	324.000000	324	0
Prlhr	324.000000	324	0
Nt5c1a	324.000000	324	0
Nrxn1	324.000000	324	0
Nfyc	324.000000	324	0
Itprip	324.000000	324	0
Acot6	324.000000	324	0
Vwc2	323.000000	323	0
Tpm1	323.000000	323	0
Tmeff2	323.000000	323	0
Sptbn2	323.000000	323	0
Nr2e1	323.000000	323	0
Nkiras2	323.000000	323	0
Dnajc7	323.000000	323	0
Ccnh	323.000000	323	0
Ablim2	323.000000	323	0
Zfp819	322.000000	322	0
Traf6	322.000000	322	0
Slc24a2	322.000000	322	0
Pgpep1	322.000000	322	0
Pdgfa	322.000000	322	0
Lrp12	322.000000	322	0
Irx5	322.000000	322	0
Stox1	321.000000	321	0
Sh3gl3	321.000000	321	0
Psmd12	321.000000	321	0
Pithd1	321.000000	321	0
Pip4k2a	321.000000	321	0
Htr1a	321.000000	321	0
Gpr137b	321.000000	321	0
Fezf2	321.000000	321	0
Tmem128	320.000000	320	0
Rap1b	320.000000	320	0
Phactr2	320.000000	320	0
Pax3	320.000000	320	0
Mpzl1	320.000000	320	0
Kif5a	320.000000	320	0
Inf2	320.000000	320	0
Fgfbp3	320.000000	320	0
Dctn2	320.000000	320	0
Tmem200c	319.000000	319	0
Slc6a4	319.000000	319	0
Pcsk9	319.000000	319	0
H1f2	319.000000	319	0
Dlec1	319.000000	319	0
Bik	319.000000	319	0
Zbtb44	318.000000	318	0
Slc15a1	318.000000	318	0
Scamp4	318.000000	318	0
Rps27l	318.000000	318	0
Pax6	318.000000	318	0
Gfpt2	318.000000	318	0
Agtr1a	318.000000	318	0
Adat3	318.000000	318	0
Xpot	317.000000	317	0
Tjp3	317.000000	317	0
Sfswap	317.000000	317	0
Sema5a	317.000000	317	0
Ramp1	317.000000	317	0
Lrrc73	317.000000	317	0
Jarid2	317.000000	317	0
Foxc2	317.000000	317	0
Cthrc1	317.000000	317	0
Atg5	317.000000	317	0
Tead3	316.000000	316	0
Syne1	316.000000	316	0
Slc40a1	316.000000	316	0
Pou6f1	316.000000	316	0
Irak1bp1	316.000000	316	0
Fam171a2	316.000000	316	0
Zfp882	315.000000	315	0
Wt1	315.000000	315	0
Tmod2	315.000000	315	0
Tfap2a	315.000000	315	0
Adgra1	315.000000	315	0
5730409E04Rik	315.000000	315	0
Zfp438	314.000000	314	0
Usp53	314.000000	314	0
Trim7	314.000000	314	0
Slc38a3	314.000000	314	0
Sccpdh	314.000000	314	0
Rps29	314.000000	314	0
Rpl37a	314.000000	314	0
Marcks	314.000000	314	0
Mapk12	314.000000	314	0
Ltbp4	314.000000	314	0
Ism1	314.000000	314	0
Gm3383	314.000000	314	0
Fam83g	314.000000	314	0
Ercc6	314.000000	314	0
Asic1	314.000000	314	0
Xpo6	313.000000	313	0
Tdrd7	313.000000	313	0
Shc2	313.000000	313	0
Lzts1	313.000000	313	0
Gpn2	313.000000	313	0
Synpo	312.000000	312	0
Sema6c	312.000000	312	0
Rph3a	312.000000	312	0
Rgs11	312.000000	312	0
Pdia2	312.000000	312	0
Nr3c1	312.000000	312	0
Cfap126	312.000000	312	0
Bcl2l14	312.000000	312	0
Arhgdig	312.000000	312	0
Acvr1b	312.000000	312	0
Slc6a9	311.000000	311	0
Ppp1r36	311.000000	311	0
Msx1	311.000000	311	0
Ltbp1	311.000000	311	0
Ctnna2	311.000000	311	0
Cnksr2	311.000000	311	0
Ccdc105	311.000000	311	0
Acaa1b	311.000000	311	0
Uncx	310.000000	310	0
Smad9	310.000000	310	0
Scrib	310.000000	310	0
Rnf2	310.000000	310	0
Ppp1r9a	310.000000	310	0
Ltbp2	310.000000	310	0
Hmcn2	310.000000	310	0
Cables1	310.000000	310	0
2300002M23Rik	310.000000	310	0
Zbtb32	309.000000	309	0
Sphk1	309.000000	309	0
Prickle1	309.000000	309	0
Onecut1	309.000000	309	0
Lpp	309.000000	309	0
Cluap1	309.000000	309	0
1700037C18Rik	309.000000	309	0
Ttll8	308.000000	308	0
Svop	308.000000	308	0
Slc24a3	308.000000	308	0
Plpp4	308.000000	308	0
Plaat5	308.000000	308	0
Piezo2	308.000000	308	0
Phospho1	308.000000	308	0
Pdgfd	308.000000	308	0
Map3k12	308.000000	308	0
Lgals12	308.000000	308	0
Gstm1	308.000000	308	0
Gsta4	308.000000	308	0
Dennd4c	308.000000	308	0
Cab39	308.000000	308	0
Unc13a	307.000000	307	0
Soga1	307.000000	307	0
Sf3b1	307.000000	307	0
Septin8	307.000000	307	0
Rgl1	307.000000	307	0
Rarres1	307.000000	307	0
Rag1	307.000000	307	0
Pltp	307.000000	307	0
Jak3	307.000000	307	0
Zdhhc14	306.000000	306	0
Tcim	306.000000	306	0
Stxbp4	306.000000	306	0
Prr16	306.000000	306	0
Pex2	306.000000	306	0
Imp4	306.000000	306	0
Cox11	306.000000	306	0
Ccdc115	306.000000	306	0
Btg3	306.000000	306	0
Atp6v0d1	306.000000	306	0
Arhgef19	306.000000	306	0
Agrp	306.000000	306	0
Abcg8	306.000000	306	0
Tspan4	305.000000	305	0
Trim41	305.000000	305	0
Tmem223	305.000000	305	0
Tmem179b	305.000000	305	0
Sntb1	305.000000	305	0
Rnf150	305.000000	305	0
Polr2l	305.000000	305	0
Fndc3b	305.000000	305	0
Fgf18	305.000000	305	0
Asap1	305.000000	305	0
Zfp707	304.000000	304	0
Tmem121	304.000000	304	0
Ndfip2	304.000000	304	0
Htr6	304.000000	304	0
Hoxd12	304.000000	304	0
Edaradd	304.000000	304	0
Cyp7b1	304.000000	304	0
Adcy1	304.000000	304	0
Specc1l	303.000000	303	0
Nhlh1	303.000000	303	0
Gpr157	303.000000	303	0
Arl14ep	303.000000	303	0
Tulp1	302.000000	302	0
Stk32b	302.000000	302	0
Rbpjl	302.000000	302	0
Matn4	302.000000	302	0
Gli1	302.000000	302	0
Gas6	302.000000	302	0
Bcl11a	302.000000	302	0
Apbb2	302.000000	302	0
Trpc4ap	301.000000	301	0
Ppp1r12a	301.000000	301	0
Plxdc2	301.000000	301	0
Pid1	301.000000	301	0
Lin54	301.000000	301	0
Grm7	301.000000	301	0
Fut4	301.000000	301	0
Ctnna3	301.000000	301	0
Tbx2	300.000000	300	0
Mycl	300.000000	300	0
Hnrnpa3	300.000000	300	0
Elapor1	300.000000	300	0
Cpm	300.000000	300	0
Clstn1	300.000000	300	0
Bola1	300.000000	300	0
1700013F07Rik	300.000000	300	0
Zfp110	299.000000	299	0
Ubac1	299.000000	299	0
Sirt1	299.000000	299	0
Ptprr	299.000000	299	0
Map7d1	299.000000	299	0
Lgi2	299.000000	299	0
Lama5	299.000000	299	0
Angpt2	299.000000	299	0
Abtb2	299.000000	299	0
Zfp786	298.000000	298	0
Zfp398	298.000000	298	0
Qsox2	298.000000	298	0
Preb	298.000000	298	0
Ndufs2	298.000000	298	0
Mageh1	298.000000	298	0
Hoxd10	298.000000	298	0
Fuom	298.000000	298	0
Fnta	298.000000	298	0
Fhl1	298.000000	298	0
Dmd	298.000000	298	0
Dcaf12l1	298.000000	298	0
Cfap20dc	298.000000	298	0
Arhgap36	298.000000	298	0
Adamts4	298.000000	298	0
Zfp184	297.000000	297	0
Rhoq	297.000000	297	0
Msrb3	297.000000	297	0
Map6	297.000000	297	0
Grap2	297.000000	297	0
Gjb6	297.000000	297	0
Cpn1	297.000000	297	0
Adgrg3	297.000000	297	0
Acvrl1	297.000000	297	0
Slc45a3	296.000000	296	0
Ptgfrn	296.000000	296	0
Optc	296.000000	296	0
Mgat3	296.000000	296	0
Megf9	296.000000	296	0
Hoxa5	296.000000	296	0
Frmd3	296.000000	296	0
Bdkrb2	296.000000	296	0
Atox1	296.000000	296	0
Amer3	296.000000	296	0
Actl6a	296.000000	296	0
Zfp324	295.000000	295	0
Spon1	295.000000	295	0
Nudt10	295.000000	295	0
Nod1	295.000000	295	0
Ky	295.000000	295	0
Itga9	295.000000	295	0
Gm3500	295.000000	295	0
Fkbp9	295.000000	295	0
Pdlim1	294.000000	294	0
Opcml	294.000000	294	0
Ncbp2	294.000000	294	0
Lpcat4	294.000000	294	0
Gm2832	294.000000	294	0
Glp1r	294.000000	294	0
Ercc6l2	294.000000	294	0
Cdh8	294.000000	294	0
Abcd2	294.000000	294	0
0610012G03Rik	294.000000	294	0
Trp53rka	293.000000	293	0
Six1	293.000000	293	0
Rcn2	293.000000	293	0
Nek4	293.000000	293	0
Mmp24	293.000000	293	0
Kcnn3	293.000000	293	0
Galnt18	293.000000	293	0
Ddit4l	293.000000	293	0
Ccdc38	293.000000	293	0
Amdhd1	293.000000	293	0
Alyref2	293.000000	293	0
Tcap	292.000000	292	0
Tbc1d19	292.000000	292	0
Srsf7	292.000000	292	0
Riox1	292.000000	292	0
Ppp2r2b	292.000000	292	0
Pnmt	292.000000	292	0
Mfsd4a	292.000000	292	0
Itpripl2	292.000000	292	0
Ikzf5	292.000000	292	0
Acadsb	292.000000	292	0
Wtip	291.000000	291	0
Upp2	291.000000	291	0
Suz12	291.000000	291	0
Ptpre	291.000000	291	0
Osbpl3	291.000000	291	0
Napb	291.000000	291	0
Clic6	291.000000	291	0
Aggf1	291.000000	291	0
Acvr1	291.000000	291	0
Tacr3	290.000000	290	0
Slc19a2	290.000000	290	0
Pgap4	290.000000	290	0
Msi1	290.000000	290	0
Mettl24	290.000000	290	0
Fzd8	290.000000	290	0
Cyp4v3	290.000000	290	0
Cdx1	290.000000	290	0
Ackr3	290.000000	290	0
Wnt7a	289.000000	289	0
Trim9	289.000000	289	0
Tppp2	289.000000	289	0
Slc25a27	289.000000	289	0
Ndrg2	289.000000	289	0
Lhx8	289.000000	289	0
Hnrnpl	289.000000	289	0
Entpd2	289.000000	289	0
Cyp39a1	289.000000	289	0
Crem	289.000000	289	0
Caln1	289.000000	289	0
Aspscr1	289.000000	289	0
Agpat2	289.000000	289	0
Zbtb10	288.000000	288	0
Tmem216	288.000000	288	0
Them7	288.000000	288	0
Syt17	288.000000	288	0
Snurf	288.000000	288	0
Snrpn	288.000000	288	0
Sdhaf4	288.000000	288	0
Rsph3b	288.000000	288	0
Rnf128	288.000000	288	0
Rap1gap	288.000000	288	0
Prrg3	288.000000	288	0
Pld1	288.000000	288	0
Pcnx	288.000000	288	0
Lrch2	288.000000	288	0
Ksr2	288.000000	288	0
Kcna2	288.000000	288	0
Htra3	288.000000	288	0
Hoxd11	288.000000	288	0
Bag3	288.000000	288	0
Armcx3	288.000000	288	0
Amd2	288.000000	288	0
Amd1	288.000000	288	0
Wnt2b	287.000000	287	0
Ntng2	287.000000	287	0
N4bp1	287.000000	287	0
Mcub	287.000000	287	0
L3mbtl2	287.000000	287	0
Kcnh1	287.000000	287	0
Dlg2	287.000000	287	0
Bcar1	287.000000	287	0
Vdr	286.000000	286	0
Shf	286.000000	286	0
Rwdd1	286.000000	286	0
Nfe2l2	286.000000	286	0
Mitf	286.000000	286	0
Larp1b	286.000000	286	0
Ebf3	286.000000	286	0
Cry2	286.000000	286	0
Camk2n2	286.000000	286	0
C1ql1	286.000000	286	0
Atp4a	286.000000	286	0
T	285.000000	285	0
Rarg	285.000000	285	0
Pdgfrl	285.000000	285	0
Hsdl1	285.000000	285	0
Dnaaf1	285.000000	285	0
Cdk18	285.000000	285	0
Capn2	285.000000	285	0
Bahcc1	285.000000	285	0
Atg14	285.000000	285	0
Tnfrsf13c	284.000000	284	0
Rap2b	284.000000	284	0
Nim1k	284.000000	284	0
Nefh	284.000000	284	0
Chst2	284.000000	284	0
Ap1b1	284.000000	284	0
Adam19	284.000000	284	0
Znhit6	283.000000	283	0
Zfp668	283.000000	283	0
Zfp646	283.000000	283	0
Tent5c	283.000000	283	0
Tbc1d4	283.000000	283	0
Limk2	283.000000	283	0
Isl2	283.000000	283	0
H4c1	283.000000	283	0
H3c1	283.000000	283	0
H1f1	283.000000	283	0
Terf1	282.000000	282	0
Sertad4	282.000000	282	0
Nfyb	282.000000	282	0
Icam5	282.000000	282	0
Fibp	282.000000	282	0
Exoc6b	282.000000	282	0
Ccdc85b	282.000000	282	0
Bptf	282.000000	282	0
Tacr1	281.000000	281	0
Ralyl	281.000000	281	0
Prox2	281.000000	281	0
Pard3b	281.000000	281	0
Mthfr	281.000000	281	0
Lyrm1	281.000000	281	0
Got1l1	281.000000	281	0
Fads3	281.000000	281	0
Etv2	281.000000	281	0
Dlst	281.000000	281	0
Dcun1d3	281.000000	281	0
Cyp26b1	281.000000	281	0
Cldn11	281.000000	281	0
Clcn6	281.000000	281	0
Cfl2	281.000000	281	0
Ccdc130	281.000000	281	0
Trip10	280.000000	280	0
Sox21	280.000000	280	0
Hnrnpd	280.000000	280	0
Gpr108	280.000000	280	0
Gdf10	280.000000	280	0
Arl4d	280.000000	280	0
Senp2	279.000000	279	0
Plekha1	279.000000	279	0
F3	279.000000	279	0
Dhdds	279.000000	279	0
Cyren	279.000000	279	0
Cdc5l	279.000000	279	0
Zfp697	278.000000	278	0
Zfhx3	278.000000	278	0
Vwa5b2	278.000000	278	0
Tmem232	278.000000	278	0
Syngr1	278.000000	278	0
Stk16	278.000000	278	0
Prpf18	278.000000	278	0
Nt5dc1	278.000000	278	0
Npdc1	278.000000	278	0
Nap1l5	278.000000	278	0
Mxra7	278.000000	278	0
Lrif1	278.000000	278	0
Kdm2a	278.000000	278	0
Glb1l	278.000000	278	0
Flrt3	278.000000	278	0
Fbxw4	278.000000	278	0
Arhgef40	278.000000	278	0
Ankle2	278.000000	278	0
Agbl5	278.000000	278	0
Abcg2	278.000000	278	0
Wdr86	277.000000	277	0
Vangl1	277.000000	277	0
Thrb	277.000000	277	0
Tcof1	277.000000	277	0
Fam78a	277.000000	277	0
Usp34	276.000000	276	0
Tspan15	276.000000	276	0
Slco5a1	276.000000	276	0
Rasal2	276.000000	276	0
Pus10	276.000000	276	0
Pemt	276.000000	276	0
Pdlim5	276.000000	276	0
Lpar6	276.000000	276	0
Egflam	276.000000	276	0
Csrnp1	276.000000	276	0
Tbc1d12	275.000000	275	0
Svip	275.000000	275	0
Sstr5	275.000000	275	0
Sema4c	275.000000	275	0
Resp18	275.000000	275	0
Lrrn4	275.000000	275	0
Ebf2	275.000000	275	0
Degs1	275.000000	275	0
Cplx2	275.000000	275	0
Cd302	275.000000	275	0
Zfp804b	274.000000	274	0
Tmem245	274.000000	274	0
Terb1	274.000000	274	0
Tapt1	274.000000	274	0
Nup205	274.000000	274	0
Neil1	274.000000	274	0
Gm3696	274.000000	274	0
Ghr	274.000000	274	0
Fgfr3	274.000000	274	0
Eif3c	274.000000	274	0
Arfgef3	274.000000	274	0
Socs5	273.000000	273	0
Sacs	273.000000	273	0
Mdm4	273.000000	273	0
Krt4	273.000000	273	0
Irf7	273.000000	273	0
Gm3448	273.000000	273	0
Gm3417	273.000000	273	0
Fxyd6	273.000000	273	0
Frrs1l	273.000000	273	0
Fnip1	273.000000	273	0
Cdpf1	273.000000	273	0
BC024063	273.000000	273	0
Ace	273.000000	273	0
9030025P20Rik	273.000000	273	0
Vtn	272.000000	272	0
Tspoap1	272.000000	272	0
Sarm1	272.000000	272	0
Safb2	272.000000	272	0
Safb	272.000000	272	0
Rrp15	272.000000	272	0
Rgs12	272.000000	272	0
Orai3	272.000000	272	0
Mical3	272.000000	272	0
Man2a2	272.000000	272	0
Adcy6	272.000000	272	0
Ubr1	271.000000	271	0
Sema3f	271.000000	271	0
Rbp4	271.000000	271	0
Prdm5	271.000000	271	0
Pde3a	271.000000	271	0
Mboat1	271.000000	271	0
Macf1	271.000000	271	0
Kbtbd7	271.000000	271	0
H1f0	271.000000	271	0
Gcat	271.000000	271	0
Frrs1	271.000000	271	0
Fam20a	271.000000	271	0
Trim24	270.000000	270	0
Tmx3	270.000000	270	0
Tgfbr3	270.000000	270	0
St8sia5	270.000000	270	0
Slc30a5	270.000000	270	0
Rnf165	270.000000	270	0
Rerg	270.000000	270	0
Marchf4	270.000000	270	0
Luc7l	270.000000	270	0
Lrrc8a	270.000000	270	0
Kcnk1	270.000000	270	0
Dop1b	270.000000	270	0
D5Ertd579e	270.000000	270	0
Appl2	270.000000	270	0
Usp44	269.000000	269	0
Tmem42	269.000000	269	0
Serpini1	269.000000	269	0
Sem1	269.000000	269	0
Rnf138rt1	269.000000	269	0
Pyy	269.000000	269	0
Pdcd10	269.000000	269	0
Mamld1	269.000000	269	0
Lpin2	269.000000	269	0
Eva1a	269.000000	269	0
Dll4	269.000000	269	0
Cxcl3	269.000000	269	0
Cxcl15	269.000000	269	0
Zfp354a	268.000000	268	0
Yae1d1	268.000000	268	0
Ugt1a7c	268.000000	268	0
Ubtd1	268.000000	268	0
Ubiad1	268.000000	268	0
Tgfa	268.000000	268	0
Spag16	268.000000	268	0
Snrk	268.000000	268	0
Shisal1	268.000000	268	0
Sfxn3	268.000000	268	0
Sfrp4	268.000000	268	0
Ptgfr	268.000000	268	0
Plekhg1	268.000000	268	0
Plcd3	268.000000	268	0
Pdzd7	268.000000	268	0
Mtor	268.000000	268	0
Mms19	268.000000	268	0
Map2	268.000000	268	0
Larp6	268.000000	268	0
Kif2a	268.000000	268	0
Kbtbd3	268.000000	268	0
Irs2	268.000000	268	0
Ifnlr1	268.000000	268	0
Evx2	268.000000	268	0
Epdr1	268.000000	268	0
Dnmbp	268.000000	268	0
Cpz	268.000000	268	0
Cox7a2l	268.000000	268	0
Ccsap	268.000000	268	0
Aff2	268.000000	268	0
Acbd4	268.000000	268	0
Aasdhppt	268.000000	268	0
9530068E07Rik	268.000000	268	0
5730507C01Rik	268.000000	268	0
Tpst1	267.000000	267	0
Tmem115	267.000000	267	0
Stx16	267.000000	267	0
Sprn	267.000000	267	0
Slfn5	267.000000	267	0
Sash1	267.000000	267	0
Pold2	267.000000	267	0
Plekho2	267.000000	267	0
Paqr8	267.000000	267	0
Ly6h	267.000000	267	0
Lrr1	267.000000	267	0
Hcar1	267.000000	267	0
Gp1bb	267.000000	267	0
Fgfr4	267.000000	267	0
Tuft1	266.000000	266	0
Tsn	266.000000	266	0
Nudt11	266.000000	266	0
Ndufa5	266.000000	266	0
Met	266.000000	266	0
Marcksl1	266.000000	266	0
Lin28a	266.000000	266	0
Foxd3	266.000000	266	0
Eif2b3	266.000000	266	0
Drd2	266.000000	266	0
Cr1l	266.000000	266	0
Asb15	266.000000	266	0
Arhgef25	266.000000	266	0
Syt12	265.000000	265	0
Stum	265.000000	265	0
Nid1	265.000000	265	0
Mfsd4b4	265.000000	265	0
Gdpgp1	265.000000	265	0
Fosl2	265.000000	265	0
Epha4	265.000000	265	0
Epb41l2	265.000000	265	0
Cib1	265.000000	265	0
Trf	264.000000	264	0
Syde1	264.000000	264	0
Supt20	264.000000	264	0
Rab11fip4	264.000000	264	0
Marveld1	264.000000	264	0
Lrp3	264.000000	264	0
Klhl22	264.000000	264	0
Tdh	263.000000	263	0
Tcp11	263.000000	263	0
Sftpc	263.000000	263	0
Rev3l	263.000000	263	0
Nkd1	263.000000	263	0
Kpna1	263.000000	263	0
Hs3st5	263.000000	263	0
Hoxa11	263.000000	263	0
Gsg1	263.000000	263	0
Dctn1	263.000000	263	0
Corin	263.000000	263	0
Cluh	263.000000	263	0
Clcn4	263.000000	263	0
Bmp1	263.000000	263	0
Ttll1	262.000000	262	0
Tmem184b	262.000000	262	0
Stau2	262.000000	262	0
Sft2d3	262.000000	262	0
Pak2	262.000000	262	0
Myh11	262.000000	262	0
Mxi1	262.000000	262	0
Lfng	262.000000	262	0
Habp4	262.000000	262	0
Grb14	262.000000	262	0
Cops9	262.000000	262	0
Trip4	261.000000	261	0
Trio	261.000000	261	0
Spout1	261.000000	261	0
Smox	261.000000	261	0
Scaf1	261.000000	261	0
Rwdd3	261.000000	261	0
Rras	261.000000	261	0
Pced1b	261.000000	261	0
Fbxl18	261.000000	261	0
Dll3	261.000000	261	0
Ccdc177	261.000000	261	0
Amigo2	261.000000	261	0
Psmg2	260.000000	260	0
Prr5	260.000000	260	0
Mettl18	260.000000	260	0
Jrk	260.000000	260	0
Ino80	260.000000	260	0
Evl	260.000000	260	0
Epor	260.000000	260	0
Ebf1	260.000000	260	0
Cep76	260.000000	260	0
BC055324	260.000000	260	0
Xrn1	259.000000	259	0
Sod2	259.000000	259	0
Seh1l	259.000000	259	0
Scin	259.000000	259	0
Psmd1	259.000000	259	0
Pcsk1n	259.000000	259	0
Neto2	259.000000	259	0
Fzd6	259.000000	259	0
Cdk10	259.000000	259	0
Usp6nl	258.000000	258	0
Usp18	258.000000	258	0
Scg3	258.000000	258	0
Pop5	258.000000	258	0
Plcb4	258.000000	258	0
Lsm6	258.000000	258	0
Dapk2	258.000000	258	0
Asb4	258.000000	258	0
Aplp1	258.000000	258	0
Angptl4	258.000000	258	0
Acan	258.000000	258	0
Aard	258.000000	258	0
Vrk1	257.000000	257	0
Tsc22d2	257.000000	257	0
Slc25a12	257.000000	257	0
Rorb	257.000000	257	0
Pim1	257.000000	257	0
Nppc	257.000000	257	0
Nkx3-2	257.000000	257	0
Naa25	257.000000	257	0
Myl7	257.000000	257	0
Mphosph6	257.000000	257	0
Ift46	257.000000	257	0
Col14a1	257.000000	257	0
Cebpzos	257.000000	257	0
Cabp7	257.000000	257	0
Atp1a1	257.000000	257	0
Arcn1	257.000000	257	0
Acot12	257.000000	257	0
Abcc8	257.000000	257	0
Trmt10c	256.000000	256	0
Thy1	256.000000	256	0
Taf2	256.000000	256	0
Spx	256.000000	256	0
Scml4	256.000000	256	0
Riiad1	256.000000	256	0
Herpud2	256.000000	256	0
Dsg2	256.000000	256	0
Dars2	256.000000	256	0
Dach1	256.000000	256	0
Daam1	256.000000	256	0
Cacng3	256.000000	256	0
Ago2	256.000000	256	0
Ube3c	255.000000	255	0
Tmem54	255.000000	255	0
Tfdp2	255.000000	255	0
Ssh2	255.000000	255	0
Smpd5	255.000000	255	0
Mis18bp1	255.000000	255	0
Lztr1	255.000000	255	0
Lima1	255.000000	255	0
Lbh	255.000000	255	0
