Target_genes	Nfe2|Average	SRX203211|Erythroblasts	SRX18530089|Erythroid_Cells	SRX18530090|Erythroid_Cells	SRX1629386|M1	SRX203207|Megakaryocytes	SRX203208|Megakaryocytes	SRX204382|Megakaryocytes	SRX2200549|Pro-B_cells	SRX298037|Ter119_Erythrocytes	STRING
Tmem42	24.111111	0	0	0	0	0	0	0	217	0	0
Surf4	24.111111	0	0	0	0	0	0	0	217	0	0
Stkld1	24.111111	0	0	0	0	0	0	0	217	0	0
Rc3h1	24.111111	75	0	0	0	0	0	0	0	142	0
Psap	24.111111	0	0	0	0	0	0	0	0	217	0
Nt5c3b	24.111111	0	0	0	0	0	0	217	0	0	0
Klhl10	24.111111	0	0	0	0	0	0	217	0	0	0
Casp4	24.111111	0	0	0	0	0	0	0	217	0	0
Sstr2	24.000000	0	0	0	0	0	0	0	216	0	0
Slc16a5	24.000000	0	0	0	0	0	0	0	216	0	0
Pigbos1	24.000000	0	0	0	0	0	0	0	216	0	0
Pigb	24.000000	0	0	0	0	0	0	0	216	0	0
Kbtbd3	24.000000	0	0	0	0	0	0	0	216	0	0
Gaa	24.000000	0	0	0	0	0	0	0	216	0	0
Crls1	24.000000	0	0	0	0	0	0	0	216	0	0
Cited2	24.000000	0	0	0	0	0	0	0	216	0	0
Brip1	24.000000	0	0	0	0	0	0	0	216	0	0
Aifm3	24.000000	0	0	0	0	0	0	0	216	0	0
Aasdhppt	24.000000	0	0	0	0	0	0	0	216	0	0
Tent5c	23.888889	0	0	0	0	215	0	0	0	0	0
Rps5	23.888889	0	0	0	0	0	0	0	215	0	0
Parp1	23.888889	0	0	0	0	0	0	0	215	0	0
Nsmaf	23.888889	0	0	0	0	0	0	0	215	0	0
Lnpk	23.888889	0	0	0	0	0	0	0	0	215	0
Dock9	23.888889	0	0	0	0	0	0	0	215	0	0
Arid1b	23.888889	0	0	0	0	0	0	0	215	0	0
Prpf4	23.777778	0	0	0	0	0	0	0	214	0	0
Jade2	23.777778	0	0	0	0	0	0	0	214	0	0
Derl1	23.777778	0	0	0	0	0	0	0	0	214	0
Cdc26	23.777778	0	0	0	0	0	0	0	214	0	0
Ubac1	23.666667	0	0	0	0	0	0	0	0	213	0
Rptor	23.666667	0	0	0	0	0	0	0	213	0	0
Rem2	23.666667	0	0	0	0	0	0	0	213	0	0
Rbm15b	23.666667	0	0	0	0	0	0	0	0	213	0
Manf	23.666667	0	0	0	0	0	0	0	0	213	0
Lck	23.666667	0	0	0	0	0	0	0	213	0	0
Irf2bp2	23.666667	0	0	75	0	0	0	0	138	0	0
Hs6st1	23.666667	0	0	0	0	0	0	0	213	0	0
Fam167b	23.666667	0	0	0	0	0	0	0	213	0	0
4931414P19Rik	23.666667	0	0	0	0	0	0	0	213	0	0
Zfpm1	23.555556	0	0	0	0	0	0	0	0	212	0
Tmsb4x	23.555556	0	0	0	0	0	0	0	212	0	0
Gm45337	23.555556	0	0	0	0	0	0	0	212	0	0
Zswim7	23.444444	0	0	0	0	0	0	0	211	0	0
Ttc19	23.444444	0	0	0	0	0	0	0	211	0	0
Tal1	23.444444	0	0	0	0	0	0	0	0	211	0
Rab25	23.444444	0	0	0	0	0	0	0	211	0	0
Nme1	23.444444	0	0	0	0	0	0	0	211	0	0
Mkln1	23.444444	0	0	0	0	0	0	0	211	0	0
Kazald1	23.444444	0	0	97	0	0	0	0	114	0	0
Eml2	23.444444	0	0	0	0	0	0	0	211	0	0
Tram1	23.333333	0	0	0	0	0	0	0	210	0	0
Stat3	23.333333	0	0	0	0	0	0	0	210	0	0
Herc4	23.333333	0	0	0	0	0	0	0	210	0	0
Ctnnbip1	23.333333	0	0	0	0	0	0	0	210	0	0
Creb3l3	23.333333	0	0	0	0	0	0	0	210	0	0
Chordc1	23.333333	0	0	0	0	0	0	0	210	0	0
Bcl10	23.333333	0	0	0	0	0	0	0	210	0	0
Atp5g2	23.333333	0	0	0	0	0	0	0	210	0	0
Atp2b1	23.333333	0	0	0	0	0	0	0	210	0	0
Zfp113	23.222222	0	0	0	0	0	0	0	209	0	0
Txn2	23.222222	0	0	0	0	0	0	0	209	0	0
Tex14	23.222222	0	0	0	0	0	0	0	209	0	0
Sap30	23.222222	0	0	0	0	0	0	0	209	0	0
Pgam1	23.222222	0	0	0	0	0	209	0	0	0	0
Myl6b	23.222222	0	0	0	0	0	0	0	209	0	0
Mlst8	23.222222	0	0	0	0	0	0	0	209	0	0
Loxhd1	23.222222	0	0	0	0	0	0	0	209	0	0
Gm14595	23.222222	0	0	0	0	0	0	0	209	0	0
Gm14590	23.222222	0	0	0	0	0	0	0	209	0	0
Ccr5	23.222222	0	0	0	0	0	0	0	209	0	0
Bricd5	23.222222	0	0	0	0	0	0	0	209	0	0
Arl14epl	23.222222	0	0	0	0	0	0	0	209	0	0
Zfp575	23.111111	0	0	0	0	0	0	0	208	0	0
Srpk2	23.111111	0	0	0	0	0	0	0	208	0	0
Rpl19	23.111111	0	0	0	0	0	0	0	0	208	0
Paqr4	23.111111	0	0	0	0	0	0	0	208	0	0
Grifin	23.111111	0	0	0	0	0	0	0	208	0	0
Fpgs	23.111111	0	0	0	0	0	0	0	208	0	0
Fam214b	23.111111	0	0	0	0	0	0	0	0	208	0
Ethe1	23.111111	0	0	0	0	0	0	0	208	0	0
Ccdc17	23.111111	0	0	0	0	0	0	0	208	0	0
Cacnb1	23.111111	0	0	0	0	0	0	0	0	208	0
C1qb	23.111111	0	0	0	0	0	0	0	208	0	0
Zfp367	23.000000	0	0	0	0	0	0	0	207	0	0
Topaz1	23.000000	0	0	0	0	0	0	0	207	0	0
Tars2	23.000000	0	0	0	0	0	207	0	0	0	0
Ran	23.000000	0	0	84	0	0	0	0	123	0	0
Pradc1	23.000000	87	0	0	0	0	0	0	0	120	0
Nol3	23.000000	0	0	0	0	0	0	0	207	0	0
Nlrp1b	23.000000	0	0	0	0	0	0	0	207	0	0
Mfsd8	23.000000	0	0	0	0	0	0	0	207	0	0
Hrh2	23.000000	0	0	0	0	0	0	207	0	0	0
Hes7	23.000000	0	0	0	0	0	0	0	207	0	0
Gan	23.000000	0	0	0	0	0	0	0	207	0	0
Corin	23.000000	0	0	0	0	0	0	0	207	0	0
Cggbp1	23.000000	0	0	0	0	0	0	0	207	0	0
Cct7	23.000000	87	0	0	0	0	0	0	0	120	0
Abhd17b	23.000000	0	0	0	0	0	0	0	0	207	0
Ypel2	22.888889	0	0	0	0	0	0	0	206	0	0
Top2b	22.888889	0	0	0	0	0	0	0	206	0	0
Tmem258	22.888889	0	0	0	0	0	0	0	0	206	0
Slc7a7	22.888889	0	0	0	0	0	0	0	206	0	0
Sema5b	22.888889	0	0	0	0	0	0	0	206	0	0
Lhx5	22.888889	0	0	0	0	0	0	0	206	0	0
Fen1	22.888889	0	0	0	0	0	0	0	0	206	0
Dsn1	22.888889	0	0	0	0	0	0	0	206	0	0
Cxxc5	22.888889	0	0	0	0	0	0	0	206	0	0
Crxos	22.888889	0	0	0	0	0	0	206	0	0	0
Cdpf1	22.888889	0	0	0	0	0	0	0	206	0	0
Wdr45b	22.777778	0	0	0	0	0	0	205	0	0	0
Vac14	22.777778	0	0	0	0	0	0	0	0	205	0
Utp25	22.777778	205	0	0	0	0	0	0	0	0	0
Rbm5	22.777778	0	81	124	0	0	0	0	0	0	0
Olfr229	22.777778	0	0	0	0	0	205	0	0	0	0
Arhgap22	22.777778	0	0	0	0	0	0	0	205	0	0
Mrpl55	22.666667	0	0	0	0	0	0	0	204	0	0
Gpr137b	22.666667	0	0	0	0	0	0	0	204	0	0
2310033P09Rik	22.666667	0	0	0	0	0	0	0	204	0	0
Zfp148	22.555556	0	0	0	0	0	0	0	203	0	0
Uhrf1bp1l	22.555556	0	0	203	0	0	0	0	0	0	0
Sv2b	22.555556	0	0	0	0	0	0	0	203	0	0
Slc25a45	22.555556	0	0	0	0	0	0	0	203	0	0
Slc25a38	22.555556	0	0	0	0	0	0	0	203	0	0
Lfng	22.555556	0	0	0	0	0	0	0	203	0	0
Frmd8	22.555556	0	0	0	0	0	0	0	203	0	0
D030056L22Rik	22.555556	0	0	0	0	0	0	0	203	0	0
Yju2	22.444444	0	0	0	0	0	0	0	202	0	0
Tspan14	22.444444	0	0	0	0	0	0	0	202	0	0
Tmed1	22.444444	0	0	0	0	0	0	0	202	0	0
Slc16a13	22.444444	0	0	0	0	0	0	0	202	0	0
Rps19	22.444444	0	0	0	0	0	0	0	202	0	0
Pdss2	22.444444	0	0	0	0	0	0	0	202	0	0
Gpx6	22.444444	0	0	0	0	0	0	0	202	0	0
Bcl6b	22.444444	0	0	0	0	0	0	0	202	0	0
Adcy4	22.444444	0	0	0	0	0	0	0	202	0	0
Zfp438	22.333333	0	0	0	0	0	0	0	201	0	0
Tpp1	22.333333	0	0	0	0	0	0	0	0	201	0
Gpn3	22.333333	0	0	0	0	0	0	0	201	0	0
Gm13279	22.333333	0	0	0	0	0	0	0	201	0	0
Gm13278	22.333333	0	0	0	0	0	0	0	201	0	0
Gm13275	22.333333	0	0	0	0	0	0	0	201	0	0
Fam216a	22.333333	0	0	0	0	0	0	0	201	0	0
Atp6ap1	22.333333	0	0	0	0	0	0	0	201	0	0
Ppp1r3d	22.222222	0	0	0	0	0	0	0	200	0	0
Pls1	22.222222	0	0	0	0	0	0	0	200	0	0
Pate10	22.222222	0	0	0	0	0	0	0	200	0	0
Olfr1084	22.222222	0	0	0	0	0	0	0	200	0	0
Mettl6	22.222222	0	0	85	0	0	0	0	0	115	0
Fam217b	22.222222	0	0	0	0	0	0	0	200	0	0
Eaf1	22.222222	0	0	85	0	0	0	0	0	115	0
Cfap126	22.222222	0	0	0	0	0	0	200	0	0	0
Ccdc174	22.222222	0	0	0	0	0	0	0	200	0	0
Cabp1	22.222222	0	0	0	0	0	0	0	200	0	0
Alox5ap	22.222222	0	0	0	0	0	200	0	0	0	0
Zfp458	22.111111	0	0	0	0	0	0	0	199	0	0
Togaram1	22.111111	0	0	0	0	0	0	0	0	199	0
Tmem88	22.111111	0	0	0	0	0	0	0	199	0	0
Ssty2	22.111111	0	0	0	0	0	0	0	0	199	0
Naa38	22.111111	0	0	0	0	0	0	0	199	0	0
Lhx9	22.111111	0	0	0	0	0	0	0	199	0	0
Klhl28	22.111111	0	0	0	0	0	0	0	0	199	0
Ifnz	22.111111	0	0	0	0	0	0	0	199	0	0
H3c4	22.111111	0	79	120	0	0	0	0	0	0	0
H2bc8	22.111111	0	79	120	0	0	0	0	0	0	0
H2bc7	22.111111	0	79	120	0	0	0	0	0	0	0
H2ac8	22.111111	0	79	120	0	0	0	0	0	0	0
H2ac7	22.111111	0	79	120	0	0	0	0	0	0	0
Gm21242	22.111111	0	0	0	0	0	0	0	0	199	0
Gm13277	22.111111	0	0	0	0	0	0	0	199	0	0
Gm13276	22.111111	0	0	0	0	0	0	0	199	0	0
Fbxw7	22.111111	0	0	0	0	0	0	0	0	199	0
Depdc1a	22.111111	0	0	0	0	0	0	0	0	199	0
Cyb5d1	22.111111	0	0	0	0	0	0	0	199	0	0
Foxd3	22.000000	0	0	0	0	0	0	0	198	0	0
Dhdds	22.000000	0	0	0	0	0	0	0	0	198	0
Atat1	22.000000	0	0	0	0	0	0	0	198	0	0
Zfp971	21.888889	0	0	0	0	0	0	0	197	0	0
Ubl3	21.888889	0	0	0	0	0	0	0	197	0	0
Tmc1	21.888889	0	0	0	0	0	0	0	197	0	0
Snx32	21.888889	0	0	0	0	0	0	0	197	0	0
Isy1	21.888889	0	0	0	0	0	0	0	197	0	0
Cetn3	21.888889	0	0	0	0	0	0	0	197	0	0
Zfp513	21.777778	0	0	0	0	0	0	0	196	0	0
Tbp	21.777778	0	0	0	0	0	0	0	196	0	0
Selenok	21.777778	0	0	0	0	0	0	0	196	0	0
Rpl23a	21.777778	196	0	0	0	0	0	0	0	0	0
Rbms1	21.777778	0	0	0	0	0	0	0	196	0	0
Rbm38	21.777778	0	0	0	0	0	0	0	196	0	0
Rab34	21.777778	196	0	0	0	0	0	0	0	0	0
Psmb1	21.777778	0	0	0	0	0	0	0	196	0	0
Igf2r	21.777778	0	0	0	0	0	0	0	0	196	0
Dpf1	21.777778	0	0	0	0	0	0	0	196	0	0
Papln	21.666667	0	0	0	0	0	0	0	195	0	0
Gbe1	21.666667	0	0	0	0	0	195	0	0	0	0
Fbxl16	21.666667	0	0	0	0	0	0	0	195	0	0
Uros	21.555556	0	0	0	0	0	0	0	0	194	0
Tcp11l2	21.555556	0	88	106	0	0	0	0	0	0	0
Sytl3	21.555556	0	0	0	0	0	0	0	194	0	0
Pakap	21.555556	0	0	0	0	0	0	194	0	0	0
Lgals9	21.555556	0	0	0	0	0	0	0	194	0	0
Letm2	21.555556	0	0	0	0	0	0	194	0	0	0
Dnase1l2	21.555556	0	0	0	0	0	0	0	194	0	0
Clic5	21.555556	0	0	0	0	0	0	0	194	0	0
Celf2	21.555556	0	0	0	0	0	0	194	0	0	0
Cd80	21.555556	0	0	0	0	0	0	194	0	0	0
Cd180	21.555556	0	0	0	0	0	0	0	194	0	0
Bccip	21.555556	0	0	0	0	0	0	0	0	194	0
Arhgdia	21.555556	0	0	0	0	0	0	0	194	0	0
Aoc3	21.555556	0	0	0	0	0	0	0	194	0	0
Aoc2	21.555556	0	0	0	0	0	0	0	194	0	0
Akr1d1	21.555556	0	0	0	0	0	0	194	0	0	0
Tcirg1	21.444444	0	0	0	0	0	0	0	193	0	0
Stx16	21.444444	0	0	0	0	0	0	0	193	0	0
Sirpa	21.444444	0	0	0	0	0	0	0	193	0	0
Sacs	21.444444	0	0	0	0	0	0	0	193	0	0
Rasgef1b	21.444444	0	0	0	0	0	0	0	193	0	0
Nab2	21.444444	0	0	0	0	0	0	0	193	0	0
LOC115486427	21.444444	0	0	0	0	0	0	0	193	0	0
Gm13272	21.444444	0	0	0	0	0	0	0	193	0	0
Cs	21.444444	0	0	0	0	0	0	0	193	0	0
Ace	21.444444	0	0	0	0	0	0	0	0	193	0
A130010J15Rik	21.444444	0	0	0	0	0	0	0	193	0	0
Tmem19	21.333333	0	0	0	0	0	0	0	0	192	0
Ppp1r16b	21.333333	0	0	0	0	0	0	0	192	0	0
Numb	21.333333	0	0	0	0	0	192	0	0	0	0
Sart3	21.222222	0	0	0	0	0	0	0	191	0	0
Polr2j	21.222222	0	0	0	0	0	0	191	0	0	0
Orc5	21.222222	0	0	191	0	0	0	0	0	0	0
Iscu	21.222222	0	0	0	0	0	0	0	191	0	0
H4c11	21.222222	0	0	0	0	0	0	0	191	0	0
Fmc1	21.222222	0	0	0	0	0	0	0	191	0	0
DXBay18	21.222222	0	0	0	0	0	0	0	191	0	0
Coro1c	21.222222	0	0	0	72	0	0	0	119	0	0
Ccl12	21.222222	0	0	0	0	0	0	0	191	0	0
Ccdc9b	21.222222	0	0	0	0	0	0	0	191	0	0
Acvr1c	21.222222	0	0	0	0	0	0	0	191	0	0
Trmt1l	21.111111	0	0	0	0	0	0	0	190	0	0
Swt1	21.111111	0	0	0	0	0	0	0	190	0	0
Rnasek	21.111111	0	0	0	0	0	0	0	0	190	0
Prpf18	21.111111	0	0	0	0	0	0	0	86	104	0
Poc1a	21.111111	0	0	0	0	0	0	0	190	0	0
Msn	21.111111	0	0	0	0	0	0	0	190	0	0
Hectd2	21.111111	0	0	0	0	0	0	0	190	0	0
Elf4	21.111111	0	0	0	0	0	0	0	190	0	0
Clcn4	21.111111	0	0	0	0	0	0	0	0	190	0
Cd7	21.111111	0	0	0	0	0	0	0	190	0	0
0610010K14Rik	21.111111	0	0	0	0	0	0	0	0	190	0
Sec22a	21.000000	0	0	0	0	0	0	0	189	0	0
Sac3d1	21.000000	0	0	0	0	0	0	0	189	0	0
Mrpl36	21.000000	0	0	0	0	0	0	0	0	189	0
Mlh1	21.000000	0	0	0	0	0	0	0	189	0	0
Mis18bp1	21.000000	0	0	0	0	0	0	0	189	0	0
Mief2	21.000000	0	0	0	0	0	0	0	0	189	0
Madd	21.000000	0	0	0	0	0	0	0	189	0	0
Hspa12b	21.000000	0	0	0	0	0	0	0	189	0	0
Flii	21.000000	0	0	0	0	0	0	0	0	189	0
Epm2aip1	21.000000	0	0	0	0	0	0	0	189	0	0
Dvl3	21.000000	0	0	0	0	0	0	0	189	0	0
Bcas2	21.000000	0	0	0	0	0	0	0	0	189	0
Tbccd1	20.888889	0	0	0	0	0	0	0	0	188	0
Stub1	20.888889	0	0	0	0	0	0	0	188	0	0
S100a5	20.888889	0	0	0	0	0	0	0	188	0	0
S100a4	20.888889	0	0	0	0	0	0	0	188	0	0
Rps6ka1	20.888889	0	0	0	0	0	0	0	0	188	0
Rhbdl1	20.888889	0	0	0	0	0	0	0	188	0	0
Mtr	20.888889	0	0	0	0	0	0	0	188	0	0
Ltf	20.888889	0	0	0	0	0	0	0	188	0	0
Lst1	20.888889	0	0	0	0	0	0	0	188	0	0
Jmjd8	20.888889	0	0	0	0	0	0	0	188	0	0
Gamt	20.888889	0	0	0	0	0	0	0	188	0	0
Evi2a	20.888889	0	0	0	0	0	0	0	188	0	0
Evi2	20.888889	0	0	0	0	0	0	0	188	0	0
Dym	20.888889	0	0	0	0	0	0	0	0	188	0
Dnajb11	20.888889	0	0	0	0	0	0	0	0	188	0
Dazap1	20.888889	0	0	0	0	0	0	0	188	0	0
Cdc25a	20.888889	0	0	0	0	0	0	0	188	0	0
Akap12	20.888889	0	0	0	0	0	0	0	188	0	0
Shmt2	20.777778	0	0	0	0	0	0	0	187	0	0
Pik3r6	20.777778	0	0	0	0	0	0	0	187	0	0
Parp2	20.777778	0	0	0	0	0	0	0	187	0	0
Npbwr1	20.777778	0	0	0	0	0	0	0	0	187	0
Kifc1	20.777778	0	0	0	0	0	0	0	187	0	0
Esr2	20.777778	0	0	0	0	0	0	0	0	187	0
Akr1b3	20.777778	0	0	0	0	0	0	0	187	0	0
Xpo4	20.666667	0	0	0	0	0	0	186	0	0	0
Prim2	20.666667	0	105	81	0	0	0	0	0	0	0
Llph	20.666667	0	0	0	0	0	0	0	186	0	0
Khdc4	20.666667	0	0	0	0	0	0	0	186	0	0
Ddi2	20.666667	0	0	0	0	0	0	186	0	0	0
C4a	20.666667	0	0	0	0	0	0	0	186	0	0
C2cd5	20.666667	0	0	0	0	0	0	0	186	0	0
Ttc39a	20.555556	0	0	0	0	0	0	0	185	0	0
Tkfc	20.555556	0	0	0	0	0	0	0	185	0	0
Rbm47	20.555556	0	0	0	0	0	0	0	185	0	0
Pik3c2b	20.555556	0	0	0	0	0	0	0	185	0	0
Nat10	20.555556	0	0	0	0	0	0	0	185	0	0
Mrgbp	20.555556	0	0	0	0	0	0	0	185	0	0
Mknk1	20.555556	0	0	0	0	0	0	0	0	185	0
Islr	20.555556	0	0	0	0	0	0	0	185	0	0
Gnai2	20.555556	0	0	0	0	0	0	0	185	0	0
Gm960	20.555556	0	0	0	0	0	0	0	185	0	0
Ggt5	20.555556	0	0	0	0	0	0	0	185	0	0
Gfpt1	20.555556	0	0	0	0	0	0	0	185	0	0
Cdh13	20.555556	0	0	0	0	0	0	0	185	0	0
Wtap	20.444444	0	0	0	0	0	0	0	184	0	0
Osgin1	20.444444	0	0	0	0	0	0	0	184	0	0
Mapk1	20.444444	0	100	84	0	0	0	0	0	0	0
Ifi47	20.444444	0	0	0	0	0	0	0	184	0	0
Zfp830	20.333333	0	0	0	0	0	0	0	183	0	0
Zfp444	20.333333	0	0	0	0	0	0	0	183	0	0
Ugt1a9	20.333333	0	0	0	0	0	183	0	0	0	0
Sdr16c6	20.333333	0	0	0	0	0	183	0	0	0	0
Rnf26	20.333333	0	0	0	0	0	0	0	183	0	0
Nuak2	20.333333	0	0	0	0	0	0	0	183	0	0
Inpp5f	20.333333	0	0	0	0	0	0	0	183	0	0
Gna12	20.333333	0	0	0	0	0	0	0	183	0	0
Ephb6	20.333333	0	0	0	0	0	0	0	183	0	0
Cct6b	20.333333	0	0	0	0	0	0	0	183	0	0
Adck5	20.333333	0	0	0	0	0	0	0	183	0	0
Aar2	20.333333	0	0	0	0	0	0	0	183	0	0
5031439G07Rik	20.333333	0	0	0	0	0	0	0	183	0	0
Zc3h13	20.222222	0	0	0	0	0	0	0	182	0	0
U2af2	20.222222	0	0	0	0	0	0	0	182	0	0
Slc44a5	20.222222	0	0	0	0	0	0	0	182	0	0
Slc35f5	20.222222	0	0	0	0	0	0	0	182	0	0
Skap1	20.222222	0	0	0	0	0	0	0	182	0	0
Sh3kbp1	20.222222	0	0	0	0	0	0	0	182	0	0
Rpl23	20.222222	0	0	0	0	0	0	0	0	182	0
Rbm27	20.222222	0	0	0	0	0	0	0	182	0	0
P4hb	20.222222	0	0	0	0	0	0	0	182	0	0
Olfr654	20.222222	0	0	0	0	0	0	0	182	0	0
Lrrc20	20.222222	0	0	0	0	0	0	0	182	0	0
Lpin1	20.222222	0	0	0	0	0	0	0	182	0	0
Lactb2	20.222222	0	0	0	0	0	0	0	0	182	0
Kdm5a	20.222222	0	0	0	0	0	0	0	182	0	0
Grid1	20.222222	0	0	0	0	0	0	0	182	0	0
Cts7	20.222222	0	0	0	0	0	0	0	182	0	0
Ccdc106	20.222222	0	0	0	0	0	0	0	182	0	0
Snrpa	20.111111	0	0	0	0	0	0	0	0	181	0
Smndc1	20.111111	0	0	0	0	0	0	0	0	181	0
Nek7	20.111111	0	0	0	0	0	0	0	181	0	0
Myd88	20.111111	0	0	0	0	0	0	0	181	0	0
Laptm4a	20.111111	0	0	0	0	0	0	0	0	181	0
Gosr2	20.111111	0	0	0	0	0	0	0	181	0	0
Exo5	20.111111	0	0	0	0	0	0	181	0	0	0
BC024978	20.111111	0	0	0	0	0	0	0	0	181	0
Acsl1	20.111111	0	0	0	0	0	0	0	181	0	0
Acaa1a	20.111111	0	0	0	0	0	0	0	181	0	0
Slc26a9	20.000000	0	0	0	0	0	180	0	0	0	0
Mki67	20.000000	0	0	0	0	0	0	0	180	0	0
Inka1	20.000000	0	0	0	0	0	180	0	0	0	0
H2bu2	20.000000	0	0	0	0	0	0	0	180	0	0
H2aw	20.000000	0	0	0	0	0	0	0	180	0	0
Cdhr4	20.000000	0	0	0	0	0	180	0	0	0	0
Abi1	20.000000	0	0	0	0	0	0	0	180	0	0
Zfp51	19.888889	0	0	0	0	0	0	0	179	0	0
Ybx1	19.888889	0	0	0	0	0	0	0	179	0	0
Tnk2	19.888889	0	0	0	0	0	0	0	0	179	0
Tdrd1	19.888889	0	0	0	0	0	0	0	179	0	0
Syne1	19.888889	0	0	0	0	0	0	0	179	0	0
Sugct	19.888889	0	0	0	0	0	0	0	179	0	0
Stag1	19.888889	0	0	0	0	0	0	0	179	0	0
Speg	19.888889	0	0	0	0	0	0	0	179	0	0
Nfkbid	19.888889	0	0	0	0	0	0	0	179	0	0
Mplkip	19.888889	0	0	0	0	0	0	0	179	0	0
Hcst	19.888889	0	0	0	0	0	0	0	179	0	0
H2bc21	19.888889	0	0	0	0	0	0	0	179	0	0
H2ac21	19.888889	0	0	0	0	0	0	0	179	0	0
H2ac20	19.888889	0	0	0	0	0	0	0	179	0	0
Wwp2	19.777778	0	0	0	0	0	0	0	0	178	0
Swi5	19.777778	0	0	0	0	0	0	178	0	0	0
Stard3nl	19.777778	0	0	0	0	0	0	0	178	0	0
Spns1	19.777778	0	0	0	0	0	0	0	178	0	0
Ppp1r11	19.777778	0	0	0	0	0	0	0	178	0	0
Plekha3	19.777778	0	0	0	0	0	0	0	178	0	0
Pacs1	19.777778	0	0	0	0	0	0	0	178	0	0
Lrrc36	19.777778	0	0	0	0	0	0	178	0	0	0
Kctd19	19.777778	0	0	0	0	0	0	178	0	0	0
Ifi35	19.777778	0	0	0	0	0	178	0	0	0	0
Id2	19.777778	0	0	0	0	0	0	0	178	0	0
Hspb1	19.777778	0	0	0	0	0	0	0	178	0	0
Golga2	19.777778	0	0	0	0	0	0	178	0	0	0
Fkbp7	19.777778	0	0	0	0	0	0	0	178	0	0
Eng	19.777778	0	0	0	0	0	0	0	178	0	0
Add3	19.777778	0	0	0	0	0	0	0	178	0	0
Tpm3	19.666667	0	0	0	0	0	0	0	177	0	0
Tlcd3b	19.666667	0	0	0	0	0	0	0	177	0	0
Sec31a	19.666667	0	0	0	0	0	177	0	0	0	0
Ppp6r2	19.666667	0	0	0	0	0	0	0	177	0	0
Pim1	19.666667	0	0	0	0	0	0	0	177	0	0
Pdcd4	19.666667	0	0	0	0	0	0	0	0	177	0
Invs	19.666667	0	0	0	0	0	0	0	177	0	0
Ifngr1	19.666667	0	0	0	0	0	0	0	177	0	0
Erp44	19.666667	0	0	0	0	0	0	0	177	0	0
Emp1	19.666667	0	0	0	0	0	0	0	177	0	0
Eif5a2	19.666667	0	0	0	0	0	0	0	0	177	0
Dusp1	19.666667	0	0	0	0	0	0	0	177	0	0
Dtd2	19.666667	0	0	0	0	0	0	0	177	0	0
Bnipl	19.666667	0	0	0	0	0	0	0	0	177	0
Vps37a	19.555556	0	0	0	0	0	0	0	176	0	0
Vgf	19.555556	0	0	0	0	0	0	0	176	0	0
Tro	19.555556	0	0	0	0	0	0	0	0	176	0
Tcea2	19.555556	0	0	0	0	0	0	0	176	0	0
Sys1	19.555556	0	0	0	0	0	0	0	176	0	0
Slc25a23	19.555556	0	0	0	0	0	0	0	176	0	0
Scpep1	19.555556	0	0	0	0	0	0	0	176	0	0
Nbeal2	19.555556	0	0	0	0	0	0	0	176	0	0
Mrpl17	19.555556	0	0	0	0	0	0	0	176	0	0
Majin	19.555556	0	0	0	0	0	0	176	0	0	0
Itpkc	19.555556	0	0	0	0	0	0	0	176	0	0
H3c8	19.555556	0	0	0	0	0	0	0	176	0	0
H2ac10	19.555556	0	0	0	0	0	0	0	176	0	0
Gm21704	19.555556	0	0	0	0	0	0	0	0	176	0
Gm21693	19.555556	0	0	0	0	0	0	0	0	176	0
Gm21677	19.555556	0	0	0	0	0	0	0	0	176	0
Flvcr1	19.555556	0	0	0	0	0	0	0	176	0	0
Dpep2	19.555556	0	0	0	0	0	0	176	0	0	0
Crb3	19.555556	0	0	0	0	0	0	0	176	0	0
Coq8b	19.555556	0	0	0	0	0	0	0	176	0	0
Cnot7	19.555556	0	0	0	0	0	0	0	176	0	0
Ccdc12	19.555556	0	0	0	0	0	0	0	176	0	0
Zfp69	19.444444	0	0	0	0	0	0	0	175	0	0
Slc37a2	19.444444	0	0	0	0	0	0	0	175	0	0
Mt2	19.444444	175	0	0	0	0	0	0	0	0	0
Msantd4	19.444444	0	0	0	0	0	0	0	0	175	0
Limk1	19.444444	0	0	0	0	0	0	0	175	0	0
Haus7	19.444444	0	0	0	0	0	0	0	175	0	0
Bcl9l	19.444444	0	0	0	0	0	0	0	175	0	0
Bcl2	19.444444	0	0	0	0	0	0	0	175	0	0
Baz1b	19.444444	0	0	0	0	0	0	0	175	0	0
Aff4	19.444444	0	0	0	0	0	0	0	175	0	0
Ttc1	19.333333	0	0	0	0	0	0	0	174	0	0
Slx4	19.333333	0	0	0	0	0	0	0	174	0	0
Slc26a6	19.333333	0	0	0	0	0	0	0	174	0	0
Rad21l	19.333333	0	0	0	0	0	0	0	174	0	0
Olfr1389	19.333333	0	0	0	0	0	0	174	0	0	0
Kpna3	19.333333	0	0	0	0	0	0	174	0	0	0
Hcn3	19.333333	0	0	0	0	0	0	0	174	0	0
Gpsm1	19.333333	0	0	0	0	0	0	0	174	0	0
Cfap43	19.333333	0	0	0	0	0	0	0	174	0	0
Atp6v1c1	19.333333	0	0	0	0	0	0	0	0	174	0
Amph	19.333333	0	0	0	0	0	0	0	174	0	0
Zfp719	19.222222	0	0	0	0	0	0	0	173	0	0
Ttbk2	19.222222	0	0	0	0	0	0	0	173	0	0
Phyh	19.222222	0	0	0	0	0	0	0	173	0	0
