Target_genes	Prdm1|Average	SRX316287|CD8+_T_cells	SRX1131938|Plasmablasts	SRX1131939|Plasmablasts	SRX885786|Small_intestine	SRX885787|Small_intestine	SRX1465782|Th17_Cells	SRX1465783|Treg	STRING
Neil3	19.714286	0	0	0	138	0	0	0	0
Foxf2	19.714286	0	0	0	138	0	0	0	0
Coq8a	19.714286	0	0	138	0	0	0	0	0
C130074G19Rik	19.714286	0	0	0	0	138	0	0	0
Zfp446	19.571429	0	137	0	0	0	0	0	0
Zfp300	19.571429	0	137	0	0	0	0	0	0
Xrcc1	19.571429	0	0	0	0	0	137	0	0
Trim50	19.571429	0	0	0	0	0	0	137	0
Rmnd5b	19.571429	0	137	0	0	0	0	0	0
Rb1	19.571429	0	137	0	0	0	0	0	0
Pinlyp	19.571429	0	0	0	0	0	137	0	0
Olfr902	19.571429	0	0	0	0	0	137	0	0
Isl2	19.571429	0	137	0	0	0	0	0	0
Gm4925	19.571429	0	137	0	0	0	0	0	0
Fggy	19.571429	0	137	0	0	0	0	0	0
Ctf1	19.571429	0	137	0	0	0	0	0	0
Bcl7c	19.571429	0	137	0	0	0	0	0	0
Aste1	19.571429	0	137	0	0	0	0	0	0
Arl1	19.571429	0	137	0	0	0	0	0	0
4930568D16Rik	19.571429	0	137	0	0	0	0	0	0
Vgll4	19.428571	0	136	0	0	0	0	0	0
Ube2h	19.428571	0	136	0	0	0	0	0	0
Tmem219	19.428571	0	0	0	136	0	0	0	0
Olfr332	19.428571	0	0	0	136	0	0	0	0
Oaz1	19.428571	0	136	0	0	0	0	0	0
Nup153	19.428571	0	0	136	0	0	0	0	0
Mtrf1l	19.428571	0	136	0	0	0	0	0	0
Herc6	19.428571	0	136	0	0	0	0	0	0
Gmcl1	19.428571	0	0	136	0	0	0	0	0
Eno2	19.428571	0	0	0	136	0	0	0	0
Dhrs3	19.428571	0	136	0	0	0	0	0	0
Boc	19.428571	0	0	0	136	0	0	0	0
Tpr	19.285714	0	0	135	0	0	0	0	0
Tmem163	19.285714	0	135	0	0	0	0	0	0
Tmem106b	19.285714	0	135	0	0	0	0	0	0
Sun1	19.285714	0	135	0	0	0	0	0	0
Runx3	19.285714	0	135	0	0	0	0	0	0
Rab12	19.285714	0	135	0	0	0	0	0	0
Odr4	19.285714	0	0	135	0	0	0	0	0
Tubd1	19.142857	0	0	134	0	0	0	0	0
Sdf2l1	19.142857	0	0	0	134	0	0	0	0
Rps6kb1	19.142857	0	0	134	0	0	0	0	0
Cd52	19.142857	0	134	0	0	0	0	0	0
Cct8	19.142857	0	0	0	0	134	0	0	0
Tubb6	19.000000	0	133	0	0	0	0	0	0
Tmsb10	19.000000	0	133	0	0	0	0	0	0
Slfn8	19.000000	0	133	0	0	0	0	0	0
2610318N02Rik	19.000000	0	133	0	0	0	0	0	0
Zscan20	18.857143	0	0	0	132	0	0	0	0
Zdhhc17	18.857143	0	0	0	0	132	0	0	0
Ubr7	18.857143	0	132	0	0	0	0	0	0
Trmt9b	18.857143	0	0	0	0	132	0	0	0
Smarcc1	18.857143	0	0	0	0	132	0	0	0
Rps3	18.857143	0	0	132	0	0	0	0	0
Rpl21	18.857143	0	0	0	0	132	0	0	0
Psmd4	18.857143	0	0	0	0	132	0	0	0
Nt5c3b	18.857143	0	0	0	0	132	0	0	0
Klhl10	18.857143	0	0	0	0	132	0	0	0
Itgal	18.857143	0	132	0	0	0	0	0	0
Gon7	18.857143	0	132	0	0	0	0	0	0
Gm20604	18.857143	0	132	0	0	0	0	0	0
Fignl1	18.857143	0	132	0	0	0	0	0	0
Akap5	18.857143	0	132	0	0	0	0	0	0
Xdh	18.714286	0	0	0	0	131	0	0	0
Mob3c	18.714286	0	0	0	131	0	0	0	0
Hspe1	18.714286	0	131	0	0	0	0	0	0
Hspd1	18.714286	0	131	0	0	0	0	0	0
Hes7	18.714286	0	0	131	0	0	0	0	0
Gpm6a	18.714286	0	131	0	0	0	0	0	0
Aloxe3	18.714286	0	0	131	0	0	0	0	0
Man2b2	18.571429	0	0	0	0	130	0	0	0
Kcnj1	18.571429	0	130	0	0	0	0	0	0
Hgs	18.571429	0	0	0	0	130	0	0	0
Gm51573	18.571429	0	0	0	0	130	0	0	0
Fbxo7	18.571429	0	130	0	0	0	0	0	0
Cldn10	18.571429	0	130	0	0	0	0	0	0
Arl16	18.571429	0	0	0	0	130	0	0	0
Rasgrp3	18.428571	0	129	0	0	0	0	0	0
Klf11	18.428571	0	0	0	0	129	0	0	0
H2-DMa	18.428571	0	129	0	0	0	0	0	0
Fgfrl1	18.428571	0	129	0	0	0	0	0	0
Cdkn2aipnl	18.428571	0	129	0	0	0	0	0	0
Brd2	18.428571	0	129	0	0	0	0	0	0
Zcchc10	18.285714	0	0	0	128	0	0	0	0
Vav1	18.285714	0	128	0	0	0	0	0	0
Ttc14	18.285714	0	0	0	0	128	0	0	0
Phip	18.285714	0	128	0	0	0	0	0	0
Dsn1	18.285714	0	128	0	0	0	0	0	0
Cxcr5	18.285714	0	128	0	0	0	0	0	0
Ap1b1	18.285714	0	0	0	128	0	0	0	0
Abca9	18.285714	0	0	0	128	0	0	0	0
Uqcrfs1	18.142857	0	0	127	0	0	0	0	0
Tgoln2	18.142857	0	0	127	0	0	0	0	0
Tgoln1	18.142857	0	0	127	0	0	0	0	0
Terf1	18.142857	0	0	0	0	127	0	0	0
Rbbp9	18.142857	0	127	0	0	0	0	0	0
Psmc2	18.142857	0	0	0	0	127	0	0	0
Pak1	18.142857	0	0	0	127	0	0	0	0
Lpar6	18.142857	0	127	0	0	0	0	0	0
Dnajc2	18.142857	0	0	0	0	127	0	0	0
Ccr6	18.142857	0	127	0	0	0	0	0	0
Cbln3	18.142857	0	127	0	0	0	0	0	0
Car6	18.142857	0	0	0	127	0	0	0	0
Bola1	18.142857	0	0	127	0	0	0	0	0
Asb8	18.142857	0	127	0	0	0	0	0	0
Ap3d1	18.142857	0	0	0	0	127	0	0	0
Anxa2	18.142857	0	127	0	0	0	0	0	0
Agk	18.142857	0	127	0	0	0	0	0	0
Zbtb14	18.000000	0	0	0	0	126	0	0	0
Nfic	18.000000	0	126	0	0	0	0	0	0
Mmaa	18.000000	0	0	0	0	126	0	0	0
Bcas2	18.000000	0	0	126	0	0	0	0	0
Tada2a	17.857143	0	0	0	0	125	0	0	0
Rbm15b	17.857143	0	0	0	0	125	0	0	0
Mlxipl	17.857143	0	0	0	125	0	0	0	0
Manf	17.857143	0	0	0	0	125	0	0	0
Erich1	17.857143	0	125	0	0	0	0	0	0
Dlgap2	17.857143	0	125	0	0	0	0	0	0
C1d	17.857143	0	125	0	0	0	0	0	0
Zfp1	17.714286	0	0	0	124	0	0	0	0
Ubap2l	17.714286	0	0	124	0	0	0	0	0
Pwwp2a	17.714286	0	124	0	0	0	0	0	0
Gbp8	17.714286	0	124	0	0	0	0	0	0
Btg2	17.714286	0	0	0	124	0	0	0	0
4933434E20Rik	17.714286	0	0	124	0	0	0	0	0
Tomt	17.571429	0	123	0	0	0	0	0	0
Slc44a3	17.571429	0	0	0	0	123	0	0	0
Ly6a	17.571429	0	0	123	0	0	0	0	0
Lamtor1	17.571429	0	123	0	0	0	0	0	0
Kif3c	17.571429	0	123	0	0	0	0	0	0
Khsrp	17.571429	0	123	0	0	0	0	0	0
Cfap298	17.571429	0	123	0	0	0	0	0	0
Angel2	17.571429	0	123	0	0	0	0	0	0
Slc17a9	17.428571	0	122	0	0	0	0	0	0
Rab1a	17.428571	0	0	0	0	122	0	0	0
Nip7	17.428571	0	122	0	0	0	0	0	0
Kiz	17.428571	0	0	0	0	122	0	0	0
H2-T10	17.428571	0	122	0	0	0	0	0	0
Fgg	17.428571	0	0	0	0	122	0	0	0
Ctdsp1	17.428571	0	122	0	0	0	0	0	0
Cog8	17.428571	0	122	0	0	0	0	0	0
Bid	17.428571	0	122	0	0	0	0	0	0
Arcn1	17.428571	0	122	0	0	0	0	0	0
Aasdh	17.428571	0	0	0	0	122	0	0	0
Zfp865	17.285714	0	0	0	121	0	0	0	0
Zfp524	17.285714	0	0	0	121	0	0	0	0
Sirt1	17.285714	0	0	0	0	121	0	0	0
Saxo2	17.285714	121	0	0	0	0	0	0	0
Prrt2	17.285714	0	0	121	0	0	0	0	0
Nrbf2	17.285714	0	121	0	0	0	0	0	0
Gpi1	17.285714	0	0	121	0	0	0	0	0
Gne	17.285714	0	0	0	0	121	0	0	0
Fiz1	17.285714	0	0	0	121	0	0	0	0
Efl1	17.285714	121	0	0	0	0	0	0	0
Atp8b2	17.285714	0	121	0	0	0	0	0	0
Zbed3	17.142857	120	0	0	0	0	0	0	0
Tmpo	17.142857	0	120	0	0	0	0	0	0
Tab1	17.142857	0	120	0	0	0	0	0	0
Nf2	17.142857	0	120	0	0	0	0	0	0
Iqch	17.142857	0	0	0	0	120	0	0	0
Gclm	17.142857	0	0	0	0	120	0	0	0
Enpp7	17.142857	120	0	0	0	0	0	0	0
Chrna5	17.142857	0	0	0	120	0	0	0	0
Aagab	17.142857	0	0	0	0	120	0	0	0
Pigw	17.000000	0	119	0	0	0	0	0	0
P4ha1	17.000000	0	119	0	0	0	0	0	0
Myo19	17.000000	0	119	0	0	0	0	0	0
Limd1	17.000000	0	119	0	0	0	0	0	0
Iftap	17.000000	0	119	0	0	0	0	0	0
Arhgap35	17.000000	0	0	0	0	119	0	0	0
Selenow	16.857143	0	118	0	0	0	0	0	0
Rhob	16.857143	0	0	0	0	118	0	0	0
Jund	16.857143	0	118	0	0	0	0	0	0
Fli1	16.857143	0	0	0	118	0	0	0	0
Egln2	16.857143	0	0	118	0	0	0	0	0
Dlgap4	16.857143	0	118	0	0	0	0	0	0
Zfp341	16.714286	0	0	0	0	117	0	0	0
Slc31a1	16.714286	0	0	0	117	0	0	0	0
Ranbp3	16.714286	0	0	0	0	117	0	0	0
Prg3	16.714286	0	117	0	0	0	0	0	0
Kbtbd8	16.714286	0	0	0	117	0	0	0	0
Fkbp15	16.714286	0	0	0	117	0	0	0	0
Dpf3	16.714286	0	0	0	117	0	0	0	0
Anapc4	16.714286	0	0	0	0	117	0	0	0
Them4	16.571429	0	116	0	0	0	0	0	0
Tfdp2	16.571429	0	116	0	0	0	0	0	0
Srd5a3	16.571429	0	0	0	0	116	0	0	0
Ncbp2	16.571429	0	0	116	0	0	0	0	0
Mrtfa	16.571429	0	116	0	0	0	0	0	0
Mbd6	16.571429	0	0	0	0	116	0	0	0
Lgr4	16.571429	0	116	0	0	0	0	0	0
Ints6	16.571429	0	116	0	0	0	0	0	0
Igf1	16.571429	0	116	0	0	0	0	0	0
Hspa4	16.571429	0	0	0	0	116	0	0	0
H2-Eb1	16.571429	0	116	0	0	0	0	0	0
Fam89a	16.571429	0	116	0	0	0	0	0	0
E2f8	16.571429	0	116	0	0	0	0	0	0
Ddit3	16.571429	0	0	0	0	116	0	0	0
Asah2	16.571429	0	0	0	0	116	0	0	0
0610012G03Rik	16.571429	0	0	116	0	0	0	0	0
Zfp638	16.428571	0	0	115	0	0	0	0	0
Unc79	16.428571	115	0	0	0	0	0	0	0
Tgif2	16.428571	0	0	0	0	115	0	0	0
Srp19	16.428571	0	0	0	0	115	0	0	0
Sec24d	16.428571	0	0	0	0	115	0	0	0
Primpol	16.428571	0	115	0	0	0	0	0	0
Ppcdc	16.428571	0	0	115	0	0	0	0	0
Olfr1209	16.428571	115	0	0	0	0	0	0	0
Olfr1137	16.428571	115	0	0	0	0	0	0	0
Exoc7	16.428571	0	0	0	0	115	0	0	0
Ddx21	16.428571	0	0	115	0	0	0	0	0
Casp3	16.428571	0	115	0	0	0	0	0	0
Birc5	16.428571	0	0	115	0	0	0	0	0
Atp5k	16.428571	0	0	115	0	0	0	0	0
Zfp395	16.285714	0	0	0	0	114	0	0	0
Yeats2	16.285714	0	0	0	0	114	0	0	0
Uhrf1bp1l	16.285714	0	114	0	0	0	0	0	0
Tsku	16.285714	0	0	0	114	0	0	0	0
Tnfrsf1b	16.285714	0	0	0	0	114	0	0	0
Rps7	16.285714	0	0	114	0	0	0	0	0
Prc1	16.285714	0	0	0	114	0	0	0	0
Ostm1	16.285714	0	0	0	0	114	0	0	0
Hsf2bp	16.285714	0	114	0	0	0	0	0	0
Dusp7	16.285714	0	114	0	0	0	0	0	0
Chrac1	16.285714	0	0	0	0	114	0	0	0
Uri1	16.142857	0	0	0	0	113	0	0	0
Scd1	16.142857	0	0	0	0	113	0	0	0
Samd9l	16.142857	0	113	0	0	0	0	0	0
Med23	16.142857	0	0	0	0	113	0	0	0
Mapt	16.142857	0	113	0	0	0	0	0	0
H2-M3	16.142857	0	0	0	0	113	0	0	0
Gdf15	16.142857	0	0	0	0	113	0	0	0
Arl5a	16.142857	0	113	0	0	0	0	0	0
2310061I04Rik	16.142857	0	0	0	0	113	0	0	0
Triobp	16.000000	0	0	0	112	0	0	0	0
Strn3	16.000000	0	0	0	0	112	0	0	0
Rhobtb1	16.000000	0	112	0	0	0	0	0	0
Ppp3ca	16.000000	0	0	0	0	112	0	0	0
Itpr1	16.000000	0	112	0	0	0	0	0	0
Insr	16.000000	0	0	0	0	112	0	0	0
Btnl1	16.000000	0	0	0	0	112	0	0	0
Ap4s1	16.000000	0	0	0	0	112	0	0	0
A930033H14Rik	16.000000	0	112	0	0	0	0	0	0
Zic4	15.857143	0	111	0	0	0	0	0	0
Zic1	15.857143	0	111	0	0	0	0	0	0
Zbtb40	15.857143	0	111	0	0	0	0	0	0
Vps33a	15.857143	0	0	111	0	0	0	0	0
Tango6	15.857143	0	0	0	0	111	0	0	0
Pbld2	15.857143	0	0	0	0	111	0	0	0
Klhl3	15.857143	0	111	0	0	0	0	0	0
Jade1	15.857143	0	0	0	0	111	0	0	0
Hnrnph3	15.857143	0	0	0	0	111	0	0	0
Rpl17	15.714286	0	110	0	0	0	0	0	0
Rap1gap2	15.714286	0	110	0	0	0	0	0	0
Prcp	15.714286	0	0	0	0	110	0	0	0
Pou2f1	15.714286	0	110	0	0	0	0	0	0
Naip7	15.714286	0	0	0	110	0	0	0	0
Naip6	15.714286	0	0	0	110	0	0	0	0
Ermard	15.714286	0	0	0	0	110	0	0	0
Ddias	15.714286	0	0	0	0	110	0	0	0
Dcaf12	15.714286	0	110	0	0	0	0	0	0
Zfp688	15.571429	0	0	109	0	0	0	0	0
Slc18a1	15.571429	0	0	0	0	109	0	0	0
Nfam1	15.571429	0	0	0	109	0	0	0	0
Jagn1	15.571429	0	109	0	0	0	0	0	0
Id2	15.571429	0	109	0	0	0	0	0	0
Gpd1l	15.571429	0	0	0	0	109	0	0	0
Fam220a	15.571429	0	109	0	0	0	0	0	0
Csnk1g3	15.571429	0	109	0	0	0	0	0	0
Cd5l	15.571429	0	109	0	0	0	0	0	0
Atp6v1b2	15.571429	0	0	0	0	109	0	0	0
Tfap2b	15.428571	0	0	0	108	0	0	0	0
Snn	15.428571	0	108	0	0	0	0	0	0
Pgap2	15.428571	0	0	0	0	108	0	0	0
Nup98	15.428571	0	0	0	0	108	0	0	0
Lrrc7	15.428571	0	0	0	108	0	0	0	0
Eif4a3	15.428571	0	0	0	0	108	0	0	0
Abr	15.428571	0	0	0	108	0	0	0	0
Zbtb3	15.285714	0	107	0	0	0	0	0	0
Park7	15.285714	0	0	0	0	107	0	0	0
Mocos	15.285714	0	0	0	0	107	0	0	0
H1f4	15.285714	0	107	0	0	0	0	0	0
Cyp51	15.285714	0	0	0	0	107	0	0	0
5031439G07Rik	15.285714	0	0	0	0	107	0	0	0
Usp30	15.142857	0	106	0	0	0	0	0	0
Tmbim6	15.142857	0	0	0	0	106	0	0	0
Pcbd1	15.142857	0	106	0	0	0	0	0	0
Noxo1	15.142857	0	0	0	0	106	0	0	0
Msn	15.142857	0	106	0	0	0	0	0	0
Ireb2	15.142857	0	0	0	0	106	0	0	0
Gm14325	15.142857	0	106	0	0	0	0	0	0
Gfer	15.142857	0	0	0	0	106	0	0	0
Gas2	15.142857	0	106	0	0	0	0	0	0
Cxxc5	15.142857	0	106	0	0	0	0	0	0
Rragc	15.000000	0	0	0	0	105	0	0	0
Rab6a	15.000000	0	0	0	0	105	0	0	0
Pts	15.000000	0	105	0	0	0	0	0	0
Mybl2	15.000000	0	0	0	0	105	0	0	0
Dnmt3b	15.000000	0	0	0	105	0	0	0	0
Xpo5	14.857143	0	104	0	0	0	0	0	0
Tm4sf19	14.857143	0	104	0	0	0	0	0	0
Spg11	14.857143	0	0	104	0	0	0	0	0
Rfc3	14.857143	0	104	0	0	0	0	0	0
Polh	14.857143	0	104	0	0	0	0	0	0
Nsa2	14.857143	0	0	104	0	0	0	0	0
Mon1b	14.857143	0	104	0	0	0	0	0	0
Gfm2	14.857143	0	0	104	0	0	0	0	0
Ctnna3	14.857143	0	104	0	0	0	0	0	0
Ate1	14.857143	0	104	0	0	0	0	0	0
Asnsd1	14.857143	0	104	0	0	0	0	0	0
Asdurf	14.857143	0	104	0	0	0	0	0	0
Anapc10	14.857143	0	0	104	0	0	0	0	0
Abce1	14.857143	0	0	104	0	0	0	0	0
Slc25a40	14.714286	0	0	0	0	103	0	0	0
Nadsyn1	14.714286	0	0	103	0	0	0	0	0
Mtmr10	14.714286	0	103	0	0	0	0	0	0
Dhcr7	14.714286	0	0	103	0	0	0	0	0
Dbf4	14.714286	0	0	0	0	103	0	0	0
9030025P20Rik	14.714286	0	0	0	0	103	0	0	0
Ubn2	14.571429	0	0	102	0	0	0	0	0
Srsf7	14.571429	0	0	0	0	102	0	0	0
Ptpn2	14.571429	0	0	0	0	102	0	0	0
Pafah2	14.571429	0	0	0	0	102	0	0	0
Nr1d1	14.571429	0	102	0	0	0	0	0	0
Golga1	14.571429	0	0	102	0	0	0	0	0
Fuca1	14.571429	0	102	0	0	0	0	0	0
Arf2	14.571429	0	102	0	0	0	0	0	0
Ankrd33b	14.571429	0	102	0	0	0	0	0	0
Abhd18	14.571429	0	0	0	0	102	0	0	0
Spata5	14.428571	0	101	0	0	0	0	0	0
Sdf4	14.428571	0	0	0	0	101	0	0	0
Scyl2	14.428571	0	0	0	0	101	0	0	0
Rabgap1	14.428571	0	0	0	0	101	0	0	0
Nudt6	14.428571	0	101	0	0	0	0	0	0
Notch2	14.428571	0	0	0	0	101	0	0	0
Med25	14.428571	0	101	0	0	0	0	0	0
Fuz	14.428571	0	101	0	0	0	0	0	0
Fam162a	14.428571	0	101	0	0	0	0	0	0
Dlg1	14.428571	0	0	0	101	0	0	0	0
Cpd	14.428571	0	0	0	0	101	0	0	0
Ccdc58	14.428571	0	101	0	0	0	0	0	0
B3galt6	14.428571	0	0	0	0	101	0	0	0
Nfatc1	14.285714	0	100	0	0	0	0	0	0
Mbd4	14.285714	0	0	0	0	100	0	0	0
Kmt2a	14.285714	0	0	0	0	100	0	0	0
Kctd20	14.285714	0	0	0	0	100	0	0	0
Ift122	14.285714	0	0	0	0	100	0	0	0
Dedd	14.285714	0	100	0	0	0	0	0	0
Abhd17a	14.285714	0	0	0	0	100	0	0	0
Fkbp11	14.142857	0	0	0	0	99	0	0	0
Itgad	14.000000	0	0	0	98	0	0	0	0
Snx5	13.857143	0	97	0	0	0	0	0	0
Rpusd4	13.857143	0	0	0	0	97	0	0	0
Mgme1	13.857143	0	97	0	0	0	0	0	0
Id4	13.857143	0	0	0	97	0	0	0	0
Fam118b	13.857143	0	0	0	0	97	0	0	0
Cpsf1	13.857143	0	97	0	0	0	0	0	0
Taf9	13.714286	0	0	0	0	96	0	0	0
Rad17	13.714286	0	0	0	0	96	0	0	0
Pex3	13.714286	0	96	0	0	0	0	0	0
Nme3	13.714286	0	96	0	0	0	0	0	0
Neil1	13.714286	0	96	0	0	0	0	0	0
Mrps34	13.714286	0	96	0	0	0	0	0	0
Eme2	13.714286	0	96	0	0	0	0	0	0
Ak6	13.714286	0	0	0	0	96	0	0	0
Adat2	13.714286	0	96	0	0	0	0	0	0
Tonsl	13.571429	0	95	0	0	0	0	0	0
Lpar3	13.571429	0	0	0	95	0	0	0	0
Vamp3	13.428571	0	0	0	0	94	0	0	0
Suclg1	13.428571	0	94	0	0	0	0	0	0
Becn1	13.428571	0	0	0	0	94	0	0	0
Avl9	13.428571	0	0	0	0	94	0	0	0
Atl3	13.428571	0	0	0	0	94	0	0	0
Wac	13.285714	0	0	0	0	93	0	0	0
Rhpn1	13.285714	0	0	0	93	0	0	0	0
Rdm1	13.285714	0	93	0	0	0	0	0	0
Plpp1	13.285714	0	93	0	0	0	0	0	0
Denr	13.285714	0	0	0	0	93	0	0	0
Ddx18	13.285714	0	93	0	0	0	0	0	0
Aatf	13.285714	0	0	93	0	0	0	0	0
Sde2	13.142857	0	0	0	0	92	0	0	0
Cnot8	13.142857	0	0	0	0	92	0	0	0
Zcchc7	13.000000	0	0	0	0	91	0	0	0
Angel1	13.000000	0	0	0	0	91	0	0	0
Tmem116	12.857143	0	0	0	0	90	0	0	0
Spire2	12.857143	0	0	0	0	90	0	0	0
Rpl27	12.857143	0	0	0	0	90	0	0	0
Med13	12.857143	0	0	0	0	90	0	0	0
Krcc1	12.857143	0	0	0	0	90	0	0	0
Erp29	12.857143	0	0	0	0	90	0	0	0
Ercc6l2	12.857143	0	0	0	0	90	0	0	0
Cep85	12.857143	0	0	0	0	90	0	0	0
AW549877	12.857143	0	0	0	0	90	0	0	0
Nrip1	12.714286	0	0	0	0	89	0	0	0
Dffb	12.714286	89	0	0	0	0	0	0	0
Cep104	12.714286	89	0	0	0	0	0	0	0
Rbm48	12.571429	0	0	0	0	88	0	0	0
Pex1	12.571429	0	0	0	0	88	0	0	0
Nfat5	12.571429	0	88	0	0	0	0	0	0
Cox5b	12.571429	0	0	88	0	0	0	0	0
Ahcyl1	12.571429	0	0	88	0	0	0	0	0
Utp3	12.428571	0	87	0	0	0	0	0	0
Nudt2	12.428571	0	0	0	0	87	0	0	0
Kif24	12.428571	0	0	0	0	87	0	0	0
Fbxw8	12.428571	0	87	0	0	0	0	0	0
Casp8	12.428571	0	0	87	0	0	0	0	0
Aacs	12.428571	0	0	0	0	87	0	0	0
Zfp112	12.285714	0	0	0	86	0	0	0	0
Oser1	12.285714	0	0	0	0	86	0	0	0
Erc1	12.285714	0	0	0	0	86	0	0	0
Wdr36	12.142857	0	0	0	0	85	0	0	0
Psmg2	12.142857	0	0	0	0	85	0	0	0
Mtmr6	12.142857	0	0	0	0	85	0	0	0
Mrpl39	12.142857	0	0	0	0	85	0	0	0
Map3k2	12.142857	0	0	0	0	85	0	0	0
Gtf3c6	12.142857	0	0	85	0	0	0	0	0
D3Ertd751e	12.142857	0	0	0	0	85	0	0	0
Cyb5b	12.142857	0	0	0	0	85	0	0	0
Cep76	12.142857	0	0	0	0	85	0	0	0
Snx1	12.000000	0	0	0	0	84	0	0	0
Rnf123	12.000000	0	0	0	84	0	0	0	0
Mst1	12.000000	0	0	0	84	0	0	0	0
Ciao2a	12.000000	0	0	0	0	84	0	0	0
Arntl	12.000000	0	0	0	0	84	0	0	0
Zfp12	11.857143	0	0	0	0	83	0	0	0
Yeats4	11.857143	0	0	0	0	83	0	0	0
Ptpn4	11.857143	0	0	0	0	83	0	0	0
Mybbp1a	11.857143	0	0	0	0	83	0	0	0
Fam8a1	11.857143	0	0	0	0	83	0	0	0
Eed	11.857143	0	0	0	0	83	0	0	0
Btbd9	11.857143	0	0	0	0	83	0	0	0
Txnl4a	11.714286	0	0	0	0	82	0	0	0
Snrnp25	11.714286	0	0	0	0	82	0	0	0
Sfxn2	11.714286	0	0	0	0	82	0	0	0
Il9r	11.714286	0	0	0	0	82	0	0	0
Gm16286	11.714286	0	0	0	0	82	0	0	0
Gle1	11.714286	0	0	82	0	0	0	0	0
Focad	11.714286	0	0	82	0	0	0	0	0
Arl3	11.714286	0	0	0	0	82	0	0	0
Anapc7	11.714286	0	82	0	0	0	0	0	0
Snx13	11.571429	0	0	0	0	81	0	0	0
Nup107	11.571429	0	0	0	0	81	0	0	0
Tmem198	11.428571	0	0	0	0	80	0	0	0
Smco4	11.428571	0	0	80	0	0	0	0	0
Pdss2	11.428571	0	0	80	0	0	0	0	0
Nfia	11.428571	0	80	0	0	0	0	0	0
Mcl1	11.428571	0	0	0	0	80	0	0	0
Chpf	11.428571	0	0	0	0	80	0	0	0
Rpl9	11.285714	0	0	0	0	79	0	0	0
Pappa	11.285714	0	0	0	79	0	0	0	0
Map2k7	11.285714	0	79	0	0	0	0	0	0
Lias	11.285714	0	0	0	0	79	0	0	0
Cd164	11.285714	0	0	0	0	79	0	0	0
Senp2	11.142857	0	0	0	0	78	0	0	0
Rundc1	11.142857	0	78	0	0	0	0	0	0
Ptges3l	11.142857	0	78	0	0	0	0	0	0
Marchf9	11.142857	0	0	78	0	0	0	0	0
Exd1	11.142857	0	78	0	0	0	0	0	0
Chp1	11.142857	0	78	0	0	0	0	0	0
Cdk4	11.142857	0	0	78	0	0	0	0	0
Acad9	11.000000	0	77	0	0	0	0	0	0
Ubn1	10.857143	0	0	0	0	76	0	0	0
Stxbp4	10.857143	0	0	0	0	76	0	0	0
Sdha	10.857143	0	0	0	0	76	0	0	0
Plag1	10.857143	0	0	0	0	76	0	0	0
Mansc4	10.857143	0	0	0	0	76	0	0	0
Klhl42	10.857143	0	0	0	0	76	0	0	0
Ikzf5	10.857143	0	0	0	0	76	0	0	0
Glyr1	10.857143	0	0	0	0	76	0	0	0
Cox16	10.857143	0	0	0	0	76	0	0	0
Cox11	10.857143	0	0	0	0	76	0	0	0
Ccdc127	10.857143	0	0	0	0	76	0	0	0
Acadsb	10.857143	0	0	0	0	76	0	0	0
4932438H23Rik	10.714286	0	0	0	0	75	0	0	0
Srd5a1	10.571429	0	0	0	0	74	0	0	0
Slc35e2	10.571429	0	0	0	0	74	0	0	0
Ntpcr	10.571429	0	0	0	0	74	0	0	0
Nsun2	10.571429	0	0	0	0	74	0	0	0
Zc3h6	10.285714	0	0	0	0	72	0	0	0
Syde2	10.142857	0	0	0	0	71	0	0	0
Mrps15	10.142857	0	71	0	0	0	0	0	0
Pnrc2	10.000000	0	0	0	0	70	0	0	0
Map3k7	9.857143	0	0	0	0	69	0	0	0
Rasa2	9.714286	0	0	0	0	68	0	0	0
Nsd2	9.714286	0	68	0	0	0	0	0	0
Ndufv2	9.714286	0	0	0	0	68	0	0	0
Pde8a	9.571429	0	0	0	0	67	0	0	0
Zeb1	9.428571	0	66	0	0	0	0	0	0
Strn	9.428571	0	0	0	0	66	0	0	0
Def8	9.428571	0	0	0	0	66	0	0	0
Cep128	9.428571	0	66	0	0	0	0	0	0
Esyt2	9.285714	0	0	0	0	65	0	0	0
Rnpc3	9.142857	0	0	0	0	64	0	0	0
Ifnar1	9.000000	0	0	63	0	0	0	0	0
Faf1	8.857143	0	0	62	0	0	0	0	0
Dcp1a	8.571429	0	0	0	0	60	0	0	0
Srek1	8.285714	0	0	0	0	58	0	0	0
Nlrp12	0.000000	0	0	0	0	0	0	0	521
Nanog	0.000000	0	0	0	0	0	0	0	482
Zbtb32	0.000000	0	0	0	0	0	0	0	469
Sox2	0.000000	0	0	0	0	0	0	0	426
Il6	0.000000	0	0	0	0	0	0	0	426
Xbp1	0.000000	0	0	0	0	0	0	0	423
Bcl6	0.000000	0	0	0	0	0	0	0	411
Prdm14	0.000000	0	0	0	0	0	0	0	402
Vsx2	0.000000	0	0	0	0	0	0	0	401
Mmp27	0.000000	0	0	0	0	0	0	0	401
Dkk1	0.000000	0	0	0	0	0	0	0	401
Zbtb20	0.000000	0	0	0	0	0	0	0	254
Pax2	0.000000	0	0	0	0	0	0	0	150
