Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Sh3pxd2a	58.433333	0	0	0	0	0	0	0	0	0	0	0	145	0	104	329	302	0	0	0	0	0	0	0	0	0	151	0	396	326	0	0
Ext2	58.433333	0	0	0	0	0	0	0	0	0	0	0	193	164	0	132	0	0	0	0	0	0	0	0	0	0	305	0	547	412	0	0
Gse1	58.400000	0	0	0	0	0	0	0	0	0	0	0	151	140	165	428	314	0	0	0	0	0	0	0	0	0	145	0	272	137	0	0
Aldoa	58.400000	0	0	0	0	0	0	0	0	0	0	0	151	0	139	554	415	0	0	0	0	0	0	0	0	0	0	0	341	152	0	0
Ceacam18	58.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	191	0	0	0	0	0	0	0	0	0	287	122	691	284	0	0
Tgfb1	58.333333	0	0	0	0	0	0	0	0	0	0	0	139	128	222	367	320	0	0	0	0	0	0	0	0	0	147	75	260	92	0	0
Pik3cd	58.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	274	0	0	0	116	0	213	0	0	0	322	0	379	235	0	0
9230019H11Rik	58.333333	0	0	0	0	0	0	0	0	0	0	0	191	129	106	168	157	0	0	0	87	122	0	106	125	0	164	203	101	91	0	0
Tollip	58.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	197	547	368	0	0	0	0	0	0	0	0	0	106	0	320	211	0	0
Capn10	58.300000	0	0	0	0	0	0	0	0	0	0	0	169	168	89	287	133	0	0	0	0	0	0	0	0	0	284	92	405	122	0	0
Anks3	58.300000	0	0	0	0	0	0	0	0	0	0	0	200	166	304	393	205	0	0	0	0	0	0	0	0	0	116	0	200	165	0	0
4930451G09Rik	58.300000	0	0	0	0	0	0	0	0	0	0	0	200	166	304	393	205	0	0	0	0	0	0	0	0	0	116	0	200	165	0	0
Tbc1d22a	58.266667	0	0	0	0	0	0	0	0	0	0	0	113	0	165	251	142	0	0	0	0	0	0	0	0	0	289	0	529	259	0	0
Zfyve1	58.233333	0	0	0	0	0	0	0	0	0	0	0	149	0	210	316	242	0	0	0	0	0	0	0	0	0	104	0	448	278	0	0
Zfp593	58.233333	0	0	0	0	0	0	0	0	0	0	0	210	262	213	441	232	0	0	0	0	0	0	0	0	0	0	0	216	173	0	0
Timm10b	58.233333	0	0	0	0	0	0	0	0	0	0	0	120	102	189	261	139	0	0	0	0	0	0	0	0	0	293	168	475	0	0	0
S1pr3	58.233333	0	0	0	0	0	0	0	0	0	0	0	258	114	161	383	522	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0
Gm30191	58.233333	0	0	0	0	0	0	0	0	0	0	0	210	262	213	441	232	0	0	0	0	0	0	0	0	0	0	0	216	173	0	0
Arfip2	58.233333	0	0	0	0	0	0	0	0	0	0	0	120	102	189	261	139	0	0	0	0	0	0	0	0	0	293	168	475	0	0	0
Zfp729a	58.200000	0	0	0	0	0	0	0	0	0	0	0	188	170	290	310	246	0	0	0	0	0	0	0	0	0	110	0	248	184	0	0
Kif3b	58.200000	0	0	0	0	0	0	0	0	0	0	0	0	111	215	398	488	0	0	0	0	0	0	0	0	0	222	199	113	0	0	0
Inpp4b	58.200000	0	0	0	0	0	0	0	0	0	0	0	220	299	258	370	290	0	0	0	0	0	0	0	0	0	0	0	173	136	0	0
Otos	58.166667	0	0	0	0	0	0	0	0	0	0	0	178	251	372	382	281	0	0	0	0	0	0	0	0	0	0	0	148	133	0	0
Dthd1	58.166667	0	0	0	0	0	0	0	0	0	0	0	124	128	345	540	513	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0
Timeless	58.133333	0	0	0	0	0	0	0	0	0	0	0	260	0	128	236	428	0	0	0	0	0	0	0	0	0	0	0	521	171	0	0
Rnf38	58.100000	0	0	0	0	0	0	0	0	0	0	0	0	99	121	166	159	0	0	0	0	0	0	0	189	0	272	0	521	216	0	0
1700066B19Rik	58.100000	0	0	0	0	0	0	0	0	0	0	0	206	128	289	488	311	0	0	0	0	0	0	0	0	0	0	0	177	144	0	0
Olfm5	58.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	98	0	0	0	397	230	513	0	174	209	0	0	0	0	0	0
Morc3	58.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	328	469	0	0	0	0	0	0	0	0	0	213	0	306	301	0	0
Dock10	58.000000	0	0	0	0	0	0	0	0	0	0	0	178	0	126	236	318	0	0	0	0	0	0	0	0	0	250	0	369	263	0	0
Zfyve27	57.966667	0	0	0	0	0	0	0	0	0	0	0	293	215	162	418	288	0	0	0	0	0	0	0	0	0	0	0	241	122	0	0
Tpm1	57.966667	0	0	0	0	0	0	0	0	0	0	0	0	84	398	628	323	0	0	0	0	0	0	0	0	0	129	0	177	0	0	0
Siglecf	57.933333	0	0	0	0	0	0	0	0	0	0	0	115	0	0	212	240	0	0	0	0	0	0	0	0	0	360	179	384	248	0	0
Serpinb9b	57.933333	0	0	0	0	0	0	0	0	0	0	0	0	126	192	610	518	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0
Kdm1a	57.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	98	643	805	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Thrb	57.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	875	437	0	0
Txndc9	57.866667	0	0	0	0	0	0	0	0	0	0	0	251	240	238	219	197	0	0	0	0	0	0	0	0	0	129	0	349	113	0	0
Iqsec1	57.866667	0	0	0	0	0	0	0	0	0	0	0	113	136	189	393	294	0	0	0	0	0	0	0	0	0	150	0	318	143	0	0
Eif5b	57.866667	0	0	0	0	0	0	0	0	0	0	0	251	240	238	219	197	0	0	0	0	0	0	0	0	0	129	0	349	113	0	0
Gsk3b	57.833333	0	0	0	0	0	0	0	0	0	0	0	132	184	206	313	372	0	0	0	0	0	0	0	0	0	218	0	217	93	0	0
Ctbs	57.833333	0	0	0	0	0	0	0	0	0	0	0	196	141	171	344	332	0	0	0	0	0	0	0	0	0	0	0	421	130	0	0
Slc39a9	57.766667	0	0	0	0	0	0	0	0	0	0	0	328	302	220	288	350	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Exoc2	57.766667	0	0	0	0	0	0	0	0	0	0	0	194	196	253	401	211	0	0	0	0	0	0	0	0	0	180	0	171	127	0	0
Erh	57.766667	0	0	0	0	0	0	0	0	0	0	0	328	302	220	288	350	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Shroom3	57.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	257	422	0	377	239	0	0	0	0	0	0
Plekhm3	57.733333	0	0	0	0	0	0	0	0	0	0	0	174	179	279	404	244	0	0	0	0	0	0	0	0	0	187	0	265	0	0	0
Shb	57.700000	0	0	0	0	0	0	0	0	0	0	0	198	138	242	293	322	0	0	0	0	0	0	0	0	0	0	0	383	155	0	0
Mmp19	57.700000	0	0	0	0	0	0	0	0	0	0	0	299	213	160	210	158	0	0	0	0	0	0	0	0	0	0	0	411	280	0	0
Atp6v1f	57.700000	0	0	0	0	0	0	0	0	0	0	0	86	256	458	395	225	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0
Phf23	57.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	86	0	0	0	0	0	0	0	0	0	500	260	432	331	0	0
Mef2d	57.533333	0	0	0	0	0	0	0	0	0	0	0	181	259	281	252	251	0	0	0	0	0	0	0	0	0	0	0	253	249	0	0
Bcat1	57.500000	0	0	0	0	0	0	0	0	0	0	0	528	325	242	289	134	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Pla2g5	57.433333	0	0	0	0	0	0	0	0	0	0	0	167	181	163	450	408	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0
Pdcd6	57.433333	0	0	0	0	0	0	0	0	0	0	0	151	265	244	464	263	0	0	0	0	0	0	0	0	0	0	0	200	136	0	0
Zfp52	57.400000	0	0	0	0	0	0	0	0	0	0	0	0	111	163	748	595	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Trim34a	57.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	106	285	203	290	0	0	248	224	0	127	0	0	0
Tmem268	57.400000	0	0	0	0	0	0	0	0	0	0	0	127	75	113	177	221	0	0	0	0	0	0	0	0	0	506	0	368	135	0	0
Msi2	57.400000	0	0	0	0	0	0	0	0	0	0	0	281	320	266	351	285	0	0	0	0	0	0	0	0	0	0	0	0	86	133	0
Gabarap	57.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	86	0	0	0	0	0	0	0	0	0	500	260	432	331	0	0
Naif1	57.366667	0	0	0	0	0	0	0	0	0	0	0	155	0	145	238	152	0	0	0	0	0	0	0	0	0	466	127	256	182	0	0
Prepl	57.333333	0	0	0	0	0	0	0	0	0	0	0	229	248	248	255	206	0	0	0	0	0	0	0	0	0	143	0	261	130	0	0
Camkmt	57.333333	0	0	0	0	0	0	0	0	0	0	0	229	248	248	255	206	0	0	0	0	0	0	0	0	0	143	0	261	130	0	0
Actr2	57.333333	0	0	0	0	0	0	0	0	0	0	0	176	102	213	335	347	0	0	0	0	0	0	0	0	0	177	0	257	113	0	0
Serinc2	57.300000	0	0	0	0	0	0	0	0	0	0	0	0	127	125	565	773	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Orai1	57.266667	0	0	0	0	0	0	0	0	0	0	0	134	94	114	483	463	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0
Retsat	57.233333	0	0	0	0	0	0	0	0	0	0	0	0	114	210	295	223	0	0	0	0	0	0	0	0	0	124	0	494	257	0	0
Elmod3	57.233333	0	0	0	0	0	0	0	0	0	0	0	0	114	210	295	223	0	0	0	0	0	0	0	0	0	124	0	494	257	0	0
Rgl2	57.200000	0	0	0	0	0	0	0	0	0	0	0	242	279	383	459	132	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Cblb	57.200000	0	0	0	0	0	0	0	0	0	0	0	201	0	144	408	317	0	0	0	0	0	0	0	0	0	0	0	437	209	0	0
Ncoa7	57.166667	0	0	0	0	0	0	0	0	0	0	0	137	0	144	392	169	0	0	0	0	0	0	0	0	0	131	0	467	275	0	0
Dlgap2	57.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	310	711	421	0	0	0	0	0	0	0	0	0	0	0	134	139	0	0
Rttn	57.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	230	406	0	264	254	0	0	0	0	0	0
Brf1	57.133333	0	0	0	0	0	0	0	0	0	0	0	332	248	343	373	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry12	57.100000	0	0	0	0	0	0	0	0	0	0	0	152	116	110	161	232	0	0	0	0	0	0	0	0	0	267	0	395	280	0	0
Snrpg	57.066667	0	0	0	0	0	0	0	0	0	0	0	261	165	197	470	335	0	0	0	0	0	0	0	0	0	99	0	185	0	0	0
Sfxn3	57.066667	0	0	0	0	0	0	0	0	0	0	0	133	189	366	328	201	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0
Pdzd7	57.066667	0	0	0	0	0	0	0	0	0	0	0	133	189	366	328	201	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0
Sh3bp2	57.033333	0	0	0	0	0	0	0	0	0	0	0	112	81	0	244	300	0	0	0	0	0	0	0	0	0	338	184	280	172	0	0
Mcoln2	57.033333	0	0	0	0	0	0	0	0	0	0	0	0	219	249	487	606	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Topbp1	57.000000	0	0	0	0	0	0	0	0	0	0	0	164	160	150	376	243	0	0	0	0	0	0	0	0	0	144	0	209	264	0	0
Gtpbp2	56.966667	0	0	0	0	0	0	0	0	0	0	0	143	127	210	399	603	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Prmt9	56.933333	0	0	0	0	0	0	0	0	0	0	0	166	258	230	284	367	0	0	0	0	0	0	0	0	0	0	0	249	154	0	0
Mthfr	56.933333	0	0	0	0	0	0	0	0	0	0	0	201	197	153	168	149	0	0	0	0	0	0	0	0	0	221	0	411	208	0	0
Clcn6	56.933333	0	0	0	0	0	0	0	0	0	0	0	201	197	153	168	149	0	0	0	0	0	0	0	0	0	221	0	411	208	0	0
Sh3gl1	56.900000	0	0	0	0	0	0	0	0	0	0	0	211	204	260	315	191	0	0	0	0	0	0	0	0	0	184	0	193	149	0	0
Dpep2	56.900000	0	0	0	0	0	0	0	0	0	0	0	158	0	233	451	377	0	0	0	0	0	0	0	0	0	147	0	205	136	0	0
Chaf1a	56.900000	0	0	0	0	0	0	0	0	0	0	0	211	204	260	315	191	0	0	0	0	0	0	0	0	0	184	0	193	149	0	0
C1qc	56.900000	0	0	0	0	0	0	0	0	0	0	0	214	0	201	397	314	0	0	0	0	0	0	0	0	0	92	101	388	0	0	0
Polg2	56.866667	0	0	0	0	0	0	0	0	0	0	0	354	259	0	184	171	0	0	0	0	0	0	0	0	0	0	0	429	309	0	0
Mycn	56.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	222	331	227	190	243	0	0	254	0	0	0	0	0	0
Msra	56.766667	0	0	0	0	0	0	0	0	0	0	0	0	90	176	407	274	0	0	0	0	0	0	0	0	0	135	0	482	139	0	0
Ggps1	56.766667	0	0	0	0	0	0	0	0	0	0	0	152	172	359	434	439	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Arid4b	56.766667	0	0	0	0	0	0	0	0	0	0	0	152	172	359	434	439	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Raph1	56.733333	0	0	0	0	0	0	0	0	0	0	0	105	184	377	649	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjap1	56.700000	0	0	0	0	0	0	0	0	0	0	0	0	248	420	531	379	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Gm10130	56.700000	0	0	0	0	0	0	0	0	0	0	0	156	155	138	346	239	0	0	0	0	0	0	0	0	0	211	0	322	134	0	0
Ube2j2	56.666667	0	0	0	0	0	0	0	0	0	0	0	0	144	236	282	156	0	138	149	0	0	0	0	0	0	175	102	208	110	0	0
Psmd4	56.666667	0	0	0	0	0	0	0	0	0	0	0	147	62	142	328	500	0	0	0	0	0	0	0	0	0	0	0	321	200	0	0
Ccnd2	56.666667	0	0	0	0	0	0	0	0	0	0	0	297	338	195	237	291	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0
Neurl1a	56.600000	0	0	0	0	0	0	0	0	0	0	0	129	0	254	335	204	0	0	0	0	0	0	0	0	0	254	106	233	183	0	0
Lrif1	56.600000	0	0	0	0	0	0	0	0	0	0	0	267	170	194	393	323	0	0	0	0	0	0	0	0	0	131	0	220	0	0	0
Clec9a	56.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	200	0	0	0	0	0	0	0	0	0	278	191	631	216	0	0
Cdc5l	56.600000	0	0	0	0	0	0	0	0	0	0	0	271	291	336	298	285	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Ccl6	56.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	198	0	0	0	0	0	0	0	0	0	170	95	629	314	0	0
Akr1b8	56.600000	0	0	0	0	0	0	0	0	0	0	0	99	165	240	574	440	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Mterf1a	56.566667	0	0	0	0	0	0	0	0	0	0	0	152	173	240	281	231	0	0	0	0	0	0	0	0	0	133	0	358	129	0	0
Eef2	56.566667	0	0	0	0	0	0	0	0	0	0	0	190	283	314	516	245	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Fam50b	56.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	100	141	0	0	0	0	0	0	288	0	722	315	0	0
Rb1cc1	56.466667	0	0	0	0	0	0	0	0	0	0	0	142	137	179	400	273	0	0	0	0	0	0	0	0	0	205	0	197	161	0	0
Gm9222	56.466667	0	0	0	0	0	0	0	0	0	0	0	183	151	0	278	171	0	0	0	0	0	0	0	0	0	203	0	408	300	0	0
Mrps16	56.400000	0	0	0	0	0	0	0	0	0	0	0	0	175	231	486	419	0	0	0	0	0	0	0	0	0	0	0	161	220	0	0
H2-DMb2	56.400000	0	0	0	0	0	0	0	0	0	0	0	98	0	0	331	260	0	0	0	0	0	0	0	0	0	203	198	425	177	0	0
Dnajc9	56.400000	0	0	0	0	0	0	0	0	0	0	0	0	175	231	486	419	0	0	0	0	0	0	0	0	0	0	0	161	220	0	0
Prss50	56.366667	0	0	0	0	0	0	0	0	0	0	0	164	0	197	414	545	0	0	0	0	0	0	0	0	0	146	0	225	0	0	0
Ddx3y	56.366667	0	0	0	0	0	0	0	0	0	0	0	0	184	115	257	265	0	0	0	0	0	0	0	0	0	96	0	455	319	0	0
Tacstd2	56.333333	0	0	0	0	0	0	0	0	0	0	0	211	0	209	323	395	0	0	0	0	0	0	0	0	0	0	0	391	161	0	0
Tor4a	56.266667	0	0	0	0	0	0	0	0	0	0	0	199	192	211	266	186	0	0	0	0	0	0	0	0	0	119	0	315	200	0	0
Sbf2	56.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	180	297	287	0	0	0	0	0	0	0	0	0	240	0	496	188	0	0
Etnk2	56.266667	0	0	0	0	0	0	0	0	0	0	0	0	146	299	742	376	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Cwh43	56.266667	0	0	0	0	0	0	0	0	0	0	0	193	0	204	547	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm9	56.200000	0	0	0	0	0	0	0	0	0	0	0	172	257	281	301	242	0	0	0	0	0	0	0	0	0	0	0	261	172	0	0
Marchf5	56.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	97	274	791	0	0	0	0	0	0	0	0	0	0	0	355	169	0	0
2700049A03Rik	56.200000	0	0	0	0	0	0	0	0	0	0	0	172	257	281	301	242	0	0	0	0	0	0	0	0	0	0	0	261	172	0	0
Rmnd5b	56.133333	0	0	0	0	0	0	0	0	0	0	0	0	135	337	644	362	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Polq	56.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	295	739	415	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Coa4	56.133333	0	0	0	0	0	0	0	0	0	0	0	229	0	0	131	138	0	0	0	0	0	0	0	0	0	0	0	880	306	0	0
Abca4	56.133333	0	0	0	0	0	0	0	0	0	0	0	0	100	260	822	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp9	56.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	102	346	255	0	0	0	0	0	0	0	0	0	0	0	634	346	0	0
Psph	56.066667	0	0	0	0	0	0	0	0	0	0	0	129	225	306	369	361	0	0	0	0	0	0	0	0	0	0	0	162	130	0	0
Kyat1	56.066667	0	0	0	0	0	0	0	0	0	0	0	0	165	323	325	191	0	0	0	0	0	0	0	0	0	137	0	355	186	0	0
Cct6a	56.066667	0	0	0	0	0	0	0	0	0	0	0	129	225	306	369	361	0	0	0	0	0	0	0	0	0	0	0	162	130	0	0
Rps6ka3	56.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	140	778	618	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Uqcrb	56.000000	0	0	0	0	0	0	0	0	0	0	0	102	119	193	244	304	0	0	0	0	0	0	0	0	0	258	0	278	182	0	0
Gm10767	56.000000	0	0	0	0	0	0	0	0	0	0	0	102	119	193	244	304	0	0	0	0	0	0	0	0	0	258	0	278	182	0	0
Commd10	56.000000	0	0	0	0	0	0	0	0	0	0	0	138	139	109	377	503	0	0	0	0	0	0	0	0	0	0	0	262	152	0	0
Cdk11b	56.000000	0	0	0	0	0	0	0	0	0	0	0	236	155	272	462	293	0	0	0	0	0	0	0	0	0	115	0	147	0	0	0
Camkk2	55.966667	0	0	0	0	0	0	0	0	0	0	0	123	109	174	554	410	0	0	0	0	0	0	0	0	0	197	0	112	0	0	0
Zfp954	55.933333	0	0	0	0	0	0	0	0	0	0	0	157	180	218	376	405	0	0	0	0	0	0	0	0	0	0	0	169	173	0	0
Sec24a	55.900000	0	0	0	0	0	0	0	0	0	0	0	102	381	391	460	153	0	0	0	0	0	0	0	0	0	107	0	83	0	0	0
Gm7592	55.866667	0	0	0	0	0	0	0	0	0	0	0	0	137	0	186	0	0	0	0	0	0	148	0	0	0	106	0	735	364	0	0
Atp5j2	55.866667	0	0	0	0	0	0	0	0	0	0	0	169	123	160	328	258	0	0	0	0	0	0	0	0	0	0	0	328	310	0	0
D8Ertd738e	55.833333	0	0	0	0	0	0	0	0	0	0	0	174	145	291	298	381	0	0	0	0	0	0	0	0	0	0	0	213	173	0	0
Zfp493	55.800000	0	0	0	0	0	0	0	0	0	0	0	99	151	260	278	232	0	0	0	0	0	0	0	0	0	98	0	371	185	0	0
Stx1b	55.800000	0	0	0	0	0	0	0	0	0	0	0	0	162	230	196	378	0	0	0	0	0	0	0	0	0	0	0	427	281	0	0
Siglece	55.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	251	0	0	0	0	0	0	0	0	0	217	136	625	234	0	0
Fbxl5	55.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	175	401	301	0	0	0	0	0	0	0	0	0	227	0	570	0	0	0
Epg5	55.800000	0	0	0	0	0	0	0	0	0	0	0	140	115	151	237	277	0	0	0	0	0	0	0	0	0	193	0	319	242	0	0
Cnr2	55.733333	0	0	0	0	0	0	0	0	0	0	0	211	247	183	380	186	0	0	0	0	0	0	0	0	0	0	0	268	197	0	0
Ank	55.733333	0	0	0	0	0	0	0	0	0	0	0	174	180	158	265	156	0	0	0	0	0	0	0	0	0	0	0	579	160	0	0
Tm7sf3	55.700000	0	0	0	0	0	0	0	0	0	0	0	192	0	155	353	172	0	0	0	0	0	0	0	0	0	0	0	556	243	0	0
Med21	55.700000	0	0	0	0	0	0	0	0	0	0	0	192	0	155	353	172	0	0	0	0	0	0	0	0	0	0	0	556	243	0	0
Dhcr7	55.633333	0	0	0	0	0	0	0	0	0	0	0	116	0	242	276	282	0	0	0	0	0	0	0	0	0	141	0	368	244	0	0
Tmem86a	55.600000	0	0	0	0	0	0	0	0	0	0	0	202	0	0	330	223	0	0	0	0	0	0	0	0	0	316	126	338	133	0	0
Nudt1	55.600000	0	0	0	0	0	0	0	0	0	0	0	178	188	210	376	348	0	0	0	0	0	0	0	0	0	94	0	274	0	0	0
Hacd4	55.600000	0	0	0	0	0	0	0	0	0	0	0	169	0	0	269	192	0	0	0	0	0	0	0	0	0	304	0	460	274	0	0
Tex264	55.566667	0	0	0	0	0	0	0	0	0	0	0	227	310	281	511	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sacm1l	55.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	203	338	0	249	284	121	0	85	0	0	0
Rdm1	55.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	226	608	360	0	0
Kin	55.566667	0	0	0	0	0	0	0	0	0	0	0	314	277	312	462	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap6	55.566667	0	0	0	0	0	0	0	0	0	0	0	135	0	206	406	287	0	0	0	0	0	0	0	0	0	227	0	305	101	0	0
Erbin	55.566667	0	0	0	0	0	0	0	0	0	0	0	110	159	234	366	388	0	0	0	0	0	0	0	0	0	129	0	281	0	0	0
Atp5c1	55.566667	0	0	0	0	0	0	0	0	0	0	0	314	277	312	462	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps14	55.500000	0	0	0	0	0	0	0	0	0	0	0	165	199	271	458	333	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0
Gpr65	55.500000	0	0	0	0	0	0	0	0	0	0	0	82	0	100	171	132	0	0	0	0	0	0	0	0	0	298	96	504	282	0	0
Tmc3	55.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	973	433	0	0
C5ar2	55.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	149	251	179	0	0	0	0	0	0	0	0	0	360	0	491	234	0	0
Actn1	55.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	562	341	0	0	0	0	0	0	0	0	0	0	0	418	210	0	0
Septin2	55.433333	0	0	0	0	0	0	0	0	0	0	0	289	229	209	238	271	0	0	0	0	0	0	0	0	0	103	0	184	140	0	0
Polr2b	55.433333	0	0	0	0	0	0	0	0	0	0	0	235	256	258	579	261	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
Noa1	55.433333	0	0	0	0	0	0	0	0	0	0	0	235	256	258	579	261	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
Mfsd14a	55.366667	0	0	0	0	0	0	0	0	0	0	0	200	0	250	481	230	0	0	0	0	0	0	0	0	0	0	0	309	191	0	0
Fam167a	55.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	274	0	189	224	213	0	293	163	0	0
Thoc2l	55.300000	0	0	0	0	0	0	0	0	0	0	0	220	270	270	345	293	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
Plbd1	55.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	283	0	0	0	0	0	0	0	0	0	190	0	514	249	0	0
Fcgr1	55.300000	0	0	0	0	0	0	0	0	0	0	0	150	0	0	270	189	0	0	0	0	0	0	0	0	0	323	118	441	168	0	0
Hint3	55.233333	0	0	0	0	0	0	0	0	0	0	0	173	181	259	257	171	0	0	0	0	0	0	0	0	0	254	0	229	133	0	0
Olfr435	55.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	230	388	0	280	254	0	0	0	0	0	0
Odf2l	55.100000	0	0	0	0	0	0	0	0	0	0	0	176	301	321	457	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem53	55.066667	0	0	0	0	0	0	0	0	0	0	0	83	124	235	230	181	0	0	0	0	0	0	0	0	0	465	132	202	0	0	0
Rab33b	55.066667	0	0	0	0	0	0	0	0	0	0	0	270	315	372	378	212	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Fez2	55.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	210	0	0	0	0	0	0	0	0	0	484	124	522	168	0	0
Fam174c	55.066667	0	0	0	0	0	0	0	0	0	0	0	200	192	318	285	239	0	0	0	0	0	0	0	0	0	0	0	205	213	0	0
Armh1	55.066667	0	0	0	0	0	0	0	0	0	0	0	83	124	235	230	181	0	0	0	0	0	0	0	0	0	465	132	202	0	0	0
Abca8b	55.066667	0	0	0	0	0	0	0	0	0	0	0	171	122	179	551	313	0	0	0	0	0	0	0	0	0	0	0	208	108	0	0
Phf14	55.033333	0	0	0	0	0	0	0	0	0	0	0	244	209	206	333	206	0	0	0	0	0	0	0	0	0	186	0	267	0	0	0
