Target_genes	Mlxipl|Average	SRX15941723|Liver	SRX15941725|Liver	SRX6099407|Liver	SRX6099408|Liver	SRX6099409|Liver	SRX6099410|Liver	SRX6099411|Liver	SRX6099412|Liver	SRX6099413|Liver	SRX6099414|Liver	SRX6099415|Liver	SRX6099416|Liver	SRX6099417|Liver	SRX6099418|Liver	STRING
Uvrag	126.071429	0	0	0	0	0	0	252	222	218	277	169	261	147	219	0
Zfp623	126.000000	168	84	0	0	0	0	221	349	185	297	87	162	107	104	0
Chd3	125.928571	181	94	0	0	0	0	190	327	99	205	143	284	0	240	0
Dusp7	125.785714	0	0	0	0	0	0	272	354	372	389	0	210	0	164	0
Epc1	125.714286	0	0	0	0	0	0	163	263	250	213	177	286	204	204	0
Serpina10	125.571429	200	223	0	0	0	0	171	418	194	196	0	191	0	165	0
Serpina1b	125.500000	429	333	0	0	0	0	167	211	0	150	0	128	108	231	0
U2surp	125.285714	0	0	0	0	0	0	195	303	259	319	195	235	0	248	0
Clk4	125.285714	184	0	0	0	0	0	280	265	176	132	212	181	160	164	0
BC049762	125.285714	184	0	0	0	0	0	280	265	176	132	212	181	160	164	0
Dcaf4	125.071429	194	0	0	0	0	0	117	303	158	198	165	411	0	205	0
Btbd3	125.071429	0	0	0	0	0	0	217	243	310	235	178	239	132	197	0
Noct	125.000000	426	229	0	0	0	0	138	235	131	217	119	0	91	164	0
Hsd17b12	124.857143	139	171	0	0	0	0	0	162	243	305	111	272	160	185	0
Gpr19	124.857143	0	0	0	0	0	0	251	322	185	206	119	256	202	207	0
Ermard	124.785714	0	0	0	0	0	0	232	330	195	217	156	261	176	180	0
Naca	124.642857	0	106	0	0	0	0	291	278	133	206	162	174	176	219	0
Gtf2a1	124.642857	0	0	0	0	0	0	183	292	218	254	301	377	0	120	0
Itga1	124.571429	154	0	0	0	0	0	197	262	169	350	138	208	0	266	0
Tlcd1	124.428571	245	0	0	0	0	0	199	296	154	260	0	218	161	209	0
Rdh7	124.428571	191	107	0	0	0	0	239	374	170	201	0	0	177	283	0
Nek8	124.428571	245	0	0	0	0	0	199	296	154	260	0	218	161	209	0
Ctbs	124.214286	159	0	0	0	0	0	343	245	223	284	0	253	0	232	0
Xdh	124.142857	0	0	0	0	0	0	181	311	150	261	166	204	207	258	0
Usf2	124.071429	106	121	0	0	0	0	319	387	285	346	0	0	0	173	0
Pllp	123.785714	0	0	0	0	0	0	140	237	177	296	143	267	192	281	0
Utp25	123.714286	0	0	0	0	0	0	239	362	288	202	133	220	0	288	0
Utp11	123.714286	176	146	0	0	0	0	320	316	216	272	116	170	0	0	0
Dhcr24	123.714286	156	152	0	0	0	0	215	359	121	209	110	216	0	194	0
Dact2	123.642857	165	0	0	0	0	0	190	260	141	307	145	228	0	295	0
Polr2e	123.571429	153	150	0	0	0	0	172	335	163	261	0	136	175	185	0
Pafah2	123.571429	137	0	0	0	0	0	218	206	267	330	98	138	129	207	0
Hagh	123.428571	114	0	0	0	0	0	197	305	150	145	155	191	212	259	0
Fahd1	123.428571	114	0	0	0	0	0	197	305	150	145	155	191	212	259	0
Ptms	123.142857	294	322	0	0	0	0	122	150	0	178	98	228	174	158	0
Lag3	123.142857	294	322	0	0	0	0	122	150	0	178	98	228	174	158	0
Sdr9c7	123.000000	241	107	0	0	0	0	303	291	219	225	0	214	0	122	0
Tcn2	122.857143	0	0	0	0	0	0	143	258	188	351	131	210	158	281	0
Acox2	122.857143	0	0	0	0	0	0	315	430	206	260	0	139	169	201	0
Wdsub1	122.714286	195	118	0	0	0	0	243	235	151	247	84	172	138	135	0
Pten	122.642857	0	0	0	0	0	0	139	157	97	142	288	379	153	362	0
Arsa	122.642857	146	0	0	0	0	0	212	395	177	251	0	144	105	287	0
Rps6kl1	122.571429	145	0	0	0	0	0	159	206	168	247	222	358	0	211	0
Ubap2	122.428571	0	0	0	0	0	0	192	363	80	234	124	326	176	219	0
Insig2	122.428571	144	134	0	0	0	0	176	303	181	182	0	145	222	227	0
Orm2	122.357143	316	276	0	0	0	0	126	155	216	381	0	107	0	136	0
Memo1	121.928571	0	0	0	0	0	0	180	302	256	319	0	283	173	194	0
Tkt	121.857143	0	0	0	0	0	0	216	241	257	203	198	174	164	253	0
Sqle	121.785714	0	0	0	0	0	0	267	277	83	167	186	371	184	170	0
Psen2	121.785714	87	134	0	0	0	0	187	331	161	113	108	182	205	197	0
Peak1	121.714286	141	0	0	0	0	0	262	294	377	361	0	185	84	0	0
P4hb	121.714286	208	105	0	0	0	0	127	212	153	202	117	221	154	205	0
Hmg20a	121.714286	141	0	0	0	0	0	262	294	377	361	0	185	84	0	0
Commd6	121.642857	0	0	0	0	0	0	141	209	111	297	232	313	192	208	0
Slc25a30	121.571429	0	0	0	0	0	0	240	341	225	293	75	207	108	213	0
Tfrc	121.357143	210	155	0	0	0	0	177	272	224	223	0	117	180	141	0
C2cd2l	121.142857	124	0	0	0	0	0	0	190	200	347	134	257	163	281	0
Urgcp	121.000000	163	220	0	0	0	0	154	180	197	194	179	178	79	150	0
Pole4	121.000000	147	207	0	0	0	0	0	246	196	194	124	238	158	184	0
Vwa1	120.928571	99	154	0	0	0	0	172	168	314	255	112	233	0	186	0
Tk1	120.928571	215	150	0	0	0	0	160	302	234	330	0	200	102	0	0
Sema4b	120.928571	153	129	0	0	0	0	158	224	250	211	76	120	157	215	0
Cpn2	120.857143	117	0	0	0	0	0	192	256	254	342	0	165	132	234	0
St3gal2	120.714286	0	0	0	0	0	0	211	316	122	157	201	344	143	196	0
Smg7	120.500000	209	155	0	0	0	0	275	381	193	295	0	0	0	179	0
Snx16	120.428571	0	0	0	0	0	0	410	391	347	373	165	0	0	0	0
Pex11b	120.214286	0	0	0	0	0	0	121	126	156	296	124	308	204	348	0
Fbxl21	120.142857	0	179	0	0	0	0	141	222	196	378	137	229	0	200	0
Ttc39b	120.071429	316	121	0	0	0	0	165	267	157	125	199	130	0	201	0
Pisd	120.071429	123	106	0	0	0	0	287	193	149	290	123	133	132	145	0
Nr5a2	120.071429	236	103	0	0	0	0	227	271	149	266	0	119	127	183	0
Rhbdd1	119.928571	0	0	0	0	0	0	238	260	231	210	0	275	209	256	0
Ing1	119.857143	0	0	0	0	0	0	185	269	130	180	195	313	180	226	0
Cars2	119.857143	0	0	0	0	0	0	185	269	130	180	195	313	180	226	0
Nr4a2	119.785714	395	0	0	0	0	0	222	386	99	190	0	0	191	194	0
Maats1	119.571429	0	0	0	0	0	0	149	221	163	259	250	265	133	234	0
Cox17	119.571429	0	0	0	0	0	0	149	221	163	259	250	265	133	234	0
Rab1a	119.500000	0	0	0	0	0	0	236	233	0	231	230	258	221	264	0
Angel2	119.500000	0	206	0	0	0	0	157	195	137	216	247	226	151	138	0
Sae1	119.428571	0	0	0	0	0	0	142	388	141	282	168	339	0	212	0
Cp	119.428571	0	0	0	0	0	0	355	375	160	448	0	115	0	219	0
Qk	119.357143	0	0	0	0	0	0	207	226	0	257	342	356	0	283	0
Ptbp1	119.357143	132	0	0	0	0	0	159	279	193	189	147	293	123	156	0
Matr3	119.357143	162	0	0	0	0	0	245	274	0	228	221	213	172	156	0
Tmem177	119.214286	195	152	0	0	0	0	264	372	151	230	0	158	0	147	0
Ap5s1	119.071429	132	0	0	0	0	0	176	218	165	218	226	218	153	161	0
Nsd3	119.000000	130	89	0	0	0	0	301	259	0	207	237	235	0	208	0
Letm2	119.000000	130	89	0	0	0	0	301	259	0	207	237	235	0	208	0
Tmcc3	118.642857	287	0	0	0	0	0	290	372	139	247	0	80	84	162	0
Rsrp1	118.571429	0	0	0	0	0	0	288	439	165	328	0	101	150	189	0
Eif4ebp2	118.428571	0	0	0	0	0	0	178	289	191	317	149	231	126	177	0
Cdc37l1	118.428571	0	0	0	0	0	0	214	157	222	276	192	151	147	299	0
Sphk2	118.357143	123	0	0	0	0	0	0	157	176	241	199	219	192	350	0
Sart3	118.357143	0	0	0	0	0	0	122	193	121	193	277	375	119	257	0
Prmt3	118.357143	0	0	0	0	0	0	180	259	206	325	340	180	0	167	0
Iscu	118.357143	0	0	0	0	0	0	122	193	121	193	277	375	119	257	0
Fem1b	118.285714	0	0	0	0	0	0	107	183	183	399	179	203	220	182	0
Bhmt	118.285714	219	211	0	0	0	0	176	201	110	222	0	101	133	283	0
Alg1	118.000000	0	0	0	0	0	0	250	230	0	209	154	441	179	189	0
Espnl	117.928571	176	0	0	0	0	0	236	360	290	356	0	119	0	114	0
Ube2f	117.857143	0	0	0	0	0	0	246	283	198	259	138	146	187	193	0
Stbd1	117.857143	0	0	0	0	0	0	382	431	139	262	0	133	144	159	0
Rhbdf2	117.857143	359	190	0	0	0	0	202	199	175	223	0	168	0	134	0
Sash1	117.714286	106	0	0	0	0	0	260	310	140	195	102	201	142	192	0
Arsb	117.714286	286	0	0	0	0	0	168	223	168	107	239	174	163	120	0
Serpina3m	117.642857	152	0	0	0	0	0	313	368	0	211	0	132	196	275	0
Irf8	117.571429	0	0	0	0	0	0	229	227	180	197	88	428	126	171	0
Psmd5	117.285714	151	0	0	0	0	0	217	286	190	194	153	239	0	212	0
Cutal	117.285714	151	0	0	0	0	0	217	286	190	194	153	239	0	212	0
Tjp3	117.214286	0	0	0	0	0	0	206	298	251	283	0	282	130	191	0
Pip5k1c	117.214286	0	0	0	0	0	0	206	298	251	283	0	282	130	191	0
Med6	117.214286	0	0	0	0	0	0	172	313	239	374	0	257	0	286	0
Il31ra	117.214286	0	189	0	0	0	0	0	262	340	427	0	212	0	211	0
Phf20	117.142857	0	0	0	0	0	0	148	392	183	199	152	212	188	166	0
Rab3a	117.000000	183	0	0	0	0	0	124	0	173	164	276	287	193	238	0
Nbr1	117.000000	248	0	0	0	0	0	123	341	115	0	161	351	154	145	0
Brca1	117.000000	248	0	0	0	0	0	123	341	115	0	161	351	154	145	0
Ifi35	116.928571	180	0	0	0	0	0	0	161	465	420	0	142	140	129	0
Pmf1	116.785714	0	0	0	0	0	0	290	429	196	364	0	177	0	179	0
Ifrd1	116.642857	0	126	0	0	0	0	242	246	145	258	155	170	127	164	0
Cyp2d22	116.642857	0	0	0	0	0	0	290	471	260	264	0	112	0	236	0
Cenpu	116.428571	0	0	0	0	0	0	211	367	236	321	0	274	103	118	0
Smarcd2	116.214286	257	136	0	0	0	0	93	215	172	284	0	115	165	190	0
Rabggta	115.928571	174	151	0	0	0	0	278	248	152	280	0	200	0	140	0
Nlrp6	115.928571	0	0	0	0	0	0	311	323	272	227	0	164	141	185	0
Naa35	115.928571	0	0	0	0	0	0	259	317	257	364	0	145	132	149	0
Mmachc	115.928571	0	0	0	0	0	0	249	291	184	270	211	180	0	238	0
Get4	115.928571	0	0	0	0	0	0	281	305	205	208	180	251	0	193	0
Ccdc163	115.928571	0	0	0	0	0	0	249	291	184	270	211	180	0	238	0
Ly6g2	115.857143	0	0	0	0	0	0	261	366	166	226	0	194	217	192	0
Anapc7	115.785714	0	0	0	0	0	0	158	246	95	199	275	223	134	291	0
Nsa2	115.714286	0	0	0	0	0	0	122	173	124	272	237	318	174	200	0
Gfm2	115.714286	0	0	0	0	0	0	122	173	124	272	237	318	174	200	0
Sap18b	115.500000	0	134	0	0	0	0	163	206	169	235	142	194	169	205	0
Sap18	115.500000	0	134	0	0	0	0	163	206	169	235	142	194	169	205	0
Oxt	115.428571	0	0	0	0	0	0	228	277	168	200	251	311	0	181	0
Avp	115.428571	0	0	0	0	0	0	228	277	168	200	251	311	0	181	0
Slc39a7	115.357143	0	0	0	0	0	0	0	150	156	115	301	399	286	208	0
Rxrb	115.357143	0	0	0	0	0	0	0	150	156	115	301	399	286	208	0
H3c7	115.357143	0	0	0	0	0	0	226	163	154	376	298	310	88	0	0
H2bc9	115.357143	0	0	0	0	0	0	226	163	154	376	298	310	88	0	0
H2-Ke6	115.357143	0	0	0	0	0	0	0	150	156	115	301	399	286	208	0
Rpl35	115.285714	0	0	0	0	0	0	181	178	160	228	202	236	165	264	0
Arpc5l	115.285714	0	0	0	0	0	0	181	178	160	228	202	236	165	264	0
Ppa1	115.214286	0	0	0	0	0	0	195	212	273	217	200	120	174	222	0
Mcm3	115.142857	0	0	0	0	0	0	115	213	148	170	316	291	143	216	0
Etnppl	115.142857	121	0	0	0	0	0	363	427	0	241	0	135	156	169	0
4921504E06Rik	115.071429	0	0	0	0	0	0	262	256	187	390	183	216	0	117	0
Spred1	115.000000	0	0	0	0	0	0	155	258	176	241	133	297	133	217	0
Grb10	115.000000	0	0	0	0	0	0	264	298	0	98	238	229	186	297	0
Ddhd1	115.000000	0	0	0	0	0	0	132	131	0	179	312	459	173	224	0
Uqcrq	114.928571	0	0	0	0	0	0	171	225	230	261	131	195	173	223	0
Pcyox1	114.928571	199	125	0	0	0	0	145	277	273	329	0	131	0	130	0
Gdf9	114.928571	0	0	0	0	0	0	171	225	230	261	131	195	173	223	0
Mcm10	114.857143	0	0	0	0	0	0	0	117	0	0	304	375	340	472	0
Degs1	114.785714	162	0	0	0	0	0	0	195	211	313	141	226	192	167	0
Zswim8	114.714286	0	0	0	0	0	0	168	216	153	242	153	341	132	201	0
Chchd1	114.714286	0	0	0	0	0	0	168	216	153	242	153	341	132	201	0
Unc5b	114.642857	192	0	0	0	0	0	0	128	0	228	263	393	145	256	0
Irgm2	114.571429	0	114	0	0	0	0	298	398	173	250	0	149	0	222	0
Cyp2a22	114.500000	0	0	0	0	0	0	395	345	209	314	0	0	0	340	0
Tnfaip3	114.357143	0	0	0	0	0	0	118	192	198	263	197	315	148	170	0
Cox7a1	114.357143	0	0	0	0	0	0	152	267	0	174	201	377	230	200	0
Zfp62	114.285714	0	179	0	0	0	0	221	228	188	233	0	198	172	181	0
B3gnt2	114.285714	104	0	0	0	0	0	166	299	243	348	160	113	0	167	0
Cxcl11	114.214286	186	143	0	0	0	0	266	353	256	284	0	111	0	0	0
Tsg101	114.142857	0	0	0	0	0	0	124	252	154	234	165	246	204	219	0
Pdp1	114.071429	0	0	0	0	0	0	130	244	218	211	200	237	169	188	0
Dusp23	114.071429	236	153	0	0	0	0	176	264	112	202	0	159	116	179	0
Rara	113.857143	131	0	0	0	0	0	261	281	196	205	149	163	0	208	0
Cyp7a1	113.857143	0	0	0	0	0	0	161	276	198	222	202	194	133	208	0
Zfyve26	113.714286	0	0	0	0	0	0	313	424	140	227	0	255	113	120	0
Rad51b	113.714286	0	0	0	0	0	0	313	424	140	227	0	255	113	120	0
Tyw5	113.642857	0	92	0	0	0	0	96	231	118	136	202	348	153	215	0
Maip1	113.642857	0	92	0	0	0	0	96	231	118	136	202	348	153	215	0
Aunip	113.571429	121	0	0	0	0	0	199	409	201	259	0	202	0	199	0
Bnip3	113.500000	0	0	0	0	0	0	157	320	91	270	119	210	190	232	0
Vapa	113.428571	0	0	0	0	0	0	228	228	132	185	163	305	155	192	0
Pou2f1	113.357143	193	141	0	0	0	0	153	176	129	200	137	160	142	156	0
Hacl1	113.214286	102	122	0	0	0	0	182	290	175	201	0	129	147	237	0
Erc1	113.214286	142	0	0	0	0	0	97	222	92	251	190	328	0	263	0
Csrp3	113.214286	124	0	0	0	0	0	179	454	0	314	0	154	141	219	0
Btd	113.214286	102	122	0	0	0	0	182	290	175	201	0	129	147	237	0
Zhx3	113.071429	0	0	0	0	0	0	181	217	170	281	0	290	177	267	0
Smu1	113.071429	0	0	0	0	0	0	160	224	169	338	126	192	154	220	0
Hsd11b1	113.000000	144	0	0	0	0	0	225	343	153	174	0	150	151	242	0
Txnl4a	112.857143	150	90	0	0	0	0	332	339	219	229	0	0	100	121	0
Snd1	112.857143	135	101	0	0	0	0	222	301	177	369	0	152	0	123	0
Gm16286	112.857143	150	90	0	0	0	0	332	339	219	229	0	0	100	121	0
Zfr2	112.785714	191	122	0	0	0	0	119	210	210	261	163	150	0	153	0
Atcay	112.785714	191	122	0	0	0	0	119	210	210	261	163	150	0	153	0
Nradd	112.714286	0	149	0	0	0	0	0	194	152	241	149	313	167	213	0
Tmem131l	112.642857	185	0	0	0	0	0	301	355	167	286	0	111	0	172	0
Sugp2	112.642857	0	0	0	0	0	0	238	252	139	201	249	238	100	160	0
Slc22a5	112.642857	0	0	0	0	0	0	224	271	161	232	106	213	150	220	0
Armc6	112.642857	0	0	0	0	0	0	238	252	139	201	249	238	100	160	0
Zbtb21	112.500000	165	166	0	0	0	0	115	193	0	153	246	250	134	153	0
Slc35e2	112.500000	0	0	0	0	0	0	139	171	165	252	163	380	149	156	0
Atr	112.500000	182	0	0	0	0	0	96	125	261	309	167	353	0	82	0
1700065D16Rik	112.500000	182	0	0	0	0	0	96	125	261	309	167	353	0	82	0
Pnrc2	112.428571	188	158	0	0	0	0	201	289	248	351	0	0	0	139	0
Lamtor4	112.428571	0	0	0	0	0	0	97	201	158	236	172	290	107	313	0
Yipf3	112.357143	0	0	0	0	0	0	174	237	192	307	141	220	162	140	0
Polr1c	112.357143	0	0	0	0	0	0	174	237	192	307	141	220	162	140	0
Ero1b	112.285714	0	0	0	0	0	0	211	318	258	276	177	159	0	173	0
Card10	112.285714	0	0	0	0	0	0	302	298	356	318	0	155	0	143	0
Tmem88	112.214286	0	0	0	0	0	0	265	259	145	149	201	291	88	173	0
Them6	112.071429	0	0	0	0	0	0	140	336	315	326	116	205	0	131	0
Psca	112.071429	0	0	0	0	0	0	140	336	315	326	116	205	0	131	0
Osbpl9	112.000000	0	0	0	0	0	0	208	298	136	219	235	310	0	162	0
Ghitm	111.928571	0	0	0	0	0	0	188	380	97	223	268	215	0	196	0
Reep3	111.642857	0	0	0	0	0	0	234	218	265	430	0	0	184	232	0
Dmxl2	111.642857	0	0	0	0	0	0	232	197	152	185	199	222	209	167	0
Kctd9	111.500000	120	0	0	0	0	0	0	262	126	150	210	380	110	203	0
Cdca2	111.500000	120	0	0	0	0	0	0	262	126	150	210	380	110	203	0
Zfp511	111.357143	0	165	0	0	0	0	173	111	151	197	157	241	141	223	0
Tubgcp2	111.357143	0	165	0	0	0	0	173	111	151	197	157	241	141	223	0
Ccs	111.357143	150	198	0	0	0	0	254	326	218	262	0	151	0	0	0
Ccdc87	111.357143	150	198	0	0	0	0	254	326	218	262	0	151	0	0	0
Kifc5b	111.285714	0	0	0	0	0	0	192	328	223	287	0	149	179	200	0
Tex30	111.214286	0	0	0	0	0	0	179	269	265	212	0	324	161	147	0
Rnf44	111.214286	0	0	0	0	0	0	151	166	227	251	124	266	134	238	0
Limk1	111.071429	122	0	0	0	0	0	191	175	146	300	130	196	132	163	0
Gck	111.000000	238	0	0	0	0	0	229	386	141	239	0	0	153	168	0
Cecr2	110.928571	147	0	0	0	0	0	325	372	158	174	119	135	0	123	0
Rpf1	110.857143	0	0	0	0	0	0	139	220	118	312	191	245	131	196	0
Max	110.857143	0	0	0	0	0	0	187	296	199	301	91	209	97	172	0
Pkp4	110.785714	0	0	0	0	0	0	389	314	305	369	0	0	0	174	0
Nuak2	110.785714	0	0	0	0	0	0	217	191	179	251	225	268	0	220	0
Fam98a	110.785714	179	100	0	0	0	0	100	292	136	207	0	217	114	206	0
Ccdc148	110.785714	0	0	0	0	0	0	389	314	305	369	0	0	0	174	0
Larp1	110.714286	0	0	0	0	0	0	163	243	93	242	182	284	126	217	0
Ankhd1	110.714286	0	0	0	0	0	0	204	252	169	258	111	227	149	180	0
Znrf4	110.642857	195	112	0	0	0	0	161	448	0	200	0	290	0	143	0
Sds	110.642857	193	0	0	0	0	0	231	327	208	171	0	154	96	169	0
Mob4	110.642857	0	0	0	0	0	0	327	280	237	332	0	166	0	207	0
Zfand3	110.571429	167	0	0	0	0	0	179	313	158	249	0	186	110	186	0
Rabl6	110.571429	0	0	0	0	0	0	255	257	176	234	155	233	109	129	0
Hmgb1	110.571429	0	0	0	0	0	0	146	208	144	274	152	240	155	229	0
Hars2	110.571429	0	130	0	0	0	0	154	205	215	195	85	270	147	147	0
Hars	110.571429	0	130	0	0	0	0	154	205	215	195	85	270	147	147	0
Scarf1	110.500000	0	0	0	0	0	0	186	371	142	284	0	177	167	220	0
Rilp	110.500000	0	0	0	0	0	0	186	371	142	284	0	177	167	220	0
A630076J17Rik	110.500000	299	176	0	0	0	0	174	221	0	250	0	113	135	179	0
Rps5	110.428571	0	0	0	0	0	0	137	242	152	222	230	241	176	146	0
Kdm4c	110.428571	0	0	0	0	0	0	199	197	180	196	171	249	130	224	0
Ehd1	110.428571	150	0	0	0	0	0	354	300	170	219	0	130	90	133	0
Nr4a3	110.357143	0	0	0	0	0	0	142	390	204	284	160	168	0	197	0
AI413582	110.214286	0	0	0	0	0	0	163	157	124	296	135	339	117	212	0
Spp2	109.857143	149	0	0	0	0	0	317	419	0	230	0	154	102	167	0
Arhgap23	109.785714	325	126	0	0	0	0	166	173	150	275	0	119	0	203	0
Nipsnap3b	109.714286	116	0	0	0	0	0	212	278	141	244	86	128	114	217	0
Casp8ap2	109.714286	0	0	0	0	0	0	154	261	266	401	0	254	0	200	0
Arhgef19	109.714286	148	0	0	0	0	0	172	408	149	247	0	139	0	273	0
Kif21a	109.642857	0	0	0	0	0	0	179	289	132	0	153	336	237	209	0
Ube2v1	109.571429	225	0	0	0	0	0	147	183	178	236	243	322	0	0	0
Tbl2	109.571429	180	119	0	0	0	0	144	191	170	282	0	136	177	135	0
Sdcbp	109.428571	0	0	0	0	0	0	210	243	0	215	231	348	0	285	0
Rasl10b	109.428571	0	0	0	0	0	0	0	194	206	359	238	346	0	189	0
Trmo	109.357143	0	107	0	0	0	0	165	170	140	132	168	316	146	187	0
Rbp7	109.357143	236	0	0	0	0	0	170	268	232	242	136	247	0	0	0
Gtf2f1	109.357143	0	0	0	0	0	0	248	208	134	171	165	256	131	218	0
Pvr	109.285714	0	0	0	0	0	0	160	207	127	205	151	348	155	177	0
Nr6a1	109.285714	91	0	0	0	0	0	200	297	123	268	94	200	119	138	0
Rai14	109.142857	162	0	0	0	0	0	256	428	229	209	132	0	112	0	0
Pik3ca	109.071429	142	0	0	0	0	0	131	242	200	262	163	200	98	89	0
Nop2	109.071429	85	107	0	0	0	0	263	231	126	239	0	194	0	282	0
Gfm1	109.071429	176	0	0	0	0	0	187	307	216	329	0	162	0	150	0
Gosr2	109.000000	133	0	0	0	0	0	0	217	174	259	216	177	173	177	0
Ube2n	108.928571	0	0	0	0	0	0	357	306	274	211	171	0	0	206	0
Il15ra	108.785714	0	149	0	0	0	0	0	124	178	242	169	322	128	211	0
Tns3	108.714286	0	0	0	0	0	0	200	299	98	235	105	271	169	145	0
Fbxo30	108.714286	104	0	0	0	0	0	175	261	143	230	117	215	112	165	0
Slc35b2	108.642857	0	0	0	0	0	0	129	153	141	131	185	240	261	281	0
Tmprss6	108.571429	145	0	0	0	0	0	380	293	209	340	0	0	0	153	0
Ripply1	108.571429	0	0	0	0	0	0	348	600	202	370	0	0	0	0	0
Trir	108.500000	0	0	0	0	0	0	138	214	178	188	174	387	0	240	0
Tmem120a	108.500000	169	202	0	0	0	0	0	140	156	217	122	239	128	146	0
Get3	108.500000	0	0	0	0	0	0	138	214	178	188	174	387	0	240	0
Dppa3	108.500000	302	0	0	0	0	0	142	307	115	251	0	200	0	202	0
Spcs3	108.428571	128	93	0	0	0	0	158	285	183	196	0	174	113	188	0
Prps1l3	108.428571	140	0	0	0	0	0	130	205	182	209	100	247	126	179	0
Mipol1	108.428571	140	0	0	0	0	0	130	205	182	209	100	247	126	179	0
Dcaf10	108.428571	0	0	0	0	0	0	112	259	267	222	148	199	125	186	0
Slc22a7	108.357143	331	164	0	0	0	0	0	110	108	233	0	174	119	278	0
Sh3bgrl2	108.357143	122	0	0	0	0	0	133	215	190	281	180	98	132	166	0
Cdk5rap2	108.357143	0	0	0	0	0	0	146	236	193	335	151	199	0	257	0
Polr3e	108.214286	0	0	0	0	0	0	196	134	209	249	164	229	146	188	0
Pycrl	108.142857	0	0	0	0	0	0	137	236	102	286	202	268	130	153	0
Golga5	108.142857	0	0	0	0	0	0	195	278	167	241	161	144	120	208	0
Gstp2	108.071429	153	0	0	0	0	0	163	132	196	185	190	186	167	141	0
Gstp1	108.071429	153	0	0	0	0	0	163	132	196	185	190	186	167	141	0
Ttc36	108.000000	0	0	0	0	0	0	203	333	173	245	0	228	129	201	0
Tmem25	108.000000	0	0	0	0	0	0	203	333	173	245	0	228	129	201	0
Pknox1	108.000000	197	0	0	0	0	0	253	253	289	314	0	0	0	206	0
Ost4	108.000000	0	0	0	0	0	0	308	392	152	308	0	0	162	190	0
E030018B13Rik	107.928571	540	0	0	0	0	0	293	309	160	209	0	0	0	0	0
Heatr4	107.857143	0	0	0	0	0	0	200	344	170	174	177	307	0	138	0
Crebbp	107.857143	0	0	0	0	0	0	188	243	175	230	150	203	132	189	0
Acot2	107.857143	0	0	0	0	0	0	200	344	170	174	177	307	0	138	0
Trmt6	107.785714	0	0	0	0	0	0	251	298	158	263	0	248	122	169	0
Mcm8	107.785714	0	0	0	0	0	0	251	298	158	263	0	248	122	169	0
Atf7ip	107.785714	123	134	0	0	0	0	102	270	78	217	127	172	108	178	0
Ankrd13c	107.714286	128	0	0	0	0	0	180	391	231	241	0	166	0	171	0
Zmiz1	107.642857	216	150	0	0	0	0	240	292	130	225	0	0	0	254	0
Fam193a	107.571429	221	0	0	0	0	0	290	300	182	241	0	159	0	113	0
Psmd9	107.500000	0	0	0	0	0	0	348	319	206	213	0	0	219	200	0
Cyp2f2	107.500000	0	0	0	0	0	0	177	281	221	332	0	0	226	268	0
Psd	107.357143	0	0	0	0	0	0	141	188	202	215	216	199	176	166	0
Fbxl15	107.357143	0	0	0	0	0	0	141	188	202	215	216	199	176	166	0
Eif4ebp1	107.285714	260	166	0	0	0	0	168	363	133	193	0	85	0	134	0
Zc3h18	107.142857	139	0	0	0	0	0	285	261	196	224	125	154	0	116	0
Alpk2	107.000000	0	0	0	0	0	0	196	385	115	177	165	179	153	128	0
Slc17a8	106.928571	0	0	0	0	0	0	169	307	207	160	0	149	191	314	0
Dsc2	106.928571	217	158	0	0	0	0	220	360	142	201	0	0	80	119	0
Polr2h	106.857143	176	101	0	0	0	0	147	253	178	213	137	171	0	120	0
Clcn2	106.857143	176	101	0	0	0	0	147	253	178	213	137	171	0	120	0
Cwc22	106.785714	0	0	0	0	0	0	126	214	274	354	172	189	0	166	0
Spty2d1	106.714286	0	0	0	0	0	0	161	349	169	238	0	197	132	248	0
Lzts2	106.714286	0	0	0	0	0	0	144	302	173	183	157	207	123	205	0
Reep6	106.571429	153	125	0	0	0	0	89	121	147	292	116	169	121	159	0
Pcsk4	106.571429	153	125	0	0	0	0	89	121	147	292	116	169	121	159	0
Mroh2a	106.571429	241	0	0	0	0	0	131	248	145	176	0	151	192	208	0
Imp3	106.571429	0	0	0	0	0	0	162	227	165	151	138	184	184	281	0
Dhdh	106.571429	174	0	0	0	0	0	239	426	207	294	0	0	0	152	0
Supt4a	106.500000	0	0	0	0	0	0	221	261	154	144	261	239	115	96	0
Cobll1	106.500000	0	0	0	0	0	0	176	345	99	230	97	184	113	247	0
Eps15l1	106.428571	0	0	0	0	0	0	266	289	184	235	145	138	100	133	0
A1bg	106.357143	144	105	0	0	0	0	208	343	155	177	0	175	0	182	0
Rmnd1	106.285714	199	112	0	0	0	0	205	230	115	274	0	202	0	151	0
Armt1	106.285714	199	112	0	0	0	0	205	230	115	274	0	202	0	151	0
Anks4b	106.285714	0	0	0	0	0	0	235	396	248	322	0	115	0	172	0
Psmg3	106.142857	176	100	0	0	0	0	237	393	144	254	0	182	0	0	0
Gatd1	106.142857	0	0	0	0	0	0	212	340	256	299	0	224	0	155	0
Noxo1	106.071429	0	0	0	0	0	0	244	163	174	164	241	263	104	132	0
Gfer	106.071429	0	0	0	0	0	0	244	163	174	164	241	263	104	132	0
Cnot8	106.071429	120	0	0	0	0	0	182	249	116	240	155	216	0	207	0
