Target_genes	Hoxc10|Average	SRX7416182|Embryoid_Bodies	SRX7416183|Embryoid_Bodies	SRX7416184|Embryoid_Bodies	SRX7416196|Embryoid_Bodies	SRX7416197|Embryoid_Bodies	SRX7416198|Embryoid_Bodies	SRX7416199|Embryoid_Bodies	SRX9099736|Embryoid_Bodies	SRX9099737|Embryoid_Bodies	SRX9099740|Embryoid_Bodies	SRX9099741|Embryoid_Bodies	SRX3229107|Hindlimb	SRX3229108|Hindlimb	STRING
Wipf1	108.615385	0	0	468	144	0	140	164	0	261	0	235	0	0	0
V1rd19	108.615385	0	0	0	0	0	0	0	0	460	522	430	0	0	0
V1rd18	108.615385	0	0	0	0	0	0	0	0	460	522	430	0	0	0
Rpp38	108.615385	0	0	169	0	0	136	0	256	424	185	242	0	0	0
Srsf7	108.538462	0	0	128	199	119	205	0	126	166	231	237	0	0	0
Clcn3	108.461538	0	0	349	130	0	158	0	0	348	168	257	0	0	0
Olfr341	108.230769	0	0	0	0	0	0	0	138	446	352	471	0	0	0
Galk2	108.230769	0	119	403	233	146	240	175	0	0	0	91	0	0	0
Cops2	108.230769	0	119	403	233	146	240	175	0	0	0	91	0	0	0
Gnpnat1	108.153846	0	0	0	0	0	0	0	235	300	500	371	0	0	0
Zfp330	108.076923	0	0	826	0	0	108	103	0	133	0	235	0	0	0
Siglec1	108.076923	0	0	949	173	0	139	144	0	0	0	0	0	0	0
Plxnc1	108.076923	0	0	578	324	0	273	230	0	0	0	0	0	0	0
Olfr1121	108.076923	0	0	0	0	0	0	0	207	384	349	465	0	0	0
Mettl16	108.076923	0	0	0	0	0	94	0	197	392	325	397	0	0	0
Hsd3b1	108.076923	0	0	0	0	0	0	0	129	452	451	373	0	0	0
Uqcrc1	108.000000	0	0	169	147	0	149	118	218	160	250	193	0	0	0
Zfp160	107.923077	0	0	140	0	0	0	0	177	392	271	423	0	0	0
Atp8a1	107.846154	0	0	388	0	0	0	0	180	443	133	258	0	0	0
Srek1ip1	107.538462	0	0	851	0	0	280	0	97	170	0	0	0	0	0
Cwc27	107.538462	0	0	851	0	0	280	0	97	170	0	0	0	0	0
Rpe	107.461538	0	0	0	0	0	0	139	212	369	274	403	0	0	0
Krt2	107.461538	0	0	0	0	0	0	0	177	488	347	385	0	0	0
Olfr933	107.384615	0	0	437	0	0	0	0	245	203	315	196	0	0	0
Slc1a3	107.307692	0	0	0	0	0	0	0	256	492	248	399	0	0	0
Olfr1058	107.230769	0	0	0	0	0	0	0	221	383	395	395	0	0	0
Olfr1233	107.153846	0	0	0	0	0	0	0	228	358	458	349	0	0	0
Hoxc12	107.153846	0	0	0	0	0	0	0	280	396	330	387	0	0	0
Vpreb3	107.076923	0	0	543	145	139	165	0	77	160	0	163	0	0	0
Gm867	107.076923	0	0	543	145	139	165	0	77	160	0	163	0	0	0
Hsd3b3	107.000000	0	0	0	0	0	0	0	167	488	314	422	0	0	0
Rcan2	106.923077	0	0	995	161	0	122	112	0	0	0	0	0	0	0
Nlrp4a	106.769231	0	0	0	0	0	0	0	177	324	440	447	0	0	0
Ccdc60	106.769231	0	0	930	133	0	187	0	138	0	0	0	0	0	0
Zfp60	106.615385	0	0	277	0	0	0	0	151	305	407	246	0	0	0
Vmn2r62	106.615385	0	0	0	0	0	0	0	187	369	347	483	0	0	0
Slc14a2	106.615385	0	0	905	276	0	90	0	0	115	0	0	0	0	0
Dyrk3	106.615385	0	0	280	0	0	0	107	354	268	254	123	0	0	0
Mup9	106.538462	0	0	0	0	0	0	0	253	481	254	397	0	0	0
Fam135a	106.461538	0	0	273	0	0	0	0	233	330	109	439	0	0	0
Tcaf1	106.307692	0	0	0	0	0	0	0	229	417	413	323	0	0	0
Wnt16	106.153846	0	0	0	0	0	0	0	198	550	240	392	0	0	0
Olfr282	106.076923	0	0	0	0	0	0	0	157	313	475	434	0	0	0
Olfr1316	106.000000	0	0	0	0	0	0	0	206	375	272	525	0	0	0
Gnaq	105.846154	0	0	190	0	0	0	0	202	421	281	282	0	0	0
Gucy1a2	105.769231	0	0	0	0	0	0	0	197	515	326	337	0	0	0
Dnah6	105.615385	0	0	256	0	0	0	0	226	299	271	321	0	0	0
Gm36028	105.461538	0	0	215	0	0	0	0	270	316	283	287	0	0	0
2810459M11Rik	105.461538	0	0	0	0	0	74	0	272	501	0	524	0	0	0
Olfr960	105.384615	0	0	294	0	0	214	0	0	354	158	350	0	0	0
Psma8	105.307692	0	0	0	0	0	0	0	186	332	437	414	0	0	0
Foxc2	105.307692	0	0	0	0	0	0	0	177	459	286	447	0	0	0
Rln1	105.076923	0	0	0	0	0	0	0	224	421	439	282	0	0	0
Nme6	105.076923	0	0	848	188	0	172	158	0	0	0	0	0	0	0
Ccna1	105.076923	0	0	0	0	0	0	0	317	324	303	422	0	0	0
Mfsd8	105.000000	0	0	95	0	0	129	0	167	389	306	279	0	0	0
Olfr772	104.923077	0	0	0	0	0	0	0	138	347	381	498	0	0	0
4430402I18Rik	104.846154	0	0	1031	143	0	189	0	0	0	0	0	0	0	0
Rbm33	104.692308	0	0	129	187	159	414	99	0	169	0	204	0	0	0
Sprr2i	104.615385	0	0	815	216	0	181	0	148	0	0	0	0	0	0
Il1rapl1	104.538462	0	0	0	0	0	0	0	129	369	488	373	0	0	0
Srsf1	104.461538	0	0	0	0	0	140	0	175	371	342	330	0	0	0
Hunk	104.461538	0	0	472	0	0	0	0	278	198	153	257	0	0	0
Ints12	104.384615	0	0	151	0	0	125	0	180	340	231	330	0	0	0
Gstcd	104.384615	0	0	151	0	0	125	0	180	340	231	330	0	0	0
Dab2	104.384615	0	0	191	0	0	0	0	197	374	397	198	0	0	0
Irs2	104.307692	0	0	487	0	0	0	0	219	240	193	217	0	0	0
Insc	104.307692	0	0	0	0	0	0	0	216	387	312	441	0	0	0
Fam163a	104.307692	0	0	1034	0	0	0	0	207	115	0	0	0	0	0
Cdk17	104.230769	0	0	513	0	0	0	0	216	242	212	172	0	0	0
Rgs5	104.153846	0	0	459	73	0	0	0	167	302	200	153	0	0	0
Phf21a	104.153846	0	0	248	0	0	0	0	128	340	255	383	0	0	0
Mllt10	104.153846	0	0	404	195	211	166	122	78	0	0	178	0	0	0
Xcl1	104.000000	0	0	0	0	0	0	0	272	476	336	268	0	0	0
Spa17	103.923077	0	0	146	0	0	0	0	190	416	181	418	0	0	0
Siae	103.923077	0	0	146	0	0	0	0	190	416	181	418	0	0	0
Ttc21b	103.769231	0	0	234	0	0	0	0	168	291	259	397	0	0	0
Cpsf1	103.769231	0	0	0	132	93	136	85	138	270	181	314	0	0	0
Ube2g2	103.692308	0	0	0	0	0	0	0	299	378	261	410	0	0	0
Olfr290	103.615385	0	0	0	0	0	0	0	129	398	436	384	0	0	0
Zfp334	103.538462	0	0	294	0	0	0	0	153	294	214	391	0	0	0
Spry1	103.384615	0	0	209	0	0	0	0	167	316	296	356	0	0	0
Akr1c6	103.384615	0	0	0	0	0	0	0	192	392	314	446	0	0	0
Adamts20	103.384615	0	0	0	0	0	0	0	198	433	407	306	0	0	0
Sulf2	103.307692	0	0	306	0	0	0	0	188	338	248	263	0	0	0
Olfr135	103.307692	0	0	0	0	0	0	0	197	416	393	337	0	0	0
Ing3	103.307692	0	0	789	159	0	129	0	129	0	0	137	0	0	0
Gm8439	103.230769	0	0	0	0	0	0	0	283	392	282	385	0	0	0
Frmpd4	103.230769	0	0	0	0	0	0	0	218	324	451	349	0	0	0
Armc10	103.153846	0	0	0	0	0	0	0	304	530	236	271	0	0	0
Acot10	103.076923	0	0	0	0	0	0	0	199	514	282	345	0	0	0
Stxbp6	103.000000	0	0	429	128	0	313	154	173	0	142	0	0	0	0
Cdh6	103.000000	0	0	348	0	0	0	0	243	243	244	261	0	0	0
Olfr1118	102.923077	0	0	258	0	0	0	0	167	249	303	361	0	0	0
Ccng2	102.923077	0	0	290	0	0	0	0	220	296	256	276	0	0	0
Asic4	102.923077	0	0	725	163	0	303	147	0	0	0	0	0	0	0
Ggh	102.846154	0	0	0	0	0	0	0	129	450	250	508	0	0	0
Rlf	102.692308	0	0	0	0	0	141	0	207	335	303	349	0	0	0
Gabra6	102.692308	0	0	0	0	0	0	0	207	392	352	384	0	0	0
Lpar4	102.615385	0	0	631	238	0	0	0	0	141	171	153	0	0	0
Sorbs1	102.384615	0	0	0	0	0	0	0	309	369	304	349	0	0	0
Olfr702	102.384615	0	0	0	0	0	0	0	157	381	409	384	0	0	0
Cic	102.307692	0	0	213	0	0	0	0	424	259	220	214	0	0	0
Galnt10	102.230769	0	0	0	0	0	88	0	197	428	370	246	0	0	0
Zmiz1	102.153846	0	0	646	0	0	0	0	183	215	132	152	0	0	0
Tmprss11e	102.153846	0	0	0	0	0	0	0	267	276	405	380	0	0	0
Rrm2b	102.153846	0	0	0	0	0	0	62	203	427	220	416	0	0	0
Ptger2	102.153846	0	0	902	122	0	153	0	0	151	0	0	0	0	0
Ift27	102.000000	0	0	371	119	0	140	0	218	160	135	183	0	0	0
Gca	101.923077	0	0	0	0	0	0	0	278	365	381	301	0	0	0
Vmn2r45	101.846154	0	0	0	0	0	0	0	120	442	473	289	0	0	0
Tcf12	101.769231	0	0	605	156	0	99	0	0	170	141	152	0	0	0
Hand2	101.769231	0	0	0	0	0	0	0	234	396	215	478	0	0	0
Golga5	101.615385	0	0	0	0	0	0	0	311	409	220	381	0	0	0
Serpine3	101.538462	0	0	0	0	0	0	0	207	362	333	418	0	0	0
Rtcb	101.538462	0	260	474	131	0	242	0	0	0	0	0	213	0	0
Olfr180	101.384615	0	0	0	0	0	0	0	207	424	302	385	0	0	0
Cux1	101.384615	0	0	911	164	0	243	0	0	0	0	0	0	0	0
Ptprz1	101.307692	0	0	636	0	0	0	0	0	239	230	212	0	0	0
Olfr655	101.307692	0	0	0	0	0	0	0	237	397	354	329	0	0	0
Dlk1	101.307692	0	0	601	0	0	219	147	187	0	0	163	0	0	0
Elf5	101.230769	0	0	854	214	0	248	0	0	0	0	0	0	0	0
Pcdha10	101.153846	0	0	0	0	0	0	0	224	384	261	446	0	0	0
Gabrr3	101.153846	0	0	85	0	0	0	0	187	324	370	349	0	0	0
Casp7	101.153846	0	0	418	0	0	0	0	247	324	153	173	0	0	0
Olfr1049	101.000000	0	0	0	0	0	0	0	194	370	337	412	0	0	0
Tanc2	100.846154	0	0	0	0	0	0	0	235	334	380	362	0	0	0
Runx1t1	100.846154	0	0	536	0	0	0	0	170	182	158	179	0	86	0
Prom1	100.846154	0	0	0	0	0	0	0	239	347	303	422	0	0	0
Stox2	100.615385	0	176	568	159	0	238	0	0	167	0	0	0	0	0
Olfr1066	100.615385	0	0	0	0	0	0	0	216	379	361	352	0	0	0
Csn1s2b	100.615385	0	0	0	0	0	0	0	204	438	296	370	0	0	0
Snx1	100.538462	0	0	977	0	0	0	105	0	110	115	0	0	0	0
Robo2	100.538462	0	0	444	107	0	0	0	129	200	182	245	0	0	0
Ciao2a	100.538462	0	0	977	0	0	0	105	0	110	115	0	0	0	0
1110025L11Rik	100.538462	0	0	0	0	0	0	0	183	357	349	418	0	0	0
Zfp820	100.384615	0	0	0	0	0	0	0	245	411	303	346	0	0	0
Olfr591	100.384615	0	0	0	0	0	0	0	177	358	357	413	0	0	0
H6pd	100.384615	0	0	1013	144	148	0	0	0	0	0	0	0	0	0
Clock	100.384615	0	0	0	0	0	0	0	393	303	254	355	0	0	0
Spag9	100.307692	0	0	310	119	0	173	89	188	152	124	149	0	0	0
Cda	100.230769	0	0	977	0	0	160	166	0	0	0	0	0	0	0
Arid1a	100.230769	0	0	419	103	0	103	0	166	212	193	107	0	0	0
AB010352	100.153846	0	0	538	295	176	293	0	0	0	0	0	0	0	0
Qk	100.076923	0	0	380	0	0	0	103	228	248	149	193	0	0	0
1810009J06Rik	100.076923	0	0	0	0	0	0	0	173	424	270	434	0	0	0
Sema4b	99.923077	0	0	703	159	0	141	176	120	0	0	0	0	0	0
Gm3448	99.923077	0	136	309	148	148	267	214	0	77	0	0	0	0	0
Gm3417	99.923077	0	136	309	148	148	267	214	0	77	0	0	0	0	0
Actbl2	99.923077	0	0	0	0	0	0	0	200	334	352	413	0	0	0
Olfr1031	99.692308	0	0	0	0	0	0	0	161	406	367	362	0	0	0
Tnrc18	99.615385	0	113	722	168	0	175	0	117	0	0	0	0	0	0
Gm1966	99.538462	0	0	0	0	0	0	0	148	428	393	325	0	0	0
Dhx33	99.538462	0	0	289	186	0	205	0	167	169	153	125	0	0	0
Clptm1	99.384615	0	0	362	163	126	112	65	106	115	118	125	0	0	0
Tsga10	99.307692	0	0	0	123	0	0	0	219	350	281	318	0	0	0
Snrpb2	99.307692	0	0	0	0	0	0	0	184	401	359	347	0	0	0
Fabp4	99.230769	0	0	0	0	0	0	0	138	335	370	447	0	0	0
Slc25a25	99.153846	0	0	315	0	0	0	0	197	270	250	257	0	0	0
Naif1	99.153846	0	0	315	0	0	0	0	197	270	250	257	0	0	0
Ift74	99.076923	0	0	0	0	0	0	0	241	530	206	311	0	0	0
Utp4	99.000000	0	0	738	96	131	112	0	145	0	0	65	0	0	0
Derpc	99.000000	0	0	738	96	131	112	0	145	0	0	65	0	0	0
Chtf8	99.000000	0	0	738	96	131	112	0	145	0	0	65	0	0	0
Olfr1303	98.923077	0	0	0	0	0	0	0	159	270	352	505	0	0	0
Smc1b	98.846154	0	0	0	0	0	0	0	197	395	319	374	0	0	0
Nabp1	98.846154	0	0	0	68	0	130	134	145	302	181	325	0	0	0
Olfr1167	98.692308	0	0	637	0	0	0	0	0	198	213	235	0	0	0
Wbp11	98.538462	0	0	321	0	0	0	0	165	322	187	286	0	0	0
Cmas	98.461538	0	0	640	89	0	0	0	120	188	118	125	0	0	0
Borcs7	98.461538	0	0	92	0	0	105	0	327	259	240	257	0	0	0
Tma7-ps	98.307692	0	0	0	0	0	0	0	399	291	220	368	0	0	0
Olfr270	98.307692	0	0	0	0	0	203	225	177	188	171	314	0	0	0
Olfr911-ps1	98.230769	0	0	0	0	0	0	0	187	401	250	439	0	0	0
6820408C15Rik	98.230769	0	148	258	0	175	0	0	174	208	0	314	0	0	0
Zfp62	98.153846	0	0	920	247	0	0	0	109	0	0	0	0	0	0
Ndufaf2	98.153846	0	0	749	0	0	0	0	122	254	0	151	0	0	0
Egr2	98.076923	0	0	878	0	0	196	201	0	0	0	0	0	0	0
Zfyve27	98.000000	0	0	215	0	0	0	0	239	447	220	153	0	0	0
Patj	98.000000	0	0	111	0	0	0	0	167	324	200	472	0	0	0
Ccdc162	97.923077	0	0	722	154	0	100	109	0	188	0	0	0	0	0
Prl3d3	97.769231	0	0	0	0	0	0	0	202	367	325	377	0	0	0
Pdcd6ip	97.769231	0	0	0	0	0	0	0	236	343	348	344	0	0	0
Myt1	97.769231	0	0	527	75	0	96	0	140	183	144	106	0	0	0
Acap2	97.769231	0	0	0	0	0	0	0	177	286	445	363	0	0	0
Olfr828	97.692308	0	0	0	0	0	0	0	208	351	345	366	0	0	0
Strc	97.461538	0	0	0	0	0	0	0	207	392	271	397	0	0	0
Etnk1	97.461538	0	0	125	0	0	89	0	167	347	159	380	0	0	0
Vmn2r72	97.384615	0	0	0	0	0	0	0	187	289	332	458	0	0	0
Reln	97.307692	0	0	453	144	0	129	0	197	198	144	0	0	0	0
Lactb	97.230769	0	0	0	0	0	0	0	218	464	347	235	0	0	0
Rbm44	97.153846	0	0	0	0	0	0	0	167	452	210	434	0	0	0
Yaf2	97.076923	0	0	214	0	0	0	0	219	360	268	201	0	0	0
Olfr39	97.000000	0	0	0	0	0	0	0	167	351	271	472	0	0	0
Abhd2	97.000000	0	0	191	0	0	0	0	220	270	250	330	0	0	0
Oasl1	96.923077	0	439	0	0	222	269	330	0	0	0	0	0	0	0
Rims2	96.846154	0	0	0	0	0	0	0	188	341	381	349	0	0	0
H3c15	96.769231	0	0	0	131	0	223	113	0	253	255	283	0	0	0
H3c14	96.769231	0	0	0	131	0	223	113	0	253	255	283	0	0	0
H2ac19	96.769231	0	0	0	131	0	223	113	0	253	255	283	0	0	0
H2ac18	96.769231	0	0	0	131	0	223	113	0	253	255	283	0	0	0
Stxbp5	96.692308	0	0	250	0	0	0	0	180	273	215	339	0	0	0
Casp1	96.538462	0	0	0	0	0	0	0	207	413	250	385	0	0	0
Igsf5	96.461538	0	0	533	0	0	0	0	0	303	179	239	0	0	0
Crebrf	96.461538	0	0	235	0	0	85	0	145	283	213	293	0	0	0
4930402H24Rik	96.461538	0	0	469	117	0	116	0	111	208	109	124	0	0	0
Rbms1	96.384615	0	0	444	0	0	0	0	115	193	146	355	0	0	0
Laptm4b	96.384615	0	0	0	0	0	0	0	138	381	290	444	0	0	0
Chchd5	96.307692	0	0	369	205	194	291	193	0	0	0	0	0	0	0
Ccdc84	96.307692	0	0	0	0	0	0	0	197	335	359	361	0	0	0
Sox5	96.230769	0	0	327	0	0	0	0	186	188	282	268	0	0	0
Csta1	96.230769	0	0	0	0	0	0	0	352	350	200	349	0	0	0
Vmn2r79	96.153846	0	0	0	0	0	0	0	213	326	430	281	0	0	0
Psma2	96.153846	0	0	161	0	108	126	0	260	216	188	191	0	0	0
Mrpl32	96.153846	0	0	161	0	108	126	0	260	216	188	191	0	0	0
Rbm17	96.076923	0	0	0	0	0	137	0	331	253	253	275	0	0	0
Zfp146	96.000000	0	0	278	95	0	169	116	102	124	162	202	0	0	0
Tmem132c	95.923077	0	0	824	0	0	0	0	180	0	0	0	115	128	0
Hspa9	95.923077	0	0	352	123	161	282	152	0	177	0	0	0	0	0
Ptprr	95.846154	0	0	250	0	0	0	0	88	329	288	291	0	0	0
Prss23	95.846154	0	0	0	0	0	0	0	177	413	314	342	0	0	0
Zfp651	95.769231	0	0	809	221	0	215	0	0	0	0	0	0	0	0
Lrrn1	95.615385	0	0	379	0	0	103	127	0	247	155	232	0	0	0
Percc1	95.538462	0	0	792	109	103	90	148	0	0	0	0	0	0	0
Cdh9	95.538462	0	0	1061	0	0	181	0	0	0	0	0	0	0	0
BC003965	95.538462	0	0	792	109	103	90	148	0	0	0	0	0	0	0
Dchs1	95.461538	0	0	0	0	0	171	0	0	440	220	410	0	0	0
Ankrd42	95.461538	0	0	0	0	0	0	0	310	407	230	294	0	0	0
Spin4	95.230769	0	0	174	0	0	0	0	138	335	302	289	0	0	0
Olfr983	95.153846	0	0	0	0	0	0	0	171	461	303	302	0	0	0
Lrp12	95.153846	0	0	471	0	0	0	0	119	186	186	275	0	0	0
Caly	95.076923	0	0	0	0	0	0	0	389	276	191	380	0	0	0
Gm10406	95.000000	0	0	143	223	168	338	191	172	0	0	0	0	0	0
Dnajc24	95.000000	0	0	0	0	0	117	0	144	368	200	406	0	0	0
Rpl38	94.923077	0	0	0	0	0	0	0	364	335	200	335	0	0	0
Mup17	94.923077	0	0	0	0	0	0	0	253	378	193	410	0	0	0
Mef2a	94.923077	0	0	0	0	0	0	0	215	359	354	306	0	0	0
Filip1l	94.923077	0	0	96	0	0	0	0	250	296	357	235	0	0	0
Zfp516	94.769231	0	0	698	164	0	140	0	0	84	0	146	0	0	0
Taf12	94.692308	0	0	627	166	123	225	90	0	0	0	0	0	0	0
Gna12	94.692308	0	0	140	0	0	0	0	230	348	162	351	0	0	0
Knl1	94.615385	0	0	129	207	0	231	0	0	259	161	243	0	0	0
Tmprss11d	94.461538	0	0	0	0	0	0	0	187	353	290	398	0	0	0
Prkaa1	94.461538	0	0	422	0	0	0	0	224	194	252	136	0	0	0
Tmem260	94.384615	0	0	0	0	111	116	124	195	169	292	220	0	0	0
Olfr765	94.384615	0	0	0	0	0	0	0	272	392	190	373	0	0	0
Arap3	94.384615	0	0	0	0	0	0	0	218	302	428	279	0	0	0
Gas1	94.307692	0	0	1088	0	0	0	0	138	0	0	0	0	0	0
Invs	94.153846	0	0	0	0	0	0	0	200	394	277	353	0	0	0
Erp44	94.153846	0	0	0	0	0	0	0	200	394	277	353	0	0	0
Vps37c	94.076923	0	0	0	0	0	94	0	215	322	301	291	0	0	0
E4f1	94.076923	0	0	180	318	158	279	288	0	0	0	0	0	0	0
Vmn1r4	94.000000	0	0	0	0	0	0	0	187	381	220	434	0	0	0
L3mbtl3	93.923077	0	0	0	0	0	0	0	137	342	213	529	0	0	0
Sh3pxd2b	93.846154	0	0	230	0	0	0	0	181	381	162	266	0	0	0
Mtnr1a	93.692308	0	0	160	92	118	266	199	0	99	141	143	0	0	0
Mical1	93.692308	0	0	0	0	0	0	0	388	280	271	279	0	0	0
Lta4h	93.692308	0	0	582	189	0	99	181	167	0	0	0	0	0	0
Olfr67	93.461538	0	0	0	0	0	0	0	197	335	381	302	0	0	0
Olfr1199	93.461538	0	0	0	0	0	0	0	110	374	310	421	0	0	0
Tcte3	93.307692	0	136	309	148	148	204	191	0	77	0	0	0	0	0
Kbtbd3	93.307692	0	0	0	0	0	0	112	185	310	226	380	0	0	0
Dio2	93.307692	0	0	0	0	0	0	0	412	347	230	224	0	0	0
Aasdhppt	93.307692	0	0	0	0	0	0	112	185	310	226	380	0	0	0
Olfr685	93.230769	0	0	0	0	0	0	0	206	321	386	299	0	0	0
Narf	93.230769	0	0	605	0	0	0	82	107	215	0	203	0	0	0
Wnk1	93.153846	0	118	545	0	0	226	0	0	0	153	169	0	0	0
Rbm46	93.153846	0	0	88	0	0	0	0	294	309	269	251	0	0	0
Lrrc72	93.153846	0	0	145	0	0	0	0	215	313	142	396	0	0	0
Kpna4	93.153846	0	0	318	0	0	75	0	201	283	165	169	0	0	0
Hecw2	93.076923	0	104	607	74	0	0	0	156	149	0	120	0	0	0
Peak1	93.000000	0	0	0	0	0	142	0	205	282	271	309	0	0	0
Ing1	93.000000	0	0	107	0	0	0	0	299	404	126	273	0	0	0
Hmg20a	93.000000	0	0	0	0	0	142	0	205	282	271	309	0	0	0
Hmx2	92.923077	0	0	740	117	0	79	90	82	100	0	0	0	0	0
Gtf2e2	92.923077	0	0	0	0	0	0	0	0	277	504	427	0	0	0
Cox20	92.923077	0	0	823	149	0	149	0	87	0	0	0	0	0	0
Arl4c	92.923077	0	0	0	0	0	0	0	281	414	190	323	0	0	0
Arid5b	92.923077	0	0	364	0	0	0	0	205	216	251	172	0	0	0
Tubgcp5	92.692308	0	0	218	0	0	0	0	271	239	250	227	0	0	0
Abca8b	92.692308	0	0	325	0	0	0	0	194	207	254	225	0	0	0
Enpp2	92.615385	0	0	143	0	0	0	0	184	301	201	375	0	0	0
Zfand6	92.538462	0	0	246	0	0	0	0	219	196	210	332	0	0	0
Zeb2	92.538462	0	0	320	0	0	0	0	153	209	257	264	0	0	0
Cdh22	92.461538	0	0	297	0	0	0	0	0	259	261	385	0	0	0
Nol4l	92.307692	0	0	735	110	0	155	200	0	0	0	0	0	0	0
Gbx2	92.230769	0	0	500	0	0	101	0	146	216	0	236	0	0	0
Pou6f1	92.153846	0	0	160	0	0	0	0	111	416	162	349	0	0	0
Tmem87a	92.076923	0	0	0	0	0	0	0	197	505	271	224	0	0	0
Tecr	92.076923	0	0	0	0	0	0	145	239	207	316	290	0	0	0
Rora	92.076923	0	0	372	0	0	0	0	115	238	200	183	89	0	0
Ganc	92.076923	0	0	0	0	0	0	0	197	505	271	224	0	0	0
Erdr1	92.000000	0	0	137	127	0	118	187	145	238	108	136	0	0	0
Ppp1r11	91.923077	0	0	0	0	0	0	0	167	259	359	410	0	0	0
Asah1	91.846154	0	0	0	0	0	0	0	195	349	271	379	0	0	0
Acsm3	91.846154	0	0	0	0	0	0	0	218	335	292	349	0	0	0
Armc3	91.769231	0	0	0	0	0	0	0	261	426	271	235	0	0	0
Olfr171	91.692308	0	0	0	0	0	0	0	0	324	370	498	0	0	0
Macir	91.692308	0	0	0	0	0	68	0	160	222	234	508	0	0	0
Olfr944	91.538462	0	0	0	0	0	0	0	197	332	393	268	0	0	0
Olfr1181	91.538462	0	0	0	0	0	0	0	167	360	259	404	0	0	0
Vmn2r61	91.384615	0	0	0	0	0	0	0	197	324	282	385	0	0	0
Pitx2	91.384615	0	0	134	0	0	0	0	369	169	237	279	0	0	0
Olfr91	91.384615	0	0	0	0	0	0	0	157	228	393	410	0	0	0
Olfr90	91.384615	0	0	0	0	0	0	0	157	228	393	410	0	0	0
Zswim2	91.307692	0	0	394	119	0	139	0	0	160	118	257	0	0	0
Lancl2	91.153846	0	0	0	0	71	0	0	104	307	291	412	0	0	0
Nlrp10	91.076923	0	0	436	152	0	155	113	102	133	93	0	0	0	0
Eif3f	91.076923	0	0	436	152	0	155	113	102	133	93	0	0	0	0
Zfp949	90.923077	0	0	500	0	0	0	0	138	274	127	143	0	0	0
Lipo3	90.923077	0	0	0	0	0	0	0	246	290	293	353	0	0	0
Sdc1	90.846154	0	0	587	297	0	144	153	0	0	0	0	0	0	0
Erbin	90.846154	0	0	436	0	0	0	0	146	218	167	214	0	0	0
Angel2	90.846154	0	0	0	0	62	0	0	109	335	370	305	0	0	0
Gm21119	90.769231	0	0	175	0	0	0	0	246	266	198	295	0	0	0
Ralyl	90.692308	0	0	250	0	0	0	0	0	339	232	358	0	0	0
Cep170	90.692308	0	0	0	0	0	103	0	150	321	345	260	0	0	0
Sos1	90.615385	0	0	754	0	0	102	108	115	99	0	0	0	0	0
Fabp12	90.615385	0	0	0	0	0	0	0	148	369	370	291	0	0	0
Scgb3a2	90.538462	0	0	0	0	0	0	0	239	296	351	291	0	0	0
Rtn4	90.538462	0	0	0	0	0	0	0	212	246	314	405	0	0	0
Tmem268	90.461538	0	0	1074	0	0	0	0	102	0	0	0	0	0	0
Ranbp2	90.461538	0	0	420	118	0	195	179	126	138	0	0	0	0	0
Man2a2	90.461538	0	0	0	0	0	0	0	267	335	328	246	0	0	0
Sp4	90.384615	0	0	145	0	0	0	0	179	324	303	224	0	0	0
Ing2	90.384615	0	0	0	0	0	0	0	261	392	171	351	0	0	0
Fam155a	90.307692	0	0	0	0	0	0	0	190	410	147	427	0	0	0
Sult2a2	90.230769	0	0	0	0	0	0	0	0	440	336	397	0	0	0
Prickle2	90.230769	0	0	467	123	0	124	0	0	266	0	193	0	0	0
Polr3gl	90.153846	0	0	338	0	0	0	0	209	188	218	219	0	0	0
Osbp	90.153846	0	0	455	117	0	118	125	177	0	101	79	0	0	0
Mup20	90.153846	0	0	140	0	0	0	0	263	253	260	256	0	0	0
Ankrd34a	90.153846	0	0	338	0	0	0	0	209	188	218	219	0	0	0
H2az2	90.076923	0	0	193	0	0	0	0	138	286	144	410	0	0	0
E130308A19Rik	90.076923	0	0	398	166	140	218	179	0	0	0	70	0	0	0
Slc25a39	90.000000	0	0	651	0	0	70	127	102	67	0	153	0	0	0
Serf2	90.000000	0	0	265	0	0	0	0	212	270	230	193	0	0	0
Mbd3l2	90.000000	0	0	0	0	0	0	0	218	302	336	314	0	0	0
Golim4	90.000000	0	0	639	0	0	0	0	0	247	0	284	0	0	0
4930447A16Rik	90.000000	0	0	509	0	0	0	0	159	220	126	156	0	0	0
Fem1al	89.923077	0	0	202	0	0	0	0	271	285	218	193	0	0	0
Dll1	89.923077	0	0	665	0	0	0	0	120	0	198	186	0	0	0
Zfp946	89.846154	0	0	116	0	0	0	0	232	315	295	210	0	0	0
Lipt1	89.846154	0	0	0	0	0	0	0	219	350	281	318	0	0	0
Cd300lf	89.846154	0	0	140	0	0	0	0	197	335	250	246	0	0	0
Zfp521	89.769231	0	0	398	136	0	145	0	156	159	0	173	0	0	0
Olfr1295	89.692308	0	0	0	0	0	0	0	140	305	420	301	0	0	0
H4c1	89.538462	0	0	711	0	0	0	0	171	158	0	124	0	0	0
H3c1	89.538462	0	0	711	0	0	0	0	171	158	0	124	0	0	0
H1f1	89.538462	0	0	711	0	0	0	0	171	158	0	124	0	0	0
Tspyl4	89.461538	0	0	507	178	0	98	117	125	138	0	0	0	0	0
