Target_genes	Arnt|Average	SRX6386420|4T1	SRX6386421|4T1	SRX6386422|4T1	SRX6386423|4T1	SRX8844237|EpiSC	SRX8844238|EpiSC	SRX8844239|EpiSC	SRX8844240|EpiSC	SRX6386412|ES_cells	SRX6386413|ES_cells	SRX6386414|ES_cells	SRX6386415|ES_cells	SRX6386416|ES_cells	SRX6386417|ES_cells	SRX6386418|ES_cells	SRX6386419|ES_cells	STRING
Cnot4	70.062500	279	493	191	0	0	0	0	0	0	0	158	0	0	0	0	0	0
Ahnak2	70.000000	319	530	149	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngf	69.750000	227	498	194	197	0	0	0	0	0	0	0	0	0	0	0	0	0
Itsn1	69.687500	181	656	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryzl1	69.687500	181	656	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhodh	69.250000	254	472	158	224	0	0	0	0	0	0	0	0	0	0	0	0	0
Znhit1	69.187500	157	583	188	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Plod3	69.187500	157	583	188	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11634	69.187500	0	0	0	0	0	0	0	0	0	0	402	98	102	138	163	204	0
Map3k20	69.062500	271	326	192	316	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	69.000000	246	495	201	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb2	68.812500	157	444	256	244	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag2	68.687500	269	386	160	161	0	0	0	0	0	0	0	0	0	0	123	0	0
Pyroxd2	68.625000	276	488	204	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc7	68.437500	178	568	210	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm2	68.250000	250	397	193	252	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim3	67.937500	270	443	162	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Cipc	67.875000	0	322	176	161	0	0	0	0	0	0	109	133	0	0	185	0	0
Arhgap42	67.875000	185	563	124	214	0	0	0	0	0	0	0	0	0	0	0	0	0
6430548M08Rik	67.875000	227	434	218	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2c	67.812500	0	332	127	0	0	0	0	0	0	0	149	98	0	0	133	246	0
Fbxw9	67.750000	256	443	229	156	0	0	0	0	0	0	0	0	0	0	0	0	0
Mga	67.625000	146	297	200	208	0	0	0	0	0	0	0	94	0	0	0	137	0
Lrrc51	67.625000	105	522	242	213	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl9	67.625000	233	425	236	188	0	0	0	0	0	0	0	0	0	0	0	0	0
Opa3	67.562500	159	250	173	194	0	0	0	0	0	0	86	0	0	0	219	0	0
Dchs2	67.375000	0	0	0	0	0	0	0	0	0	0	253	233	0	233	194	165	0
Rac3	67.312500	301	450	159	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp395	67.250000	119	310	205	119	0	0	0	0	0	0	0	97	0	0	88	138	0
Hfe	67.250000	0	152	0	0	0	0	0	0	0	179	291	258	0	0	0	196	0
Rasip1	67.062500	0	0	0	0	0	0	0	0	0	332	0	0	294	0	292	155	0
Izumo1	67.062500	0	0	0	0	0	0	0	0	0	332	0	0	294	0	292	155	0
Tomm70a	67.000000	228	520	195	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Focad	67.000000	237	385	272	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr5	66.875000	141	468	197	123	0	0	0	0	0	0	0	0	0	0	141	0	0
Nme3	66.500000	127	284	0	0	0	0	0	0	0	0	144	160	0	163	186	0	0
Mrps34	66.500000	127	284	0	0	0	0	0	0	0	0	144	160	0	163	186	0	0
Eme2	66.500000	127	284	0	0	0	0	0	0	0	0	144	160	0	163	186	0	0
Cldn3	66.437500	204	283	143	162	0	0	0	0	0	0	0	0	0	0	84	187	0
Msl3	66.375000	337	436	132	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd3	66.375000	182	479	237	164	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4861	66.375000	128	620	138	176	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp516	66.250000	258	413	169	220	0	0	0	0	0	0	0	0	0	0	0	0	0
Sart3	66.187500	206	490	206	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Iscu	66.187500	206	490	206	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp4	66.062500	161	386	269	140	0	0	0	0	0	0	0	0	0	0	101	0	0
Heatr4	66.062500	255	421	250	131	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot2	66.062500	255	421	250	131	0	0	0	0	0	0	0	0	0	0	0	0	0
Card14	66.000000	0	0	0	0	0	0	0	0	0	0	283	122	164	138	201	148	0
Gid4	65.812500	193	477	168	215	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt8	65.750000	0	0	0	0	0	0	0	0	121	0	180	166	0	218	233	134	0
Myh7b	65.750000	0	110	0	0	0	0	0	0	0	0	179	0	288	0	148	327	0
Raver1	65.687500	121	417	178	93	0	0	0	0	0	0	0	0	151	0	91	0	0
Trim50	65.562500	250	226	0	0	346	227	0	0	0	0	0	0	0	0	0	0	0
Nt5c	65.562500	196	488	215	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Gigyf2	65.437500	172	445	156	160	0	0	0	0	0	0	0	0	0	0	114	0	0
Avpi1	65.437500	201	322	160	179	0	0	0	0	0	0	0	0	98	0	87	0	0
Sema3f	65.312500	194	475	172	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncaph	65.062500	275	454	157	155	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-T23	64.875000	262	656	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d4	64.812500	183	429	83	210	0	0	0	0	0	0	0	0	0	0	132	0	0
Nyap1	64.812500	183	429	83	210	0	0	0	0	0	0	0	0	0	0	132	0	0
Fam169a	64.750000	0	254	0	0	0	0	0	0	0	121	234	141	0	133	0	153	0
Zfp865	64.562500	0	213	0	112	0	0	0	0	0	0	150	0	130	117	132	179	0
Zfp524	64.562500	0	213	0	112	0	0	0	0	0	0	150	0	130	117	132	179	0
Fiz1	64.562500	0	213	0	112	0	0	0	0	0	0	150	0	130	117	132	179	0
Pla2g12a	64.500000	216	449	267	100	0	0	0	0	0	0	0	0	0	0	0	0	0
Haghl	64.500000	0	0	0	0	0	0	0	0	0	0	0	0	174	185	234	439	0
Zic2	64.375000	0	0	0	0	0	0	0	0	0	0	172	125	0	245	256	232	0
Abhd10	64.312500	207	342	152	125	0	0	0	0	0	0	0	0	0	0	0	203	0
Tpr	64.250000	137	541	109	241	0	0	0	0	0	0	0	0	0	0	0	0	0
Odr4	64.250000	137	541	109	241	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd6	64.125000	289	430	160	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampd3	64.125000	194	435	244	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Cers2	63.875000	283	363	163	213	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa9	63.875000	283	363	163	213	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand6	63.750000	305	363	215	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo9b	63.687500	194	514	166	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus8	63.687500	194	514	166	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Dipk2a	63.625000	0	0	0	0	0	0	0	0	113	0	244	153	177	100	131	100	0
Cyp4f16	63.312500	123	513	163	214	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubg2	63.125000	207	478	153	172	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb2	63.125000	313	309	258	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2v1	63.062500	176	423	218	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabif	62.937500	333	309	196	169	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd7	62.937500	184	422	184	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr12	62.875000	176	424	165	241	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd3	62.812500	215	485	162	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Aebp1	62.812500	171	432	164	238	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2nl	62.750000	175	386	227	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf2ra	62.687500	371	262	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metrnl	62.562500	162	422	206	211	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2t	62.500000	246	415	144	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Zadh2	62.437500	128	666	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz1	62.437500	128	666	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo18b	62.437500	194	458	203	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhad1	62.437500	278	257	217	247	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk1n	62.250000	168	364	0	0	0	0	0	0	0	0	0	102	0	97	107	158	0
Shtn1	62.187500	133	481	180	201	0	0	0	0	0	0	0	0	0	0	0	0	0
Rchy1	62.125000	255	487	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr90	62.000000	234	465	175	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecpas	62.000000	135	393	165	299	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	61.875000	238	440	132	180	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle6	61.625000	123	407	170	0	0	0	0	0	0	0	0	0	0	0	183	103	0
Flt1	61.500000	186	488	159	151	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp1	61.500000	0	0	0	0	0	0	0	0	0	0	0	0	182	148	309	345	0
Rrnad1	61.375000	247	468	137	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Isg20l2	61.375000	247	468	137	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Pofut2	61.250000	186	513	141	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl27a	61.250000	0	97	0	0	0	0	0	0	0	0	0	0	199	108	275	301	0
Sertad3	61.187500	171	220	0	0	0	0	0	0	0	0	0	0	167	129	0	292	0
Pde2a	61.062500	135	505	184	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp53	61.000000	239	416	168	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	60.875000	188	459	164	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Casc3	60.875000	305	325	132	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppia	60.750000	254	302	120	141	0	0	0	0	0	0	0	0	0	0	0	155	0
Atxn1	60.750000	202	419	241	110	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp1	60.625000	219	445	180	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf6	60.375000	223	512	0	96	0	0	0	0	0	0	0	0	0	0	0	135	0
Tpk1	60.312500	221	394	173	177	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4a	60.312500	131	440	219	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Baalc	60.187500	0	0	0	0	0	0	0	0	0	0	0	0	185	108	336	334	0
Ilf3	60.062500	213	287	166	150	0	0	0	0	0	0	0	0	0	0	145	0	0
Nfe2l2	60.000000	192	415	230	123	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpa1	59.875000	197	343	175	243	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c8	59.750000	167	296	109	114	0	0	0	0	0	0	0	0	83	0	0	187	0
H3c8	59.750000	167	296	109	114	0	0	0	0	0	0	0	0	83	0	0	187	0
H2ac10	59.750000	167	296	109	114	0	0	0	0	0	0	0	0	83	0	0	187	0
Gatd3a	59.750000	213	389	181	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgef3	59.562500	260	373	99	221	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuft1	59.500000	247	425	151	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Crcp	59.375000	223	528	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asl	59.375000	223	528	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dip2c	59.125000	347	285	169	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr1	59.125000	0	97	0	0	0	0	0	0	0	92	148	129	93	135	122	130	0
Tmed7	59.062500	0	207	179	0	0	0	0	0	0	0	211	0	0	0	136	212	0
Ppp2r3a	59.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	255	184	506	0
Mia2	59.062500	201	384	0	0	0	0	0	0	0	0	0	0	102	0	123	135	0
H2-Ab1	59.062500	0	0	0	0	0	0	0	0	0	85	266	147	85	103	0	259	0
Eif1a	59.062500	0	207	179	0	0	0	0	0	0	0	211	0	0	0	136	212	0
Ccn4	59.062500	169	481	165	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	59.000000	199	480	125	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp1	59.000000	218	301	127	182	0	0	0	0	0	0	0	0	116	0	0	0	0
Gadd45g	58.937500	116	458	111	0	0	0	0	0	0	0	0	0	0	109	0	149	0
Eif2s1	58.937500	165	456	149	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Dll1	58.937500	0	0	0	0	0	0	0	0	0	0	0	0	191	170	286	296	0
B4galnt2	58.937500	0	0	0	0	0	0	0	0	0	0	107	185	160	0	190	301	0
Atp6v1d	58.937500	165	456	149	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Musk	58.875000	188	391	201	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd66	58.875000	0	0	0	0	0	0	0	0	0	0	0	0	232	138	265	307	0
Sdc3	58.750000	149	556	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Net1	58.687500	251	227	132	137	0	0	0	0	0	0	0	0	0	0	95	97	0
Chka	58.687500	222	361	112	244	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi	58.625000	0	0	0	0	0	0	0	0	0	0	257	252	305	0	124	0	0
Dusp5	58.625000	137	359	241	201	0	0	0	0	0	0	0	0	0	0	0	0	0
Bri3	58.625000	211	375	194	158	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca3	58.500000	261	368	169	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca17	58.500000	261	368	169	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3d	58.437500	156	372	132	109	0	0	0	0	0	0	0	0	0	0	166	0	0
Nabp1	58.375000	182	297	0	186	0	0	0	0	0	0	117	0	152	0	0	0	0
Zfp280d	58.312500	209	356	215	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2g1	58.312500	0	274	0	202	0	0	0	0	0	0	166	0	0	0	165	126	0
Tnfrsf12a	58.187500	262	366	117	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc6	58.187500	262	366	117	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc1r1	58.187500	262	366	117	186	0	0	0	0	0	0	0	0	0	0	0	0	0
C77080	58.187500	127	460	174	170	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnk2	58.125000	219	392	199	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp49	58.062500	163	458	170	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdap1	58.000000	141	439	143	205	0	0	0	0	0	0	0	0	0	0	0	0	0
Bud31	58.000000	141	439	143	205	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr54	57.937500	221	347	214	145	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003E16Rik	57.937500	221	347	214	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem42	57.875000	171	387	268	100	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa2	57.750000	0	681	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
Dntt	57.687500	236	327	164	196	0	0	0	0	0	0	0	0	0	0	0	0	0
Lelp1	57.625000	0	0	0	0	0	0	0	0	0	0	0	0	196	121	329	276	0
Rere	57.500000	245	266	105	157	0	0	0	0	0	0	0	0	0	0	0	147	0
1700042G07Rik	57.500000	175	500	139	106	0	0	0	0	0	0	0	0	0	0	0	0	0
Syde2	57.437500	217	422	127	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca4	57.312500	188	451	146	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbms1	57.062500	139	414	214	146	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnn4	57.000000	168	374	222	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha1	56.875000	226	359	151	174	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnl1	56.812500	148	340	111	208	0	0	0	0	0	0	102	0	0	0	0	0	0
Trappc10	56.750000	206	366	0	0	0	0	0	0	0	0	0	0	0	0	183	153	0
Prph2	56.687500	0	0	0	0	0	0	0	0	0	0	0	0	263	154	254	236	0
Grhpr	56.687500	153	274	217	103	0	0	0	0	0	0	0	0	0	0	0	160	0
Aurkb	56.625000	210	359	197	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc50a1	56.437500	166	383	149	205	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl3	56.437500	215	288	208	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpm3	56.437500	166	383	149	205	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab2	56.375000	133	228	0	149	0	0	0	0	0	0	0	0	177	0	119	96	0
Dusp10	56.375000	212	392	146	152	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	56.375000	212	392	146	152	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm2	56.187500	243	358	183	115	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp6	56.125000	285	424	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin4	56.000000	280	484	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm4	56.000000	254	447	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	55.937500	163	431	170	131	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup35	55.875000	202	402	152	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxnb2	55.750000	177	387	155	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Pak6	55.750000	112	429	225	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd4	55.750000	144	313	136	140	0	0	0	0	0	0	0	0	0	0	159	0	0
Leng9	55.687500	213	503	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fignl1	55.687500	363	395	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc17	55.625000	220	473	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem95	55.562500	260	340	165	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Lemd2	55.562500	267	224	239	159	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp346	55.375000	183	390	128	185	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt8	55.250000	179	427	171	107	0	0	0	0	0	0	0	0	0	0	0	0	0
Doc2g	55.250000	179	427	171	107	0	0	0	0	0	0	0	0	0	0	0	0	0
Get4	55.125000	231	331	147	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr4	54.812500	169	392	132	184	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm6	54.687500	168	481	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl21	54.687500	195	391	129	160	0	0	0	0	0	0	0	0	0	0	0	0	0
Cflar	54.625000	112	371	116	0	0	0	0	0	0	0	105	0	0	0	0	170	0
C330007P06Rik	54.625000	159	430	155	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkar1b	54.562500	266	424	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irx2	54.562500	217	346	207	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf5	54.562500	266	424	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ushbp1	54.500000	0	0	0	0	0	0	0	0	0	0	0	0	202	173	254	243	0
Cadm4	54.500000	157	433	120	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo3	54.187500	262	335	115	155	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c11	54.187500	145	348	0	0	0	0	0	0	0	0	0	0	158	93	0	123	0
Epb41l4b	54.187500	198	487	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aacs	54.000000	197	522	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubn2	53.937500	159	354	200	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcor	53.875000	236	460	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstp3	53.875000	241	303	158	160	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpped1	53.875000	164	439	166	93	0	0	0	0	0	0	0	0	0	0	0	0	0
Col5a3	53.812500	165	401	151	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin11	53.750000	198	391	188	83	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm5	53.687500	0	178	0	0	0	0	0	0	0	0	147	0	0	0	317	217	0
Sh3glb1	53.687500	233	277	238	111	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp143	53.625000	0	607	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad51	53.437500	172	366	113	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot7	53.375000	0	0	0	0	0	0	0	0	0	0	0	0	176	208	210	260	0
Ticrr	53.312500	173	417	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230019H11Rik	53.312500	0	0	0	0	250	224	169	210	0	0	0	0	0	0	0	0	0
Tgfa	53.125000	265	343	99	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp2	53.062500	163	393	147	146	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1	53.062500	121	530	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcc2	53.062500	292	443	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tom1l2	53.000000	191	337	159	161	0	0	0	0	0	0	0	0	0	0	0	0	0
Drc3	53.000000	191	337	159	161	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx5	52.875000	189	366	134	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdi2	52.875000	179	387	113	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex44	52.812500	135	489	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	52.812500	268	393	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0
Calr4	52.812500	141	422	127	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan12	52.750000	177	518	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp738	52.750000	270	321	144	109	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtnb	52.750000	236	352	109	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13d	52.687500	202	416	77	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih1	52.500000	182	316	167	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap5b1	52.437500	188	302	192	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q1	52.375000	196	329	0	205	0	0	0	0	0	0	0	0	0	0	108	0	0
Thbs1	52.375000	199	340	131	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Tut1	52.312500	207	363	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfod1	52.312500	230	312	164	131	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem214	52.250000	127	414	142	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Ube2z	52.187500	169	384	122	160	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbf2	52.062500	272	293	133	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme9	52.062500	118	444	143	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem107	52.000000	213	472	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1ccb	51.937500	169	384	158	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1cc	51.937500	169	384	158	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Blcap	51.937500	126	337	155	213	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d14	51.687500	183	423	102	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Pqlc3	51.687500	143	485	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61g	51.625000	166	292	193	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Retsat	51.625000	183	373	99	171	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	51.625000	188	372	122	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmod3	51.625000	183	373	99	171	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6ra	51.500000	178	321	150	175	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacs1	51.437500	152	433	151	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Pate1	51.375000	113	325	167	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif5a	51.375000	158	365	155	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2l	51.312500	202	338	152	129	0	0	0	0	0	0	0	0	0	0	0	0	0
4933434E20Rik	51.312500	202	338	152	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Blnk	51.250000	158	394	101	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp6	51.187500	0	0	0	0	0	0	0	0	0	0	172	185	128	111	0	223	0
Slc9a3r2	51.000000	0	0	0	0	0	0	0	0	0	0	0	0	149	160	253	254	0
Ldah	51.000000	131	312	158	215	0	0	0	0	0	0	0	0	0	0	0	0	0
Hat1	51.000000	0	162	0	0	0	0	0	0	0	0	0	0	146	0	276	232	0
Gm9639	50.937500	0	0	0	0	0	0	0	0	0	0	0	0	154	119	277	265	0
Gm19668	50.937500	0	0	0	0	0	0	0	0	0	0	0	0	154	119	277	265	0
Cyba	50.875000	151	409	102	152	0	0	0	0	0	0	0	0	0	0	0	0	0
Afap1l1	50.875000	0	0	0	0	0	0	0	0	0	0	166	135	169	0	228	116	0
Ovol1	50.750000	147	287	110	0	0	0	0	0	0	0	0	0	0	0	0	268	0
Flywch1	50.750000	0	0	0	0	0	0	0	0	0	0	0	0	196	156	138	322	0
Ppfia3	50.625000	185	356	148	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin7b	50.625000	185	356	148	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccin	50.625000	176	483	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2e	50.562500	231	283	151	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Rev1	50.500000	129	371	0	120	0	0	0	0	0	0	0	0	0	0	125	63	0
Fbxl14	50.500000	176	451	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0
Cubn	50.500000	244	395	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
Me1	50.437500	0	565	0	0	0	0	0	0	0	0	0	0	0	0	179	63	0
Cad	50.437500	163	363	140	141	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c6	50.312500	0	241	171	0	0	0	0	0	0	0	0	0	0	98	130	165	0
H1f3	50.312500	0	241	171	0	0	0	0	0	0	0	0	0	0	98	130	165	0
Snrpd3	50.250000	111	325	152	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucd1	50.250000	111	325	152	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1	50.187500	149	504	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbck1	50.187500	0	146	0	0	0	0	0	0	0	0	177	177	0	0	0	303	0
