Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Hsp90ab1	173.666667	0	619	0	0	0	423	0
Rspry1	173.500000	0	472	0	0	142	427	0
Psme3ip1	173.500000	0	472	0	0	142	427	0
Gm3604	173.500000	0	765	0	138	138	0	0
Ctr9	173.500000	0	692	0	0	0	349	0
Cbx7	173.500000	0	569	0	112	107	253	0
Nup93	173.333333	0	700	0	0	0	340	0
Fra10ac1	173.333333	0	300	0	220	204	316	0
Castor2	173.333333	0	788	0	0	0	252	0
Ap5s1	173.166667	0	735	0	0	0	304	0
Tmem242	173.000000	0	307	0	187	173	371	0
Mief2	173.000000	0	602	0	0	0	436	0
Gm614	173.000000	0	645	0	0	0	393	0
Flii	173.000000	0	602	0	0	0	436	0
Fem1a	173.000000	0	361	0	0	97	580	0
Phb2	172.666667	0	635	0	0	0	401	0
Myl6b	172.666667	0	365	0	0	225	446	0
Myl6	172.666667	0	365	0	0	225	446	0
Ing3	172.666667	0	426	0	136	80	394	0
Ggps1	172.666667	0	365	0	213	118	340	0
Emg1	172.666667	0	635	0	0	0	401	0
Arid4b	172.666667	0	365	0	213	118	340	0
Trappc4	172.500000	0	606	0	0	0	429	0
Rps25	172.500000	0	606	0	0	0	429	0
Pde8a	172.500000	0	1035	0	0	0	0	0
Aldh18a1	172.333333	0	624	0	0	0	410	0
Rfx7	172.166667	0	480	0	118	0	435	0
Elof1	172.166667	0	305	0	120	139	469	0
Cfap298	172.166667	0	424	0	155	163	291	0
Arl13b	172.166667	0	674	0	0	0	359	0
Grb7	172.000000	0	1032	0	0	0	0	0
Atf6	172.000000	0	271	0	0	180	581	0
Mphosph10	171.833333	0	400	0	166	91	374	0
Mcee	171.833333	0	400	0	166	91	374	0
Elovl5	171.833333	0	384	0	270	0	377	0
Wdr95	171.666667	0	461	0	0	0	569	0
Smarcc2	171.500000	0	512	0	82	0	435	0
Recql4	171.500000	0	359	0	97	175	398	0
Lrrc14	171.500000	0	359	0	97	175	398	0
Zfp626	171.333333	0	487	0	0	0	541	0
Lsm12	171.333333	0	677	0	0	0	351	0
G6pc3	171.333333	0	677	0	0	0	351	0
Cuedc1	171.333333	0	1028	0	0	0	0	0
Scfd1	171.166667	0	636	0	0	0	391	0
Mtmr14	171.166667	0	582	0	126	0	319	0
Usp49	170.833333	0	574	0	0	0	451	0
Rnasek	170.833333	0	644	0	0	0	381	0
Cds2	170.833333	0	495	0	155	110	265	0
0610010K14Rik	170.833333	0	644	0	0	0	381	0
Icosl	170.666667	0	0	0	375	451	198	0
Hinfp	170.666667	0	490	0	0	0	534	0
Mex3a	170.500000	0	593	0	0	0	430	0
Bcl2l1	170.333333	0	484	0	175	0	363	0
Rbbp7	170.166667	0	386	0	117	0	518	0
Pacsin2	170.166667	0	460	0	94	170	297	0
Far1	170.166667	0	574	0	145	0	302	0
Wbp4	169.666667	0	599	0	0	0	419	0
Elf1	169.666667	0	599	0	0	0	419	0
Zfp46	169.500000	0	440	0	119	0	458	0
Kif20a	169.500000	0	455	0	0	97	465	0
Dbp	169.500000	0	413	0	158	199	247	0
Car11	169.500000	0	413	0	158	199	247	0
Bub3	169.500000	0	490	0	0	0	527	0
Brd8	169.500000	0	455	0	0	97	465	0
Six5	169.333333	0	582	0	68	0	366	0
Snx11	169.166667	0	668	0	0	0	347	0
Mtr	169.166667	0	569	0	0	0	446	0
Kyat3	169.000000	0	499	0	160	112	243	0
Snrpc	168.833333	0	486	0	100	0	427	0
Inip	168.833333	0	649	0	0	0	364	0
Zdhhc17	168.666667	0	520	0	0	106	386	0
Taok3	168.666667	0	576	0	89	0	347	0
Suds3	168.666667	0	576	0	89	0	347	0
Pik3ca	168.666667	0	348	0	0	0	664	0
Tcea1	168.500000	0	450	0	0	0	561	0
Pten	168.500000	0	454	0	277	0	280	0
Polr3gl	168.500000	0	562	0	0	0	449	0
Pgk1	168.500000	0	450	0	232	0	329	0
Usp36	168.000000	0	386	0	103	246	273	0
Prdm9	168.000000	0	350	0	249	109	300	0
Trim37	167.833333	0	451	0	95	186	275	0
Sntb2	167.833333	0	644	0	0	0	363	0
Mex3b	167.833333	0	761	0	0	0	246	0
Sumf2	167.666667	0	443	0	0	0	563	0
Slc39a4	167.666667	0	1006	0	0	0	0	0
Ssx2ip	167.500000	0	835	0	0	0	170	0
Zc3hc1	167.333333	0	350	0	79	210	365	0
Rps19bp1	167.333333	0	469	0	0	180	355	0
Nipsnap2	167.000000	0	430	0	185	191	196	0
Ndufs2	167.000000	0	371	0	0	0	631	0
Adamts4	167.000000	0	371	0	0	0	631	0
Rcc1	166.833333	0	340	0	0	0	661	0
Xrcc4	166.666667	0	473	0	0	0	527	0
Tmem167	166.666667	0	473	0	0	0	527	0
Mppe1	166.666667	0	116	0	168	374	342	0
Mmut	166.666667	0	401	0	0	132	467	0
Cenpq	166.666667	0	401	0	0	132	467	0
Ralgds	166.500000	0	637	0	0	0	362	0
Ptger4	166.500000	0	711	0	0	0	288	0
Dag1	166.500000	0	629	0	0	0	370	0
Wdr3	166.333333	0	461	0	0	176	361	0
Mars2	166.333333	0	781	0	0	0	217	0
Arhgap11a	166.333333	0	467	0	84	92	355	0
Aplf	166.333333	0	322	0	0	140	536	0
Tpd52l2	166.166667	0	536	0	0	113	348	0
Klhdc4	166.166667	0	389	0	142	125	341	0
Ctsc	166.166667	0	584	0	0	0	413	0
Cebpg	166.166667	0	489	0	184	0	324	0
Cables2	166.166667	0	333	0	89	114	461	0
Abhd16b	166.166667	0	536	0	0	113	348	0
Cyb5b	166.000000	0	512	0	229	0	255	0
Cebpb	166.000000	0	351	0	222	173	250	0
Ccnb2	166.000000	0	509	0	112	0	375	0
Wdr78	165.833333	0	591	0	0	0	404	0
Tecr	165.833333	0	642	0	0	0	353	0
Mier1	165.833333	0	591	0	0	0	404	0
Kcnn2	165.833333	0	0	0	488	507	0	0
Frem2	165.666667	0	0	0	502	492	0	0
Fam214b	165.666667	0	0	0	0	0	994	0
Cse1l	165.666667	0	480	0	151	0	363	0
Itpk1	165.500000	0	512	0	0	0	481	0
Ficd	165.500000	0	610	0	110	0	273	0
Esrra	165.500000	0	308	0	192	111	382	0
Dhcr7	165.500000	0	497	0	125	0	371	0
Catsperz	165.500000	0	308	0	192	111	382	0
Dffb	165.333333	0	483	0	0	185	324	0
Cep104	165.333333	0	483	0	0	185	324	0
Slc2a7	165.166667	0	117	0	467	407	0	0
Gmfb	165.166667	0	596	0	0	0	395	0
Zfp335	164.833333	0	439	0	231	174	145	0
Ric8a	164.833333	0	528	0	0	168	293	0
Plet1	164.833333	0	183	0	0	0	806	0
Bet1l	164.833333	0	528	0	0	168	293	0
Slfn10-ps	164.666667	0	988	0	0	0	0	0
Sec23b	164.500000	0	526	0	0	0	461	0
Kifbp	164.500000	0	497	0	130	0	360	0
Arl6ip1	164.500000	0	462	0	0	133	392	0
Pdcd4	164.333333	0	256	0	124	0	606	0
Mvd	164.333333	0	410	0	0	114	462	0
Rpl37	164.166667	0	641	0	0	0	344	0
Psme2b	164.166667	0	0	0	444	541	0	0
Eef1akmt4-ece2	164.166667	0	328	0	155	151	351	0
Eef1akmt4	164.166667	0	328	0	155	151	351	0
Dhrs7b	164.166667	0	445	0	0	108	432	0
Alg3	164.166667	0	328	0	155	151	351	0
Snap47	164.000000	0	686	0	0	0	298	0
Pgp	164.000000	0	427	0	204	165	188	0
Jmjd4	164.000000	0	686	0	0	0	298	0
Bricd5	164.000000	0	427	0	204	165	188	0
Ankrd13b	164.000000	0	516	0	0	0	468	0
Tcf12	163.833333	0	499	0	166	0	318	0
Prmt5	163.833333	0	338	0	96	0	549	0
Phkg2	163.833333	0	283	0	209	126	365	0
Polr3e	163.500000	0	515	0	0	0	466	0
Lrrc32	163.500000	0	848	0	133	0	0	0
Igsf9b	163.500000	0	500	0	277	204	0	0
Zfp13	163.333333	0	391	0	123	231	235	0
Arl4a	163.333333	0	635	0	196	149	0	0
Aen	163.333333	0	402	0	130	0	448	0
Cdk5rap1	163.166667	0	404	0	151	136	288	0
Tsg101	163.000000	0	388	0	191	243	156	0
Pou2f2	163.000000	0	978	0	0	0	0	0
Fam53c	163.000000	0	758	0	0	0	220	0
Fam193b	163.000000	0	496	0	0	0	482	0
Phyh	162.833333	0	812	0	0	0	165	0
9430038I01Rik	162.833333	0	391	0	185	0	401	0
Emid1	162.666667	0	847	0	0	0	129	0
Whamm	162.500000	0	456	0	194	0	325	0
Tsc2	162.500000	0	345	0	0	137	493	0
Nthl1	162.500000	0	345	0	0	137	493	0
Med7	162.500000	0	560	0	0	163	252	0
Llgl1	162.500000	0	640	0	0	0	335	0
Fsd2	162.500000	0	456	0	194	0	325	0
Papolb	162.166667	0	0	0	377	596	0	0
Hsph1	162.166667	0	341	0	0	0	632	0
Capg	162.166667	0	556	0	0	0	417	0
Pcif1	162.000000	0	514	0	0	0	458	0
D130040H23Rik	162.000000	0	579	0	233	160	0	0
Myh9	161.833333	0	280	0	208	183	300	0
Ints4	161.833333	0	429	0	0	0	542	0
S1pr4	161.666667	0	447	0	0	129	394	0
Ncln	161.666667	0	447	0	0	129	394	0
Il21r	161.666667	0	970	0	0	0	0	0
Dph6	161.666667	0	390	0	0	166	414	0
Zdhhc9	161.500000	0	395	0	206	0	368	0
Zc3h11a	161.500000	0	444	0	135	0	390	0
Zbed6	161.500000	0	444	0	135	0	390	0
Wdr75	161.500000	0	519	0	0	107	343	0
Percc1	161.500000	0	384	0	0	143	442	0
BC003965	161.500000	0	384	0	0	143	442	0
Nfxl1	161.333333	0	379	0	119	148	322	0
Slc38a10	161.166667	0	580	0	0	0	387	0
Map3k14	161.166667	0	475	0	101	0	391	0
Tmem45a	161.000000	0	599	0	216	151	0	0
Nono	161.000000	0	418	0	110	0	438	0
Tssk6	160.500000	0	467	0	0	101	395	0
Ndufa13	160.500000	0	467	0	0	101	395	0
Ing1	160.500000	0	379	0	0	156	428	0
Zfp639	160.333333	0	594	0	0	0	368	0
Trmt6	160.333333	0	464	0	70	105	323	0
Ppp2ca	160.333333	0	611	0	0	0	351	0
Mcm8	160.333333	0	464	0	70	105	323	0
Hsf2	160.333333	0	451	0	0	139	372	0
Nrtn	160.166667	0	600	0	0	0	361	0
Itga6	160.166667	0	820	0	0	0	141	0
Dus3l	160.166667	0	600	0	0	0	361	0
Cbarp	160.166667	0	673	0	0	0	288	0
Atp5d	160.166667	0	673	0	0	0	288	0
Trub1	160.000000	0	118	0	236	207	399	0
Slc43a2	160.000000	0	474	0	124	0	362	0
Mbd2	160.000000	0	699	0	0	0	261	0
Zfp383	159.833333	0	773	0	0	0	186	0
Zfp27	159.833333	0	773	0	0	0	186	0
Zbtb11	159.833333	0	518	0	0	0	441	0
Yars	159.833333	0	381	0	0	0	578	0
Tysnd1	159.833333	0	304	0	0	266	389	0
S100pbp	159.833333	0	381	0	0	0	578	0
Eef1aknmt	159.833333	0	433	0	97	0	429	0
Cdc42ep4	159.833333	0	540	0	0	0	419	0
Ubp1	159.666667	0	449	0	0	87	422	0
Mrps33	159.666667	0	647	0	0	0	311	0
Kbtbd3	159.666667	0	541	0	0	0	417	0
Capn10	159.666667	0	430	0	0	0	528	0
Agpat4	159.666667	0	481	0	98	0	379	0
Aasdhppt	159.666667	0	541	0	0	0	417	0
Nlrp1b	159.500000	0	957	0	0	0	0	0
Eif1ad	159.500000	0	481	0	153	0	323	0
Cyld	159.500000	0	499	0	113	90	255	0
Banf1	159.500000	0	481	0	153	0	323	0
Smarcad1	159.333333	0	592	0	0	0	364	0
Mlxip	159.333333	0	95	0	404	358	99	0
Ap3s2	159.333333	0	423	0	105	107	321	0
Rer1	159.166667	0	445	0	0	235	275	0
Mtg1	159.166667	0	405	0	80	198	272	0
Morn1	159.166667	0	445	0	0	235	275	0
9930111J21Rik2	159.166667	0	755	0	0	0	200	0
Srsf7	159.000000	0	264	0	243	235	212	0
Sesn3	159.000000	0	192	0	0	0	762	0
Ctc1	159.000000	0	367	0	86	133	368	0
Anks3	159.000000	0	585	0	0	0	369	0
4930451G09Rik	159.000000	0	585	0	0	0	369	0
Lif	158.833333	0	487	0	0	0	466	0
Cfap20	158.833333	0	440	0	106	163	244	0
Zfp128	158.666667	0	590	0	0	0	362	0
Cdiptos	158.666667	0	493	0	110	0	349	0
Cdipt	158.666667	0	493	0	110	0	349	0
Park7	158.500000	0	407	0	149	106	289	0
Leprot	158.500000	0	260	0	178	284	229	0
Junb	158.500000	0	701	0	0	0	250	0
Zfand6	158.333333	0	480	0	0	0	470	0
C1qtnf6	158.333333	0	722	0	0	0	228	0
Rbm34	158.166667	0	428	0	0	141	380	0
Prr5l	158.166667	0	512	0	0	0	437	0
Dync1li2	158.166667	0	669	0	0	0	280	0
Commd9	158.166667	0	512	0	0	0	437	0
Ccdc102a	158.166667	0	330	0	210	207	202	0
B4galt7	158.000000	0	476	0	135	0	337	0
Ufsp2	157.833333	0	421	0	0	0	526	0
Ino80c	157.833333	0	639	0	0	0	308	0
1700029J07Rik	157.833333	0	421	0	0	0	526	0
Pdpk1	157.666667	0	690	0	0	0	256	0
Zfp938	157.500000	0	522	0	192	231	0	0
Ubxn7	157.500000	0	642	0	0	0	303	0
Ubb	157.500000	0	490	0	113	0	342	0
Pias3	157.500000	0	267	0	0	0	678	0
Nfe2	157.500000	0	181	0	135	0	629	0
Hmces	157.500000	0	796	0	0	0	149	0
Endov	157.500000	0	445	0	0	213	287	0
Ecsit	157.500000	0	269	0	0	0	676	0
1700001P01Rik	157.500000	0	322	0	121	104	398	0
Hexim1	157.333333	0	330	0	141	118	355	0
Nek7	157.166667	0	416	0	0	211	316	0
Mgat1	157.166667	0	802	0	0	0	141	0
Dlgap5	157.166667	0	535	0	0	0	408	0
Cdh12	157.166667	252	241	0	206	0	244	0
Ccdc97	157.166667	0	541	0	0	0	402	0
Pfas	157.000000	0	355	0	86	133	368	0
Hivep1	157.000000	0	708	0	0	0	234	0
Ankar	157.000000	369	153	0	0	139	281	0
Abhd10	157.000000	0	828	0	0	0	114	0
Sh3glb2	156.833333	0	555	0	0	0	386	0
Ppan	156.833333	0	290	0	0	0	651	0
Miga2	156.833333	0	555	0	0	0	386	0
Erc2	156.833333	0	0	0	534	407	0	0
Dhrs11	156.666667	0	670	0	0	0	270	0
Ttc5	156.500000	0	625	0	0	0	314	0
Rnf214	156.500000	0	670	0	0	0	269	0
Pcsk7	156.500000	0	670	0	0	0	269	0
Pex16	156.333333	0	229	0	0	166	543	0
Large2	156.333333	0	229	0	0	166	543	0
Trp53rkb	156.166667	0	485	0	133	0	319	0
U2af2	156.000000	0	516	0	0	0	420	0
Ccdc106	156.000000	0	516	0	0	0	420	0
C87436	156.000000	0	438	0	0	146	352	0
Tnfrsf8	155.833333	0	935	0	0	0	0	0
Rwdd1	155.833333	0	384	0	0	126	425	0
Rhob	155.833333	0	347	0	0	406	182	0
Nsmce1	155.666667	0	441	0	95	97	301	0
H3c8	155.666667	0	299	0	160	232	243	0
H2ac10	155.666667	0	299	0	160	232	243	0
4930402F06Rik	155.666667	0	71	0	523	340	0	0
Elp6	155.500000	0	491	0	0	84	358	0
Acaa2	155.500000	0	568	0	0	0	365	0
Ube2f	155.333333	0	393	0	63	162	314	0
Ppme1	155.333333	0	257	0	0	0	675	0
Pgam5	155.333333	0	684	0	0	0	248	0
C2cd3	155.333333	0	257	0	0	0	675	0
Ano6	155.333333	0	465	0	0	0	467	0
Ankrd33b	155.333333	0	426	0	0	0	506	0
2610318N02Rik	155.333333	0	412	0	219	0	301	0
Birc6	155.166667	0	550	0	0	0	381	0
Zfp26	154.833333	0	326	0	0	0	603	0
Mbd6	154.833333	0	588	0	0	0	341	0
Ddit3	154.833333	0	588	0	0	0	341	0
Cdkl2	154.833333	0	529	0	148	0	252	0
Gins2	154.666667	0	427	0	120	0	381	0
Zfp663	154.500000	0	372	0	206	223	126	0
Sap130	154.500000	0	549	0	0	0	378	0
Ucp2	154.333333	0	543	0	0	0	383	0
Cep128	154.333333	0	404	0	0	87	435	0
Mrps10	154.166667	0	616	0	0	0	309	0
AI467606	154.166667	0	604	0	0	0	321	0
Spring1	154.000000	0	614	0	84	0	226	0
Rnft2	154.000000	0	614	0	84	0	226	0
Prr5	154.000000	0	924	0	0	0	0	0
Dars2	154.000000	0	291	0	154	134	345	0
Clpsl2	154.000000	0	372	0	116	125	311	0
Rnf149	153.833333	0	529	0	0	0	394	0
Pik3c3	153.833333	0	432	0	0	0	491	0
Vps25	153.666667	0	555	0	0	0	367	0
Zfp433	153.500000	0	510	0	0	162	249	0
Srp54c	153.500000	0	575	0	0	0	346	0
Srp54b	153.500000	0	575	0	0	0	346	0
Gm32687	153.500000	0	510	0	0	162	249	0
Rpl24	153.333333	0	513	0	0	0	407	0
Zfp609	153.166667	0	196	0	243	351	129	0
Pik3r6	153.166667	0	686	0	0	0	233	0
Dennd1c	153.166667	0	575	0	0	0	344	0
Zfp882	153.000000	0	547	0	0	0	371	0
Rpl22	153.000000	0	381	0	0	116	421	0
Homer3	153.000000	0	653	0	0	0	265	0
Dcaf5	153.000000	0	220	0	222	306	170	0
Bcl2	153.000000	0	0	0	0	0	918	0
Orai3	152.833333	0	0	0	410	383	124	0
Kidins220	152.833333	0	605	0	0	0	312	0
Dusp12	152.833333	0	504	0	111	0	302	0
Nabp2	152.666667	0	491	0	0	0	425	0
Lta4h	152.666667	0	467	0	0	0	449	0
Arhgap30	152.666667	0	507	0	0	0	409	0
Aaas	152.500000	0	382	0	0	0	533	0
Mrm1	152.333333	0	394	0	0	0	520	0
Hdac4	152.333333	0	446	0	0	0	468	0
Otub1	152.000000	0	538	0	134	0	240	0
Ip6k2	152.000000	0	514	0	0	159	239	0
H3c6	152.000000	0	376	0	109	151	276	0
Ppp1r12c	151.833333	0	315	0	0	0	596	0
Haao	151.833333	0	637	0	0	0	274	0
Armc5	151.833333	0	353	0	116	152	290	0
9930111J21Rik1	151.833333	0	711	0	0	0	200	0
9130023H24Rik	151.833333	0	353	0	116	152	290	0
Pcgf5	151.666667	0	572	0	0	0	338	0
Elavl2	151.666667	0	0	0	517	393	0	0
Snap29	151.500000	0	682	0	0	0	227	0
Slc25a12	151.500000	0	643	0	0	0	266	0
Pi4ka	151.500000	0	682	0	0	0	227	0
Edc4	151.333333	0	451	0	0	98	359	0
Syne3	151.166667	0	804	0	0	0	103	0
Mllt10	151.000000	0	764	0	0	0	142	0
Gtf2ird1	151.000000	0	462	0	0	0	444	0
Aqr	151.000000	0	512	0	0	0	394	0
5430403G16Rik	151.000000	0	442	0	159	97	208	0
Wdr59	150.833333	0	328	0	140	127	310	0
Gtf2f1	150.833333	0	267	0	158	121	359	0
Ercc1	150.833333	0	305	0	174	88	338	0
Cdk11b	150.833333	0	413	0	0	154	338	0
Acsl5	150.833333	0	505	0	0	0	400	0
Tubb5	150.666667	0	401	0	0	0	503	0
Riok3	150.666667	0	369	0	155	103	277	0
Zfp24	150.500000	0	524	0	0	0	379	0
Meig1	150.500000	0	445	0	0	99	359	0
Kif18b	150.500000	0	339	0	0	183	381	0
Dclre1c	150.500000	0	445	0	0	99	359	0
Csk	150.500000	0	630	0	0	0	273	0
Zfp398	150.333333	0	422	0	0	128	352	0
Mroh1	150.333333	0	375	0	178	0	349	0
Bms1	150.333333	0	465	0	0	182	255	0
Zfp617	150.166667	0	555	0	0	0	346	0
Sec24c	150.166667	0	488	0	0	176	237	0
Rsbn1l	150.166667	0	515	0	0	0	386	0
Rpl10	150.166667	0	323	0	76	110	392	0
Nr3c2	150.166667	0	0	0	186	153	562	0
Mrpl12	150.166667	0	513	0	0	0	388	0
Cstf1	150.166667	0	263	0	117	215	306	0
Aurka	150.166667	0	263	0	117	215	306	0
AB010352	150.166667	0	448	0	241	0	212	0
Fam222a	150.000000	0	704	0	0	0	196	0
Sf3a3	149.833333	0	233	0	142	189	335	0
Ipo11	149.833333	0	368	0	342	189	0	0
Slc25a3	149.500000	0	539	0	101	0	257	0
Tatdn2	149.333333	0	551	0	0	0	345	0
Dnttip2	149.333333	0	470	0	141	0	285	0
Zmpste24	149.166667	0	307	0	117	170	301	0
Wfdc16	149.166667	0	0	0	213	0	682	0
Vps18	149.166667	0	704	0	0	0	191	0
Snw1	149.000000	0	401	0	0	173	320	0
Slamf9	149.000000	0	894	0	0	0	0	0
Gcn1	149.000000	0	304	0	0	0	590	0
Sh2b3	148.833333	0	362	0	145	0	386	0
Rab29	148.833333	0	280	0	0	236	377	0
Lmna	148.666667	0	0	0	0	0	892	0
Pola1	148.500000	0	344	0	0	174	373	0
Jund	148.500000	0	604	0	0	0	287	0
Aars2	148.500000	0	409	0	116	0	366	0
Isg20	148.333333	0	585	0	153	0	152	0
Igfals	148.333333	0	588	0	302	0	0	0
Dis3l2	148.333333	0	440	0	0	301	149	0
Zfp560	148.166667	0	369	0	152	0	368	0
Zfp473	148.166667	0	311	0	81	0	497	0
Vrk3	148.166667	0	311	0	81	0	497	0
Csf2rb	148.000000	0	311	0	389	188	0	0
Metrn	147.833333	0	435	0	0	138	314	0
Hsp90aa1	147.833333	0	669	0	0	0	218	0
Antkmt	147.833333	0	435	0	0	138	314	0
Abi2	147.833333	0	613	0	0	0	274	0
Tnrc6a	147.666667	0	638	0	0	0	248	0
Impdh1	147.500000	0	667	0	0	0	218	0
Cradd	147.333333	0	380	0	0	0	504	0
Reps1	147.166667	0	454	0	0	0	429	0
Zfp994	147.000000	0	331	0	193	0	358	0
Usp3	147.000000	0	766	0	0	0	116	0
Tet3	147.000000	0	583	0	0	0	299	0
Gm35588	147.000000	0	513	0	192	177	0	0
Baiap2l2	147.000000	0	288	0	0	0	594	0
Rasl2-9	146.666667	0	880	0	0	0	0	0
Plin3	146.666667	0	302	0	142	148	288	0
Cwc25	146.666667	0	474	0	0	0	406	0
Coa4	146.666667	0	499	0	78	0	303	0
Cmtm7	146.666667	0	219	0	117	0	544	0
Kif2a	146.500000	0	155	0	333	251	140	0
Dcp1a	146.500000	0	396	0	0	171	312	0
Casp8ap2	146.500000	0	408	0	108	0	363	0
Zfp36l1	146.333333	0	622	0	0	0	256	0
Gsc2	146.333333	0	555	0	0	0	323	0
Ess2	146.333333	0	555	0	0	0	323	0
Ttc24	146.166667	0	349	0	0	0	528	0
Mrps18a	146.166667	0	469	0	0	0	408	0
Iqgap3	146.166667	0	349	0	0	0	528	0
Hdhd2	146.166667	0	661	0	0	0	216	0
Eef1akmt1	146.166667	0	613	0	0	0	264	0
Psrc1	146.000000	0	781	0	0	0	95	0
H2az1	146.000000	0	625	0	0	0	251	0
Dnajb14	146.000000	0	625	0	0	0	251	0
Tlr9	145.833333	0	875	0	0	0	0	0
Sqstm1	145.833333	0	494	0	0	0	381	0
Slc2a9	145.833333	0	100	0	0	0	775	0
Pafah1b2	145.833333	0	487	0	0	0	388	0
Mrps18c	145.833333	0	410	0	0	115	350	0
Helq	145.833333	0	410	0	0	115	350	0
H2bc21	145.833333	0	282	0	0	0	593	0
H2ac21	145.833333	0	282	0	0	0	593	0
H2ac20	145.833333	0	282	0	0	0	593	0
Fbxl14	145.666667	0	303	0	110	276	185	0
Cst3	145.666667	0	258	0	78	0	538	0
Smug1	145.500000	0	560	0	0	0	313	0
Fbxo46	145.500000	0	357	0	0	0	516	0
Cul4b	145.500000	0	0	0	291	185	397	0
Bhmg1	145.500000	0	357	0	0	0	516	0
Atad2b	145.500000	0	563	0	0	0	310	0
Zfp85	145.333333	0	491	0	0	0	381	0
Dhrs3	145.333333	0	572	0	0	0	300	0
C2cd2l	145.333333	0	523	0	0	0	349	0
Bcl2l11	145.333333	0	678	0	0	0	194	0
Slfn3	145.166667	0	871	0	0	0	0	0
Ldb1	145.000000	0	212	0	0	0	658	0
Kif22	145.000000	0	555	0	0	0	315	0
Fchsd2	145.000000	0	529	0	104	0	237	0
Elk1	145.000000	0	251	0	167	87	365	0
Edem2	145.000000	0	493	0	0	0	377	0
Zfp870	144.833333	0	424	0	282	163	0	0
Fbp2	144.833333	0	96	0	0	0	773	0
Zfp661	144.666667	0	312	0	81	0	475	0
Psmc1	144.666667	0	546	0	0	0	322	0
Mrps5	144.666667	0	312	0	81	0	475	0
Kat2b	144.666667	0	534	0	0	0	334	0
Cacnb4	144.666667	0	868	0	0	0	0	0
Set	144.500000	0	459	0	0	0	408	0
Senp7	144.500000	0	559	0	0	0	308	0
P4hb	144.500000	0	333	0	258	0	276	0
Dctpp1	144.500000	0	352	0	0	187	328	0
Zc3hav1	144.333333	0	772	0	0	0	94	0
Trmt112	144.333333	0	296	0	0	75	495	0
Prdx5	144.333333	0	296	0	0	75	495	0
Nkap	144.333333	0	435	0	0	107	324	0
H4c3	144.333333	0	337	0	0	0	529	0
H1f6	144.333333	0	337	0	0	0	529	0
Tmem222	144.166667	0	373	0	0	124	368	0
Serinc3	144.166667	0	499	0	0	0	366	0
Qars	144.166667	0	440	0	0	146	279	0
Med6	144.166667	0	540	0	0	0	325	0
H4c14	144.166667	0	392	0	0	0	473	0
Dcaf10	144.166667	0	543	0	0	0	322	0
Cenpb	144.166667	0	565	0	0	127	173	0
Arhgef7	144.166667	0	380	0	140	0	345	0
Skil	144.000000	0	716	0	0	0	148	0
Lyrm9	144.000000	0	550	0	0	0	314	0
Gfm1	143.833333	0	461	0	0	0	402	0
Cstad	143.833333	0	315	0	0	173	375	0
Ngrn	143.666667	0	476	0	0	0	386	0
Gpi1	143.666667	0	607	0	0	0	255	0
Slu7	143.333333	0	539	0	0	0	321	0
Reep6	143.333333	0	281	0	0	227	352	0
Pcsk4	143.333333	0	281	0	0	227	352	0
Myo18a	143.333333	0	860	0	0	0	0	0
Fut10	143.333333	0	0	0	206	185	469	0
Yipf5	143.166667	0	575	0	0	0	284	0
Mea1	143.166667	0	629	0	0	0	230	0
Klhdc3	143.166667	0	629	0	0	0	230	0
Ttc33	143.000000	0	459	0	0	0	399	0
Prr13	143.000000	0	432	0	0	0	426	0
Pdgfc	143.000000	0	858	0	0	0	0	0
Casp8	142.833333	0	339	0	0	0	518	0
Tma16	142.666667	0	424	0	0	122	310	0
Rtcb	142.666667	0	166	0	177	132	381	0
Ppp2r5d	142.500000	0	306	0	273	0	276	0
Ffar3	142.500000	0	667	0	0	0	188	0
Ffar1	142.500000	0	667	0	0	0	188	0
Dlx1	142.500000	0	0	0	193	488	174	0
Mettl14	142.333333	0	549	0	0	0	305	0
Maz	142.333333	0	359	0	0	90	405	0
Ly6g5c	142.333333	0	0	0	0	0	854	0
Lax1	142.333333	0	360	0	289	205	0	0
Acp2	142.333333	0	382	0	188	0	284	0
Zfp273	142.166667	0	403	0	0	0	450	0
Terf2ip	142.166667	0	570	0	0	0	283	0
Ptpn18	142.166667	0	221	0	109	179	344	0
Kars	142.166667	0	570	0	0	0	283	0
Nufip2	142.000000	0	285	0	78	146	343	0
Bcor	142.000000	0	745	0	0	0	107	0
Prr14	141.833333	0	387	0	0	0	464	0
Mtrf1	141.833333	0	328	0	163	0	360	0
Trnt1	141.666667	0	394	0	123	0	333	0
Scnm1	141.666667	0	221	0	0	0	629	0
Lysmd1	141.666667	0	221	0	0	0	629	0
Grm4	141.500000	0	427	0	0	0	422	0
Capn15	141.500000	0	214	0	129	197	309	0
Mpp5	141.333333	0	460	0	0	160	228	0
Lmo4	141.333333	0	612	0	0	0	236	0
C1qbp	141.333333	0	484	0	0	0	364	0
Zfp978	141.166667	0	0	0	542	305	0	0
Zfp526	141.166667	0	274	0	140	216	217	0
Dedd2	141.166667	0	274	0	140	216	217	0
Agfg2	140.666667	0	482	0	0	108	254	0
Sympk	140.500000	0	326	0	0	151	366	0
Rnf6	140.500000	0	478	0	0	0	365	0
