Target_genes	Gata1|Average	SRX079887|Embryonic_erythroblasts	SRX079888|Embryonic_erythroblasts	SRX145055|Embryonic_erythroblasts	SRX3889813|Embryonic_erythroblasts	SRX3889814|Embryonic_erythroblasts	SRX145066|Embryonic_megakaryocytes	SRX6797012|Erythroblasts	SRX6797015|Erythroblasts	SRX6797018|Erythroblasts	SRX6797021|Erythroblasts	SRX6797024|Erythroblasts	SRX6797027|Erythroblasts	SRX6797030|Erythroblasts	SRX6797033|Erythroblasts	SRX6797036|Erythroblasts	SRX6797039|Erythroblasts	SRX744012|Erythroblasts	SRX744013|Erythroblasts	SRX744014|Erythroblasts	SRX744015|Erythroblasts	SRX10916763|Erythrocytes	SRX10916762|Erythroid_Cells	SRX18530072|Erythroid_Cells	SRX18530073|Erythroid_Cells	SRX18530074|Erythroid_Cells	SRX8785799|ES_cells	SRX8785800|ES_cells	SRX340954|FDCPmix	SRX340957|FDCPmix	SRX340962|FDCPmix	SRX340963|FDCPmix	SRX340966|FDCPmix	SRX340967|FDCPmix	SRX100316|G1E	SRX145061|G1E	SRX9519540|G1E	SRX9519541|G1E	SRX013185|G1E-ER4+E2	SRX10714839|G1E-ER4+E2	SRX10714840|G1E-ER4+E2	SRX130172|G1E-ER4+E2	SRX130174|G1E-ER4+E2	SRX145052|G1E-ER4+E2	SRX181742|G1E-ER4+E2	SRX181743|G1E-ER4+E2	SRX181744|G1E-ER4+E2	SRX181745|G1E-ER4+E2	SRX181748|G1E-ER4+E2	SRX181749|G1E-ER4+E2	SRX8820360|G1E-ER4+E2	SRX8820361|G1E-ER4+E2	SRX816546|G1ME	SRX816547|G1ME	SRX816548|G1ME	SRX4513890|HPC-7	SRX4513891|HPC-7	SRX140370|MEL	SRX188828|MEL	SRX3889826|MEL	SRX3889827|MEL	SRX015120|MEL86	SRX18530081|mESC_derived_erythroid_cells	SRX18530083|mESC_derived_erythroid_cells	SRX18530084|mESC_derived_erythroid_cells	SRX1035393|mESC_derived_haematopoietic_progenitor	SRX118001|mESC_derived_haematopoietic_progenitor	SRX118002|mESC_derived_haematopoietic_progenitor	SRX118003|mESC_derived_haematopoietic_progenitor	SRX118004|mESC_derived_haematopoietic_progenitor	SRX118005|mESC_derived_haematopoietic_progenitor	SRX1431659|mESC_derived_haematopoietic_progenitor	SRX298036|Ter119_Erythrocytes	STRING
Mpp2	94.361111	0	0	142	976	588	0	0	209	216	377	0	199	86	188	342	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	146	0	0	0	0	250	612	330	0	0	0	163	1078	0	0	0	0	0	0	263	0	0
Rab30	94.319444	534	277	667	229	1031	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	286	0	423	0	0	0	0	0	0	0	0	152	0	0	0	322	0	0	0	333	380	163	0	244	207	95	0	0	314	0	0	0	0	0	169	602	0	0	0	0	157	97	0	0	0	0	0	0	0	0	0
Adamts16	94.180556	0	0	0	0	0	0	530	707	747	779	805	802	332	359	1067	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519L02Rik	94.180556	0	0	0	0	0	0	620	651	852	957	827	879	484	349	750	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1a	94.166667	0	0	0	169	156	0	161	103	111	0	0	0	537	676	238	547	0	0	0	0	0	0	205	0	307	0	0	0	110	0	0	0	0	196	0	0	0	0	153	125	0	0	0	0	161	0	0	0	0	0	323	0	0	0	0	0	1442	436	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0
0610010F05Rik	94.125000	0	0	0	163	175	0	416	485	463	591	650	668	270	158	616	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	818	287	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0
Arhgap15	94.111111	0	0	0	0	0	0	419	467	479	812	788	827	205	215	1014	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr107	94.055556	162	0	172	406	375	0	0	0	112	0	0	0	242	348	125	326	0	0	0	0	0	0	163	0	165	0	0	0	0	0	0	0	0	175	0	0	0	227	0	0	0	245	522	410	233	298	144	190	0	0	661	0	0	0	0	0	505	326	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0
Axin1	94.041667	0	0	0	684	554	0	138	86	133	0	0	0	142	339	239	867	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	283	0	0	0	0	0	186	236	0	0	0	580	356	333	152	0	0	286	638	0	0	0	0	0	0	207	0	0
Vars	94.013889	0	0	0	359	520	0	120	122	150	0	0	0	348	678	313	755	0	0	0	0	138	0	106	0	295	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	122	0	0	0	0	0	699	0	0	0	0	0	642	377	226	0	0	153	169	220	0	0	0	0	0	0	0	113	0
D17H6S56E-5	94.013889	0	0	0	359	520	0	120	122	150	0	0	0	348	678	313	755	0	0	0	0	138	0	106	0	295	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	122	0	0	0	0	0	699	0	0	0	0	0	642	377	226	0	0	153	169	220	0	0	0	0	0	0	0	113	0
Trappc4	93.972222	0	0	0	120	0	0	0	118	126	0	0	0	291	505	208	476	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	126	0	412	265	0	0	0	0	0	148	437	295	130	198	0	0	0	770	0	0	0	0	0	1283	321	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0
Rps25	93.972222	0	0	0	120	0	0	0	118	126	0	0	0	291	505	208	476	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	126	0	412	265	0	0	0	0	0	148	437	295	130	198	0	0	0	770	0	0	0	0	0	1283	321	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0
Rint1	93.958333	0	0	0	325	556	110	137	87	104	0	0	0	638	640	251	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	119	0	0	0	0	1075	719	450	0	0	0	0	502	0	0	0	0	0	0	0	0	0
Zfp763	93.916667	263	0	280	272	1138	102	70	151	159	160	206	139	219	307	236	436	0	0	0	0	0	0	163	0	291	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	172	134	0	0	0	0	0	0	195	0	0	0	0	437	277	0	0	0	191	406	0	0	0	0	0	0	0	232	0	0
Ct55	93.819444	0	0	0	0	0	0	641	597	719	1053	848	749	261	309	1045	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss30	93.777778	0	0	0	0	0	0	629	608	750	973	764	803	524	359	693	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
Pdzd8	93.750000	0	0	0	901	879	0	0	0	0	0	0	0	155	208	95	287	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	152	0	0	0	0	0	100	0	0	0	0	0	1010	608	281	160	0	0	126	1459	0	0	0	0	0	0	0	0	0
Eif1b	93.694444	198	0	254	761	717	0	91	0	119	0	0	0	148	478	138	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	180	221	118	0	124	0	0	375	180	0	0	0	0	299	546	532	0	0	0	0	343	0	0	0	0	0	0	0	0	0
Borcs5	93.694444	0	0	135	788	1154	0	80	71	0	0	0	0	104	174	197	304	0	0	0	0	0	0	159	0	153	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	151	0	0	0	0	837	194	194	74	0	157	363	1151	0	0	0	0	0	0	0	0	0
Phldb1	93.638889	0	0	0	0	0	0	154	132	104	0	0	0	470	576	298	665	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	199	0	0	0	0	0	0	0	336	216	136	209	0	0	0	154	0	0	0	0	0	1691	960	192	0	0	0	0	163	0	0	0	0	0	0	0	0	0
Nxpe2	93.597222	0	0	135	0	437	0	0	0	0	145	294	190	100	0	249	0	0	0	0	0	0	0	157	474	181	0	0	0	0	0	0	0	0	0	0	173	183	390	0	0	0	400	525	147	187	176	140	112	0	0	1114	0	0	0	0	0	567	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga3	93.486111	0	0	0	167	190	0	0	0	94	0	0	0	347	503	163	415	193	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	330	274	196	0	343	701	171	0	288	0	211	72	0	676	0	0	0	0	0	336	132	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0
Tmem223	93.472222	171	0	157	409	621	0	101	0	70	0	0	0	249	500	139	357	0	0	0	0	0	0	111	0	207	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	355	175	0	0	0	0	860	718	276	0	0	0	154	826	0	0	0	0	0	0	0	0	0
Tmem179b	93.472222	171	0	157	409	621	0	101	0	70	0	0	0	249	500	139	357	0	0	0	0	0	0	111	0	207	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	355	175	0	0	0	0	860	718	276	0	0	0	154	826	0	0	0	0	0	0	0	0	0
Slc51a	93.458333	172	79	237	1253	746	0	0	0	122	0	0	0	305	220	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	116	135	0	0	0	0	0	762	264	159	0	0	0	364	308	309	0	0	0	0	492	0	0	0	0	0	0	121	0	0
Fam219a	93.416667	0	0	0	1346	503	0	0	85	0	0	0	148	106	187	209	408	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	177	236	217	123	0	227	197	2102	0	0	0	0	0	0	181	0	0
Dnaic1	93.416667	0	0	0	1346	503	0	0	85	0	0	0	148	106	187	209	408	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	177	236	217	123	0	227	197	2102	0	0	0	0	0	0	181	0	0
Zbtb39	93.347222	0	0	0	97	0	0	0	0	0	0	0	0	101	210	161	209	96	94	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	311	0	337	313	250	0	324	469	117	172	313	0	274	0	0	1434	0	0	0	0	0	407	405	119	0	0	0	0	370	0	0	0	0	0	0	0	0	0
Cdc27	93.333333	86	127	191	407	769	0	184	110	70	0	0	0	208	447	197	542	0	0	0	0	130	206	141	0	244	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	275	397	0	0	131	301	739	0	0	0	0	0	0	72	0	0
Septin1	93.319444	392	254	541	0	346	0	219	138	142	0	0	0	444	797	342	814	0	0	0	0	0	162	95	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	998	390	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zyx	93.208333	0	0	0	264	0	242	0	148	0	0	0	0	95	288	166	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	160	0	0	0	0	0	130	314	166	209	0	259	0	0	0	493	313	0	0	0	1116	563	296	149	0	0	0	402	0	0	0	0	0	0	101	0	0
Muc16	93.180556	0	0	0	0	0	0	612	773	752	833	802	914	369	329	880	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnase1	93.180556	0	0	0	0	0	0	95	140	0	0	0	0	471	627	261	417	0	0	0	0	0	0	133	0	347	0	0	0	0	0	0	0	0	0	0	191	152	92	0	0	0	98	194	298	347	214	155	0	0	0	510	130	0	0	0	0	1218	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h4	93.097222	0	0	0	0	0	0	524	748	663	846	820	1026	0	339	1005	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc4	93.083333	222	0	288	756	1307	0	0	0	85	0	0	0	95	215	116	323	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	107	334	76	0	0	101	353	2107	0	0	0	0	0	0	0	0	0
Alox5	92.930556	0	0	0	0	0	0	0	163	88	0	0	0	546	645	292	679	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	296	148	0	0	0	0	0	0	291	252	115	524	0	0	0	349	130	0	0	0	0	947	669	317	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Camta1	92.902778	0	0	0	227	122	0	0	0	0	0	0	0	170	423	0	230	0	74	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	209	0	0	208	269	0	0	171	238	140	104	0	0	0	0	521	0	0	0	0	0	1534	1170	323	0	0	0	0	398	0	0	0	0	0	0	0	71	0
Rraga	92.888889	0	0	128	401	602	0	73	0	134	0	0	85	159	200	112	412	0	0	0	0	0	0	70	0	122	141	252	0	0	0	0	0	0	175	0	263	0	0	99	0	0	0	222	0	0	158	0	141	0	0	478	0	0	0	0	0	244	449	201	0	0	0	171	1196	0	0	0	0	0	0	0	0	0
Esyt1	92.888889	0	0	0	303	376	0	237	309	407	679	629	529	172	331	660	240	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	135	99	0	0	0	0	0	289	175	0	0	0	0	251	226	169	0	0	0	0	270	0	0	0	0	0	0	0	0	0
Plekhg5	92.875000	237	0	220	242	448	0	0	75	141	0	0	0	245	487	238	380	0	0	0	0	0	0	178	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	160	281	123	237	0	0	0	0	370	0	124	0	0	0	912	413	269	0	0	0	0	420	0	0	0	0	0	0	0	0	0
Snx1	92.847222	213	339	588	191	618	0	0	0	108	0	0	0	237	307	146	317	0	0	0	0	0	0	274	0	257	0	0	0	0	0	0	0	0	108	0	0	0	131	0	0	261	128	240	143	142	221	0	0	0	0	385	0	183	0	0	0	393	244	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0
Rbm15b	92.736111	0	0	0	1289	1843	0	0	0	0	0	0	62	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	279	0	0	0	385	2373	0	0	0	0	0	0	0	0	0
Manf	92.736111	0	0	0	1289	1843	0	0	0	0	0	0	62	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	279	0	0	0	385	2373	0	0	0	0	0	0	0	0	0
Bcl2	92.680556	0	0	0	0	0	0	175	115	90	0	0	0	469	706	219	547	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	124	0	139	0	0	0	127	0	0	0	0	0	1808	1095	577	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Ltb4r1	92.638889	0	0	0	0	0	0	0	0	92	0	0	0	338	339	119	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	78	224	0	0	95	189	126	125	0	144	0	0	0	1961	0	0	0	0	0	814	854	377	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Mff	92.625000	258	180	399	179	149	0	0	0	0	0	0	0	145	0	0	110	0	103	0	0	0	0	185	0	302	0	0	0	0	0	0	0	0	267	0	0	0	230	156	103	0	225	383	390	372	364	0	193	0	0	859	0	0	0	0	0	547	163	82	0	0	0	0	325	0	0	0	0	0	0	0	0	0
Slc6a3	92.569444	0	0	0	1417	1118	0	0	0	0	0	0	126	194	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	726	278	127	0	0	0	1769	0	0	0	0	0	0	0	0	0
1700042G07Rik	92.555556	0	0	0	0	253	0	0	0	0	0	0	0	209	155	80	313	104	174	0	0	0	0	167	0	323	0	0	0	0	0	0	0	0	0	0	386	199	210	163	97	0	199	359	261	280	186	0	135	101	0	1140	0	0	0	0	0	349	256	0	0	0	0	278	0	0	0	0	117	62	108	0	0	0
Ece1	92.541667	0	0	0	89	238	0	501	597	655	670	685	778	308	289	917	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	90	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Arpc1a	92.541667	262	361	608	127	592	0	169	103	106	0	0	0	255	536	229	449	136	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	179	295	370	311	0	0	0	0	417	75	0	0	0	0	445	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0
Pfkfb2	92.458333	0	0	0	1044	1230	0	0	0	0	0	0	0	350	200	0	169	0	0	0	0	0	0	145	0	202	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	168	231	0	0	0	0	0	0	0	0	0	0	0	657	915	135	0	0	0	0	996	0	0	0	0	0	0	111	0	0
Prss58	92.375000	0	0	0	0	0	0	546	682	734	873	888	998	369	369	822	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp1	92.375000	471	458	833	425	1073	0	0	180	152	351	222	248	125	0	365	0	0	0	0	0	0	0	255	0	293	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	256	0	0	0	0	0	0	247	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0
Npy6r	92.361111	0	0	0	0	0	0	646	662	806	1017	862	857	320	299	822	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebna1bp2	92.305556	0	0	0	0	0	0	126	0	189	0	0	0	539	590	317	439	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	178	123	0	0	0	121	195	321	274	201	255	0	0	0	468	0	0	0	0	0	1405	421	119	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Cfap57	92.305556	0	0	0	0	0	0	126	0	189	0	0	0	539	590	317	439	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	178	123	0	0	0	121	195	321	274	201	255	0	0	0	468	0	0	0	0	0	1405	421	119	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Trerf1	92.291667	0	0	0	0	0	0	359	371	471	565	585	410	0	400	557	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	472	427	109	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbn	92.291667	152	0	107	266	163	0	0	0	0	0	0	0	106	307	0	233	0	0	0	0	0	0	133	0	185	0	0	0	0	0	0	0	0	0	0	498	341	143	167	75	0	156	289	450	459	186	381	139	0	0	506	0	0	0	0	0	413	277	0	0	0	0	185	328	0	0	0	0	0	0	0	0	0
Rpl37	92.277778	0	0	0	883	990	0	113	0	79	0	0	0	143	399	144	587	0	0	0	0	0	0	0	0	74	0	103	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	221	183	129	0	0	0	0	0	131	128	0	0	0	267	434	267	138	0	0	0	1156	0	0	0	0	0	0	0	0	0
Loxl4	92.250000	0	0	0	75	0	0	612	520	569	958	927	757	381	289	924	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Dcpp2	92.180556	0	0	0	0	0	0	579	664	654	903	876	801	344	319	868	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54l	92.166667	0	0	0	102	193	0	0	0	103	0	0	0	239	418	168	256	0	91	0	0	0	0	221	0	323	0	0	0	0	0	0	0	0	0	0	291	212	0	200	169	0	0	220	326	456	0	401	0	0	62	698	96	0	0	0	0	835	414	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp18	92.138889	0	0	0	167	456	0	0	0	0	0	0	0	336	317	0	171	127	0	0	0	0	0	212	0	525	0	0	0	0	0	0	0	0	207	0	157	0	117	135	147	0	126	214	269	330	211	0	0	0	0	664	0	0	0	0	0	884	477	102	0	0	0	0	283	0	0	0	0	0	0	0	0	0
Lsm6	92.097222	0	0	0	138	184	0	163	87	143	324	162	323	112	501	317	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	148	182	161	180	0	0	0	0	406	121	0	0	0	0	870	462	153	170	0	0	0	565	0	0	0	0	0	0	0	0	0
Rasgrf1	92.055556	0	0	0	0	0	0	679	679	738	861	708	852	308	261	1075	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn1	92.055556	0	0	0	439	184	0	80	0	0	0	0	0	206	361	144	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	156	0	0	0	0	187	0	155	148	0	0	0	0	222	0	0	0	0	0	1037	318	0	0	0	174	353	1846	0	0	0	0	0	0	191	0	0
Fignl1	92.041667	271	208	481	584	655	0	0	0	0	0	0	0	125	257	0	113	0	0	0	0	188	0	84	0	199	0	0	0	0	0	0	0	0	184	0	0	0	76	0	0	0	77	111	113	142	0	0	0	0	0	0	0	0	0	0	0	440	363	0	0	0	362	847	747	0	0	0	0	0	0	0	0	0
Tdrd3	91.986111	0	0	0	892	1532	0	0	176	183	0	0	0	230	677	174	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	462	116	0	0	0	0	444	0	0	0	0	0	0	0	0	0
Tigar	91.958333	0	0	0	493	230	0	0	0	198	0	0	74	123	242	89	126	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	345	0	0	0	0	1037	592	926	385	0	0	0	870	0	0	0	0	0	0	169	0	0
Klk1b16	91.944444	0	0	0	0	0	0	650	635	778	896	734	786	419	349	884	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfl7	91.930556	0	0	0	373	253	0	0	0	0	0	0	0	144	155	176	258	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	388	189	0	0	379	721	0	111	197	0	149	0	0	1184	0	0	0	0	0	233	363	0	0	0	0	0	1149	0	0	0	0	0	0	108	0	0
Cdyl	91.930556	0	0	0	215	304	0	509	443	631	761	712	800	269	283	644	328	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0
Llgl1	91.875000	243	0	249	263	255	0	0	74	0	0	0	0	209	332	151	420	176	215	0	0	0	0	136	0	179	0	0	0	0	0	0	0	0	0	0	100	0	152	0	0	0	148	287	130	194	222	0	0	0	0	523	0	0	0	0	0	730	406	185	0	0	0	151	485	0	0	0	0	0	0	0	0	0
Ing1	91.791667	283	0	306	583	683	0	117	0	70	0	0	0	251	449	175	539	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	703	133	0	0	0	435	839	0	0	0	0	0	0	0	0	0
Clec4b1	91.791667	0	0	0	0	0	0	471	448	674	657	636	765	410	738	1079	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med26	91.736111	0	0	0	497	1002	0	0	0	0	0	0	0	0	183	197	336	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	747	371	181	0	0	211	315	2367	0	0	0	0	0	0	0	0	0
Med15	91.708333	0	0	0	97	0	0	0	0	0	0	0	0	135	266	0	186	225	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	202	241	0	406	599	467	530	547	0	253	122	0	609	0	0	0	0	0	386	360	156	0	0	0	0	260	0	0	0	0	0	0	0	0	0
Ndufb7	91.680556	0	0	0	135	221	0	481	701	533	758	676	689	236	269	707	380	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	117	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0
Shf	91.666667	0	0	204	76	291	0	94	143	132	0	0	91	740	852	366	793	0	0	0	0	0	0	143	0	219	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	128	167	80	105	0	0	0	0	0	123	0	0	0	0	0	707	413	0	0	0	0	0	483	0	0	0	0	0	110	0	0	0
Plxdc1	91.638889	0	0	0	632	423	0	0	0	0	0	0	0	246	308	196	269	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	281	214	0	0	179	155	138	139	0	111	0	0	291	161	0	0	0	0	772	622	381	0	0	0	0	723	0	0	0	0	0	0	0	0	0
