Target_genes	Smad3|Average	SRX14617681|CH12	SRX14617689|CH12	SRX14617690|CH12	SRX14617691|CH12	SRX14617703|CH12	SRX14617704|CH12	SRX9912241|CH12	SRX9912242|CH12	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|ES_cells	SRX026255|ES_cells	SRX026256|ES_cells	SRX026257|ES_cells	SRX477547|ES_cells	SRX5251387|ES_cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	SRX15279811|TCMK-1	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Khdrbs1	65.968750	138	0	0	0	114	132	151	0	0	0	0	0	356	409	309	0	0	0	145	0	283	0	0	0	0	0	0	0	0	74	0	0	0
Abl1	65.968750	128	0	0	0	124	144	134	0	0	0	0	0	353	601	164	0	0	0	109	0	199	0	0	0	0	0	0	0	0	80	0	75	0
Rrn3	65.937500	196	0	118	0	128	127	246	0	0	0	0	0	267	255	183	0	0	0	0	0	152	0	198	137	0	103	0	0	0	0	0	0	0
Pwwp3a	65.937500	260	0	0	0	290	216	135	0	0	0	0	0	304	379	281	0	0	0	0	0	153	0	0	0	0	0	0	0	0	92	0	0	0
Prickle4	65.937500	150	0	95	0	143	249	198	0	0	0	0	0	322	478	127	0	0	0	0	0	135	0	108	105	0	0	0	0	0	0	0	0	0
Frs3	65.937500	150	0	95	0	143	249	198	0	0	0	0	0	322	478	127	0	0	0	0	0	135	0	108	105	0	0	0	0	0	0	0	0	0
Slc52a3	65.906250	463	128	192	128	351	346	155	0	0	0	0	0	139	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn12	65.906250	535	0	0	0	447	291	171	0	0	0	0	0	123	113	159	0	0	0	0	0	112	0	0	0	0	0	0	0	0	73	0	85	0
Uhrf2	65.875000	329	0	138	193	371	241	166	0	0	0	0	0	186	185	118	0	0	0	0	0	96	0	85	0	0	0	0	0	0	0	0	0	0
Pds5b	65.843750	113	0	0	177	123	129	400	0	0	0	0	0	269	341	336	0	83	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Fgf15	65.843750	0	0	0	0	0	0	0	0	0	0	0	0	137	1383	0	174	195	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd3	65.812500	247	0	204	122	320	262	303	0	0	0	0	0	182	183	80	0	0	0	0	0	101	0	102	0	0	0	0	0	0	0	0	0	0
Lingo2	65.812500	0	0	0	0	0	0	0	0	0	0	0	0	727	664	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a4	65.781250	119	0	0	0	104	126	130	0	0	0	0	0	239	323	180	0	0	0	152	0	245	0	148	0	0	140	0	0	0	104	0	95	0
Dvl3	65.781250	157	0	0	0	139	177	193	0	0	0	0	0	303	506	278	0	98	0	99	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Tinf2	65.750000	214	109	112	101	190	195	176	0	0	0	0	0	263	471	146	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Rai1	65.750000	164	0	178	0	95	120	267	0	0	0	0	0	345	465	0	0	82	0	79	0	309	0	0	0	0	0	0	0	0	0	0	0	0
Ccnf	65.750000	0	0	0	0	0	0	0	0	0	0	0	0	549	443	156	0	0	0	0	0	855	0	101	0	0	0	0	0	0	0	0	0	0
Zfp964	65.718750	146	0	0	0	0	124	125	0	0	0	0	0	439	411	0	0	0	0	0	0	465	0	128	0	0	161	0	0	0	104	0	0	0
Psph	65.718750	255	0	177	0	304	181	153	0	0	0	0	0	358	295	72	0	0	0	0	0	208	0	0	0	0	0	0	0	0	100	0	0	0
Ppif	65.718750	303	0	154	0	163	306	238	0	0	0	0	0	226	198	226	0	0	0	0	0	202	0	87	0	0	0	0	0	0	0	0	0	0
Cct6a	65.718750	255	0	177	0	304	181	153	0	0	0	0	0	358	295	72	0	0	0	0	0	208	0	0	0	0	0	0	0	0	100	0	0	0
Atg16l2	65.718750	306	0	0	0	213	196	198	0	0	0	0	0	323	462	0	0	0	0	87	0	188	0	130	0	0	0	0	0	0	0	0	0	0
Rapgef3	65.687500	121	0	118	0	0	87	145	0	0	0	0	0	546	341	184	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd3	65.656250	182	0	0	0	170	179	255	0	0	0	0	0	283	527	242	0	0	0	0	0	172	0	0	0	0	0	0	0	0	91	0	0	0
Ift46	65.656250	315	0	0	0	156	173	151	0	0	0	0	0	403	509	194	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Inf2	65.625000	188	0	0	0	150	92	0	0	0	0	0	0	420	557	232	0	0	0	0	0	384	0	0	0	0	0	0	0	0	77	0	0	0
Snx7	65.593750	0	0	0	0	0	0	0	0	0	0	0	0	317	336	167	0	0	0	82	0	361	0	195	100	0	115	0	0	113	185	0	128	0
Sftpc	65.593750	147	0	0	0	147	107	283	0	0	0	0	0	348	454	156	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0
Iba57	65.593750	182	0	187	112	183	269	351	0	0	0	0	0	252	277	192	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf4l	65.562500	0	0	0	0	0	0	0	0	0	0	0	0	195	832	225	0	111	0	324	0	411	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2b	65.531250	443	0	0	0	257	314	116	0	0	0	0	0	281	322	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0
Anapc11	65.531250	206	0	118	0	172	209	206	0	0	0	0	0	277	425	252	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Alyref	65.531250	206	0	118	0	172	209	206	0	0	0	0	0	277	425	252	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Rps3	65.500000	70	0	0	0	190	112	242	0	90	0	0	0	199	232	289	0	0	0	0	0	0	0	194	0	0	0	0	0	147	168	0	163	0
Romo1	65.500000	215	0	254	122	109	134	203	0	0	0	0	0	0	143	242	0	0	0	0	0	108	0	0	77	0	0	0	0	123	135	96	135	0
Nfs1	65.500000	215	0	254	122	109	134	203	0	0	0	0	0	0	143	242	0	0	0	0	0	108	0	0	77	0	0	0	0	123	135	96	135	0
Ndst2	65.500000	214	0	81	187	253	220	230	0	0	0	0	0	145	143	255	0	0	0	0	0	0	0	88	0	0	0	0	0	109	171	0	0	0
Suz12	65.468750	133	0	0	0	157	178	143	0	0	0	0	0	292	371	271	0	0	0	105	0	324	0	121	0	0	0	0	0	0	0	0	0	0
Paip2	65.468750	121	0	0	0	93	98	153	0	0	0	0	0	445	294	154	0	0	0	0	0	451	0	75	118	0	93	0	0	0	0	0	0	0
Hspa1l	65.468750	0	0	0	0	0	0	0	0	0	0	0	0	450	415	217	0	0	0	0	0	466	0	269	180	0	0	0	0	0	98	0	0	0
Hspa1a	65.468750	0	0	0	0	0	0	0	0	0	0	0	0	450	415	217	0	0	0	0	0	466	0	269	180	0	0	0	0	0	98	0	0	0
Grhl1	65.468750	109	0	0	0	128	151	134	0	0	0	0	0	393	450	116	0	0	0	104	0	510	0	0	0	0	0	0	0	0	0	0	0	0
Adipor2	65.468750	249	0	0	0	232	290	167	0	0	0	0	0	249	385	350	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Sugp2	65.437500	152	0	0	0	93	129	190	0	0	0	0	0	410	526	211	0	0	0	162	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Armc6	65.437500	152	0	0	0	93	129	190	0	0	0	0	0	410	526	211	0	0	0	162	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Slc41a1	65.406250	0	0	0	0	92	114	67	0	0	0	0	0	243	227	201	0	115	0	108	0	293	0	250	0	0	0	0	0	86	117	0	180	0
Dusp6	65.406250	130	0	0	0	119	129	0	0	0	0	0	0	194	770	239	0	0	0	0	0	85	0	96	0	0	0	0	0	69	169	0	93	0
Sox9	65.375000	0	0	0	0	0	0	0	0	0	0	0	0	522	576	214	0	0	0	0	0	569	0	0	0	0	0	0	0	0	88	0	123	0
Ppa2	65.375000	263	0	204	130	223	220	283	166	0	0	0	0	126	281	118	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
9930021J03Rik	65.375000	150	0	0	0	91	84	174	0	0	0	0	0	309	378	262	0	0	0	0	0	148	0	85	0	0	0	0	0	113	139	0	159	0
Ier3	65.343750	0	0	0	0	0	0	0	0	0	0	0	0	120	281	215	0	0	0	0	0	273	0	280	0	0	116	0	0	170	252	128	256	0
Flot1	65.343750	0	0	0	0	0	0	0	0	0	0	0	0	120	281	215	0	0	0	0	0	273	0	280	0	0	116	0	0	170	252	128	256	0
Zdhhc20	65.312500	114	0	0	0	100	134	236	0	0	0	0	0	376	448	296	0	103	0	81	0	106	0	0	0	0	0	0	0	0	96	0	0	0
Gabpb2	65.312500	172	0	188	130	139	137	169	0	0	0	0	0	334	359	116	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0
Usp48	65.281250	94	0	0	0	109	116	158	0	0	0	0	0	115	218	230	0	167	0	199	0	304	0	98	0	0	0	0	0	0	126	0	155	0
Map1lc3b	65.281250	170	0	0	0	144	135	146	0	0	0	0	0	293	317	198	0	177	0	106	0	109	0	109	0	0	0	0	0	90	95	0	0	0
Cisd2	65.281250	222	0	126	0	132	198	261	0	0	0	0	0	268	316	86	0	0	0	0	0	93	0	150	0	0	0	0	0	0	91	0	146	0
Ylpm1	65.250000	140	0	81	0	132	90	262	0	0	0	0	0	322	373	140	0	0	0	145	0	83	0	143	0	0	0	0	0	0	84	0	93	0
Trerf1	65.250000	114	0	0	0	157	0	0	0	0	0	0	0	350	503	165	0	0	0	115	0	684	0	0	0	0	0	0	0	0	0	0	0	0
Syngap1	65.250000	0	0	0	0	0	0	0	0	0	0	0	0	522	501	338	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0
Rft1	65.250000	168	0	173	122	148	163	210	0	0	0	0	0	99	102	114	0	0	0	0	0	0	0	152	239	0	272	0	0	0	126	0	0	0
Mtfp1	65.250000	142	0	0	0	0	81	92	0	0	0	0	0	365	497	299	0	0	0	133	0	202	0	0	0	0	0	0	0	0	163	0	114	0
Cuta	65.250000	0	0	0	0	0	0	0	0	0	0	0	0	522	501	338	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal1	65.218750	150	0	0	0	131	97	153	0	0	0	0	0	266	485	451	0	0	0	0	0	134	0	0	0	0	139	0	0	0	0	0	81	0
Ccbe1	65.218750	250	0	214	130	156	211	142	0	0	0	0	0	361	223	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
Rab6a	65.187500	263	0	0	0	151	193	250	0	0	0	0	0	235	384	347	0	0	0	0	0	121	0	142	0	0	0	0	0	0	0	0	0	0
Hoxd13	65.187500	70	0	0	0	0	0	145	0	0	0	0	0	697	630	0	0	140	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0
Endod1	65.187500	350	0	0	0	265	187	112	0	0	0	0	0	141	313	135	0	0	0	0	0	118	0	131	117	0	0	0	0	79	138	0	0	0
Dgkz	65.187500	211	0	0	0	145	194	148	0	0	0	0	0	336	506	244	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0
Nuak1	65.156250	138	0	0	0	90	109	120	0	0	0	0	0	374	517	235	0	0	0	88	0	189	0	0	0	0	0	0	0	139	86	0	0	0
Zyx	65.125000	143	0	0	0	0	0	0	0	0	0	0	0	347	680	121	0	0	0	0	0	581	0	212	0	0	0	0	0	0	0	0	0	0
Zbtb2	65.125000	148	0	0	0	166	146	177	0	0	0	0	0	260	714	351	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Telo2	65.125000	256	0	140	203	126	113	209	0	0	0	0	0	222	278	105	0	87	0	0	0	170	0	175	0	0	0	0	0	0	0	0	0	0
Sema3f	65.125000	107	0	0	0	0	0	108	0	0	0	0	0	640	553	132	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0
Ptx4	65.125000	256	0	140	203	126	113	209	0	0	0	0	0	222	278	105	0	87	0	0	0	170	0	175	0	0	0	0	0	0	0	0	0	0
Ndel1	65.125000	91	0	0	0	0	73	148	0	0	0	0	0	263	394	358	0	150	0	0	0	184	0	111	0	0	114	0	0	97	101	0	0	0
Ggact	65.125000	310	0	134	89	177	298	222	0	0	0	0	0	266	338	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Vgll4	65.093750	94	0	0	110	90	100	0	0	0	0	0	0	257	214	224	0	123	0	293	0	194	0	175	0	0	0	0	0	0	112	0	97	0
Tubb2a	65.093750	69	0	0	0	0	0	0	0	0	0	0	0	228	234	224	0	0	0	0	0	189	0	315	152	0	129	0	0	164	239	0	140	0
Rnf111	65.093750	194	0	87	0	144	208	207	0	0	0	0	0	200	247	141	0	0	0	0	0	128	0	153	0	0	0	0	0	95	132	0	147	0
Arsi	65.093750	0	0	0	0	0	0	0	0	0	0	0	0	556	523	101	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0
Zfp978	65.062500	0	0	0	0	0	0	0	0	0	0	0	0	280	525	0	113	0	0	181	375	608	0	0	0	0	0	0	0	0	0	0	0	0
Naca	65.062500	134	0	162	0	110	164	216	0	0	0	0	0	160	333	249	0	0	0	134	0	110	0	101	0	0	0	0	0	121	88	0	0	0
Hnrnpr	65.062500	213	0	138	0	157	187	230	0	0	0	0	0	204	423	358	0	0	0	0	0	95	0	0	0	0	0	0	0	0	77	0	0	0
Eed	65.062500	284	0	0	0	161	233	123	0	0	0	0	0	310	438	90	0	0	0	0	0	273	0	0	0	0	95	0	0	0	75	0	0	0
Surf4	65.031250	131	0	0	0	0	0	108	0	0	0	0	0	388	332	89	0	95	0	118	0	473	0	152	0	0	0	0	0	0	102	0	93	0
Stkld1	65.031250	131	0	0	0	0	0	108	0	0	0	0	0	388	332	89	0	95	0	118	0	473	0	152	0	0	0	0	0	0	102	0	93	0
Pbx3	65.031250	120	0	115	86	109	166	151	0	0	0	0	0	377	329	151	0	0	0	87	0	390	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	65.031250	331	0	0	0	191	217	212	0	0	0	0	0	216	368	186	0	0	0	126	0	145	0	0	0	0	0	0	0	0	89	0	0	0
Cfap20	65.031250	187	0	0	0	133	157	110	0	0	0	0	0	356	422	302	0	0	0	137	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Cacnb3	65.031250	106	0	0	0	120	0	145	0	0	0	0	0	512	566	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0
Kat8	65.000000	124	105	100	75	0	164	214	0	0	0	0	0	226	291	164	0	0	0	0	0	178	0	222	0	0	0	0	0	0	113	0	104	0
D5Ertd579e	65.000000	222	0	0	0	120	174	209	0	0	0	0	0	218	650	89	0	0	0	191	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Fgf16	64.968750	0	0	0	0	0	0	0	0	0	0	0	0	686	658	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0
Efcab14	64.968750	172	0	129	0	117	156	127	0	0	0	0	0	388	415	242	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0
Clpb	64.968750	266	0	236	205	170	250	265	0	0	0	0	0	126	197	151	0	0	0	0	0	80	0	133	0	0	0	0	0	0	0	0	0	0
Calu	64.968750	0	0	0	0	0	0	142	0	0	0	0	0	415	266	127	0	0	0	0	0	437	0	127	0	0	0	0	0	177	196	0	192	0
Raph1	64.906250	84	0	0	0	87	0	112	0	0	0	0	0	301	549	179	0	0	0	0	0	158	0	236	96	0	125	0	0	0	150	0	0	0
Six4	64.875000	0	0	0	0	0	0	78	0	0	0	0	0	581	665	0	0	0	0	0	0	752	0	0	0	0	0	0	0	0	0	0	0	0
Nxph3	64.875000	224	0	108	0	69	240	137	0	0	0	0	0	312	802	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Ube2b	64.843750	184	0	102	0	162	143	70	0	0	0	0	0	308	374	221	0	0	0	0	0	427	0	0	0	0	0	0	0	0	84	0	0	0
Rhbdf1	64.843750	161	0	0	0	117	107	182	0	0	0	0	0	150	324	141	0	0	0	126	0	78	0	366	0	0	132	0	0	0	111	0	80	0
Cdkl3	64.843750	184	0	102	0	162	143	70	0	0	0	0	0	308	374	221	0	0	0	0	0	427	0	0	0	0	0	0	0	0	84	0	0	0
Bola3	64.843750	265	0	170	104	202	203	157	0	0	0	0	0	157	234	127	0	0	0	96	0	166	0	194	0	0	0	0	0	0	0	0	0	0
Tcea1	64.781250	167	0	137	0	112	136	180	0	0	0	0	0	296	290	204	0	0	0	101	0	108	0	120	0	0	0	0	0	0	105	0	117	0
Ric1	64.781250	273	0	0	0	316	138	129	0	0	0	0	0	164	453	169	0	0	0	91	0	101	0	0	0	0	169	0	0	0	70	0	0	0
Ifngr1	64.781250	312	0	0	0	271	265	152	0	0	0	0	0	155	191	211	0	78	0	0	0	116	0	193	0	0	0	0	0	0	129	0	0	0
Eogt	64.750000	249	0	0	0	263	325	193	0	0	0	0	0	201	471	0	0	0	0	146	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb4	64.750000	135	0	0	0	110	160	327	0	117	0	0	0	205	227	201	0	0	0	0	0	89	0	129	0	0	0	0	0	95	153	0	124	0
Zfp428	64.718750	119	0	0	0	196	103	117	0	0	0	0	0	390	616	140	0	0	0	0	0	174	0	118	98	0	0	0	0	0	0	0	0	0
Lhx5	64.718750	0	0	0	0	0	0	0	0	0	0	0	0	697	740	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0
H3c4	64.718750	225	105	240	227	216	277	296	0	0	0	0	0	155	134	93	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
H2bc8	64.718750	225	105	240	227	216	277	296	0	0	0	0	0	155	134	93	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
H2bc7	64.718750	225	105	240	227	216	277	296	0	0	0	0	0	155	134	93	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
H2ac8	64.718750	225	105	240	227	216	277	296	0	0	0	0	0	155	134	93	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
H2ac7	64.718750	225	105	240	227	216	277	296	0	0	0	0	0	155	134	93	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
Gata2	64.718750	270	0	127	160	292	140	223	0	0	0	0	0	261	280	0	0	0	0	0	0	189	0	129	0	0	0	0	0	0	0	0	0	0
Csnk1d	64.718750	283	0	170	151	267	263	268	0	0	0	0	0	135	248	135	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Tsfm	64.687500	210	0	115	122	202	163	236	0	0	0	0	0	183	324	213	0	0	0	0	0	164	0	138	0	0	0	0	0	0	0	0	0	0
Ldhb	64.687500	0	0	0	0	0	0	0	0	0	0	0	0	252	605	0	100	168	0	255	0	244	0	0	0	0	156	0	0	0	172	0	118	0
Twistnb	64.656250	180	0	0	0	111	0	184	0	0	0	0	0	121	406	106	219	212	0	130	0	400	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	64.656250	350	0	169	164	134	166	246	0	0	0	0	0	239	251	216	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Nsl1	64.656250	350	0	169	164	134	166	246	0	0	0	0	0	239	251	216	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Mrpl44	64.656250	356	0	177	176	0	195	323	0	0	0	0	0	164	269	225	0	0	0	97	0	87	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpre	64.656250	261	0	0	0	213	203	0	0	0	0	0	0	303	635	260	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Sec23a	64.625000	0	0	0	0	101	80	78	0	0	0	0	0	493	471	119	0	0	0	0	0	606	0	120	0	0	0	0	0	0	0	0	0	0
Rpl22	64.625000	176	0	0	87	127	125	162	0	0	0	0	0	203	345	318	0	68	0	325	0	0	0	132	0	0	0	0	0	0	0	0	0	0
H4c1	64.625000	200	0	167	175	159	197	270	0	0	0	0	0	132	242	130	0	0	0	129	0	0	0	145	0	0	0	0	0	0	122	0	0	0
Gemin2	64.625000	0	0	0	0	101	80	78	0	0	0	0	0	493	471	119	0	0	0	0	0	606	0	120	0	0	0	0	0	0	0	0	0	0
Usp22	64.593750	0	0	0	0	0	0	223	0	0	0	0	0	411	384	184	0	0	0	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0
Rprd2	64.593750	175	208	407	248	137	201	127	0	0	0	0	0	204	264	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl4	64.593750	121	0	0	0	82	187	0	0	91	0	0	0	161	542	286	0	0	0	0	0	93	0	135	0	0	0	0	0	102	138	0	129	0
Hmgn1	64.593750	179	0	0	0	140	195	199	0	0	0	0	0	251	471	160	0	0	0	0	0	132	0	104	0	0	125	0	0	0	111	0	0	0
Baiap2	64.593750	117	0	89	0	90	180	0	0	0	0	0	0	177	221	211	0	0	0	0	0	73	0	196	0	0	169	0	0	145	203	0	196	0
2810408A11Rik	64.593750	121	0	0	0	82	187	0	0	91	0	0	0	161	542	286	0	0	0	0	0	93	0	135	0	0	0	0	0	102	138	0	129	0
Sergef	64.562500	126	0	0	0	0	0	125	0	0	0	0	0	302	423	316	0	0	0	0	0	148	0	214	234	0	178	0	0	0	0	0	0	0
Ube2m	64.531250	138	0	0	0	0	0	0	0	0	0	0	0	210	267	159	0	0	0	0	0	84	0	271	165	0	177	0	0	142	219	115	118	0
Sdha	64.531250	124	0	0	0	165	102	210	0	0	0	0	0	273	286	255	0	0	0	0	0	88	0	107	88	0	113	0	0	116	138	0	0	0
Rab31	64.531250	0	0	0	0	0	151	93	0	0	0	0	0	370	558	167	0	0	0	0	0	456	0	0	0	0	0	0	0	122	148	0	0	0
D030056L22Rik	64.531250	232	0	0	0	164	86	157	0	0	0	0	0	269	568	224	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0
Coq8a	64.531250	304	0	0	0	350	242	0	0	0	0	0	0	303	395	185	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2a	64.531250	138	0	0	0	0	0	0	0	0	0	0	0	210	267	159	0	0	0	0	0	84	0	271	165	0	177	0	0	142	219	115	118	0
Ccdc127	64.531250	124	0	0	0	165	102	210	0	0	0	0	0	273	286	255	0	0	0	0	0	88	0	107	88	0	113	0	0	116	138	0	0	0
Agfg1	64.531250	156	0	174	100	114	218	271	0	0	0	0	0	208	345	0	0	0	0	115	0	267	0	97	0	0	0	0	0	0	0	0	0	0
Rfx6	64.500000	0	0	0	0	0	0	0	0	0	0	0	0	638	770	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2a	64.500000	145	0	125	0	98	120	105	0	0	0	0	0	326	379	152	0	0	0	0	0	276	0	146	0	0	85	0	0	0	107	0	0	0
Haao	64.500000	434	0	0	0	435	324	0	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear10	64.500000	120	0	0	0	0	0	0	0	0	0	0	0	931	778	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Taf3	64.468750	283	0	0	0	141	139	179	0	0	0	0	0	227	276	104	0	122	0	255	0	156	0	101	80	0	0	0	0	0	0	0	0	0
Specc1	64.468750	0	0	0	0	0	0	148	0	0	0	0	0	447	824	311	0	88	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla8	64.468750	118	0	149	0	152	106	168	0	0	0	0	0	196	290	262	0	98	0	0	0	125	0	157	0	0	0	0	0	0	126	0	116	0
Pan3	64.468750	153	0	0	0	82	114	146	0	0	0	0	0	417	371	130	0	0	0	0	0	400	0	98	72	0	0	0	0	0	80	0	0	0
Mdp1	64.468750	315	0	178	103	190	148	289	0	0	0	0	0	213	260	93	0	0	0	110	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Gm14325	64.468750	0	0	0	0	0	0	0	0	0	0	0	0	113	1102	105	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0
Ppargc1b	64.437500	108	0	0	0	98	137	121	0	0	0	0	0	482	560	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0
Otud3	64.437500	100	0	0	0	97	90	171	0	0	0	0	0	286	286	248	0	0	0	0	0	219	0	203	133	0	229	0	0	0	0	0	0	0
Sertad2	64.406250	198	0	0	0	84	105	191	0	0	0	0	0	215	259	194	0	0	0	0	0	157	0	192	0	0	0	0	0	98	223	0	145	0
Dctd	64.406250	106	0	0	0	0	83	125	0	0	0	0	0	393	453	213	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0
Vcan	64.375000	127	0	0	0	139	118	114	0	0	0	0	0	218	601	134	0	152	0	80	0	377	0	0	0	0	0	0	0	0	0	0	0	0
Trim2	64.375000	94	0	0	0	88	148	88	0	0	0	0	0	518	538	220	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9	64.375000	0	0	0	0	0	119	117	0	0	0	0	0	140	1250	0	0	201	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	64.375000	0	0	0	0	0	0	109	0	0	0	0	0	588	468	330	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0
Smarca2	64.375000	95	0	0	0	0	124	126	0	0	0	0	0	555	463	128	0	0	0	93	0	476	0	0	0	0	0	0	0	0	0	0	0	0
Pxn	64.375000	356	0	0	0	155	169	358	0	0	0	0	0	302	385	101	0	0	0	0	0	78	0	156	0	0	0	0	0	0	0	0	0	0
Pcmt1	64.375000	199	0	0	0	188	169	268	0	0	0	0	0	139	290	116	0	0	0	0	0	134	0	88	0	0	146	0	0	153	170	0	0	0
Gclm	64.375000	319	0	157	98	261	228	127	0	0	0	0	0	173	279	225	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Fli1	64.343750	313	0	0	0	258	241	89	0	0	0	0	0	152	586	0	87	225	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	64.343750	312	0	0	0	301	205	118	0	0	0	0	0	349	428	119	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Dph2	64.343750	132	0	0	0	87	116	89	0	0	0	0	0	445	352	260	0	0	0	0	0	457	0	121	0	0	0	0	0	0	0	0	0	0
Atp6v0b	64.343750	132	0	0	0	87	116	89	0	0	0	0	0	445	352	260	0	0	0	0	0	457	0	121	0	0	0	0	0	0	0	0	0	0
Tnfaip8	64.312500	98	0	108	0	80	92	0	0	0	0	0	0	435	504	193	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0
Rbm33	64.312500	113	0	0	0	0	142	261	0	0	0	0	0	155	356	0	0	0	0	0	0	201	0	178	164	0	137	0	0	95	151	0	105	0
Cand1	64.312500	109	0	0	0	0	133	149	0	0	0	0	0	285	396	185	0	0	0	0	0	440	0	142	0	0	0	0	0	0	136	0	83	0
Vdac3	64.281250	164	0	0	0	0	100	217	0	0	0	0	0	348	508	333	0	0	0	0	0	143	0	165	0	0	0	0	0	79	0	0	0	0
