Target_genes	FOXO1|Average	SRX1012536|B_cells	SRX1012537|B_cells	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX10475880|Hep_G2	SRX10475881|Hep_G2	SRX3230384|Hep_G2	SRX5548891|HUVEC	SRX5548892|HUVEC	SRX359830|LoVo	SRX9674621|Myoblasts	SRX9674623|Myoblasts	SRX9674625|Myoblasts	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	SRX9674615|RH-30	SRX9674611|Rh-4	SRX9674613|Rh-4	SRX9674619|SMS-CTR	SRX7570799|SU-DHL-4	SRX7570800|SU-DHL-4	SRX7570801|SU-DHL-4	SRX9674617|Unclassified	STRING
HPS5	74.120000	0	0	0	0	0	0	293	224	0	0	232	0	0	442	304	0	250	0	0	108	0	0	0	0	0	0
GTF2H1	74.120000	0	0	0	0	0	0	293	224	0	0	232	0	0	442	304	0	250	0	0	108	0	0	0	0	0	0
BRIP1	74.120000	0	0	0	0	0	0	118	92	0	0	0	0	0	589	287	0	135	151	309	172	0	0	0	0	0	0
ZC3H14	74.080000	0	0	0	0	0	0	222	133	0	0	246	0	0	0	0	0	1251	0	0	0	0	0	0	0	0	0
TBC1D15	74.080000	0	0	0	0	0	392	201	246	0	0	246	0	0	259	0	0	0	0	0	0	0	105	170	233	0	0
PBX3	74.080000	0	0	0	0	0	0	244	0	0	0	144	0	0	708	294	0	462	0	0	0	0	0	0	0	0	0
TMEM19	74.040000	290	0	0	0	0	0	213	332	0	0	202	0	0	151	84	0	461	0	0	0	0	118	0	0	0	0
PRXL2A	73.960000	0	0	0	0	0	429	87	324	113	0	130	0	0	0	0	0	0	135	421	210	0	0	0	0	0	0
COA6	73.960000	0	0	0	0	0	80	164	112	0	0	153	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0
CNNM2	73.960000	0	0	0	0	0	0	0	0	0	0	200	0	0	133	89	0	860	0	0	0	0	209	170	188	0	0
TMEM50A	73.920000	0	0	0	0	0	0	118	92	0	0	202	0	0	209	0	0	620	0	83	0	0	152	186	186	0	0
TATDN2	73.920000	0	0	0	0	0	0	0	105	0	0	85	0	0	0	0	0	1298	0	0	0	0	210	150	0	0	0
REXO2	73.920000	0	0	0	0	0	117	218	278	0	0	547	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0
HMGA1	73.920000	0	0	0	0	0	0	392	145	0	0	0	0	0	205	0	0	1106	0	0	0	0	0	0	0	0	0
CHST11	73.880000	0	0	0	0	0	0	0	0	0	0	181	0	0	111	0	0	1555	0	0	0	0	0	0	0	0	0
SMTN	73.840000	0	0	0	0	0	0	120	373	86	0	0	0	0	633	244	0	145	0	245	0	0	0	0	0	0	0
SIKE1	73.840000	0	0	0	0	0	0	219	142	0	0	212	0	0	126	0	0	1147	0	0	0	0	0	0	0	0	0
NPIPB6	73.840000	219	0	0	0	0	0	317	233	0	0	178	0	0	112	0	0	787	0	0	0	0	0	0	0	0	0
DPP8	73.840000	0	0	0	0	0	429	242	216	172	0	190	0	0	146	0	0	451	0	0	0	0	0	0	0	0	0
TLCD4-RWDD3	73.800000	0	0	0	0	0	0	179	380	439	0	132	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0
TLCD4	73.800000	0	0	0	0	0	0	179	380	439	0	132	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0
SPAG16	73.800000	0	0	0	0	0	151	399	395	161	0	197	0	0	0	0	0	0	0	0	0	0	134	223	185	0	0
PTMS	73.800000	0	0	0	0	0	0	0	112	0	0	97	0	0	0	0	0	419	0	0	0	0	467	416	334	0	0
GTPBP6	73.760000	0	0	0	0	0	119	241	0	0	0	344	0	0	76	183	0	693	0	0	0	0	79	0	109	0	0
FAM168A	73.760000	0	0	0	0	0	169	104	127	0	0	194	0	0	497	308	0	126	108	112	99	0	0	0	0	0	0
CTSF	73.760000	0	0	0	0	0	194	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	541	639	340	0	0
CBWD3	73.720000	0	0	0	0	0	0	302	282	0	0	181	0	0	138	137	0	462	0	213	128	0	0	0	0	0	0
DEFB1	73.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	812	830	0	0	200	0	0	0	0	0	0	0	0
ATP5MC2	73.680000	0	0	0	0	0	179	256	281	360	0	211	0	0	83	0	0	472	0	0	0	0	0	0	0	0	0
ZKSCAN2	73.640000	0	0	0	0	0	0	364	315	0	0	159	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0
NDUFAF3	73.640000	0	0	0	0	0	0	188	153	138	0	0	0	0	123	0	0	1159	0	0	0	0	0	80	0	0	0
DALRD3	73.640000	0	0	0	0	0	0	188	153	138	0	0	0	0	123	0	0	1159	0	0	0	0	0	80	0	0	0
DDAH1	73.600000	0	0	0	0	0	254	127	0	161	0	186	0	0	0	0	0	1112	0	0	0	0	0	0	0	0	0
ARHGAP9	73.600000	0	0	0	0	0	156	117	0	764	0	72	0	0	223	0	0	99	212	115	0	0	82	0	0	0	0
RTN2	73.560000	0	0	0	0	0	111	0	0	0	0	0	0	0	424	245	0	0	0	584	475	0	0	0	0	0	0
RGMB	73.560000	0	0	0	0	0	0	0	0	0	0	117	0	0	393	240	0	0	0	425	211	0	291	162	0	0	0
GOLGA8J	73.560000	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	552	0	0	218	0	0	0	0	0	0	0	0
WDR45	73.520000	0	0	0	0	0	0	214	252	0	0	0	0	0	0	0	0	0	0	0	0	0	329	499	544	0	0
RSBN1L	73.520000	0	0	0	0	0	0	94	250	95	0	160	0	0	375	229	0	0	0	0	0	0	215	257	163	0	0
IL6R	73.520000	0	0	0	0	0	129	144	302	0	0	209	0	0	0	0	0	1054	0	0	0	0	0	0	0	0	0
ID1	73.520000	0	0	0	0	0	161	319	450	323	0	0	0	0	147	0	0	358	0	0	0	0	0	0	80	0	0
CD22	73.520000	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	553	337	0	0
BCAS2	73.520000	0	0	0	0	0	289	112	127	0	0	254	0	0	280	0	0	0	134	83	0	0	209	158	192	0	0
SLC37A4	73.480000	0	0	0	0	0	0	88	175	0	0	104	0	0	887	386	0	197	0	0	0	0	0	0	0	0	0
SLC12A2	73.480000	0	0	0	0	0	0	86	164	0	0	179	0	0	158	0	0	1250	0	0	0	0	0	0	0	0	0
PSCA	73.480000	0	0	0	0	0	415	0	0	0	0	0	0	0	800	429	0	193	0	0	0	0	0	0	0	0	0
SMARCD1	73.440000	0	0	0	0	0	244	0	217	1103	0	0	0	0	153	0	0	119	0	0	0	0	0	0	0	0	0
STRADA	73.400000	0	0	0	0	0	0	218	171	0	0	75	0	0	0	0	0	1269	0	0	0	0	0	102	0	0	0
RGS12	73.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835	0	0	0	0	0	0	0	0	0
MAPK7	73.400000	0	0	0	0	0	0	0	0	575	0	127	0	0	0	0	0	1060	0	73	0	0	0	0	0	0	0
DAGLB	73.400000	0	0	0	0	0	0	275	424	0	0	120	0	0	288	213	0	186	0	214	115	0	0	0	0	0	0
CHD7	73.400000	0	0	0	0	0	0	0	0	0	0	155	0	0	416	348	0	448	0	321	147	0	0	0	0	0	0
ELAVL3	73.360000	0	0	0	0	0	0	132	168	0	0	0	0	0	0	0	0	595	0	0	0	0	341	316	282	0	0
PIGP	73.280000	0	0	0	0	0	0	97	0	0	0	94	0	0	0	0	0	1641	0	0	0	0	0	0	0	0	0
GAREM1	73.280000	0	0	0	0	0	167	210	255	0	0	0	0	0	0	0	0	266	0	0	0	0	419	253	262	0	0
ESCO2	73.280000	0	0	0	0	0	0	129	158	0	0	152	0	0	322	76	0	173	0	154	0	0	215	320	133	0	0
ZNF821	73.240000	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	1743	0	0	0	0	0	0	0	0	0
RAD54L2	73.240000	0	0	0	0	0	90	475	408	0	0	140	0	0	177	0	0	541	0	0	0	0	0	0	0	0	0
NPAT	73.240000	259	0	0	0	0	0	209	270	0	0	242	0	0	214	180	0	457	0	0	0	0	0	0	0	0	0
ATM	73.240000	259	0	0	0	0	0	209	270	0	0	242	0	0	214	180	0	457	0	0	0	0	0	0	0	0	0
UBE2M	73.200000	0	0	0	0	0	0	61	131	0	0	0	0	0	205	99	0	1334	0	0	0	0	0	0	0	0	0
CHMP2A	73.200000	0	0	0	0	0	0	61	131	0	0	0	0	0	205	99	0	1334	0	0	0	0	0	0	0	0	0
AGTRAP	73.160000	0	0	0	0	0	130	0	80	0	0	122	0	0	0	0	0	1497	0	0	0	0	0	0	0	0	0
AARS2	73.160000	0	0	0	0	0	0	404	249	675	0	167	0	0	95	0	0	239	0	0	0	0	0	0	0	0	0
MYLK4	73.120000	0	0	0	0	0	0	207	199	0	0	0	0	0	142	0	0	1147	0	0	133	0	0	0	0	0	0
LOC100287896	73.120000	0	0	0	0	0	0	341	124	0	0	139	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0
LIPT2	73.120000	0	0	0	0	0	0	341	124	0	0	139	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0
LIN52	73.120000	0	0	0	0	0	118	117	120	0	0	143	0	0	203	0	0	0	0	0	0	0	429	415	283	0	0
ALDH6A1	73.120000	0	0	0	0	0	118	117	120	0	0	143	0	0	203	0	0	0	0	0	0	0	429	415	283	0	0
ZDHHC14	73.080000	0	0	0	0	0	0	0	153	0	0	133	0	0	679	545	0	317	0	0	0	0	0	0	0	0	0
TTC4	73.080000	0	0	0	0	0	0	464	263	0	0	177	0	0	371	289	0	0	0	263	0	0	0	0	0	0	0
TEX38	73.080000	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	1693	0	0	0	0	0	0	0	0	0
SIAH1	73.080000	0	0	0	0	0	0	227	127	0	0	127	0	0	0	0	0	1346	0	0	0	0	0	0	0	0	0
HERPUD2	73.080000	0	0	0	0	0	0	265	260	0	0	272	0	0	88	0	0	384	0	73	0	0	166	145	174	0	0
ATPAF1	73.080000	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	1693	0	0	0	0	0	0	0	0	0
TTC14	73.040000	0	0	0	0	0	146	202	377	0	0	233	0	0	131	0	0	250	0	94	72	0	204	117	0	0	0
MYO18A	73.040000	0	0	0	0	0	0	164	307	0	0	0	0	0	140	0	0	739	0	0	0	0	203	150	123	0	0
EPM2A	73.000000	0	0	0	0	0	216	352	286	0	0	166	0	0	128	0	0	597	0	0	80	0	0	0	0	0	0
SLC25A16	72.960000	0	0	0	0	0	0	0	198	0	0	323	0	0	117	0	0	703	0	0	0	0	202	119	162	0	0
S100B	72.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1824	0	0	0	0	0	0	0	0	0
SYVN1	72.920000	173	0	0	0	0	73	141	159	0	0	181	0	0	255	0	0	841	0	0	0	0	0	0	0	0	0
PSD4	72.920000	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586	0	0	0	0	111	0	0	0	0
B3GNT9	72.920000	0	0	0	0	0	0	137	89	0	0	0	0	0	125	0	0	1472	0	0	0	0	0	0	0	0	0
THRB	72.880000	0	0	0	0	0	0	117	132	0	0	94	0	0	200	0	0	1279	0	0	0	0	0	0	0	0	0
NARF	72.880000	0	0	0	0	0	0	171	161	0	0	274	0	0	0	0	0	1134	0	0	0	0	0	0	82	0	0
GPD1L	72.880000	0	0	0	0	0	0	201	147	0	0	92	0	0	0	0	0	1010	0	0	0	0	169	97	106	0	0
BRAF	72.880000	0	0	0	0	0	436	208	135	0	0	195	0	0	0	0	0	200	0	0	170	0	181	203	94	0	0
RNF168	72.840000	0	0	0	0	0	0	89	104	0	0	167	0	0	110	0	0	963	0	0	0	0	88	158	142	0	0
NFRKB	72.840000	0	0	0	0	0	0	86	83	0	0	86	0	0	0	0	0	1566	0	0	0	0	0	0	0	0	0
ENOSF1	72.840000	0	0	0	0	0	178	367	274	0	0	93	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0
PWWP3A	72.800000	0	0	0	0	0	96	0	0	0	0	0	0	0	592	221	0	911	0	0	0	0	0	0	0	0	0
NT5C2	72.800000	134	98	0	0	0	0	155	195	0	0	217	0	0	136	0	0	235	0	0	0	0	268	179	203	0	0
GCFC2	72.800000	0	0	0	0	0	142	342	275	0	0	176	0	0	117	0	0	695	0	73	0	0	0	0	0	0	0
CENPF	72.800000	0	0	0	0	0	0	141	119	0	0	296	0	0	233	0	0	770	0	0	0	0	158	103	0	0	0
LTB4R2	72.760000	0	0	0	0	0	0	239	436	258	0	171	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0
LTB4R	72.760000	0	0	0	0	0	0	239	436	258	0	171	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0
CIDEB	72.760000	0	0	0	0	0	0	239	436	258	0	171	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0
RAP1GAP2	72.720000	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	1643	0	0	0	0	0	0	0	0	0
NCAPG	72.720000	0	0	0	0	0	0	136	152	0	0	160	0	0	0	79	0	0	0	0	0	0	424	488	379	0	0
FAM3C	72.720000	0	0	0	0	0	0	239	147	0	0	280	0	0	296	178	0	351	0	161	0	0	0	79	87	0	0
FAM163B	72.720000	0	0	0	0	0	0	195	0	0	0	0	0	0	618	387	0	0	0	379	239	0	0	0	0	0	0
UAP1	72.680000	0	0	0	0	0	0	541	604	303	0	131	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0
NAB2	72.680000	0	0	0	0	0	240	219	264	0	0	179	0	0	0	0	0	687	0	0	0	0	0	0	228	0	0
RNF38	72.640000	0	0	0	0	0	0	119	195	0	0	242	0	0	0	0	0	1098	0	0	0	0	162	0	0	0	0
KLC2	72.640000	0	0	0	0	0	0	97	149	0	0	89	0	0	0	0	0	342	0	0	0	0	482	341	316	0	0
CCDC15	72.640000	0	0	0	0	0	0	187	97	0	0	224	0	0	321	181	0	806	0	0	0	0	0	0	0	0	0
PEX12	72.600000	0	0	0	0	0	90	136	159	744	0	105	0	0	113	0	0	468	0	0	0	0	0	0	0	0	0
NPPB	72.600000	0	0	0	0	0	0	520	409	0	0	0	0	0	344	379	0	163	0	0	0	0	0	0	0	0	0
TRAPPC6B	72.560000	0	0	0	0	0	135	223	269	924	0	167	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
TNNI2	72.560000	0	0	0	0	0	0	200	761	221	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0	0
PNN	72.560000	0	0	0	0	0	135	223	269	924	0	167	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
PACSIN3	72.560000	0	0	0	0	0	270	150	695	163	0	0	0	0	131	0	0	405	0	0	0	0	0	0	0	0	0
MARCHF6	72.560000	183	0	0	0	0	0	150	168	0	0	195	0	0	239	0	0	648	0	138	0	0	0	93	0	0	0
DDX17	72.560000	140	0	0	0	0	0	141	112	0	0	221	0	0	0	0	0	0	0	0	0	0	468	425	307	0	0
ATG14	72.560000	0	0	0	0	0	85	406	340	0	0	285	0	0	0	0	0	0	0	0	0	0	290	246	162	0	0
NBEAL2	72.520000	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	1548	0	0	0	0	0	0	0	0	0
CCDC12	72.520000	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	1548	0	0	0	0	0	0	0	0	0
UTP18	72.480000	0	0	0	0	0	0	196	120	0	0	130	0	0	0	0	0	194	0	0	0	0	524	367	281	0	0
TSNAXIP1	72.480000	0	0	0	0	0	837	158	0	0	0	95	0	0	0	0	0	487	0	0	0	0	121	114	0	0	0
RANBP10	72.480000	0	0	0	0	0	837	158	0	0	0	95	0	0	0	0	0	487	0	0	0	0	121	114	0	0	0
MBTD1	72.480000	0	0	0	0	0	0	196	120	0	0	130	0	0	0	0	0	194	0	0	0	0	524	367	281	0	0
VAV1	72.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	0	0	0	0	0	108	0	0	0
TAB1	72.440000	0	0	0	0	0	152	236	261	680	0	261	0	0	0	0	0	122	0	0	0	0	99	0	0	0	0
SH2D3A	72.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	0	0	0	0	0	108	0	0	0
DHCR24	72.440000	0	0	0	0	0	0	242	326	573	0	139	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0
UBXN4	72.360000	0	0	0	0	0	145	245	217	0	0	190	0	0	550	0	0	232	0	230	0	0	0	0	0	0	0
SOCS7	72.360000	0	0	0	0	0	0	102	78	0	0	0	0	0	936	495	0	0	0	198	0	0	0	0	0	0	0
CGGBP1	72.360000	0	0	0	0	0	167	309	207	0	0	351	0	0	200	0	0	286	0	157	132	0	0	0	0	0	0
C3orf38	72.360000	0	0	0	0	0	167	309	207	0	0	351	0	0	200	0	0	286	0	157	132	0	0	0	0	0	0
RPS11	72.320000	153	96	0	0	0	153	0	100	0	0	87	0	0	111	0	0	1108	0	0	0	0	0	0	0	0	0
AP1G1	72.320000	0	0	0	0	0	0	176	148	0	0	193	0	0	601	457	0	0	0	233	0	0	0	0	0	0	0
PLD6	72.280000	0	0	0	0	0	0	211	138	0	0	0	0	0	147	0	0	1027	0	182	102	0	0	0	0	0	0
MPG	72.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	1665	0	0	0	0	0	0	0	0	0
FANCC	72.240000	0	0	0	0	0	0	145	0	0	0	200	0	0	213	148	0	1100	0	0	0	0	0	0	0	0	0
DMTF1	72.240000	0	0	0	0	0	0	198	112	0	0	245	0	0	110	0	0	1141	0	0	0	0	0	0	0	0	0
SRSF9	72.200000	0	0	0	0	0	0	94	185	0	0	0	0	0	585	223	0	718	0	0	0	0	0	0	0	0	0
GSKIP	72.200000	0	0	0	0	0	0	84	0	0	0	163	0	0	221	233	0	0	0	247	133	0	277	222	225	0	0
FBXW7	72.200000	0	0	0	0	0	121	127	149	0	0	0	0	0	307	197	0	904	0	0	0	0	0	0	0	0	0
ATG2B	72.200000	0	0	0	0	0	0	84	0	0	0	163	0	0	221	233	0	0	0	247	133	0	277	222	225	0	0
ZNF443	72.160000	0	0	0	0	0	0	145	0	0	0	179	0	0	257	113	0	1110	0	0	0	0	0	0	0	0	0
PPIAL4C	72.160000	0	0	0	0	0	0	369	762	265	0	86	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0
ZW10	72.120000	0	0	0	0	0	102	144	297	0	0	396	0	0	335	140	0	0	0	0	0	0	113	179	97	0	0
BHLHE23	72.120000	0	0	0	0	0	0	155	161	0	0	0	0	0	0	0	0	274	0	0	0	0	515	507	191	0	0
SGK1	72.080000	0	0	0	0	0	165	312	148	0	0	0	0	0	154	0	0	1023	0	0	0	0	0	0	0	0	0
ALG6	72.080000	0	0	0	0	0	0	241	96	0	0	119	0	0	0	0	0	1346	0	0	0	0	0	0	0	0	0
ZNF696	72.040000	0	0	0	0	0	0	251	117	566	0	142	0	0	211	56	0	458	0	0	0	0	0	0	0	0	0
TNFRSF10D	72.040000	0	0	0	0	0	0	121	178	0	0	111	0	0	251	92	0	683	0	0	0	0	114	143	108	0	0
HSBP1L1	72.040000	0	0	0	0	0	387	105	112	0	0	0	0	0	642	199	0	222	0	0	0	0	134	0	0	0	0
ELK4	72.040000	0	0	0	0	0	0	122	206	0	0	131	0	0	0	0	0	1248	0	0	0	0	0	0	94	0	0
RHBG	72.000000	0	0	0	0	0	0	595	798	261	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0
KIAA1217	72.000000	0	0	0	0	0	157	124	172	0	0	255	0	0	447	174	0	132	118	221	0	0	0	0	0	0	0
ERLIN1	72.000000	0	0	0	0	0	0	216	213	0	0	178	0	0	112	88	0	819	0	0	0	0	0	92	82	0	0
RUVBL1	71.960000	0	0	0	0	0	242	348	308	126	0	143	0	0	264	122	0	246	0	0	0	0	0	0	0	0	0
KLHL15	71.960000	0	0	0	0	0	0	204	123	0	0	0	0	0	0	0	0	651	0	0	0	0	286	339	196	0	0
HLCS	71.960000	0	0	0	0	0	0	211	154	164	0	171	0	0	102	0	0	997	0	0	0	0	0	0	0	0	0
TMEM181	71.920000	0	0	0	0	0	0	234	487	388	0	0	0	0	89	0	0	600	0	0	0	0	0	0	0	0	0
SCARB1	71.880000	0	0	0	0	0	358	143	357	148	0	0	0	0	206	0	0	585	0	0	0	0	0	0	0	0	0
C4BPB	71.880000	0	0	0	0	0	0	565	795	213	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
STT3B	71.840000	0	0	0	0	0	0	153	116	0	0	177	0	0	140	0	0	1210	0	0	0	0	0	0	0	0	0
PRMT5	71.800000	0	0	0	0	0	122	488	405	286	0	140	0	0	243	111	0	0	0	0	0	0	0	0	0	0	0
PDCD11	71.800000	0	0	0	0	0	0	170	105	0	0	126	0	0	180	133	0	919	0	0	0	0	0	162	0	0	0
CASP3	71.800000	0	0	0	0	0	0	261	0	0	0	119	0	0	288	0	0	1127	0	0	0	0	0	0	0	0	0
ATP5MD	71.800000	0	0	0	0	0	0	170	105	0	0	126	0	0	180	133	0	919	0	0	0	0	0	162	0	0	0
MACIR	71.720000	0	0	0	0	0	248	111	0	0	0	121	0	0	0	0	0	560	0	0	0	0	291	195	267	0	0
FLT1	71.720000	0	0	0	0	0	312	0	0	0	0	62	0	0	0	0	0	135	0	843	441	0	0	0	0	0	0
TCF7L2	71.600000	0	0	0	0	0	247	0	107	0	0	0	0	0	140	0	0	1296	0	0	0	0	0	0	0	0	0
SNCAIP	71.600000	0	0	0	0	0	496	0	0	0	0	183	0	0	594	517	0	0	0	0	0	0	0	0	0	0	0
MOV10L1	71.600000	0	0	0	0	0	0	92	108	0	0	137	0	0	0	0	0	1453	0	0	0	0	0	0	0	0	0
SNRPB	71.560000	0	0	0	0	0	79	409	309	150	0	281	0	0	149	93	0	217	0	102	0	0	0	0	0	0	0
TMEM229B	71.520000	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	1689	0	0	0	0	0	0	0	0	0
TXNL4A	71.480000	0	0	0	0	0	0	158	0	0	0	145	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0
RBFA	71.480000	0	0	0	0	0	0	158	0	0	0	145	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0
KATNA1	71.480000	0	0	0	0	0	0	595	627	0	0	161	0	0	0	0	0	150	0	0	0	0	105	0	149	0	0
FRG1	71.480000	0	0	0	0	0	0	314	195	0	0	337	0	0	138	0	0	232	0	0	0	0	229	241	101	0	0
RIPOR2	71.440000	156	0	0	0	0	174	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	446	439	371	0	0
NSUN6	71.440000	0	0	0	0	0	134	173	195	0	0	136	0	0	562	313	0	273	0	0	0	0	0	0	0	0	0
IPO13	71.400000	0	0	0	0	0	0	96	134	0	0	147	0	0	515	893	0	0	0	0	0	0	0	0	0	0	0
HAL	71.400000	0	0	0	0	0	0	373	957	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF19	71.360000	0	0	0	0	0	144	206	89	937	0	135	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0
NFIB	71.360000	0	0	0	0	0	454	110	218	0	0	255	0	0	147	0	0	285	0	174	141	0	0	0	0	0	0
FBXL17	71.360000	0	0	0	0	0	0	185	111	0	0	156	0	0	0	86	0	1246	0	0	0	0	0	0	0	0	0
EMC3	71.360000	0	0	0	0	0	184	0	385	131	0	0	0	0	0	0	0	1084	0	0	0	0	0	0	0	0	0
SFT2D2	71.320000	0	0	0	0	0	310	132	0	0	0	180	0	0	338	68	0	315	0	0	90	0	215	135	0	0	0
EIF2S2	71.320000	0	0	0	0	0	0	211	256	64	0	129	0	0	0	0	0	580	0	0	0	0	154	194	195	0	0
MSI2	71.280000	162	82	0	0	0	0	0	0	0	0	0	0	0	0	97	0	111	0	0	0	0	691	502	137	0	0
EIF3CL	71.280000	0	0	0	0	0	0	225	147	0	0	105	0	0	95	0	0	1136	0	74	0	0	0	0	0	0	0
DPH7	71.280000	225	110	0	0	0	204	159	161	254	0	155	0	0	0	0	0	375	0	0	0	0	139	0	0	0	0
PYGL	71.240000	0	0	0	0	0	0	191	294	162	0	165	0	0	182	124	0	439	0	224	0	0	0	0	0	0	0
PPP1R16B	71.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0
TERF2IP	71.200000	145	0	0	0	0	0	119	159	0	0	212	0	0	214	0	0	0	0	0	0	0	310	366	255	0	0
KARS1	71.200000	145	0	0	0	0	0	119	159	0	0	212	0	0	214	0	0	0	0	0	0	0	310	366	255	0	0
VPS4A	71.160000	0	0	0	0	0	0	261	357	332	0	0	0	0	0	0	0	829	0	0	0	0	0	0	0	0	0
RFX8	71.160000	0	0	0	0	0	0	104	0	0	0	0	0	0	501	144	0	630	0	190	210	0	0	0	0	0	0
PPAN-P2RY11	71.160000	0	0	0	0	0	244	132	152	0	0	216	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0
PPAN	71.160000	0	0	0	0	0	244	132	152	0	0	216	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0
HCFC2	71.160000	0	0	0	0	0	0	121	96	0	0	201	0	0	169	0	0	1192	0	0	0	0	0	0	0	0	0
GLT8D2	71.160000	0	0	0	0	0	0	121	96	0	0	201	0	0	169	0	0	1192	0	0	0	0	0	0	0	0	0
ANGPTL6	71.160000	0	0	0	0	0	244	132	152	0	0	216	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0
RPL26L1	71.120000	0	0	0	0	0	143	172	142	0	0	201	0	0	677	286	0	157	0	0	0	0	0	0	0	0	0
ZNF497	71.080000	0	0	0	0	0	263	85	102	882	0	129	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0
WDR1	71.080000	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0
TBC1D2B	71.080000	0	0	0	0	0	512	0	0	0	0	97	0	0	512	186	0	290	0	180	0	0	0	0	0	0	0
FXR1	71.080000	0	0	0	0	0	0	108	109	0	0	146	0	0	0	0	0	451	0	0	0	0	450	255	258	0	0
SLC25A13	71.040000	0	0	0	0	0	0	267	279	0	0	218	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	0
SETD1A	71.040000	0	0	0	0	0	0	0	149	99	0	188	0	0	477	273	0	233	0	265	92	0	0	0	0	0	0
PPIP5K2	71.040000	0	0	0	0	0	0	200	227	0	0	150	0	0	641	389	0	0	0	169	0	0	0	0	0	0	0
PCBD2	71.040000	0	0	0	0	0	0	213	194	0	0	149	0	0	0	0	0	1044	0	0	0	0	0	0	176	0	0
LDLRAD2	71.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0
GIN1	71.040000	0	0	0	0	0	0	200	227	0	0	150	0	0	641	389	0	0	0	169	0	0	0	0	0	0	0
FBXL5	71.040000	0	0	0	0	0	0	153	92	0	0	110	0	0	96	0	0	1325	0	0	0	0	0	0	0	0	0
ZNF570	71.000000	0	0	0	0	0	0	219	143	0	0	124	0	0	428	249	0	189	0	293	130	0	0	0	0	0	0
ZNF569	71.000000	0	0	0	0	0	0	219	143	0	0	124	0	0	428	249	0	189	0	293	130	0	0	0	0	0	0
SMG1	71.000000	0	0	0	0	0	0	392	456	105	0	139	0	0	0	93	0	141	0	70	0	0	129	138	112	0	0
USP22	70.960000	0	0	0	0	0	0	103	0	0	0	98	0	0	88	0	0	1485	0	0	0	0	0	0	0	0	0
